,2021-12-31,金地集团(600383)：险资减持压力大量释放 减持股份,广发证券
318,2021-11-10,地产板块拉升 金地集团(600383.SH)涨超5%,格隆汇
319,2021-11-10,金地集团：成功发行15亿元低息票据 用长期稳健财务政策构建安全“护城河”,发布易
320,2021-11-09,房地产月报：10月新房、二手房整体成交套数同环比均下降,新浪
321,2021-11-09,金地集团： 广州广电房地产开发集团股份有限公司是金地商置子公司投资的公司,每日经济新闻
322,2021-11-09,A股快报 | 地产板块上涨0.07% 金地集团领涨1.76%,观点地产网
323,2021-11-09,2021年10月房企销售融资点评：十月销售延续低迷状态 房企融资环比大幅下降,新浪
324,2021-11-09,险资去哪儿了？复苏行业有机会,Wind
325,2021-11-08,金地·格林都会金地LOGO被遮，揭开小股东操盘问题冰山一角,红周刊
326,2021-11-08,金地集团增持金华金旭地产3.5%股权，华电集团退出,乐居财经
327,2021-11-05,【晚间公告抢先看】宁德时代拟70亿元投建新能源动力及储能电池项目、万科A拟分拆万物云到港交所上市,金融界
328,2021-11-05,企业月报｜百强10月业绩与上月基本持平，典型房企拿地总额降至新低（10月）,克而瑞地产研究
329,2021-11-05,三季报放榜④｜百家A股房企毛利率均值达28%，美好置业、蓝光发展等负毛利率,搜狐
330,2021-11-05,金地集团前10个月签约额2452.2亿元,贝壳财经
331,2021-11-05,金地集团：2021年10月销售金额165.2亿元,每日经济新闻
332,2021-11-05,金地集团最新公告：10月实现签约金额165.2亿元 同比降17.5% 盈利能力下降,证券之星
333,2021-11-05,金地集团：10月公司实现签约金额同比下降17.50% 盈利能力下降,Wind
334,2021-11-05,金地集团(600383.SH)前十月累计实现签约金额2452.2亿元 同比上升29.01%,智通财经
335,2021-11-05,财面儿｜金地集团前10月签约额2452.2亿元 完成87.58%年目标,财经网
336,2021-11-05,金地集团50亿元小公募债券项目状态更新为“已反馈”,乐居财经
337,2021-11-05,金地集团前10月累计签约金额2452.2亿元，同比升29.01%,乐居财经
338,2021-11-05,金地集团：10月实现签约金额165.2亿元 同比降17.5% 盈利能力下降,财联社
339,2021-11-05,三季报放榜③｜百家A股房企创收1.76万亿净利千亿，万科等10龙头增收不增利,搜狐
340,2021-11-05,中金固收：房地产主体分化专题,Wind
341,2021-11-04,华安证券：给予金地集团增持评级,证券之星
342,2021-11-04,华安证券维持金地集团增持评级：Q3单季毛利率环比回升，销售端逆势高增,每日经济新闻
343,2021-11-04,资本圈 | 保利、金地发行新票据 雅居乐、祥生、正荣回购美元债,观点地产网
344,2021-11-04,地产板块走弱 碧桂园服务与晋勤集团达成战略合作｜房资日报,金融界
345,2021-11-04,财面儿丨金地集团拟发行15亿元中期票据，募集资金用于偿债,财经网
346,2021-11-04,金地集团：将发行15亿元3年期中票，募集资金将全部用于偿还到期债券,Wind
347,2021-11-04,金地集团拟发行15亿元中期票据，期限为3年,乐居财经
348,2021-11-04,险资三季度调仓动向　抛售地产重点增持周期股,财富动力网
349,2021-11-03,前三季度31家A股房企亏损！万科等遭受利润下滑，行业缩表未结束 亏损,房地产报
350,2021-11-03,房地产行业周报：基本面持续下行 部分城市启动第三次集中供地,新浪
351,2021-11-03,德迅系企业「房多多」引领房地产数字化变革，开启行业增长新动能,凤凰网
352,2021-11-03,A股收盘综述：“光伏茅”放量迫近跌停恫吓热门赛道，煤炭、地产、防疫板块逆市上扬,Wind
353,2021-11-03,解盘：资金小额流入，饲料、猪鸡肉、血液制品、煤炭领涨,Wind
354,2021-11-02,首开股份出质成都首开宜泰400万元股权，质权人为金地集团,乐居财经
355,2021-11-02,房地产行业周报：Q3地产板块相对行业配置比例环比改善 房地产贷款增速持续放缓,新浪
356,2021-11-02,地产板块午后加速跳水 广宇发展大跌逾8%,证券之星
357,2021-11-01,独家 | 金地·格林都会金地LOGO被遮，揭开小股东操盘问题冰山一角,红周刊
358,2021-11-01,【券商聚焦】国泰君安：房产税无关调控,和讯
359,2021-10-31,【天风地产|周观点】房地产税改革试点工作启动，前三季度房贷增速持续放缓,天诚地产会
360,2021-10-31,房地产：成交利润率改善 国企拿地市占率逆市提升,新浪
361,2021-10-30,机构三季度持股趋分散，大资金偏爱钢铁和有色,Wind
362,2021-10-30,地产板块“寒冬” 部分公募基金减持保业绩 减持股份,中国经营报
363,2021-10-29,险资持仓出炉！850亿市值科技龙头再获加仓,Wind
364,2021-10-29,险资持仓出炉！850亿市值科技龙头再获加仓,中证报
365,2021-10-29,新能源真的为所欲为！宁德创新高，5000亿隆基逼近涨停,Wind
366,2021-10-29,地产全线重挫，百亿地产股跌停；这只次新股却火了,Wind
367,2021-10-29,万科A跌近5%创三年新低，保利、招商、新城控股、金地纷纷下滑,Wind
368,2021-10-28,【房地产】从路径、估算总额、预期影响、海外经验来理解我国房地产税改革试点,中银证券研究
369,2021-10-27,在行业不确定性中应对有方，金地集团稳健财务凸显抗风险能力,每日经济新闻
370,2021-10-27,金地华东逆市扩张：销售拿地猛增，营收利润去哪了？,观察者网
371,2021-10-27,社保、QFII、险资等最新持股大曝光！,中国基金报
372,2021-10-27,金地集团5000万元认购苏州启明融乾完成私募基金备案,乐居财经
373,2021-10-27,险资持仓盘点：茅台不香了？国寿减持跌出前十大股东！银行、地产成减持重点 减持股份,新浪
374,2021-10-27,国泰君安：预期向稳定靠拢，地产股长期价值再修复,Wind
375,2021-10-27,加仓有色地产，三季度社保基金调仓攻守兼备,Wind
376,2021-10-26,险资三季报持仓线路曝光：进入85家公司前十大流通股股东,Wind
377,2021-10-26,金地拟出资8400万认购私募基金,金融界
378,2021-10-26,金地集团凌克：做中国最有价值的国际化企业！,质量新闻网
379,2021-10-26,金地集团拟用8400万元认购2家合伙企业份额,中国网
380,2021-10-26,房地产行业：对人大常委会授权国务院开展房产税试点的点评：预期向稳定靠拢 长期价值再修复,新浪
381,2021-10-25,【天风地产|周观点】9月份商品住宅销售价格稳中有降，楼市“金九”成色不足,天诚地产会
382,2021-10-25,金地集团(600383)：利润率见底回升 结算重点在四季,广发证券
383,2021-10-25,金地集团(600383)：销售维持高增速 毛利率较中期好转,新浪
384,2021-10-25,金地集团跌3.06% 中金公司近年高点上调目标价,中国经济网
385,2021-10-25,财面儿｜金地集团出资8400万元认购私募基金份额 主要投资于医疗大健康等产业,财经网
386,2021-10-25,金地集团子公司南京威新拟参投私募基金,金融界
387,2021-10-25,金地拟出资8400万认购基金份额 主要投资于医疗健康等行业,观点地产网
388,2021-10-25,金地集团(600383.SH)子公司南京威新拟参投私募基金以赋能主业,智通财经
389,2021-10-25,金地集团耗资8400万元认购两家私募基金份额,乐居财经
390,2021-10-25,金地集团：业绩稳健，成长可期,凤凰网
391,2021-10-25,地产行业周报：房地产税试点渐行渐近 地方楼市政策微调,新浪
392,2021-10-25,房地产板块两连阳，机构称行业信贷压力有望缓解,Wind
393,2021-10-24,中信建投：房地产税试点落地，行业中期配置价值凸显,Wind
394,2021-10-24,中信建投点评房地产税改革试点政策：扎实推进恰逢其时，长效机制扬帆起航,Wind
395,2021-10-23,金地集团的“少数股东权益”：隐现的关联方,新浪
396,2021-10-23,银行股地产股轮番发力，低估值板块资金关注度提升,Wind
397,2021-10-22,年内41只次新股跌破发行价，3只跌超30%,Wind
398,2021-10-22,银行、地产轮番发力，低估值的春天又要来了？,Wind
399,2021-10-22,A股午盘综述：半导体产业链、地产、家电复苏，煤炭、钢铁板块调整,Wind
400,2021-10-22,快讯：金地集团涨停 报于11.96元,金融界
401,2021-10-22,金地集团涨停，保利发展、首开股份涨超7%,Wind
402,2021-10-22,地产股批量涨停，金地集团首板,Wind
403,2021-10-22,银河证券：看好港股优质物业管理公司,Wind
404,2021-10-22,93股获券商买入评级，新希望目标涨幅达71%,Wind
405,2021-10-22,【招商证券·房地产】政策超预期，建议积极配置——银保监会谈保障刚需点评,降噪房地产
406,2021-10-22,金地集团吓坏小股东,网易
407,2021-10-22,险资三季度首批重仓股曝光 险资三季度减持银行地产股加仓新能源与“专精特新” 减持股份,证券日报
408,2021-10-21,房地产开发/房地产服务行业周报(第四十一周)：地产金融改善预期再强化 房地产税推进节奏或将提速,新浪
409,2021-10-21,房地产开发/房地产服务行业周报(第四十周)：国庆期间新房市场延续低迷 政策边际改善仍可期待,新浪
410,2021-10-21,国盛证券维持金地集团买入评级：前三季度销售高增，毛利率较上半年小幅提升,每日经济新闻
411,2021-10-21,国盛证券：给予金地集团买入评级,证券之星
412,2021-10-21,金地集团：第三季度营收、归母净利润均下滑 毛利率腰斩 盈利能力下降,面包财经
413,2021-10-20,【招商证券·房地产】维持政策边际改善判断，维持新开工后续改善判断—房地产行业最新观点及1-9月数据深度解读,降噪房地产
414,2021-10-20,金地集团完成发行15亿元中期票据，利率为4.17%,乐居财经
415,2021-10-20,金地集团完成发行15亿元中期票据，利率4.04%,乐居财经
416,2021-10-20,房地产行业统计局数据月度跟踪报告(2021年9月)：地产投资单月同比转负 居民按揭降幅持续收窄,光大证券
417,2021-10-20,A股10月20日地产股午盘：金地集团跌3.27%,乐居财经
418,2021-10-20,海外机构调研股名单、社保基金三季报重仓股名单出炉,证券时报
419,2021-10-20,最新16只个股前十大流通股东出现社保基金身影，合计持股市值近140亿元,资本邦
420,2021-10-20,A股快报 | 地产板块下跌0.73% 金地集团领跌2.05%,观点地产网
421,2021-10-20,金地集团前三季净利33亿元，降34% 盈利能力下降,南方网
422,2021-10-20,社保基金三季报重仓股名单出炉，千亿“矿业茅”获持仓超3亿股,第一财经
423,2021-10-19,金地集团(600383)：毛利率如期反弹 董事长增持显决心,新浪
424,2021-10-19,毛利率改善拐点未至 金地前三季增收不增利丨公司 盈利能力下降,房地产报
425,2021-10-19,三季度社保、险资、公募持仓抢先看，这两家公司被联合抢筹,Wind
426,2021-10-19,房地产行业周报：新房库存环比微降 难掩销售承压下行,华安证券
427,2021-10-19,社保基金三季度重仓股名单（附股）,证券时报网
428,2021-10-19,9月统计局数据点评：销售延续低温 开发投资单月同比转负 持续关注按揭变化,新浪
429,2021-10-19,金地集团(600383)2021年三季报点评：利润率边际修复 销售靓眼经营稳健,新浪
430,2021-10-19,【国君地产|三季报点评】金地集团：业绩稳健，成长可期,微信
431,2021-10-19,25股获券商买入评级，嘉诚国际目标涨幅达81.68%,Wind
432,2021-10-18,房地产1-9月月报：投资转负加速下行 政策见底判断不变,新浪
433,2021-10-18,解局 | 金地三季度净利降幅收窄至26%与险资减持逾1亿股 盈利能力下降,观点地产网
434,2021-10-18,金地集团三季度利润下滑近三成，签约金额连续两个月同比下滑 盈利能力下降,搜狐
435,2021-10-18,地产行业点评：单月投资增速转负 销售开工延续低迷,新浪
436,2021-10-18,房地产行业周报：央行表态基调软化 银行按揭有望转暖,新浪
437,2021-10-18,金地集团：第三季度归母净利约14.84亿元，同比下降26.19% 盈利能力下降,资本邦
438,2021-10-18,前三季度净利润下滑34%，大批散户股东挥别金地集团 盈利能力下降,21经济网
439,2021-10-18,金地集团前三季净利33亿元降34% 有息负债1206亿 盈利能力下降,中国经济网
440,2021-10-18,金地集团2021年前三年季度营收增长33.25%至538.83亿元,金融界
441,2021-10-18,房地产土地周报：土地成交环比降温 第二批集中供地流拍率走高,新浪
442,2021-10-18,金地集团前三季度营收约196.1亿 同比下降4.64% 盈利能力下降,金融界
443,2021-10-18,金地集团前三季度净利润下降34% 期末资产负债率超78% 盈利能力下降,中国网
444,2021-10-18,金地集团第三季度净利润同比减少26% 盈利能力下降,阿尔法工场
445,2021-10-18,平安证券维持金地集团推荐评级：未结资源充足，销售优于大市,每日经济新闻
446,2021-10-18,平安证券：给予金地集团增持评级,证券之星
447,2021-10-18,金地集团：2021年前9个月签约金额增34%至2287亿元,乐居财经
