922,2019-08-13,生益科技（600183）2019年半年度报告：5G高频材料龙头，开启新成长周期,国信研究
923,2019-08-13,生益科技：成长超预期，加码显雄心,证券时报网
924,2019-08-13,科技股集体大涨 华为概念霸屏A股涨停榜,证券时报
925,2019-08-13,A股早报2019年8月13日星期二,Wind
926,2019-08-12,生益科技2019年上半年净利6.29亿 及时调整销售策略,挖贝网
927,2019-08-12,华为概念掀涨停潮 聪明钱重仓了哪些股？,火山财富
928,2019-08-12,科技股龙头掀涨停潮：如何把握未来市场主线？,格隆汇
929,2019-08-12,生益科技(600183.SH)上半年净利润升18.02%至6.29亿元,格隆汇
930,2019-08-12,生益科技：上半年净利6.29亿元 同比增18%,e公司
931,2019-08-12,生益科技：上半年净利润同比增18.02%,Wind
932,2019-08-12,涨停板复盘丨科技趋势股走势强劲、三大股指全面爆发,格隆汇
933,2019-08-12,涨停板解密：电子元器件相关股掀涨停潮！（8月12日）,Wind
934,2019-08-12,北上资金连续三天抄底，A股大涨沪指站上2800点,Wind
935,2019-08-09,北向资金今日净流入13.94亿元，中国平安逆市再遭抛售逾3亿元,Wind
936,2019-08-08,别纠结大盘扭捏了一年涨了近6倍的股到底是啥基因,火山财富
937,2019-08-07,[快讯]生益科技:董事减持股份进展 减持股份,中财网
938,2019-08-07,生益科技：董事陈仁喜累计减持15.36万股 减持股份,Wind
939,2019-08-07,生益科技(600183.SH)：减持时间过半 董事陈仁喜减持15.36万股 减持股份,格隆汇
940,2019-08-07,业绩超预期股逆势抗跌 9股获北上资金大手笔加仓,证券时报
941,2019-08-06,生益科技系列研究之一：罗杰斯对标研究，高频基材进口替代为时代趋势,中信建投电子研究
942,2019-08-05,【点评|生益科技】投资吉安生益电子，PCB产值2年目标35亿 20190805,申万宏源电子研究
943,2019-08-05,生益科技（600183）快评：乘胜追击，优质5G龙头继续加码高端通信PCB,国信研究
944,2019-08-02,生益科技(600183.SH)董事会通过吉安生益电子项目(一期)投资可行性分析报告 规划总投资25亿元,格隆汇
945,2019-08-02,连跌几个月后 这些股票获机构看好 7股预测上涨空间超30%,证券时报网
946,2019-08-01,射频接棒PCB？逻辑上已成立,Wind
947,2019-07-31,半导体市场向消费导向型发展 市场空间进一步增长,证券网
948,2019-07-31,45股获券商买入评级，星网锐捷目标涨幅达48.79%,Wind
949,2019-07-31,半年报业绩高增长，这些股票开启月线连涨模式（名单）,证券时报
950,2019-07-30,机构又有新玩法！生益科技3天大涨24%背后的套利机会,金融界
951,2019-07-30,生益科技（600183.SH）：股价屡创新高，触发可转债强赎条款,格隆汇
952,2019-07-30,覆铜板五日涨幅16.17%，电子主题如何挑选？,养基司令
953,2019-07-30,生益科技：上半年业绩超预期，高频高速基材快速增长,中信建投证券研究
954,2019-07-30,A股早报2019年7月30日星期二,Wind
955,2019-07-29,7月29日A股龙虎榜揭秘，机构最青睐7股,Wind
956,2019-07-29,生益科技：连续大涨股价异动，无应披露而未披露事项,Wind
957,2019-07-29,生益科技龙虎榜数据(7月29日）,Wind
958,2019-07-29,生益科技三日涨超20%，机构资金买入逾6亿元,Wind
959,2019-07-29,龙虎榜：生益科技三日涨超20% 机构资金买入逾6亿元,e公司
960,2019-07-29,华为概念股多数上涨，生益科技(600183.SH)涨超6%,格隆汇
961,2019-07-26,生益科技(600183.SH)：“生益转债”将被提前赎回并于8月1日停止交易和转股 可转债提前赎回,格隆汇
962,2019-07-26,科技股引领新高潮 这11股看点十足,红周刊
963,2019-07-26,生益科技提前赎回“生益转债”,挖贝网
964,2019-07-26,券商首次关注9股并给予买入评级（7月26日）,Wind
965,2019-07-26,A股早报2019年7月26日星期五,Wind
966,2019-07-26,52股获券商买入评级 一心堂目标涨幅达76.13%,Wind
967,2019-07-26,借科创板东风 科技股成市场新主线,财富动力网
968,2019-07-26,"生益科技:特材创新生机遇,稳健领航益价值",申万宏源
969,2019-07-25,产业景气度持续攀升，这一板块业绩亮眼，多只个股创新高！,证券时报网
970,2019-07-25,生益科技：持续高端材料布局进一步支撑估值,证券时报网
971,2019-07-25,生益科技：2019年目标市值495.8亿 给予买入评级,证券时报网
972,2019-07-25,涨停板解密：电子板块继续受资金抢筹！（7月25日）,Wind
973,2019-07-25,生益科技：“生益转债”赎回提示,Wind
974,2019-07-25,【中金电子与通信】生益科技（600183.SH）：5G驱动二季度盈利超预期，重申“跑赢行业”评级,乐平科技视角
975,2019-07-25,覆铜板概念大涨 金安国纪、生益科技涨停,金融界
976,2019-07-25,生益科技：关于“生益转债”赎回的公告,上交所
977,2019-07-25,快讯：铜箔板块开盘活跃 生益科技大涨8%,新浪
978,2019-07-25,A股异动 | 生益科技涨近9% 股价刷新历史新高,格隆汇
979,2019-07-25,生益转债大幅跳空高开、快速上行，盘初刷新上市新高至148，现报145.12涨8.35%，正股生益科技涨9.39%。,中国金融信息网
980,2019-07-25,生益科技高开逾5%，上半年业绩大超预期,Wind
981,2019-07-25,生益科技：“生益转债”终止上市 退市,Wind
982,2019-07-25,生益科技：业绩大超预期，5G推动新成长周期,证券时报网
983,2019-07-24,太平洋电子刘翔团队|生益科技业绩快报点评：PCB子公司二季度业绩暴增，高频CCL前景无限光明,刘翔电子研究
984,2019-07-24,生益科技：上半年净利6.29亿元 同比增18%,e公司
985,2019-07-24,生益科技(600183.SH)披露业绩快报 上半年净利润升17.99％至6.29亿元,格隆汇
986,2019-07-24,生益科技：匠心铸造优秀，5G时代公司从周期走向成长,证券时报网
987,2019-07-22,生益科技子公司东莞事故死亡3人 事发俩月仍未见公告 关联方问题,中国经济网
988,2019-07-21,信息科技：或对运营商+主设备商均有利 荐11股,广发证券
989,2019-07-19,【申万宏源有色】嘉元科技（688388）新股分析：技术领先的超薄锂电铜箔龙头,申万有色公众平台
990,2019-07-19,有机硅价格持续上涨 四只个股腾飞在即掘金良机,证券时报
991,2019-07-17,生益科技(600183)公告称，因可转债赎回条款被触发，将提前赎回全部“赎回登记日”登记在册的“生益转债”。,中国金融信息网
992,2019-07-16,电子行业19年7月份投资策略及中报业绩前瞻：布局中报行情结构性机会,国信证券
993,2019-07-15,生益科技（600183）深度：匠心铸造优秀，5G时代公司从周期走向成长,国信研究
994,2019-07-12,环保加码，A股迎来涨价主题！谁是黄磷第二？,Wind
995,2019-07-05,生益科技：5G带来增长新机遇 增持评级,中银国际
996,2019-07-01,生益科技已有37.35%可转债已转股,证券之星
997,2019-06-27,A股进入中报时间！行业回暖成关键词，5要素透露玄机,Wind
998,2019-06-25,"通信行业周报:中国电信试水光模块全新集采模式,中兴通讯在西班牙建立5G SA试验网",安信证券
999,2019-06-24,23股获券商买入评级 美联新材目标涨幅达80.79%,Wind
1000,2019-06-16,信息科技：华为领跑全球5G订单 荐5股,联讯证券
1001,2019-06-14,29股获券商买入评级 中设集团目标涨幅达72.84%,Wind
1002,2019-06-13,天风国际：华为今年手机出货料优于市场预期,Wind
1003,2019-06-09,半导体、电子设备：5G牌照发放 关注基站设备相关公司,德邦证券
1004,2019-06-06,【方正策略】科技龙头身在何处,策略研究
1005,2019-06-06,58股逆市创历史新高 医药等大消费公司最多,投资快报
1006,2019-06-05,浙商证券：生益科技买入评级,浙商证券
1007,2019-06-04,券商首次关注5股并给予买入评级（6月4日）,Wind
1008,2019-05-29,生益科技(600183.SH)拟每10股派3.5元 股权登记日为6月5日,格隆汇
1009,2019-05-29,"通信事件点评:不屈的华为,大浪淘沙方显英雄本色",联讯证券
1010,2019-05-28,生益科技（600183.SH）：股价7年涨10倍 业绩下滑为何股价却频创新高？,格隆汇
1011,2019-05-27,上市公司从控股股东到老二、第一大客户利益输送?,新浪
1012,2019-05-27,基岩资本范波：5G时代终端应用广阔，带动上游覆铜板需求增量,和讯
1013,2019-05-27,"通信行业周观点:短期扰动不改5G长期趋势,逢低布局相关标的",联讯证券
1014,2019-05-24,生益科技(600183)公告称，生益转债(110040 )自5月29日至权益分派股权登记日间将停止转股。,中国金融信息网
1015,2019-05-23,生益科技：实施2018年年度权益分派时“生益转债”转股将连续停牌 重大事项停牌,Wind
1016,2019-05-23,分拆上市政策出台前夜 科创板隐现“类分拆”申报企业,21世纪经济报道
1017,2019-05-22,沪港通十大成交活跃股排名（5月22日）,Wind
1018,2019-05-22,陆股通今日净流出A股45亿元：海康威视、美的抛售额超10亿，五粮液获净买入,每日经济新闻
1019,2019-05-21,【中信建投 海外TMT】海外TMT行业周报：美国对华为出口管制加速供应链国产替代，看好关键领域自主可控机会,建投海外研究
1020,2019-05-21,审计机构被查 联瑞新材IPO恐生变 其他违规处罚,时代周报
1021,2019-05-20,分拆上市细则在路上！多家主板公司表达科创板分拆上市意愿，上交所问询严把关,券商中国
1022,2019-05-17,多家公司被问会不会更换审计机构,信息时报
1023,2019-05-16,生益科技：2019年第一次临时股东大会决议公告,上交所
1024,2019-05-16,【华泰策略|问道产业】为5G而生，华为周期有望开启——策略问道产业系列之华为产业链,华泰策略研究
1025,2019-05-11,5G迎来重要时间窗口期 近10亿元大单涌入15只概念股,证券日报
1026,2019-05-10,[快讯]15:00生益科技、卫士通等6只股票封涨停,中财网
1027,2019-04-28,"生益科技2019年1季报点评:Q1业绩符合预期,5G产品加速起航",国信证券
1028,2019-04-27,【国信证券】生益科技(600183)：Q1业绩符合预期，5G产品加速起航,国信电子研究
1029,2019-04-26,生益科技：5G产品加速起航 给予“增持”评级,证券时报网
1030,2019-04-26,生益科技一季度净利2.5亿元同比下滑0.03% 现金流量净额为4.8亿元 盈利能力下降,挖贝网
1031,2019-04-25,生益科技(600183.SH)一季度净利润降0.03%至2.49亿元 盈利能力下降,格隆汇
1032,2019-04-25,生益科技：一季度净利润同比减0.03% 盈利能力下降,Wind
1033,2019-04-21,【科创板专题：联瑞新材 | 高端硅微粉领跑企业】国君有色刘华峰团队,峰刘解色
1034,2019-04-18,生益科技：2018年年度股东大会决议公告,上交所
1035,2019-04-18,联瑞新材料是高科技？恐怕全化工行业都不答应,新浪
1036,2019-04-15,【天风研究·固收】转债日报（4月15日）,固收彬法
1037,2019-04-15,科创板进程加快投顾专家助你寻找短线“牛股”,重庆商报
1038,2019-04-13,联瑞新材创业板IPO终止，转战科创板，上市公司生益科技持股超三成 IPO融资异常,IPO日报
1039,2019-04-12,公告精选：生益科技联营公司科创板上市申请获受理；南都电源、卫星石化涉足氢能领域,每日经济新闻
1040,2019-04-12,生益科技：对联瑞新材股权投资账面余额1亿元，对公司不构成重大影响,Wind
1041,2019-04-12,生益科技：联营公司联瑞新材科创板上市申请获受理,Wind
1042,2019-04-12,生益科技：联营公司联瑞新材科创板上市申请获受理,e公司
1043,2019-04-12,生益科技：董事计划减持38.17万股 减持股份,Wind
1044,2019-04-12,科创板受理企业透析｜联瑞新材：中央汇金、东方红间接持股,澎湃新闻
1045,2019-04-11,3家企业科创版上市申请今日获受理-更新中,中财网
1046,2019-04-11,联瑞新材科创板上市申请获上交所受理 生益科技持股比例31%,e公司
1047,2019-04-10,"电子行业:短期面板供过于求,长期看好国内面板企业",东北证券
1048,2019-04-05,最新重仓股大曝光！高毅、重阳、淡水泉等超一流私募牛市买买买（名单）,Wind
1049,2019-04-04,【电子-生益科技(600183)】谢春生、胡杨（研究助理）：CCL周期属性淡化，高频高速打开成长空间-20190403,中泰证券研究所
1050,2019-04-03,半导体、电子设备：5G投资景气持续 荐12股,和讯
1051,2019-04-02,券商首次关注11股并给予买入评级（4月2日）,Wind
1052,2019-04-02,【朝闻国盛0402】能源革命创新先行，聚焦各板块一季报稳增长公司,国盛证券研究所
1053,2019-04-01,生益科技：深度受益5G，高频高速板迎曙光,证券时报网
1054,2019-03-28,生益科技（600183）2018年年报深入分析：业绩小幅低于预期，5G应用正在起航,国信研究
1055,2019-03-28,生益科技去年净利10亿同比减7% 董事长刘述峰年薪814万元 盈利能力下降,挖贝网
1056,2019-03-27,"通信行业:三大运营商年报公布,移动生态助推经济增长",东吴证券
1057,2019-03-26,生益科技(600183.SH)2018年净利润降6.9%至10亿元 拟10派3.5元 盈利能力下降,格隆汇
1058,2019-03-26,生益科技：2018年净利润同比减6.90% 盈利能力下降,Wind
1059,2019-03-25,"电子行业:面板需求强劲,关注相关产业链",东北证券
1060,2019-03-22,天风通信团队：中国移动计划千亿5G资本开支，持续围绕新基建布局（周专题：网络工程规划，5G基建先行者）,海陆清风
1061,2019-03-19,半导体、电子设备：偏光片维持高景气 荐15股,中信建投
1062,2019-03-18,"电子行业:华为5G芯片提速,关注相关产业链",东北证券
1063,2019-03-12,【太平洋电子刘翔团队】5G系列报告之综述篇：5G商用临近，关注产业链投资机会,刘翔电子研究
1064,2019-03-07,半导体、电子设备：PCB覆铜板产业升级 进口替代大幕开启,广发证券
1065,2019-03-05,52股猪年以来创历史新高 电子元器件等三行业公司最多,投资快报
1066,2019-02-28,"生益科技2019年跟踪点评:新产能即将投放,全年稳步增长",浙商证券
1067,2019-02-27,"通信行业:MWC召开在即,5G折叠屏手机、设备商端到端解决方案和5G商用案例等值得期待",安信证券
1068,2019-02-26,"电子行业:OLED利好消息频出,继续关注相关产业链",东北证券
1069,2019-02-25,MWC抢“鲜”看！除了华为、小米、中兴，还有哪些亮点,Wind
1070,2019-02-25,电路板材料年内2次涨价 相关受益股有哪些？,格隆汇
1071,2019-02-21,5G板块直线拉升，龙头东方通信大涨6%,Wind
1072,2019-02-21,覆铜板迎来年内第二波涨价潮行业 六股即将大牛,证券时报
1073,2019-02-19,电子行业每周专题:从MWC创新方向看产业链投资机会,正点财经
1074,2019-02-19,电子行业周报:关注新机发布潮带动消费电子板块估值修复,上海证券
1075,2019-02-19,"通信行业:运营商招标动作频频,看好5g网络建设先于5g应用萌芽",东吴证券
1076,2019-02-18,"电子行业:三星率先推出折叠手机,关注OLED相关标的",正点财经
1077,2019-02-11,81股获券商买入评级：中粮地产目标涨幅达94.83%,Wind
1078,2019-02-01,【中信建投电子|深度报告】5G商用开启，通信PCB与基材率先受益宏基站规模建设,中信建投电子研究
1079,2019-01-31,【国信电子】生益科技(600183)-2018年业绩快报点评,国信电子研究
1080,2019-01-31,生益科技（600183）2018年业绩快报点评：18年业绩低于预期，高频高速值得期待,国信研究
1081,2019-01-31,【中金电子与通信】生益科技（600183.SH）：业绩快报符合预期，静待5G推动行业复苏,乐平科技视角
1082,2019-01-30,生益科技2018年营收119.81亿 较上年同期增长11.45%,挖贝网
1083,2019-01-30,生益科技2018年实现未经审计净利润10.04亿元,金融界
1084,2019-01-30,生益科技：2018年净利润同比减6.53%（快报） 盈利能力下降,Wind
1085,2019-01-22,"通信行业:5g电话首拨,商用进程加速",东吴证券
1086,2019-01-15,"通信行业跟踪周报:我国今年将发放5G临时牌照,商用进程加速",东吴证券
1087,2019-01-15,"电子行业周报:华为可穿戴业务增速迅猛,5G临时牌照今年下发",上海证券
1088,2019-01-12,天风通信团队：中移动开启5G SA核心网设备集采，广电加速5G布局（周专题：5G时代，Wi-Fi 6将成为重要接入技术）,海陆清风
1089,2019-01-07,"电子行业:苹果下注可折叠手机,关注相关产业链标的",东北证券
1090,2019-01-04,"电子行业:5g投资景气持续,关注基站终端基材及汽车电子渗透",中证网
1091,2019-01-03,中信建投TMT一周投资策略,中信建投证券研究
1092,2019-01-03,电子行业周报:欧菲科技车载光学业务再夯实,上海证券
1093,2019-01-01,半导体、电子设备：国内半导体设备建设加速 荐19股,东北证券
1094,2018-12-29,生益科技董事何自强减持50万股 套现508万元 减持股份,挖贝网
1095,2018-12-27,"通信行业:5G首次写入中央工作会议,产业链有望加速推进",正点财经
1096,2018-12-27,"通信行业:中央经济工作会议要求加快5G商用步伐,5G商用持续推进",东吴证券
1097,2018-12-19,半导体、电子设备：中微突破5NM核心刻蚀技术,上海证券
1098,2018-12-19,电子行业日报:三安光电发布澄清公告,上海证券
1099,2018-12-18,电子行业日报:一加5G手机2019年5月前上市,上海证券
1100,2018-12-14,电子行业日报:台积电、联电11月营收逆势增长,上海证券
1101,2018-12-11,"电子行业:苹果发布快冲新产品,关注手机存量替换技术",东北证券
1102,2018-12-10,"通信行业:频率使用许可下放,移动大会聚焦5g新发展",东吴证券
1103,2018-12-04,"通信行业:5G临近,各国商用逐步落地",东吴证券
1104,2018-12-03,2018年国家技术创新示范企业名单公布，多家上市公司入选,Wind
1105,2018-11-29,国盛通信 | 运营商密集集采，SPN开启承载5G承载网新时代,吉时通信
1106,2018-11-29,国盛通信 | 国网+广电有望共建5G，增量资金落地在即,吉时通信
1107,2018-11-26,"通信行业周报:5G时代的内求外需,联动前行",东吴证券
1108,2018-11-23,5G最受益产业PCB，绩优上市公司抢先分享600亿蛋糕,证券之星
1109,2018-11-21,生益科技股东增持344万股 耗资约3300万元,挖贝网
1110,2018-11-19,生益科技：可转换公司债券付息公告,上交所
1111,2018-11-14,电子行业周报:iPhone或采用新天线技术12寸硅晶圆价格有望持续走高,上海证券
1112,2018-11-12,覆铜板概念表现活跃，金安国纪、华正新材携手涨停,Wind
1113,2018-11-07,生益科技:三季度盈利能力小幅下滑产能释放保障未来成长,上海证券
1114,2018-11-02,【中金电子与通信】生益科技(600183.SH)：3Q18：产能提升市场竞争压力加剧，盈利承压,乐平科技视角
1115,2018-11-02,生益科技三季报点评:只待厚积薄发来临时,浙商证券
1116,2018-10-31,【通信-夏庐生】生益科技三季报业绩点评：三季报符合预期，高频覆铜板龙头地位稳固，静待5G到来,安信证券研究
1117,2018-10-30,银河证券：上调生益科技评级至推荐,Wind
1118,2018-10-29,生益科技：前三季度净利润同比增0.43%,Wind
1119,2018-10-28,半导体、电子设备：关注5G带来的投资机会,川财证券
1120,2018-10-27,生益科技：子公司生益电子与井冈山经管会签订15亿元投资合同,中证网
1121,2018-10-26,告别东莞移师井冈山 生益科技15亿“砸”向革命圣地,e公司
1122,2018-10-26,[快讯]生益科技:子公司生益电子与井冈山经济技术开发区管理委员会签订项目投资合同,中财网
1123,2018-10-24,生益科技股东增持612万股 权益变动后持股比例为12.33%,挖贝网
1124,2018-10-22,生益科技：大股东拟增持公司股份金额1000万元至3000万元,中证网
1125,2018-10-22,生益科技：股东广新集团拟增持1000万元-3000万元,Wind
1126,2018-10-19,公告精选：海康威视前三季度净利润74亿元， 同比增20.2%；王忠磊拟减持华谊兄弟375万股,每日经济新闻
1127,2018-10-19,多家公司发布增持公告：兰生股份等获得力捧,Wind
1128,2018-10-19,生益科技：第一大股东持股增至20%,e公司
1129,2018-10-16,[买入评级]电子行业周报：苹果链龙头9月营收发布 Q4将迎下游模组及终端备货高峰,中财网
1130,2018-10-15,[增持评级]通信行业周报：国家政策与技术齐头并驱 5G版图强劲扩展,中财网
1131,2018-10-15,[推荐评级]电子行业周报：政策暖风频吹 5G仍是核心主线,中财网
1132,2018-10-11,"联讯电子行业深度PCB企业五年财报分析:行业整体持续增长,领先厂商各有优势",联讯证券
1133,2018-10-10,半导体、电子设备：行业整体持续增长 领先厂商各有优势,联讯证券
1134,2018-09-30,通信行业“科技风向标”系列深度报告之三:5G进入商用冲刺阶段,正点财经
1135,2018-09-28,"通信行业2018年第39周周报:三部委推出研发投入税前加计扣除政策,通信板块受益明显",光大证券
1136,2018-09-25,生益科技：高频高速产品布局5G开启新周期,金融界
1137,2018-09-25,"通信行业:国家政策扶持,5G技术加速发展",东吴证券
1138,2018-09-19,"生益科技:二季度业绩企稳回升,期待下半年产品量价齐增",中证网
1139,2018-09-18,信息科技：收入增速放缓 市场份额加速集中 盈利能力下降,中信建投
1140,2018-09-10,"通信行业2018年第37周周报:光博会热度高企,持续看好5G光通信",光大证券
1141,2018-09-09,信息科技：SPN渐成5G传送网主流技术 荐3股,东吴证券
1142,2018-09-03,"通信行业:中报看行业发展平稳有升,5G承载大周期有望最先启",东吴证券
1143,2018-08-28,社保基金最新建仓股、减持股、增持股！,中国基金报
1144,2018-08-28,PCB强势上涨的原因已找到，行业增速提升5倍,Wind
1145,2018-08-28,生益科技：8月27日融资余额为4.74亿元，较前一日骤降5.04%,Wind资讯
1146,2018-08-28,电子行业:云计算和5G基站成为PCB需求新拉动,东吴证券
1147,2018-08-28,"PCB行业专题报告:PCB迎产业新格局,龙头企业开启加速成长周期",国信证券
1148,2018-08-27,[买入评级]通信行业周报：5G频谱计划9月发布 关注频谱分配事件性催化,中财网
1149,2018-08-20,[推荐评级]电子行业周报：科技立国 看好5G投资主线,中财网
1150,2018-08-19,[推荐评级]通信行业深度研究：5G频谱即将发放 带来产业全新机遇,中财网
1151,2018-08-18,下周增减持重要公告,中证网
1152,2018-08-17,生益科技：总会计师何自强拟减持不超过50万股,金融界
1153,2018-08-17,【中金电子与通信】生益科技（600183.SH）：1H18：原材料价格上涨拖累盈利,乐平科技视角
1154,2018-08-16,太平洋电子|生益科技点评：下游景气产销两旺，关注旺季涨价和高频基材,刘翔电子研究
1155,2018-08-16,[买入评级]生益科技(600183)中报点评：上半年增长稳健 高端材料放量值得期待,中财网
1156,2018-08-16,[推荐评级]生益科技(600183)中报点评：1H18：原材料价格上涨拖累盈利,中财网
1157,2018-08-16,[买入评级]生益科技(600183)中报点评：胶着期已过 新周期开始,中财网
1158,2018-08-15,[买入评级]生益科技(600183)半年报点评：加快产能建设 迎接5G起航,中财网
1159,2018-08-15,生益科技（600183）2018年半年报：加快产能建设，迎接5G起航,国信研究
1160,2018-08-15,[增持评级]生益科技(600183)中报点评：成本短期承压 新产品放量在即,中财网
1161,2018-08-14,生益科技：上半年净利润同比减1.25%,Wind
1162,2018-08-14,半导体、电子设备：消费电子板块业绩展望较好 荐10股,国信证券
1163,2018-08-14,生益科技：公司上半年实现净利5.33亿元,中证网
1164,2018-08-13,[推荐评级]电子行业周报：科技立国 看好5G、自主可控、AI三条投资主线,中财网
1165,2018-08-12,【太平洋电子刘翔团队】|太平洋证券TMT联合电话会议纪要：信息消费升级三年计划解读会议,刘翔电子研究
1166,2018-08-10,[买入评级]电子行业深度研究：掘金高频覆铜板基材新蓝海,中财网
1167,2018-07-31,"电子行业:价格企稳出货乐观,电子行业迎来旺季",国联证券
1168,2018-07-30,【太平洋证券 今日早读】非银：金融去杠杆系列报告之三|木林森深度报告|水井坊、生益科技、柳药股份、雷科防务点评 20180730,太平洋证券研究
1169,2018-07-29,[买入评级]生益科技(600183)中报点评：下游景气拉动营收快速增长 期待新项目放量,中财网
1170,2018-07-27,71股获券商买入评级 博威合金目标涨幅达63.82%,Wind
1171,2018-07-26,今日资金抢入六只强势股一览（2018年7月26日）,中财网
1172,2018-07-26,56股获券商买入评级 潞安环能目标涨幅达69.88%,Wind
1173,2018-07-26,"生益科技半年报预告点评:淡季不淡,潜力在后",浙商证券
1174,2018-07-25,[买入评级]生益科技(600183)半年度业绩快报：Q2收入端超预期 坚定看好高频高速材料发展前景,中财网
1175,2018-07-25,生益科技（600183）2018年半年报业绩快报：PCB需求持续稳定成长，原材料成本上升导致净利率承压,国信研究
1176,2018-07-24,太平洋电子|生益科技半年报业绩预告点评：下游景气拉动营收快速增长，期待新项目放量,刘翔电子研究
1177,2018-07-24,生益科技：上半年净利润同比减1.25%（快报）,Wind
1178,2018-07-24,生益科技：2018年半年度业绩快报公告,Wind
1179,2018-07-24,【国信电子】生益科技—动态更新：覆铜板龙头市占率稳步提升，高频高速产品布局5G开启新周期。,国信电子研究
1180,2018-07-24,生益科技：7月23日融资余额为5.35亿元，较前一日骤降5.08%,Wind资讯
1181,2018-07-23,[买入评级]电子行业动态点评：台积电Q3营收展望乐观 下半年中高端智能机需求持续景气,中财网
1182,2018-07-19,[买入评级]生益科技(600183)动态更新：覆铜板龙头市占率稳步提升 高频高速产品布局5G开启新周期,中财网
1183,2018-07-18,[领先大市-A评级]5G系列报告之六：新空口、新格局 MASSIVE MIMO重构天线产业链,中财网
1184,2018-07-18,铜箔板块开盘活跃，金安国纪再度涨停,Wind
1185,2018-07-17,[买入评级]电子行业周报：6月营运数据继续向好 看好优质电子白马贯穿全年机会,中财网
1186,2018-07-14,安信研究|TMT向新力·第二十一期 20180714,安信证券研究
1187,2018-07-13,[领先大市-A评级]5G热点问题详解系列之五：5G基站CU-DU到底是分离还是会合设,中财网
1188,2018-07-12,90股获券商买入评级 依顿电子目标涨幅达107.31%,Wind
1189,2018-07-10,[买入评级]电子行业动态分析：大立光等6月营收及5月半导体销售再创新高 验证电子板块基本面拐点,中财网
1190,2018-07-10,[领先大市-A评级]5G热点问题详解系列之四：为什么5G基站会用64通道天线?,中财网
1191,2018-07-08,[强于大市评级]通信行业研究简报：风雨之后 坚定看好5G的投资价值,中财网
1192,2018-07-07,5G深度跟踪九：风雨之后依然坚定长期看好5G的投资价值【天风通信唐海清团队】,微信
1193,2018-07-06,"通信行业:5G频谱,你想知道的都在这里",中证网
1194,2018-07-03,生益科技今日大宗交易成交171.15万股，成交价9.04元折价3.73%,Wind资讯
1195,2018-07-03,[增持评级]电子行业周报：消费电子黎明将至 半导体维持涨价主旋律,中财网
1196,2018-07-03,[买入评级]电子行业周报：关注受益于人民币贬值的电子细分领域 继续看好消费电子等基本面拐点,中财网
1197,2018-07-02,【安信通信每周观点】MWC 2018上海开幕，5G成为最热话题,通信投研汪
1198,2018-07-02,[优于大势评级]电子行业周报：手机技术屡攀高峰 国产品牌份额上升,中财网
1199,2018-06-29,[领先大市-A评级]5G热点问题详解系列之二：NSA架构对终端带来的挑战,中财网
1200,2018-06-27,[领先大市-A评级]通信行业周报：IMT-2020(5G)峰会在深圳召开 我国NB-IOT商用进程全球领先,中财网
1201,2018-06-26,电子行业动态周报：国产手机屡攀创新高峰 智能手机行业继续回暖,中财网
1202,2018-06-20,生益科技：6月19日融资余额为6.16亿元，较前一日骤降6.12%,Wind资讯
1203,2018-06-20,"生益科技:高频覆铜板龙头启动第一条智能制造生产线,5G商用加速引领增长新空间",安信证券
1204,2018-06-19,"通信行业:3GPP冻结5G独立组网标准,工信部明确基站技术指标为5G扫除障碍",安信证券
1205,2018-06-18,35股获券商买入评级 蓝盾股份目标涨幅达79.24%,Wind
1206,2018-06-15,6月15日有67家公司获重要股东增减持 宗申动力已被连续增持38次,Wind
1207,2018-06-13,[买入评级]电子行业动态周报：5月数据继续验证消费电子景气 维持Q2基本面拐点判断,中财网
1208,2018-06-07,首款可量产彩色电子纸面世 龙头股被海外机构密集调研,证券日报
1209,2018-06-04,【通信-夏庐生】行业周报：中日韩三国加大5G合作，中国电信布局CDMA退网,安信证券研究
1210,2018-06-03,【安信通信每周观点】中日韩三国加大5G合作，中国电信布局CDMA退网,通信投研汪
1211,2018-05-29,"通信行业周报:3GPP将完成5G独立组网标准,网络提速降费成为我国经济增长新动能",安信证券
1212,2018-05-28,[优于大势评级]电子行业动态周报：国家支持兼国内支出强劲 中国半导体设备增长可期,中财网
1213,2018-05-22,【安信通信每周观点】中国铁塔赴港上市，5G+3D有望成为全球首个5G杀手级应用,通信投研汪
1214,2018-05-22,[领先大市-A评级]通信行业周报：中国铁塔赴港上市 5G+3D有望成为全球首个5G杀手级应用,中财网
1215,2018-05-21,信息科技：5G+3D有望成为全球首个5G杀手级应用 荐4股,安信证券
1216,2018-05-20,晚间重要公告2018年5月20日星期日,--
1217,2018-05-20,生益科技：生益转债转股价格调整为11.62元/股,e公司
1218,2018-05-15,49股获券商买入评级 凯乐科技目标涨幅达80.16%,Wind
1219,2018-05-14,【安信通信每周观点】中国移动加快推进5G承载网建设，云计算市场将长期高景气发展,通信投研汪
1220,2018-05-14,[领先大市-A评级]通信行业周报：中国移动加快推进5G承载网建设 云计算市场将长期高景气发展,中财网
1221,2018-05-14,三大券商看中兴事件：5G望迎反弹 关注受中美影响标的,金融界
1222,2018-05-13,太平洋电子|生益科技点评：江西九江年产3000万平CCL项目提前上马,刘翔电子研究
1223,2018-05-11,生益科技：第九届董事会第三次会议决议公告,上交所
