1752,2019-06-20,"汽车行业中期策略:政策逐步落地,静待行业拐点",联讯证券
1753,2019-06-19,新能源车失火凸显电池热管理价值 上市公司布局百亿热管理系统市场,e公司
1754,2019-06-18,电气设备：深度解析新能源车推广目录及免购置税目录 荐4股,中泰证券
1755,2019-06-18,"汽车行业周报:5月销量继续下滑,静待行业拐点",联讯证券
1756,2019-06-17,"家电行业周报《2019/6/7~2019/6/14》:绿色高效制冷行动方案落地,产业链一体化白电龙头壁垒深厚",申万宏源
1757,2019-06-17,"电力设备与新能源行业周报:电动车5月产销平淡,工控5月需求偏弱",东吴证券
1758,2019-06-16,家用电器：家电景气不悲 荐10股,安信证券
1759,2019-06-14,"电力设备行业:拥抱光伏平价大周期,关注促消费政策后续实施",安信证券
1760,2019-06-10,三花智控：股票回购额已超2亿 能否重回业绩增长通道？,面包财经
1761,2019-06-08,机械制造：南京规划到2020年建设地下综合管廊66公里,川财证券
1762,2019-06-04,汽车行业周报:车辆限购放松预期逐步兑现,联讯证券
1763,2019-06-03,三花智控(002050.SZ)回购1562.55万股 涉资2.16亿元,格隆汇
1764,2019-06-03,中信建投高端制造团队最新研究观点,中信建投证券研究
1765,2019-06-03,行业专题：特斯拉Model 3国产定价影响剖析【安信电新】,电新邓永康团队
1766,2019-05-28,"电力设备行业动态分析:平价先行,政策平稳,风光大周期开启",安信证券
1767,2019-05-27,汽车行业周报:车辆购置税新政发布,联讯证券
1768,2019-05-26,电气设备：风光大周期开启 荐8股,安信证券
1769,2019-05-21,"电气设备及新能源行业周报:政策保障光伏消纳,国内外共振趋势明显",正点财经
1770,2019-05-14,29股获券商买入评级 高能环境目标涨幅达136.53%,Wind
1771,2019-05-06,三花智控(002050.SZ)截至4月底累计回购1394.33万股 涉资1.99亿元,格隆汇
1772,2019-05-05,机构调研：三花智控认为2020年新能源车将大幅放量,中金在线
1773,2019-04-29,【国君家电】Q1基金重仓家电环比提升，厨电获明显增持——2019Q1基金重仓家电板块分析,--
1774,2019-04-24,247股获券商买入评级 华夏幸福目标涨幅达57.09%,Wind
1775,2019-04-23,三花智控(002050)：收入实现稳健增长 新能源汽零业务贡献明显,天风证券
1776,2019-04-23,特斯拉自燃背后的百亿级A股供应商们 产品问题,大众证券报
1777,2019-04-22,电气设备：光伏产业链价格磨底 荐5股,中泰证券
1778,2019-04-22,特斯拉自燃事件背后A股公司起底：资产超过30亿,腾讯网
1779,2019-04-22,【华泰汽车研究】三花智控(002050)：新能源热管理龙头，盈利望边际改善,华泰汽车研究
1780,2019-04-22,【新时代电新】三花智控一季报点评：一季报业绩表现稳健，新能源汽零业务贡献新动能,新时代新能源开文明团队
1781,2019-04-22,三花智控：制冷业务毛利率有所下降，向前看竞争格局将趋于稳定 盈利能力下降,金车研究
1782,2019-04-22,"三花智控:业绩阶段性放缓,看好长期发展",安信证券
1783,2019-04-21,【华创家电】三花智控一季报点评：收入增速稳定，业绩符合预期,月观家电
1784,2019-04-21,三花智控2019年一季度净利2.59亿元 董事长张亚波持股3848万股,挖贝网
1785,2019-04-19,三花智控(002050.SZ)一季度净利润增长4.18%至2.6亿元,格隆汇
1786,2019-04-19,三花智控：一季度净利润同比增4.18%,Wind
1787,2019-04-19,家电板块迎利好16只股创年内新高 社保和QFII共同持有两只概念股,证券日报
1788,2019-04-18,【中泰电新】3月新能源车抢装高增，19Q2仍景气向上——新能源汽车产业跟踪系列06,微信
1789,2019-04-15,电气设备：2019年风光管理方法征求意见 荐5股,中泰证券
1790,2019-04-14,【华创家电】行业周报：格力电器有望成为混改标杆,月观家电
1791,2019-04-14,电气设备：电力设备风光平价加速 荐10股,安信证券
1792,2019-04-04,三花智控募投项目进度延期 去年业绩增速已大幅放缓 项目问题,新京报
1793,2019-04-04,三花智控(002050)：新能源汽零业务稳健增长,天风证券
1794,2019-04-04,『早安，新时代！』晨会早读2019/4/4: 今日关注伟星新材、美亚柏科、三花智控,新时代证券研究
1795,2019-04-04,【国金晨讯】科创半导体：晶晨受益多媒体芯片行业成长；三花智控营收首破百亿，有望受益Model 3上量,国金证券研究所
1796,2019-04-04,三花智控2018年年报点评:汽零业务快速增长、盈利能力显著提升,上海证券
1797,2019-04-04,"三花智控2018年年报点评:年报符合预期,静待新能车订单爆发",申万宏源
1798,2019-04-03,【华创家电】三花智控年报点评：制冷板块稳定增长，汽零板块未来可期,月观家电
1799,2019-04-03,[路演]三花智控：2018年公司新增国内外专利300多项,全景网
1800,2019-04-03,三花智控(002050)：研发持续投入 经营活动现金流改善,东方证券
1801,2019-04-03,【新时代电新】三花智控年报点评： 业绩符合预期，制冷与汽零业务双轮驱动,新时代新能源开文明团队
1802,2019-04-03,三花智控：降三费 提研发 押注新能源,金车研究
1803,2019-04-03,三花智控去年净利12.92亿同比增5% 董事长张亚波年薪162万元,挖贝网
1804,2019-04-02,三花智控：2018年净利增4.56% 拟10转3派2.5,e公司
1805,2019-04-02,三花智控(002050.SZ)2018年扣非净利润升19.3%至12.95亿元 拟10转3股派2.5元,格隆汇
1806,2019-04-02,三花智控：为控股子公司提供28.5亿元担保 大额借贷担保,Wind
1807,2019-04-02,三花智控：部分募集资金项目延期 项目问题,Wind
1808,2019-04-02,三花智控年报：2018年净利微增，拟10转3派2.5元,Wind
1809,2019-04-02,"三花智控:新能车订单再下一城,三花汽零获上汽大众9亿大单",申万宏源
1810,2019-04-01,电气设备：风电招标量同增23％ 荐5股,中泰证券
1811,2019-03-30,浙江三花智能控制股份有限公司关于举行2018年度报告网上说明会的通知,证券时报
1812,2019-03-27,三花智控(002050.SZ)被确定为上汽大众新能源电动汽车平台水冷板项目的供货商,格隆汇
1813,2019-03-27,【天风汽车】电动车补贴政策落地 推荐客车及高端核心零部件,学学看汽车
1814,2019-03-27,【华泰汽车研究】补贴政策靴子落地，助优胜劣汰,华泰汽车研究
1815,2019-03-24,【华创家电】周度思考：住宅竣工数据回暖，有望拉动家电消费,月观家电
1816,2019-03-24,机械制造：国家重点研发计划智能机器人专项2018年项目公示,川财证券
1817,2019-03-14,[领先大市-A评级]电力设备行业动态分析：泛在电力物联网加速 引来投资热潮,中财网
1818,2019-03-14,"汽车行业大众集团电动车提速点评:大众MEB提速,掘金零部件产业链",正点财经
1819,2019-03-13,[增持评级]新能源汽车2019年春季投资策略：从电动车全球供应链视角 寻找确定性溢价,中财网
1820,2019-03-13,[中性评级]汽车与零部件行业深度报告：配置优质成长零部件公司,中财网
1821,2019-03-12,汽车：新能源车表现抢眼 荐3股,华鑫证券
1822,2019-03-11,"汽车行业周报:增值税由16%降至13%,汽车行业持续去库存",正点财经
1823,2019-03-10,【华创家电】行业周报：海信日立正式并表，中央空调赛道优秀,月观家电
1824,2019-03-08,三花智控：业绩符合预期，看好新能源汽零业务增长,证券时报网
1825,2019-03-06,『早安，新时代！』晨会早读2019/3/6：今日关注东易日盛、三花智控、步步高,新时代证券研究
1826,2019-03-06,【新时代电新 开文明团队】三花智控：业绩符合预期，汽零业务快速增长,微信
1827,2019-03-05,三花智控：在行业下行周期中保持稳健增长,金车研究
1828,2019-03-05,"三花智控:下游空调景气波动,q4收入增速放缓",安信证券
1829,2019-03-04,商誉减值问题受关注 机构调研聚焦电子和家电(附股),中证报
1830,2019-03-03,【华创家电】MSCI纳入因子提升，持续利好家电龙头,月观家电
1831,2019-03-02,【华创家电】三花智控业绩快报点评：汽零板块成长可期，传统业务发展稳健,月观家电
1832,2019-03-01,三花智控2018年度净利润为12.9亿,我的钢铁
1833,2019-02-28,天风家电 | 三花智控：Q4收入增速有所放缓，新能源汽零业务稳健增长,小蔡看家电
1834,2019-02-28,三花智控2018年利润13亿增长4.5% 实现汽零产业高速增长,挖贝网
1835,2019-02-28,"三花智控:业绩符合预期,汽零业务快速增长",证券之星
1836,2019-02-27,三花智控：2018年净利润同比增4.50%（快报）,Wind
1837,2019-02-26,"家电行业每周观点:单月翘尾不改基本面判断,估值修复仍是全年基调",光大证券
1838,2019-02-24,电气设备：2019年光伏国内需求确定性增加 荐17股,中泰证券
1839,2019-02-21,"空调2019年1月数据点评:前期收缩带来节前出货翘尾,维持弱零售紧格局判断",光大证券
1840,2019-02-20,"电力设备行业:把握春季攻势,光伏需求超预期,探析19年新能源爆款车型",安信证券
1841,2019-02-19,基金调研:广证恒生关注三花智控 景林投资访洋河股份,新浪
1842,2019-02-10,新能源车中长期规划编制启动 9只龙头股价值凸显,证券日报
1843,2019-02-01,三花智控(002050.SZ)截至1月底累计回购7998.05万元的股份,格隆汇
1844,2019-02-01,"电力设备行业:产业携手前进,静待靴子落地",安信证券
1845,2019-01-31,2月策略：政策与资金驱动，反弹行情或延续,和讯
1846,2019-01-29,家用电器：19年地产竣工反弹驱动厨电估值修复 荐3股,申万宏源
1847,2019-01-25,山西证券家电行业2018Q4基金持仓研究,山西证券
1848,2019-01-22,家电行业每周观点:如何看待近期家电板块行情,光大证券
1849,2019-01-15,"汽车行业周报:今年或将出汽车刺激新政,新能车补贴将分阶段释放退坡压力",正点财经
1850,2019-01-15,"电力设备行业:新能源政策密集期,影响测算与点评",安信证券
1851,2019-01-15,"电力设备与新能源行业周报:风光平价管理办法出台,平价在即龙头成长空间打开",东吴证券
1852,2019-01-12,新一轮家电补贴即将启动 行业龙头即将绽放,巨丰财经
1853,2019-01-10,"电力设备行业:电池装机超预期,能量密度创新高",安信证券
1854,2019-01-09,"电气设备及新能源行业周报:新周期起步,产业继续分化",正点财经
1855,2019-01-09,"家电行业事件点评:数据告诉你,上轮家电补贴那些事",光大证券
1856,2019-01-08,2019年机构注意力转向何方，百只个股被扎堆看好或存“升”机,证券日报
1857,2019-01-07,国产化加快，特斯拉中国工厂开工，引A股小伙伴狂欢,Wind
1858,2019-01-04,"电气设备行业特斯拉2018年销量公告点评:Model3销量快速增长,上海工厂推进提速",证券之星
1859,2019-01-03,三花智控：已累计回购239万股 耗资近3000万元,证券之星
1860,2019-01-03,"电力设备行业:补贴新政临近,新能源新年新气象",安信证券
1861,2019-01-03,家电行业周报:如何看待奥克斯与京东19年战略目标200亿,申万宏源
1862,2018-12-27,"家用电器行业2018W51周观点:中央经济工作会议召开,期待行业边际改善",正点财经
1863,2018-12-27,三花智控：首次回购1321万元股份,e公司
1864,2018-12-27,平安证券年度猜新/猜心系列报告之2019年汽车和汽车零部件行业十大猜想,平安证券
1865,2018-12-24,"电气设备行业跟踪周报:确定性和成长性兼具,看好优质龙头",正点财经
1866,2018-12-20,"电力设备行业周报:立足大趋势,把握边际改善环节",安信证券
1867,2018-12-18,【头条研报】为什么目前时点推荐关注特斯拉供应链？,新浪
1868,2018-12-16,新能源汽车机会越来越明晰,巨丰财经
1869,2018-12-14,家电板块估值接近历史底部 六股或迎掘金良机,证券日报
1870,2018-12-14,"2019年汽车和汽车零部件行业年度策略报告:边际改善,降速提质",平安证券
1871,2018-12-13,家用电器行业周观点:12月空调排产量回升,正点财经
1872,2018-12-13,新能源车全年产销将超120万辆 6股人气爆棚,证券日报
1873,2018-12-11,"电力设备行业:新能源产销旺盛,全球化大势所趋",安信证券
1874,2018-12-10,A股共发生61宗大宗交易成交9.8亿元（12月10日）,Wind
1875,2018-12-10,三花智控今日大宗交易成交35.77万股，成交价13.88元折价0.0%,Wind资讯
1876,2018-12-10,汽车：降速提质 荐8股,平安证券
1877,2018-12-10,"家电行业:11月线上,整体量价趋弱,龙头份额环比提升",光大证券
1878,2018-12-09,电气设备：风电竞价细则逐步平稳落地 荐5股,中泰证券
1879,2018-12-06,家电行业:挑战与机遇并存,正点财经
1880,2018-12-05,"电力设备行业:动力观格局,风光迎利好",安信证券
1881,2018-12-04,【中金汽车】上调热管理单车价值预测，纯电车型最高可近万元,金车研究
1882,2018-12-01,燃油已死？电动暴利？,学学看汽车
1883,2018-12-01,头号研报：新能源汽车行业望穿越牛熊 锂电产业链迎机遇,巨丰财经
1884,2018-12-01,巨丰原创：新能源汽车接过领涨大旗,巨丰财经
1885,2018-12-01,海外机构11月调研68股,投资快报
1886,2018-11-30,"三花智控:高额回购彰显信心,汽零获宝马新能车订单",申万宏源
1887,2018-11-29,加仓金融白酒，北上资金持续净流入,中证报
1888,2018-11-27,新能源汽车行业周报:199款新能源车型拟撤销免征购置税,渤海证券
1889,2018-11-27,"电力设备行业:消费驱动,静待爆款",安信证券
1890,2018-11-26,(互动)三花智控：特斯拉Model3放量将对公司业绩有提升,全景网
1891,2018-11-22,机构评级精选：铝价缓慢上行 南山铝业获买入评级,巨丰财经
1892,2018-11-22,"三花智控:再获宝马新能源车订单,回购彰显发展信心",正点财经
1893,2018-11-22,三花智控：三花汽零供货宝马 全球市场拓展更进一步,联讯证券
1894,2018-11-22,29股获券商买入评级：精测电子目标涨幅达68.42%,Wind
1895,2018-11-22,财闻点金：工信部促进网络安全应用 一批示范项目有望出炉,巨丰财经
1896,2018-11-21,三花智控：全资子公司成为德国宝马供货商,证券之星
1897,2018-11-21,三花智控：拟斥资2亿至6亿元回购股份,证券之星
1898,2018-11-21,三花智控：拟回购2亿元至6亿元，子公司成为德国宝马供货商,Wind
1899,2018-11-21,三花智控：拟2亿元至6亿元回购股份；子公司成为德国宝马供货商,e公司
1900,2018-11-20,"电力设备行业:望眼全球,格局为大",安信证券
1901,2018-11-19,海外机构调研数量环比增660%，逾九成被调研个股实现上涨,证券日报
1902,2018-11-19,电力设备与新能源行业周报:新能源和电动车优质龙头成长性看好,东吴证券
1903,2018-11-16,【华创家电龚源月团队】周度思考：商誉减值对家电板块影响几何？ 资产异常,月观家电
1904,2018-11-13,"电力设备行业:守得云开,方见月明",安信证券
1905,2018-11-11,电气设备：守得云开 荐7股,安信证券
1906,2018-11-09,头号研报：特斯拉迎业绩拐点 催生产业链扩张机会,巨丰财经
1907,2018-11-09,新能源汽车热管理行业报告之热泵系统：电动车热泵空调系统研发加速，未来深度替代市场广阔,国金证券研究所
1908,2018-11-08,【新时代电新】特斯拉业绩拐点显现，催生产业链扩张机会,新时代新能源开文明团队
1909,2018-11-08,电气设备：特斯拉业绩拐点显现 荐2股,和讯
1910,2018-11-08,【汽车-袁伟】热管理行业深度：全球化、电动化下的自主突围,安信证券研究
1911,2018-11-06,电力设备与新能源行业:通威股份,信达证券
1912,2018-11-05,电气设备：中游格局持续集中 荐7股,安信证券
1913,2018-11-02,前三季度三花智控营业收入82.65亿元,我的钢铁
1914,2018-11-01,三花智控:期待毛利率改善,安信证券
1915,2018-10-31,【国金新能源车】电动车高效热泵系统渗透加速,新兴产业观察者
1916,2018-10-29,【中金汽车】三花智控：制冷业务毛利率大幅下滑，利润增速不及预期 盈利能力下降,金车研究
1917,2018-10-25,"电力设备行业:脚步未止,静待量变到质变",安信证券
1918,2018-10-22,汽车：特斯拉落地临港 荐3股,中银国际
1919,2018-10-19,深港通十大成交活跃股排名（10月19日）,Wind
1920,2018-10-16,[中性评级]电气设备及新能源行业周报：行业继续边际向好 关注龙头公司机会,中财网
1921,2018-10-15,[领先大市-A评级]电力设备行业动态分析：特高压高歌猛进 电动车不负旺季,中财网
1922,2018-10-15,[推荐评级]电气设备行业事件点评报告：电动车产销提速 产业链企稳在望,中财网
1923,2018-10-15,[优于大市评级]海通家电行业周专题：需求疲软基数徒增 三季度销量增速环比回落,中财网
1924,2018-10-15,[强于大市评级]汽车行业点评：9月车市低迷 新能源销量超预期,中财网
1925,2018-10-11,"新能源行业周报:积极的因素在增多,行业景气度在转好",信达证券
1926,2018-10-10,"电力设备行业:追寻变化,把握阶段性机会",安信证券
1927,2018-10-09,A股共发生33宗大宗交易成交6.11亿元（10月9日）,Wind
1928,2018-10-09,三花智控今日大宗交易成交32.10万股，成交价12.88元折价0.0%,Wind资讯
1929,2018-10-08,"家电周报:降准减税降费政策红利不断,关注三季报业绩超预期公司",申万宏源
1930,2018-10-07,电气设备：配额制第二次征求意见 荐5股,中泰证券
1931,2018-09-30,"新能源汽车行业产业链中报业绩解析:短期行业基本面改善,中长期重视龙头突围",国海证券
1932,2018-09-29,"新能源行业周报:继续看好阶段性反弹,布局景气度高的环节",信达证券
1933,2018-09-29,"汽车和汽车零部件行业:2018年10月新能源汽车产业链观察,中长期投资时点到来,短期或受补贴政策扰动",国金证券
1934,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
1935,2018-09-27,"电气设备行业周报:新能源车中游需求发力,特高压建设提速",国海证券
1936,2018-09-26,"汽车行业周报:厚积而薄发,汽车消费结构正在转变",山西证券
1937,2018-09-25,【国君家电】空调短期承压 长期空间仍在,吴东炬家电团队
1938,2018-09-25,电气设备：MB钴继续反弹 荐8股,华金证券
1939,2018-09-25,13股获券商买入评级 常宝股份目标涨幅达61.59%,Wind
1940,2018-09-24,家用电器：负增长幅度扩大,财通证券
1941,2018-09-21,多股被上调评级 业绩增长是重要动力 6股大吸金,证券之星
1942,2018-09-21,券商首次关注3股并给予买入评级（9月21日）,Wind
1943,2018-09-21,三花智控：全球家电制冷龙头 新能源热管理盈利增长弹性大,东方证券
1944,2018-09-20,[快讯]三花智控发布质押公告 涉及股份45700万股,中财网
1945,2018-09-20,清仓式减持来袭，呈现哪些特征，如何规避风险？,Wind
1946,2018-09-19,"电力设备行业:新能源车旺季开启,特高压基建提速",安信证券
1947,2018-09-19,"联讯汽车行业周报:乘用车全年销量承压,新能源汽车风景独好",联讯证券
1948,2018-09-18,"新能源行业周报:数据向好叠加催化剂作用,关注景气度高的环节",信达证券
1949,2018-09-17,电气设备：风光平价征求意见公布 荐9股,国海证券
1950,2018-09-17,[快讯]三花智控8815万限售股9月20日解禁,中财网
1951,2018-09-16,【华泰汽车每周谈】农村新能源车市场蓝海有望打开,华泰汽车研究
1952,2018-09-14,下周491亿市值限售股解禁，环比翻番 解禁,Wind
1953,2018-09-14,"电气设备行业周报:需求转暖价格依然承压,重视反弹时龙头溢价",国海证券
1954,2018-09-14,跨市场新能源汽车行业周报(2018年第37期):工信部公布第9批新能源汽车推荐目录,光大证券
1955,2018-09-12,"家电周报:社保新规对实际利润冲击有限,长线配置家电龙头确定性强",申万宏源
1956,2018-09-12,"新能源行业周报:景气度仍在低谷,行业差异化明显",信达证券
1957,2018-09-10,电气设备：需求转暖价格依然承压 荐4股,国海证券
1958,2018-09-10,三花智控：成功开拓特斯拉、蔚来等国内外客户,Wind
1959,2018-09-07,【光大新三板|A股研究】新能源汽车行业跨市场研究合集,EBSCN新三板研究
1960,2018-09-06,跨市场新能源汽车周报(2018年第36期):上汽通用与宁德时代签署合作协议,光大证券
1961,2018-09-06,"电力设备行业2018中报总结:企业分化,聚焦龙头",安信证券
1962,2018-09-04,家用电器：家电中报业绩收官 关注财报趋势向好业绩确定性强标的,申万宏源
1963,2018-09-02,电气设备：重视龙头突围 荐4股,国海证券
1964,2018-08-24,国泰基金周伟锋交叉持股严重 一人坑苦四只基金,中金在线
1965,2018-08-22,[推荐评级]汽车与汽车零部件行业周报：新能源汽车电池装机量持续提升 规模化发展势在必行,中财网
1966,2018-08-22,[强于大市评级]家用电器行业点评：7月空调内销小幅下滑 龙头表现优于行业,中财网
1967,2018-08-22,[买入评级]汽车和汽车零部件行业研究：补贴退坡引发销量结构剧变 高续航高能量密度趋势促成新能源车热管理快速增长,中财网
1968,2018-08-22,跨市场新能源汽车行业周报(2018年第34期):蔚来在美正式递交IPO招股书,光大证券
1969,2018-08-21,[中性评级]新能源行业周报：高端产品突破中 低谷中蕴涵突破,中财网
1970,2018-08-21,[增持评级]联讯汽车行业周报：蔚来赴美提交招股书 计划募资18亿美元,中财网
1971,2018-08-21,[强于大市评级]家用电器行业周报：汇率企稳 天猫七月增速放缓,中财网
1972,2018-08-21,浙江三花智能控制股份有限公司监事会关于2018年股权激励计划激励对象名单的公示情况说明及核查意见,证券时报
1973,2018-08-21,"电气设备与新能源行业周报:电动乘用车销售向好,坚定看好龙头",东吴证券
1974,2018-08-20,[看好评级]电气设备行业周报：车型丰富强化消费崛起后盾 经济放缓不改工控向好逻辑,中财网
1975,2018-08-20,[增持评级]家用电器行业周报：7月空调零售明显承压,中财网
1976,2018-08-20,[增持评级]家用电器业行业周报：终端销售继续好转 空调龙头估值与分红优势凸显,中财网
1977,2018-08-20,[持有评级]家用电器行业投资策略：白电均价持续提升 继续推荐白电龙头,中财网
1978,2018-08-20,[领先大市-A评级]电力设备行业动态分析：三大主线日益明晰 新能源车逻辑不改,中财网
1979,2018-08-20,[增持评级]电力设备新能源行业周报：电动车逐月回暖 全球风电需求提速,中财网
1980,2018-08-20,【广证恒生】-家电行业点评报告-2018Q2基金重仓持股家电分析：白电偏好龙头、其它领域分歧较大,广证恒生
1981,2018-08-20,[强于大市评级]电气设备行业专题研究：电车全球观：亚洲人口大国印度的电动车野望,中财网
1982,2018-08-20,[强于大市评级]汽车行业周报：中高端SUV表现较好 蔚来赴美提交IPO招股书,中财网
1983,2018-08-20,[强于大市评级]家用电器行业专题研究：种下一颗研发的种子-大盘底部练内功之研发篇,中财网
1984,2018-08-19,【国君家电】终端销售继续好转 空调龙头估值与分红优势凸显——2018W33周观点,吴东炬家电团队
1985,2018-08-19,电气设备：新能源车逻辑不改 荐5股,安信证券
1986,2018-08-16,[推荐评级]新能源乘用车应用领域深度解析(电气设备行业),中财网
1987,2018-08-15,[领先大市-A评级]家电行业2018年7月房地产销售数据点评：地产销售继续反弹 家电可以更乐观些,中财网
1988,2018-08-15,家电:渠道变革助奥克斯崛起 中报增速有所放缓,浙商证券
1989,2018-08-14,"跨市场新能源汽车周报(2018年第33期):7月新能源汽车销售8.4万辆,同比增长47.7%",光大证券
1990,2018-08-14,"三花智控2018年半年报点评:汽零业务稳健增长,股权激励计划保障发展",上海证券
1991,2018-08-13,【中泰电新】三花智控：制冷及汽零业务稳健，股权激励激发长期增长动力,中泰电新研究
1992,2018-08-13,[增持评级]家用电器行业周报：7月空调零售凉意渐显,中财网
1993,2018-08-13,[增持评级]三花智控(002050)中报点评：毛利率略有承压 股权激励凝聚人心,中财网
1994,2018-08-12,[中性评级]深度*行业*汽车热管理行业深度报告：障到增值 热管理前景广阔,中财网
1995,2018-08-12,[买入评级]三花智控(002050)中报点评：扣非后高增长 下半年汽零增长可期,中财网
1996,2018-08-10,[买入评级]三花智控(002050)半年报点评：空调主业依然稳健 汽零业务表现优秀,中财网
1997,2018-08-10,[买入评级]三花智控(002050)半年报点评：增速短期放缓 股权激励彰显信心,中财网
1998,2018-08-10,[买入评级]三花智控(002050)中报点评：业绩稳定打消当下疑虑 股权激励彰显未来信心,中财网
1999,2018-08-10,[审慎增持评级]三花智控(002050)中报点评：制冷、汽零拉动增长 出口保持相对平稳,中财网
2000,2018-08-10,天风家电-三花智控 H1 | 空调主业依然稳健，汽零业务表现优秀,小蔡看家电
2001,2018-08-10,【华泰汽车谢志才团队】三花智控（002050）中报点评：股权激励与研发投入蓄力长期发展,华泰汽车研究
2002,2018-08-10,三花智控：业绩步入平稳 股票激励传递良好基本面边际,国金证券
2003,2018-08-10,[买入-A评级]三花智控(002050)中报点评：收入改善可期,中财网
2004,2018-08-10,三花智控上半年净利润6.77亿元 拟10派1元,中国经济网
2005,2018-08-10,【中金汽车】三花智控：制冷和汽零业务高速增长，股权激励提供安全边际,金车研究
2006,2018-08-10,"三花智控半年报点评:业绩符合预期,股权激励助力业绩更上一层楼",证券之星
2007,2018-08-10,"家电周报:7月零售数据下滑过度恐慌,龙头业绩增长确定性依旧",申万宏源
2008,2018-08-09,三花智控：上半年净利润同比增11.04%,Wind
2009,2018-08-09,[中性评级]新能源行业周报：价格有望企稳反弹 行业全球共振发展,中财网
2010,2018-08-09,"跨市场新能源汽车行业周报(2018年第32期):特斯拉Q2营收40亿美元,同比增长43%",光大证券
2011,2018-08-02,三花智控：成长性突出 加码新能源车热管理,华泰证券
2012,2018-08-01,[领先大市-A评级]家电行业深度分析：在空调市场 小米为何不做“价格屠夫”?,中财网
2013,2018-08-01,[看好评级]家电行业周报：六月份彩电产销两旺 关注中报业绩超预期公司,中财网
2014,2018-07-31,三花智控：本次融资资金用于收购项目后续款项支付,中证网
2015,2018-07-31,[中性评级]新能源周报：回收等政策逐步完善 行业降成本仍是关键,中财网
2016,2018-07-30,"电力设备与新能源行业周报:电动车龙头继续看反转,风光龙头估值开始修复",东吴证券
2017,2018-07-26,[中性评级]新能源车热管理系统之竞争格局分析(汽车与零部件行业)：国际技术领先 国内企业通过部件、客户抢占市场,中财网
2018,2018-07-25,[推荐评级]动力电池与电气系统系列报告之(二十一)：上半年锂电池数据分析：动力电池库存已降到合理水平,中财网
2019,2018-07-25,[谨慎推荐评级]汽车行业研究报告：新能源汽车需求端向好 龙头白马受益明显,中财网
2020,2018-07-25,[推荐评级]家电行业动态报告：二季度基金持仓 家电占比环比持平,中财网
2021,2018-07-24,[强于大市评级]家用电器行业中期投资策略：寻找真正“种树”的家电企业,中财网
2022,2018-07-24,[中性评级]新能源行业周报：地方政策陆续落地 旺季将临推升景气度,中财网
2023,2018-07-24,家用电器行业专题研究：中央空调：家用市场高歌猛进 国产替代再演绎,中财网
2024,2018-07-24,[领先大市-A评级]电力设备行业深度分析：新形势下的新能源车投资机会剖析,中财网
2025,2018-07-24,基金2Q18机械持仓分析：板块持仓回升 关注稳定内需+自主可控,中财网
2026,2018-07-24,"电力设备与新能源行业周报:升级元年和旺季在即,电动车龙头成长行情发酵",东吴证券
2027,2018-07-23,[推荐评级]家电行业周报：6月空调销售超预期 继续看好家电板块配置机会,中财网
2028,2018-07-23,[推荐评级]家电行业动态报告：6月家电零售数据向好 空调销售超预期,中财网
2029,2018-07-20,下周608亿市值限售股解禁，环比增加68%,Wind
2030,2018-07-20,电动车新一轮三年十倍(汽车与汽车零部件)：“补贴”结束 “高端”开启,中财网
2031,2018-07-19,[推荐评级]电动汽车行业点评报告：贴换挡增速不减 乘用车能量密度新高,中财网
2032,2018-07-18,三花智控：关于部分限售股份上市流通提示性公告,深交所
2033,2018-07-18,汽车行业数据库,中财网
2034,2018-07-18,[强大于市评级]汽车行业2018年中期策略：龙头扩张+新能源中高端,中财网
2035,2018-07-17,[增持评级]家用电器业行业周报：旺季再迎高温天气 空调或继续超预期,中财网
2036,2018-07-17,[强于大市评级]汽车行业专题研究：“补贴”结束 “高端”开启-电动汽车新一轮三年十倍,中财网
2037,2018-07-17,汽车热管理系统行业深度报告:新能源汽车热管理系统初成长,国海证券
2038,2018-07-16,[推荐评级]家电行业周报：中美贸易摩擦再升温 继续看好家电板块配置机会,中财网
2039,2018-07-13,[推荐评级]汽车行业深度研究报告：大出行与消费升级-市场分化角度出发的新能源汽车需求端分析,中财网
2040,2018-07-12,[增持评级]新能源乘用车销量点评：新能源A级车增速显著 强者恒强,中财网
2041,2018-07-12,[推荐评级]动力电池与电气系统系列报告之(十九)：从去库存向备库存转变 中游库存拐点正在来临,中财网
2042,2018-07-12,[增持评级]新能源汽车产业跟踪系列02：6月销量略超预期 车型升级趋势明确,中财网
2043,2018-07-11,业绩企稳北上资金持续加仓 7股行业中流砥柱,证券时报
2044,2018-07-11,[推荐评级]家电行业周报：家电个股估值处低位 配置价值凸显,中财网
2045,2018-07-10,安信证券家电先生一周看图,中财网
2046,2018-07-10,[中性评级]新能源行业周报：双积分交易启动 预期差中布局龙头,中财网
2047,2018-07-06,[强于大市评级]6月新能源汽车月报：中高端车新纪元 领衔成长,中财网
2048,2018-07-06,"三花智控点评报告:基本面正常,长期投资价值依旧",浙商证券
2049,2018-07-05,看好中国|消费升级---家电股迎来配置机会,巨丰财经
2050,2018-07-04,45股获券商买入评级 巨星科技目标涨幅达55.54%,Wind
2051,2018-07-03,7月3日午间金股精选,中证网
2052,2018-07-03,[中性评级]新能源行业周报：降价压力犹存 关注增速好的优势环节,中财网
