,2021-12-31,荣盛石化：目前已顺利产出光伏料产品,Wind
24,2021-12-21,"荣盛石化现3笔大宗交易 共成交21,382.80万元",新浪
25,2021-12-21,荣盛石化今日大宗交易成交1236万股，成交价17.3元溢价0.0%,Wind
26,2021-12-17,荣盛石化(002493.SZ)：1-11月累计新增借款占2020年末经审计净资产的67.74% 大额借贷担保,格隆汇
27,2021-12-17,荣盛石化：未经审计借款余额1693亿元 当年累计新增借款473亿元 大额借贷担保,财联社
28,2021-12-17,荣盛石化：当年累计新增借款占2020年末经审计净资产的67.74% 大额借贷担保,Wind
29,2021-12-16,荣盛石化：目前EVA装置正在进行调试,每日经济新闻
30,2021-12-16,荣盛石化：公司即将投产的EVA装置可全部生产光伏级产品,每日经济新闻
31,2021-12-15,荣盛石化大宗交易成交291.36万元,证券时报网
32,2021-12-15,荣盛石化现1笔大宗交易 共成交291.36万元,新浪
33,2021-12-15,荣盛石化今日大宗交易成交16万股，成交价18.21元溢价0.0%,Wind
34,2021-12-14,"荣盛石化现4笔大宗交易 共成交2,356.57万元",新浪
35,2021-12-14,荣盛石化：浙石化4000万吨炼化项目是全球的特大型“少油多化”炼化一体化装置，附加值高,每日经济新闻
36,2021-12-14,荣盛石化：浙石化二期的EVA（乙烯-醋酸乙烯共聚物）年产能30万吨,Wind
37,2021-12-14,荣盛石化：浙石化二期的EVA装置可生产供光伏胶膜使用的EVA，年产能30万吨,每日经济新闻
38,2021-12-14,能源化工行业周观点：政策发力稳增长 碳排放双控催生长期机遇,新浪
39,2021-12-13,荣盛石化(002493.SZ)：逸盛投资拟与海南逸盛其他股东方共同对其进行增资,格隆汇
40,2021-12-13,荣盛石化(002493.SZ)：中金石化拟与逸盛新材料其他股东方共同对其进行增资,格隆汇
41,2021-12-13,20余家上市公司浙江工厂因疫情临时停产 股价暂未受波及，均称业绩影响有限 经营问题,每日经济新闻
42,2021-12-13,2021年12月13日大宗交易机构专用买入席位报告,搜狐
43,2021-12-13,荣盛石化(002493.SZ)拟共同向逸盛新材料增资10亿元,智通财经
44,2021-12-13,荣盛石化(002493.SZ)共同向海南逸盛增资10亿元,智通财经
45,2021-12-13,"荣盛石化现3笔大宗交易 共成交5,138.48万元",新浪
46,2021-12-13,荣盛石化今日大宗交易成交12万股，成交价18.39元溢价0.0%,Wind
47,2021-12-13,快讯：荣盛石化涨停 报于18.89元,金融界
48,2021-12-13,申万宏源：中央经济工作会议透露能源机遇,财联社
49,2021-12-13,石化股风起云涌，卫星化学、荣盛石化、恒力石化表现抢眼,Wind
50,2021-12-13,10股获重要股东大手笔增持（附股）,证券时报网
51,2021-12-13,18股获重要股东增持 荣盛石化获增持金额最多,证券时报网
52,2021-12-12,【安信化工】科学考核能耗双控，看好化工龙头,安信化工研究
53,2021-12-10,荣盛石化：浙石化二期共有两套乙烯装置,每日经济新闻
54,2021-12-10,荣盛石化：目前公司生产运营一切正常,每日经济新闻
55,2021-12-10,荣盛石化现2笔大宗交易 合计成交53.00万股,证券时报网
56,2021-12-10,荣盛石化现2笔大宗交易 共成交910.01万元,新浪
57,2021-12-10,荣盛石化今日大宗交易成交53万股，成交价17.17元溢价0.0%,Wind
58,2021-12-09,"荣盛石化现4笔大宗交易 共成交11,244.00万元",新浪
59,2021-12-09,荣盛石化(002493.SZ)：控股股东累计增持股份达到1%,格隆汇
60,2021-12-09,荣盛石化今日大宗交易成交108万股，成交价17.31元溢价0.0%,Wind
61,2021-12-09,荣盛石化：控股股东荣盛控股增持约7235.13万股,每日经济新闻
62,2021-12-09,荣盛石化(002493.SZ)控股股东荣盛控股累计增持1%公司股份,智通财经
63,2021-12-07,"荣盛石化现1笔大宗交易 共成交1,428.22万元",新浪
64,2021-12-07,荣盛石化今日大宗交易成交93.90万股，成交价15.21元折价11.67%,Wind
65,2021-12-07,荣盛石化：公司会逐步减少成品油的产出比例，不断增加化工品产出比例，尤其是附加值更高的高端材料等,每日经济新闻
66,2021-12-07,荣盛石化：目前公司暂无PVDF产能,Wind
67,2021-12-06,深度*行业*化工行业2022年策略：优秀龙头有望价值重估 新材料发展空间广阔,新浪
68,2021-12-06,2021年12月06日大宗交易机构专用买入席位报告,搜狐
69,2021-12-06,石油加工行业每周炼化：聚酯价格全线下跌,新浪
70,2021-12-06,"荣盛石化现2笔大宗交易 共成交13,191.97万元",新浪
71,2021-12-06,荣盛石化今日大宗交易成交780.59万股，成交价16.9元溢价0.0%,Wind
72,2021-12-06,全产业链价格价差研究：化工品市场依旧弱势 重点关注成长龙头表现,新浪
73,2021-12-05,化工行业2022年投资策略：一半是海水 一半是火焰,广发证券
74,2021-12-03,"荣盛石化现3笔大宗交易 共成交1,896.13万元",新浪
75,2021-12-03,荣盛石化今日大宗交易成交111.80万股，成交价16.96元溢价0.0%,Wind
76,2021-12-03,荣盛石化：目前EVA装置相关调试工作正在紧锣密鼓地推进当中，总的看，二期工作推进顺利，装置正逐步投入运行,每日经济新闻
77,2021-12-03,荣盛石化：公司产品种类丰富，规格齐全，多种产品直接或间接运用于新能源方面,每日经济新闻
78,2021-12-01,荣盛石化：控股股东已在增持股份,每日经济新闻
79,2021-12-01,"荣盛石化现3笔大宗交易 共成交1,173.63万元",新浪
80,2021-12-01,荣盛石化今日大宗交易成交71万股，成交价16.53元溢价0.0%,Wind
81,2021-11-30,能源化工行业周观点：继续推荐高景气赛道和成长高确定性标的,新浪
82,2021-11-30,荣盛石化大宗交易成交1741.20万元,证券时报网
83,2021-11-30,"荣盛石化现1笔大宗交易 共成交1,741.20万元",新浪
84,2021-11-30,荣盛石化今日大宗交易成交120万股，成交价14.51元折价10.43%,Wind
85,2021-11-30,石化行业：11月油价高位回落 看好业务扩张下的头部企业表现,新浪
86,2021-11-30,基础化工行业周报：甘氨酸、萤石等价格延续涨势 DMC、人造石墨负极、尿素、黄磷等价格上涨,新浪
87,2021-11-29,石油石化行业：双酚A供需双增 行业前景良好,新浪
88,2021-11-29,化工：海外尿素价格持续上涨 全球谷物产量面临氮肥紧缺压力,新浪
89,2021-11-28,石油化工行业周报：OMICRON引发油价恐慌性下跌 对后市原油及石化影响分析,新浪
90,2021-11-28,化工行业：原油价格大幅下跌 化工品价差收窄,广发证券
91,2021-11-26,"荣盛石化现7笔大宗交易 共成交6,515.94万元",新浪
92,2021-11-26,荣盛石化今日大宗交易成交393万股，成交价16.58元溢价0.0%,Wind
93,2021-11-26,烯烃行业展望深度报告：原料多元化趋势下 低碳和新材料是长期发展方向,新浪
94,2021-11-26,荣盛石化：德荣是公司的参股子公司,每日经济新闻
95,2021-11-26,35股收盘价创年内最低，回撤最高70%以上,Wind
96,2021-11-25,化工行业：“液体黄金”大幅提升轮胎性能,广发证券
97,2021-11-25,荣盛石化现1笔大宗交易 共成交412.25万元,新浪
98,2021-11-24,石油化工新材料行业北上资金周报,新浪
99,2021-11-23,"荣盛石化现3笔大宗交易 共成交1,206.69万元",新浪
100,2021-11-22,“炼化-化纤”产业链周报：湖北将打造万亿级现代化工及能源产业 国际油价持续下跌,新浪
101,2021-11-22,荣盛石化现2笔大宗交易 共成交528.64万元,新浪
102,2021-11-22,化工行业周报：房地产融资环境改善 继续关注化工估值修复机会,新浪
103,2021-11-22,化工行业动态：金属硅触底反弹 甘氨酸支撑草甘膦高位,新浪
104,2021-11-21,化工行业：高端光刻胶相继突破 关注国产化进程,广发证券
105,2021-11-20,【双酚A | 行业专题报告：下游产能大幅投放拉动双酚A需求增长】-国信证券,化工林谈
106,2021-11-20,化工行业策略：新能源变革下的化工新材料大机会,新浪
107,2021-11-19,恒力石化的管理水平和回报水平高吗？,搜狐
108,2021-11-19,荣盛石化现2笔大宗交易 共成交854.36万元,新浪
109,2021-11-19,荣盛石化：公司主要能效指标水平低于行业平均值,每日经济新闻
110,2021-11-18,"荣盛石化现3笔大宗交易 共成交1,545.48万元",新浪
111,2021-11-17,荣盛石化：公司生产有丙烯腈产品，具备延伸碳纤维产业链的条件,每日经济新闻
112,2021-11-17,荣盛石化现2笔大宗交易 共成交738.30万元,新浪
113,2021-11-16,荣盛石化大宗交易成交309.40万元,证券时报网
114,2021-11-16,荣盛石化今日大宗交易成交20万股，成交价15.47元溢价0.0%,Wind
115,2021-11-16,荣盛石化现1笔大宗交易 共成交309.40万元,新浪
116,2021-11-15,化工行业周报：碳中和背景下 继续看好高景气新能源化工材料,新浪
117,2021-11-15,石油加工行业每周炼化：长丝企业集中降价促销,新浪
118,2021-11-15,"荣盛石化现2笔大宗交易 共成交1,685.88万元",新浪
119,2021-11-15,荣盛石化今日大宗交易成交108万股，成交价15.61元溢价0.0%,Wind
120,2021-11-15,化工行业2021年三季报综述,点化成金
121,2021-11-15,荣盛石化：目前浙石化二期各装置试车工作正在稳步推进中，争取早日全面投产，浙石化三期项目处于前期阶段,每日经济新闻
122,2021-11-15,荣盛石化：浙石化炼化项目是全球的特大型“少油多化”炼化一体化装置，目前二期工作推进顺利，装置正逐步投入运行,每日经济新闻
123,2021-11-15,石油化工行业周报：LPG、油价与天然气价格关系及影响,新浪
124,2021-11-12,化工行业周度观点21W43：碳达峰行动方案出台 “1+N”政策体系更加明确,新浪
125,2021-11-12,完美逆袭！中小基金富贵险中求？风格化持仓成关键,Wind
126,2021-11-11,荣盛石化11月11日大宗交易成交300.01万元,证券时报网
127,2021-11-11,中泰周期·大宗指南：周期品周度运行变化,新浪
128,2021-11-11,荣盛石化今日大宗交易成交19万股，成交价15.79元溢价0.0%,Wind
129,2021-11-11,年底业绩排名竞夺激烈，基金风格化操作愈发明显,Wind
130,2021-11-10,"荣盛石化现2笔大宗交易 共成交1,616.07万元",新浪
131,2021-11-10,荣盛石化今日大宗交易成交103万股，成交价15.69元溢价0.0%,Wind
132,2021-11-09,荣盛石化：控股子公司浙石化二期目前逐步投产，相关工作积极推进,Wind
133,2021-11-09,荣盛石化：公司暂无EVS项目,Wind
134,2021-11-09,荣盛石化：控股子公司浙石化二期逐步投产,每日经济新闻
135,2021-11-09,石油加工行业每周炼化：终端需求尚待进一步恢复,新浪
136,2021-11-09,周期产业2022年投资策略：聚焦成长性材料量利齐升下的机会,新浪
137,2021-11-08,荣盛石化大宗交易成交14.60万股 成交额229.95万元,证券时报网
138,2021-11-08,荣盛石化今日大宗交易成交14.60万股，成交价15.75元溢价0.0%,Wind
139,2021-11-08,荣盛石化现1笔大宗交易 共成交229.95万元,新浪
140,2021-11-08,荣盛石化：4000万吨/年炼化一体化项目二期较一期相比化工品比例更大，产品附加值更高,每日经济新闻
141,2021-11-08,荣盛石化：公司目前生产经营一切正常，基本未受限电影响,每日经济新闻
142,2021-11-08,荣盛石化：浙石化二期采用全加氢工艺流程、同时选用国内外最先进的工艺技术，更加节能环保,每日经济新闻
143,2021-11-08,荣盛石化：4000万吨炼化一体化项目目前进展顺利，一期装置平稳运行，二期装置正有条不紊地进行试生产,每日经济新闻
144,2021-11-08,荣盛石化：公司各个基地电力供应正常,每日经济新闻
145,2021-11-08,荣盛石化：目前各板块业务生产经营正常,每日经济新闻
146,2021-11-08,“炼化-化纤”产业链周报：三季度炼化板块公司业绩整体提升 PA66、炼油价差走强,新浪
147,2021-11-05,荣盛石化现2笔大宗交易 共成交515.46万元,新浪
148,2021-11-04,荣盛石化今日大宗交易成交26万股，成交价16.2元溢价0.0%,Wind
149,2021-11-04,荣盛石化：二期逐步投产，产能不断增加,每日经济新闻
150,2021-11-04,荣盛石化：公司生产经营一切正常，公司股价波动受市场波动、大盘走势等多方面因素影响,每日经济新闻
151,2021-11-04,荣盛石化：浙石化第三套乙烯装置属于工艺路线优化的增加装置，相关工作目前正积极推进,每日经济新闻
152,2021-11-04,化工点评报告：三季度石油石化配置创近八年新高 关注龙头及偏成长相关标的,新浪
153,2021-11-04,供需格局向好，144家化工上市公司前三季净利翻倍,Wind
154,2021-11-03,基础化工行业周报：油价下跌 无水氢氟酸、除草剂、丁基橡胶等产品价格上涨,新浪
155,2021-11-03,东方证券：给予荣盛石化买入评级，目标价位23.69元,证券之星
156,2021-11-03,荣盛石化：子公司荣翔化纤生产基本正常,Wind
157,2021-11-03,荣盛石化：子公司荣翔化纤生产基本正常，不存在大面积停工,每日经济新闻
158,2021-11-02,石油化工行业周报：能源价格波动下对石化行业盈利影响 以及当前估值对应的周期位置,新浪
159,2021-11-02,石油石化行业周报：EIA库存提升叠加伊朗重返原油市场担忧 原油价格下跌,新浪
160,2021-11-01,荣盛石化现1笔大宗交易 共成交512.40万元,新浪
161,2021-11-01,荣盛石化今日大宗交易成交30万股，成交价17.08元溢价0.0%,Wind
162,2021-11-01,化工行业周报【20211031】,点化成金
163,2021-10-30,基金三季度调仓换股全扫描，电力、能源、地产被明显加仓！,Wind
164,2021-10-29,荣盛石化今日大宗交易成交87万股，成交价17.24元溢价0.0%,Wind
165,2021-10-29,荣盛石化披露2021年三季报 实现营收1293.57亿元,资本邦
166,2021-10-29,【化工】荣盛石化—浙石化二期逐步投产，销售毛利率持续提升,中银证券研究
167,2021-10-28,中银证券维持荣盛石化买入评级：浙石化二期逐步投产，销售毛利率持续提升,每日经济新闻
168,2021-10-28,天风证券维持荣盛石化买入评级，2021Q3点评：浙石化一期盈利良好，二期有望贡献增量,每日经济新闻
169,2021-10-28,荣盛石化(002493)：浙石化效益持续释放 配额获批二期增量可期,新浪
170,2021-10-28,国泰君安：维持荣盛石化(002493.SZ)“增持”评级 目标价34.8元,智通财经
171,2021-10-28,荣盛石化：子公司永盛科技光伏背板基膜成功入市,e公司
172,2021-10-28,平安证券：给予荣盛石化增持评级,证券之星
173,2021-10-28,平安证券给予荣盛石化推荐评级：原油配额近期获批，二期即将投产助力公司进一步成长,每日经济新闻
174,2021-10-28,206股获券商买入评级，新安股份目标涨幅达96.48%,Wind
175,2021-10-27,【荣盛石化 | 2021年三季报点评：业绩符合预期，浙石化持续放量】-国信证券,化工林谈
176,2021-10-27,信达证券给予荣盛石化买入评级：浙石化二期加快推进，盈利和估值有望提升,每日经济新闻
177,2021-10-27,荣盛石化今日大宗交易成交57.64万股，成交价18.09元溢价0.0%,Wind
178,2021-10-27,荣盛石化跌3% 货币资金升至268亿短期借款降至337亿,中国经济网
179,2021-10-27,"荣盛石化现3笔大宗交易 共成交1,042.71万元",新浪
180,2021-10-27,化工行业动态：重点覆盖公司3季报业绩前瞻,新浪
181,2021-10-27,浙江区域股市周报：新增2家上市公司 188家机构调研普洛药业,每日经济新闻
182,2021-10-27,国海证券：给予荣盛石化买入评级,证券之星
183,2021-10-27,国海证券首予荣盛石化买入评级，三季报点评：浙石化二期原油配额获批，EVA 项目持续推进,每日经济新闻
184,2021-10-27,中信证券晨会,新浪
185,2021-10-27,【华安化工|点评】荣盛石化：前三季度高增长，二期投产在即助力成长,化工阿尔法
186,2021-10-27,荣盛石化(002493)：第三季度净利35.55亿元 同比增45.4,证券时报网
187,2021-10-26,石化行业周报：EIA库存下跌叠加能源短缺担忧 国际原油价格上涨,新浪
188,2021-10-26,荣盛石化公布三季报 前三季净利增加79.08%,新浪
189,2021-10-26,荣盛石化(002493.SZ)：第三季度净利升45.47%至35.55亿元,格隆汇
190,2021-10-26,荣盛石化：前三季度净利润101.22亿元 同比增长79.08%,中证网
191,2021-10-26,图解荣盛石化三季报：第三季度单季净利润同比增45.47%,证券之星
192,2021-10-26,荣盛石化：当年累计新增借款占上年末经审计净资产的53.22% 大额借贷担保,Wind
193,2021-10-26,荣盛石化现1笔大宗交易 共成交374.00万元,新浪
194,2021-10-26,荣盛石化：第三季度净利润35.55亿元 同比增长45.47%,财联社
195,2021-10-26,荣盛石化今日大宗交易成交20万股，成交价18.7元溢价0.0%,Wind
196,2021-10-26,荣盛石化：前三季度净利润同比增长79.08%,Wind
197,2021-10-26,刘格菘、傅鹏博、王宗合最新持仓揭晓,金融投资报
198,2021-10-26,王宗合旗下鹏华匠心精选最新持仓：荣盛石化、华润啤酒、宁波银行进前十大重仓股,财联社
199,2021-10-26,荣盛石化：公司2021年半年度利息支出为34.02亿元,每日经济新闻
200,2021-10-26,荣盛石化：电价上升会让产品成本上升，对此企业也会相应地上调产品价格,每日经济新闻
201,2021-10-26,荣盛石化：浙石化二期采用全加氢工艺流程、同时选用国内外最先进的工艺技术，更加节能环保,每日经济新闻
202,2021-10-26,荣盛石化：目前浙石化开工正常,每日经济新闻
203,2021-10-26,化纤板块拉升 荣盛石化涨超6%,e公司
204,2021-10-26,荣盛石化：公司已获得新的原油配额,Wind
205,2021-10-26,荣盛石化：公司有多种产品直接或间接运用于新能源方面,Wind
206,2021-10-25,荣盛石化：商务部下达浙江石化炼化二期原油非国营贸易进口允许量,第一财经
207,2021-10-25,荣盛石化：商务部同意安排浙江石油化工有限公司炼化二期项目2021年原油非国营贸易进口允许量1200万吨,财联社
208,2021-10-22,荣盛石化今日大宗交易成交30万股，成交价18.27元溢价0.0%,Wind
209,2021-10-22,荣盛石化现1笔大宗交易 共成交548.10万元,新浪
210,2021-10-22,荣盛石化前三季度净利润破百亿,萧山日报
211,2021-10-22,A股早报2021年10月22日星期五,Wind
212,2021-10-21,安信研究|晨会在线20211019,安信证券研究
213,2021-10-21,A股共发生116宗大宗交易成交21.83亿元（10月21日）,Wind
214,2021-10-21,荣盛石化(002493)：3Q21业绩预告符合预期 浙石化二期逐步达产,新浪
215,2021-10-21,透视大宗交易：10月21日共成交116笔，荣盛石化成交2.99亿元,每经网
216,2021-10-21,"荣盛石化现5笔大宗交易 共成交29,906.25万元",新浪
217,2021-10-21,荣盛石化今日大宗交易成交1595万股，成交价18.75元折价0.27%,Wind
218,2021-10-20,石油化工行业“炼化-化纤”产业链周报：长丝受限电影响价格上涨 多家公司发布前三季度业绩预告,新浪
219,2021-10-19,石油加工行业每周炼化：长丝盈利大幅改善,新浪
220,2021-10-19,荣盛石化现1笔大宗交易 共成交214.06万元,新浪
221,2021-10-19,荣盛石化今日大宗交易成交11万股，成交价19.46元溢价0.0%,Wind
222,2021-10-19,油气价格走势及影响深度报告：资源价值有望长期复苏 看好石化转型升级空间,新浪
223,2021-10-19,荣盛石化：公司持有浙石化51%的股权,Wind
224,2021-10-19,荣盛石化：公司持有浙石化51%的股权,每日经济新闻
225,2021-10-19,25股获券商买入评级，嘉诚国际目标涨幅达81.68%,Wind
226,2021-10-18,荣盛石化现1笔大宗交易 共成交212.52万元,新浪
227,2021-10-18,荣盛石化今日大宗交易成交11万股，成交价19.32元溢价0.0%,Wind
228,2021-10-18,中泰周期·大宗指南：周期品周度运行变化,新浪
229,2021-10-18,化工行业周报【20211017】,点化成金
230,2021-10-18,安信证券维持荣盛石化买入评级：炼化业绩稳定放量，浙石化二期新版图拓宽空间,每日经济新闻
231,2021-10-18,【化工】荣盛石化—浙石化二期逐步投产，效益释放明显,中银证券研究
232,2021-10-18,安信证券：给予荣盛石化买入评级，目标价位23.94元,证券之星
233,2021-10-18,55股获券商买入评级，新希望目标涨幅达84.64%,Wind
234,2021-10-17,中泰化工周度观点21W41：冬季供需偏紧支撑油价 22Q2步入累库价格承压,新浪
235,2021-10-16,中银证券维持荣盛石化买入评级：浙石化二期逐步投产，效益释放明显,每日经济新闻
236,2021-10-16,荣盛石化：公司新的原油配额正在申请过程中，目前浙石化生产经营一切正常,每日经济新闻
237,2021-10-16,荣盛石化(002493)：前三季度业绩同比增长79% 浙石化二期投产在即打开成长空间,新浪
238,2021-10-16,基础化工行业周报：海运价格下调促轮胎企业盈利回升 限电背景下聚酯龙头长期受益,光大证券
239,2021-10-15,101股获买入评级 最新:爱 美 客,中财网
240,2021-10-15,荣盛石化三季报净利预增79%，炼化一体项目业绩释放明显,阿尔法工场
241,2021-10-15,预喜股迎涨停潮，谁是下周业绩增长王？,Wind
242,2021-10-15,荣盛石化(002493)：浙石化效益持续释放 业绩高增长,新浪
243,2021-10-15,【国金石油化工】荣盛石化点评：浙石化业绩再创同期新高，增长还将继续！,搜狐
244,2021-10-15,浙石化一期效益释放明显 荣盛石化预计前三季度净利润101亿元 同比增长79.1%,全景网
245,2021-10-15,荣盛石化(002493)：浙石化二期稳定放量 Q3业绩大幅增长,光大证券
246,2021-10-15,荣盛石化：公司原油加工根据可使用量合理安排,每日经济新闻
247,2021-10-15,中金二期技改项目进展如何？荣盛石化：目前相关项目正在推进过程当中,每日经济新闻
248,2021-10-15,荣盛石化：三季度业绩预告的101亿中浙石化部分系一期业绩贡献,Wind
249,2021-10-15,国金证券：给予荣盛石化买入评级，目标价位29.4元,证券之星
250,2021-10-15,【国金晨讯】至暗时刻已过，建议超配地产,国金证券研究所
251,2021-10-14,荣盛石化发布前三季预增公告 净利润同比增长79.08%,证券时报网
252,2021-10-14,"荣盛石化现2笔大宗交易 共成交2,401.56万元",新浪
253,2021-10-14,荣盛石化：预计前三季度净利润同比增长79.08%,中证网
254,2021-10-14,荣盛石化今日大宗交易成交126万股，成交价19.06元溢价0.0%,Wind
255,2021-10-14,荣盛石化：前三季度预计净利润同比增长79.08%左右,Wind
256,2021-10-14,荣盛石化：前三季度净利预计净利101.21亿元 同比增79.08%,e公司
257,2021-10-14,荣盛石化：预计2021年前三季度净利润约101.22亿元，同比增长79.08%,每日经济新闻
258,2021-10-14,荣盛石化：预计前三季度净利润101.218亿元，同比增长79.08%,Wind
259,2021-10-14,荣盛石化股份有限公司 2021年前三季度业绩预告,证券日报
260,2021-10-13,"荣盛石化现4笔大宗交易 共成交2,414.27万元",新浪
261,2021-10-13,荣盛石化今日大宗交易成交127万股，成交价19.01元溢价0.0%,Wind
262,2021-10-12,荣盛石化：目前浙石化三期在规划过程当中,Wind
263,2021-10-12,荣盛石化：目前浙石化三期在规划过程当中,每日经济新闻
264,2021-10-12,融资客青睐11股，浙数文化买入占比高达36.25%,Wind
265,2021-10-12,26股获券商买入评级，中远海控目标涨幅达113.90%,Wind
266,2021-10-11,荣盛石化(002493)：石化构筑业绩安全垫 新材料打开估值空间,新浪
267,2021-10-11,荣盛石化：浙石化规划有三期,每日经济新闻
268,2021-10-11,荣盛石化：公司预计于2021年10月27日披露2021年三季度报告,每日经济新闻
269,2021-10-11,煤炭石化行业周报：粘胶有望触底反弹 政策层强力保供动力煤,新浪
270,2021-10-11,22股获券商买入评级，江铃汽车目标涨幅达84.96%,Wind
271,2021-10-10,石化行业周报：OPEC+未扩大增产规模 原油价格波动上行,新浪
272,2021-10-08,深度*行业*化工行业周报：原油、天然气大涨 草铵膦、草甘膦价格上调,新浪
273,2021-10-08,石油石化行业研究周报：原油供需缺口缓慢修复 利好炼化板块盈利,新浪
274,2021-10-08,荣盛石化：目前，常减压装置、乙烯装置及部分下游装置处于试运行阶段，其余装置试车工作正在稳步推进中,每日经济新闻
275,2021-10-07,荣盛石化：公司电力以外购为主,每日经济新闻
276,2021-10-04,兴业证券石油石化行业周报：IDA飓风影响犹在 需求存回暖预期 国际原油价格维持上涨趋势,新浪
277,2021-09-30,A股避险情绪浓厚，周期股集体重挫，持股还是持币过节？,Wind
278,2021-09-29,明星基金经理业绩垫底，交银施罗德怎么了？,AI财经社
279,2021-09-29,市值蒸发超万亿，周期股被爆锤，北上资金抄底这些股！,Wind
280,2021-09-29,东方盛虹跌停压制化纤板块，该股半月内累挫超三成,Wind
281,2021-09-29,中信证券：需求旺季渐进，未来3-6个月油价存在进一步冲高的可能性,Wind
282,2021-09-29,荣盛石化：公司生产基地集中在浙江、大连、海南等地，目前各基地经营一切正常,每日经济新闻
283,2021-09-29,中信证券：需求旺季渐进，看好四季度油价表现,Wind
284,2021-09-28,荣盛石化现1笔大宗交易 共成交283.65万元,新浪
285,2021-09-28,荣盛石化今日大宗交易成交15万股，成交价18.91元溢价0.0%,Wind
286,2021-09-28,荣盛石化：公司生产所需电力以外购为主,每日经济新闻
287,2021-09-28,荣盛石化：公司目前未涉及湿法锂电池隔膜生产,Wind
288,2021-09-28,荣盛石化：公司目前未涉及湿法锂电池隔膜生产,每日经济新闻
289,2021-09-28,股价波动不改化工板块景气，继续看好具有能耗优势的子行业龙头,金融界
290,2021-09-27,"荣盛石化现3笔大宗交易 共成交1,207.61万元",新浪
291,2021-09-27,石油化工行业周报：从上半年油气公司产量及资本开支 全面看好国内油气及油服行业标的,新浪
292,2021-09-27,化工行业周报：能耗双控进行时 继续看好受新能源拉动供需错配的化工子行业,新浪
293,2021-09-27,兴业证券石油石化行业周报：美国海湾原油生产暂未恢复 OPEC+增产量低于预期 国际原油价格上涨,新浪
294,2021-09-27,化工行业周报：万华荣获年度工业信息化领军奖 玲珑荣登亚洲品牌500强榜单,国海证券
295,2021-09-27,基础化工：油价上涨 制冷剂、工业硅、纯碱等产品价格继续上涨,新浪
296,2021-09-27,煤炭石化行业周报：化纤行业迎来利好 煤焦价格高位震荡,新浪
297,2021-09-26,化工行业：“能耗双控”政策趋严 化工品价格持续普涨,广发证券
298,2021-09-26,又押中了大牛股，半年大涨700%！曾在隆基股份赚超百亿，陕煤系抓牛股有一套！股民：抄产业资本的作业靠谱吗？,雪球
299,2021-09-26,中泰化工周度观点21W39：川恒与富临精工签署战略合作协议 金属硅报价突破6万元,新浪
300,2021-09-24,"荣盛石化现2笔大宗交易 共成交1,736.10万元",新浪
301,2021-09-24,荣盛石化今日大宗交易成交90万股，成交价19.29元溢价0.0%,Wind
302,2021-09-24,荣盛石化：目前公司各基地经营一切正常，生产计划正有条不紊开展当中,每日经济新闻
303,2021-09-23,荣盛石化今日大宗交易成交45万股，成交价20.13元溢价0.0%,Wind
304,2021-09-23,深度*行业*化工行业周报：能耗双控加码 磷、硅、氯碱产业链全线大涨,新浪
305,2021-09-22,又有一批上市公司能耗双控停产！互动平台回应投资者忙 经营问题,Wind
306,2021-09-22,绿色能源与大宗商品月报(2021年9月)行业月报,新浪
307,2021-09-22,荣盛石化：EVA项目装置相关调试工作正在紧锣密鼓地推进当中,每日经济新闻
308,2021-09-22,石油化工新材料行业北上资金周报,新浪
309,2021-09-22,石油石化行业研究周报：高能耗化工品供需错配仍将延续,新浪
310,2021-09-22,化工行业周报：能耗双控背景下关注高耗能产品价格弹性 继续看好新能源赛道上游材料核心标的,新浪
311,2021-09-22,化工行业周报：万华荣获中国质量奖提名 玲珑逆境中坚持扩张,国海证券
312,2021-09-22,基础化工行业：油价上涨 工业硅、纯碱、R134A等产品价格持续上涨,新浪
313,2021-09-21,化工行业：能耗双控影响供给 化工品价格进一步走高,广发证券
314,2021-09-21,中泰化工周度观点：完善能耗双控制度出台 产业结构优化有望提速,新浪
315,2021-09-21,化工行业周报：“十四五”塑料污染治理行动方案发布,华安证券
316,2021-09-16,荣盛石化：浙石化今年普涨工资，新入职员工也在范围之内。公用工程二期相关装置处于正常运转过程当中,每日经济新闻
317,2021-09-15,基础化工行业2021半年报总结：景气回升带动业绩集体上涨 肥料、氟化工、化纤、聚氨酯、合成革等板块表现亮眼,新浪
318,2021-09-14,9月化工月度数据跟踪：PPI再创新高 持续性有望超预期,新浪
319,2021-09-14,煤飞色舞刷屏，低估值潜力股出炉，北上资金扫货6股,Wind
320,2021-09-13,大宗商品行业周报：绿色能源与大宗商品周报(2021年第19期),新浪
321,2021-09-13,化工行业：硅产业链景气度持续上行,广发证券
322,2021-09-13,石油石化行业周报：油价上行 涤纶长丝、丙烯酸-原材料价差扩大,新浪
323,2021-09-09,荣盛石化：目前公司有40万吨/年甲醇产能,Wind
324,2021-09-07,荣盛石化：不考虑码头卸货，原油从中东到舟山基地预计一个月左右可以运抵,Wind
325,2021-09-07,化工行业周报：磷酸铁锂拉动锂电化工材料需求 继续推荐R142B-PVDF产业链,新浪
326,2021-09-06,化工行业周报：万华拟建40万吨POCHP项目 玲珑新零售2.0上线,国海证券
327,2021-09-06,A股早报2021年9月6日星期一,Wind
328,2021-09-05,机构席位大宗交易活跃度下降，这些个股却被大幅扫货,Wind
