,2021-12-31,"建业地产与中国铁建地产签约,将在代建、装配式建筑等领域合作",金融界
2972,2018-07-20,7月20日上市公司晚间公告速递,新浪
2973,2018-07-20,中国铁建：上半年新签合同额6090亿元 同比增10%,e公司
2974,2018-07-20,[中性评级]建筑装饰行业2018年半年度业绩前瞻：家装与专业工程景气度提升 下半年关注基建政策与融资的边际变化,中财网
2975,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
2976,2018-07-20,A股的底被谁抄了 机构扎堆推荐7只龙头股,大众证券报
2977,2018-07-20,下半年铁路投资或将大幅增长 机构扎堆推荐7只龙头股,证券日报
2978,2018-07-19,中国铁建连续13年上榜 排名世界500强第58位,新浪
2979,2018-07-18,盘前必读公告：这些潜力股不容错过！,巨丰财经
2980,2018-07-17,7月17日晚间上市公司十大重磅公告,巨丰财经
2981,2018-07-17,晚间重要公告2018年7月17日星期二,Wind
2982,2018-07-17,中国铁建(01186)：联合体中标道真至务川高速公路PPP项目,智通财经
2983,2018-07-17,[公司]中国铁建联合中标高速公路PPP项目 总额约95.71亿元,全景网
2984,2018-07-17,中国铁建：联合中标95.7亿元高速公路PPP项目,Wind
2985,2018-07-13,中国铁建280亿元投资广东江门人才岛项目,国资委
2986,2018-07-12,“入摩”不是万能的，这些MSCI成份股创年内新低(名单),证券时报
2987,2018-07-11,专家诊股：大市或再试底 内线股暂不建议开新仓,金融界
2988,2018-07-09,中国铁建：联合中标49.31亿元工程项目,e公司
2989,2018-07-09,[中性评级]中泰建筑行业周报：“大督查”平衡扩内需 “杠杆悖论”央企有动力,中财网
2990,2018-07-06,中铁建中标广东江门人才岛全岛开发项目 预计投资超280亿元,观点地产网
2991,2018-07-06,中国铁建跌0.37%，创年度新低，报8.14元,腾讯网
2992,2018-07-05,[公司]中国铁建联合中标人才岛全岛开发建设项目 总投资280亿元,全景网
2993,2018-07-05,中国铁建：联合中标280亿元项目,e公司
2994,2018-07-05,中国铁建跌1.2%，创年度新低，报8.22元,腾讯网
2995,2018-07-03,中国铁建中标厄瓜多尔铜矿工程 系海外首个矿产投资,参考消息
2996,2018-07-02,中国铁建跌4.41%，创年度新低，报8.24元,腾讯网
2997,2018-06-28,中国铁建：中标逾60亿元厄瓜多尔铜矿工程,e公司
2998,2018-06-27,中国铁道学会轨道交通工程分会在粤成立,中新网
2999,2018-06-22,时速160公里地铁项目开展劳动竞赛 专注技术促创新,中新网
3000,2018-06-21,中国铁建董秘余兴喜：董秘要乐于与媒体交流,新浪
3001,2018-06-21,中国铁建再获沙特轻轨运营合同 金额9300万美元,e公司
3002,2018-06-21,出海记｜中铁建：在非洲46国铺设过万公里铁路与城轨,参考消息
3003,2018-06-15,中国在欧洲首个地铁工程盾构机始发,国资委
3004,2018-06-13,詹天佑奖首个非洲工程花落中国铁建,慧聪网
3005,2018-06-11,中国铁建：同意子公司铁建重工重组后在香港上市,Wind
3006,2018-06-11,手握三亿土储的“隐形巨头” “双铁”合作擦出火花,新华网
3007,2018-06-08,铁建重工 | 从现在开始，这5位“姑娘”进入新一轮冲刺阶段……,慧聪网
3008,2018-06-08,中标速递：中铁四局、中国铁建大桥局、中铁二十二局、长顺建设集团,慧聪网
3009,2018-06-08,詹天佑奖首个非洲工程花落中国铁建,国资委
3010,2018-06-08,【国盛机械团队】中低速磁悬浮迎来发展良机-20180608,微信
3011,2018-06-06,【权益变动】中国铁建(01186-HK)获贝莱德增持20.25万股 涉资约180万,财华社
3012,2018-06-05,关于和林发电厂项目有关事宜的公告,长江电力及公用事业
3013,2018-06-04,中国铁建与海航在机场建设、房地产等达成合作共识,观点地产网
3014,2018-06-04,中国铁建与海航达成合作共识 涉机场建设、投融资、房地产等领域,e公司
3015,2018-06-04,中企推进莫斯科地铁项目建设,新华网
3016,2018-06-01,发布铁道债专项业务规则，助力拓展多元融资渠道，持续服务中国铁建事业,上交所
3017,2018-06-01,第一百二十六期新闻发布会,上交所
3018,2018-05-31,[增持评级]建筑行业2018年中期策略报告：化学工程业绩回暖 园林静待融资改善 基建央企估值占优,中财网
3019,2018-05-29,企业债券、非金融企业债务融资工具付息兑付及服务费提示2018年6月,中国债券信息网
3020,2018-05-28,中国铁建叫停磁悬浮产线 比亚迪转向海外抢单,证券时报
3021,2018-05-27,发改委城轨产能调控令“威力”显现：中国铁建叫停磁悬浮生产线 比亚迪云轨海外抢订单,e公司
3022,2018-05-25,中国铁建(01186-HK)拟发行10亿元可续期公司债券,财华社
3023,2018-05-24,中铁建回应叫停磁悬浮生产线：磁浮车辆存在一定程度产能过剩,澎湃新闻
3024,2018-05-24,中车两子公司同日发布磁浮车关键进展 产业再现激烈竞争,中国经营网
3025,2018-05-21,午间重磅公告：部分银行结构性存款被叫停,新浪
3026,2018-05-21,中国铁建与江门市政府将在基础设施合作,Wind
3027,2018-05-21,中国铁建与江门市政府将在基础设施合作,e公司
3028,2018-05-21,中国铁建与江门市签署投资合作意向协议,证券时报网
3029,2018-05-21,"机械行业周报2018年5月第3期:油价上涨助推油服产业链,特斯拉落户引领电动化浪潮",证券之星
3030,2018-05-16,A股头条之上市公司公告精选（5.17）,顶尖财经网
3031,2018-05-16,中国铁建(01186)下属与尼日利亚交通部签订价值66.81亿美元铁路项目合同,智通财经
3032,2018-05-16,晚间重要公告2018年5月16日星期三,--
3033,2018-05-16,中国铁建：新签423亿元海外合同,e公司
3034,2018-05-16,中国铁建：海外签下约66.81亿美元协议,Wind
3035,2018-05-15,建筑与工程行业动态：1Q18建筑、装饰新签订单加速增长,中财网
3036,2018-05-10,[超配评级]建筑工程行业年报&一季报总结：业绩提速 基本面持续向好 重点关注低估值央企和国际工程,中财网
3037,2018-05-10,[增持评级]建筑工程行业2017年年报建筑央企之PPP总结：PPP订单占比20%以上 18年业绩趋势有望继续向上,中财网
3038,2018-05-10,[买入评级]建筑和工程行业研究周报：超财政红线地区数或达10% 央企去杠杆或迎热潮,中财网
3039,2018-05-07,[买入评级]建筑行业17年报及18年一季报分析：营收净利增速均有所提升 订单饱满支撑未来业绩增长,中财网
3040,2018-05-07,[买入评级]中国铁建(601186)季报点评：扣非业绩持续增长 盈利负债改善,中财网
3041,2018-05-05,89个PPP示范项目被勒令整改 十余家上市公司中弹,新浪
3042,2018-05-04,中国铁建一季度营业收入1316.5亿 实现每股收益0.25元,中国经济网
3043,2018-05-04,中国铁建一季度业绩稳步增长,国资委
3044,2018-05-04,A股公司砸5700亿元研发，中国中车掷百亿元堪比净利,Wind
3045,2018-05-03,中国铁建(01186-HK)将于5月9日举行2017年度现金分红说明会,财华社
3046,2018-05-03,华泰证券：上调中国铁建评级至买入,Wind
3047,2018-05-03,上调评级至买入策略选股（5月3日）,Wind
3048,2018-05-02,中国铁建(01186-HK)：18铁建Y2将于明起上市,财华社
3049,2018-05-02,全国最大垃圾填埋场生态修复工程开工 中国铁建承建,国资委
3050,2018-05-02,雄安新区规划纲要获批 基建园林受益 4股引追捧,证券之星
3051,2018-04-27,中国铁建：一季度净利润同比增18.86%,Wind
3052,2018-04-25,机械制造：恒立液压之挖机销量下滑 论非标油缸业务弹性,国盛证券
3053,2018-04-25,【大行报告】交银：维持中国铁建(01186-HK)买入评级 目标价10.35港元,财华社
3054,2018-04-24,基金1Q18建筑持仓分析：持仓仍处底部 市场或过度悲观,中财网
3055,2018-04-24,中铁建首季房地产销售额增7.16%至136亿元,观点地产网
3056,2018-04-23,中国铁建一季度新签合同总额升6.98%至2798.567亿元,格隆汇
3057,2018-04-23,青岛“最美地铁线”开通试运营,中新网
3058,2018-04-23,建筑装饰：雄安专题，规划纲要获批复，大规模建设有望开启,中证网
3059,2018-04-18,817家公司现国家队身影，白马股分歧，创蓝筹受青睐,--
3060,2018-04-18,中国铁建承建蒙华铁路九岭山隧道贯通,国资委
3061,2018-04-17,中国铁建科研成果填补国内接触网技术应用空白,国资委
3062,2018-04-16,[中性评级]建筑装饰行业2018年一季度业绩前瞻：PPP板块继续高增长 专业工程业绩逐季加速,中财网
3063,2018-04-12,中国铁建：首个取得我国全断面掘进机最高生产资质,e公司
3064,2018-04-12,致盾友！全国115名学员都来长沙学习的培训班,慧聪网
3065,2018-04-11,券商评级:沪指三连阳收复3200点 9股有潜力,证券之星
3066,2018-04-10,今日破净个股一览（2018年4月10日）,证券时报
3067,2018-04-10,[买入评级]中国铁建(601186)年报点评：公司经营稳健 在手订单充足助业绩稳增,中财网
3068,2018-04-09,晚间重要公告2018年4月9日星期一,--
3069,2018-04-09,中国铁建：签订41亿元棚户区改造项目合同,Wind
3070,2018-04-09,中国铁建投资集团：董事长发生变动,Wind
3071,2018-04-08,中国铁建设计施工 博鳌通道工程提前建成投用,国资委
3072,2018-04-04,中国铁建施工中缅广大铁路祥和隧道铺轨完成,国资委
3073,2018-04-04,央企控股上市公司去年业绩靓丽，降杠杆、市值管理多维发力,--
3074,2018-04-03,[增持评级]建筑装饰行业周报：继续重点推荐高成长PPP园林龙头 23号文将加速行业供给侧优化,中财网
3075,2018-04-03,中国铁建股票怎么样：订单快速落地，基建龙头稳健增长,南方财富网
3076,2018-04-03,天花板一戳一个洞 铁建江南国际城回应可以进行检测,南方财富网
3077,2018-04-03,年报透露“国家队”动向：加码高新技术公司,--
3078,2018-04-02,参与重大项目建设哪些上市公司身影在雄安闪现？,顶尖财经网
3079,2018-04-01,[增持评级]中国铁建(601186)年报点评：业绩稳健增长 铁公基龙头实力强,中财网
3080,2018-03-29,公告精选：赣锋锂业一季度净利预增125%至175%；长江电力举牌川投能源；华信国际控股股东4.96亿股份被冻结,每日经济新闻
3081,2018-03-29,中国铁建去年净利润增长14.70% 证金公司增持至4.58%,中国网
3082,2018-03-29,中国铁建拟每股派0.18元证金公司有所增持,顶尖财经网
3083,2018-03-29,中国铁建：去年净利161亿元 同比增15%,新浪
3084,2018-03-29,中国铁建：2017年净利润同比增14.70%,Wind
3085,2018-03-29,中国铁建：2017全年净利润160.6亿元 同比增长14.7%,凤凰网
3086,2018-03-28,2018中国港珠澳大桥信息化暨节能技术应用研讨会顺利召开,Ofweek
3087,2018-03-26,全国首个水利建设BIM应用示范工程诞生 中国铁建参建,国资委
3088,2018-03-24,中国铁建又一高端装备制造和物流贸易企业落户西安,西部网
3089,2018-03-20,国内首座公铁同层跨海大桥在粤开工建设,国资委
3090,2018-03-19,第二大股东IPO前减持500万股 五新隧装应收账款占总资产超五成,长江商报
3091,2018-03-16,A股市场破净股一览(3月16日),Wind
3092,2018-03-16,中国铁建完成国内最长环线地铁总体设计,国资委
3093,2018-03-15,[增持评级]建材行业2018年春季策略研讨会：园林成长性最佳 工业认知差最大 装饰最受益消费升级,中财网
3094,2018-03-15,[领先大市-A评级]建筑行业快报：国务院组建国家国际发展合作署 统筹一带一路建设,中财网
3095,2018-03-15,中国铁建承建广大铁路首座牵引变电所成功送电,国资委
3096,2018-03-14,中国铁建助力安哥拉重启铁路国际贸易,国资委
3097,2018-03-13,中国铁建(01186-HK)拟最多发行40亿元公司债券,财华社
3098,2018-03-13,厉害了，铁建重工！又一款隧道施工利器成功下线,慧聪网
3099,2018-03-12,中国铁建参建杭黄铁路铺轨全线贯通,国资委
3100,2018-03-06,国内最宽的长江隧道穿越江底 由中国铁建设计,国资委
3101,2018-03-05,[领先大市-A评级]建筑施工行业2017年年报业绩前瞻：业绩有望维持稳健增长,中财网
3102,2018-03-05,《大国重器 II 》重磅来袭 中国铁建独占盾构机领域！,联合钢铁网
3103,2018-03-02,建筑行业月度观察#1：加大配臵基建 逢低吸纳房建、装饰,中财网
3104,2018-03-01,早间公告：天润曲轴控股股东所持股权内部转让，兖州煤业披露境外子公司业绩,Wind
3105,2018-02-28,建筑业央企订单持续增长,中证报
3106,2018-02-27,西门子阿尔斯通竞标新马高铁 中日遇强劲对手,中国经营网
3107,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
3108,2018-02-26,[增持评级]建筑工程行业周报：雄安利好园林/基建/装配 关注两会及年报披露行情,中财网
3109,2018-02-26,[互动]中国铁建：公司有关节目央视财经频道今日播出,全景网
3110,2018-02-26,[中企走出去]中铁二十局：稳扎海外筑丰碑,经济日报
3111,2018-02-24,雄安新区概念反弹会持续多久？关键还得看这几只股！,证券时报
3112,2018-02-23,"建筑和工程行业研究周报:持续推荐大建筑,重视园林/全装修/专业工程等成长性",国金证券
3113,2018-02-19,路上的A股上市公司你知道吗？,金投网
