,2021-12-31,"建业地产与中国铁建地产签约,将在代建、装配式建筑等领域合作",金融界
2647,2019-01-25,"建筑装饰行业:2019周专题之五,建筑行业重点公司2018年业绩前瞻",正点财经
2648,2019-01-25,融资客青睐32股，荣盛石化买入占比高达56.87%,Wind
2649,2019-01-25,【晨会纪要】策略丁文 银河证券晨会纪要—20190125,中国银河证券研究
2650,2019-01-24,中国铁建(01186-HK)2018年累计新签合同额1.58万亿元 同比升5.05%,财华社
2651,2019-01-24,中国铁建(01186.HK)2018年新签合同额升5.05%至15844.7亿元,格隆汇
2652,2019-01-24,中字头表现低迷，中国铁建跌超4%,Wind
2653,2019-01-23,建材：18Q4公募基金建筑持仓触底回升 荐15股,广发证券
2654,2019-01-23,多重因素驱动2019年基建蓄势待发 六股雄起,证券时报
2655,2019-01-23,建筑建材行业周观点:继续重点推荐地产链,联讯证券
2656,2019-01-22,A股市场破净股一览（1月22日）,Wind
2657,2019-01-18,中国铁建(01186.HK)：“中国铁道建筑有限公司”名称变更为“中国铁道建筑集团有限公司”,格隆汇
2658,2019-01-18,1300多家企业进驻雄安新区！科技业巨头暗中发力,中财网
2659,2019-01-17,【每日晨报】策略丁文 银河证券晨报—20190117,中国银河证券研究
2660,2019-01-16,格隆汇港股聚焦(1.16)︱中国平安2018年原保费收入升18.94%至7191.44亿元,格隆汇
2661,2019-01-16,中国铁建：下属公司中标逾30亿施工总承包项目,证券之星
2662,2019-01-16,中国铁建：下属企业联合体中标近百亿元PPP项目,中证网
2663,2019-01-16,中国铁建：联合中标长春至太平川高速公路PPP项目 投资额近98亿元,e公司
2664,2019-01-16,联讯建筑建材周观点:关注地产链估值修复机会和水泥股反弹,联讯证券
2665,2019-01-16,"建筑行业2019年1月投资策略:逆周期调控,降准释放资金,重点推荐基建产业链",国信证券
2666,2019-01-15,工业综合：多地房贷利率松动 荐5股,中银国际
2667,2019-01-15,建材：重点推荐基建产业链 荐8股,国信证券
2668,2019-01-14,建筑装饰行业2019年投资策略:夜空中最亮的星,光大证券
2669,2019-01-13,【招商建筑】分区域来看补短板系列之全国区域：公路看中西，铁路看西部，轨交新方向,招商建筑
2670,2019-01-13,【招商建筑】分区域看补短板系列报告之东北地区：铁路建设是短板，关注吉林省基建投资进度,招商建筑
2671,2019-01-13,【招商建筑】周观点：雄安新区规划获批复，宽货币利好基建投资,招商建筑
2672,2019-01-10,37股获券商买入评级 新泉股份目标涨幅达77.51%,Wind
2673,2019-01-09,数据王：北上资金加速买入十大青睐股值得关注,巨丰财经
2674,2019-01-09,北京冬奥会综合管廊工程全线贯通 中国铁建承建,e公司
2675,2019-01-08,中国铁建房地产集团：2018累计新增借款占上年末净资产的74.85%,Wind
2676,2019-01-08,盘前必读公告：上市公司重大消息一览！,巨丰财经
2677,2019-01-07,1月7日晚间上市公司十大重磅公告,巨丰财经
2678,2019-01-07,中国铁建及下属公司联合体中标陕西至太白公路PPP项目,中国网
2679,2019-01-07,中国铁建联合体中标122.95亿元公路PPP项目,中证网
2680,2019-01-07,中国铁建：中标123亿元PPP项目,e公司
2681,2019-01-06,【海通建筑】财务专题之一：新准则对建筑行业影响,微信
2682,2019-01-04,"建筑和工程行业:铁总会议定调保持强度规模,基建补短板铁路料率先受益",国金证券
2683,2019-01-02,中国铁建：联合中标近92亿元PPP项目,e公司
2684,2018-12-29,巨丰原创：看今朝熊冠全球 盼明日否极泰来,巨丰财经
2685,2018-12-29,"建筑工程行业分区域来看补短板系列之西北区域:铁路建设是短板,投资依赖中央支持",正点财经
2686,2018-12-28,【招商建筑】分区域看补短板系列报告之华北地区：河北公路投资是短板，关注津京冀城轨交通,招商建筑
2687,2018-12-28,【每日晨报】策略丁文 银河证券晨报—20181228,中国银河证券研究
2688,2018-12-28,参与“一带一路”建设 中国铁建坚持海外优先,证券日报
2689,2018-12-27,怀邵衡铁路全线开通 中国铁建总体设计,国资委
2690,2018-12-27,平安证券2019年建筑建材行业十大猜想,平安证券
2691,2018-12-27,"建筑行业周报:中央强化经济“稳增长”,城轨建设步伐加快",证券之星
2692,2018-12-21,沪港通十大成交活跃股排名（12月21日）,Wind
2693,2018-12-21,刚刚！多家上市公司晚间发布重大公告,巨丰财经
2694,2018-12-21,[快讯]中国铁建:PPP项目中标公告,中财网
2695,2018-12-21,中国铁建：联合中标近208亿元工程项目,e公司
2696,2018-12-21,中国铁建：下属公司联合中标207.79亿元PPP项目,Wind
2697,2018-12-21,306亿资金争夺20股：主力资金重点出击1股(名单),新浪
2698,2018-12-21,【每日晨报】策略丁文 银河证券晨报—20181221,中国银河证券研究
2699,2018-12-20,290亿资金争夺20股：主力资金重点出击3股(名单),新浪
2700,2018-12-20,巨丰热点前瞻：市场或迎来最后一跌 关注场内结构性机会,巨丰财经
2701,2018-12-19,小摩增持中国铁建(01186)347万股 每股作价10.8396港元,智通财经
2702,2018-12-18,中国铁建：近日中标逾100亿元重大工程,e公司
2703,2018-12-18,中国铁建：下属公司中标两个工程，中标金额总计约100.9亿元,Wind
2704,2018-12-18,华泰证券建筑行业周报(第五十周),正点财经
2705,2018-12-18,【招商建筑】分区域看补短板系列报告之华东地区：城市轨交成重点，资金落地需关注,招商建筑
2706,2018-12-18,"建筑材料行业:基建预期持续落地,水泥库存微涨,价格暂稳",东北证券
2707,2018-12-17,【平安建筑建材】2019年建筑建材行业年度策略报告 | 基建补短板带动投资回暖，19年轨交/PPP将回暖,严究建筑建材
2708,2018-12-17,巨丰热点：基建类题材活跃 汉嘉设计等个股盘中涨停,巨丰财经
2709,2018-12-17,A股低位震荡不改“聪明资金”流向 24股上演建仓大戏,证券日报
2710,2018-12-16,融资客最看好个股一览,证券之星
2711,2018-12-14,基建板块表现分化 中国铁建等跌逾1%,证券时报网
2712,2018-12-13,沪港通十大成交活跃股排名（12月13日）,Wind
2713,2018-12-13,中国铁建今日大宗交易成交30.70万股，成交价10.7元折价11.57%,Wind资讯
2714,2018-12-13,分区域看补短板系列报告：西南基建看四川，铁路投资待落地,招商建筑
2715,2018-12-13,涨停揭秘：两市放量反弹 大基建迎来涨停潮,巨丰财经
2716,2018-12-13,技术面开始走牛，这10股业绩还将爆发式增长！,证券时报
2717,2018-12-13,基建板块集体大涨 中国铁建涨超7%,e公司
2718,2018-12-13,大基建板块盘中异动，山东路桥直线涨停,Wind
2719,2018-12-11,中国铁建：中标逾30亿元采剥工程,Wind
2720,2018-12-10,中国铁建：鲁斌辞任公司副总裁,中国网
2721,2018-12-10,"建筑和工程行业研究:建筑进入“蜜月期”,首选基建产业链",国金证券
2722,2018-12-07,中国铁建：夏国斌因退休辞任执行董事等职务 董监高成员变化,中国网
2723,2018-12-07,中国铁建地产首进番禺,信息时报
2724,2018-12-06,富时中国A50指数将纳入宁德时代和中国铁建,Wind
2725,2018-12-05,中国铁建董事长：希望加强中国、巴拿马在基建和投资方面的交流与合作,e公司
2726,2018-12-05,固投下滑、一带一路乏力，等待中国铁建估值趋势性拐点,财华社
2727,2018-12-05,"非金属建材行业2019年度投资策略:基建暖春将至,荣花含苞待放",信达证券
2728,2018-12-04,26股获券商买入评级 拉芳家化目标涨幅达61.46%,Wind
2729,2018-12-03,华泰证券建筑行业周报(第四十八周),正点财经
2730,2018-12-03,"中国铁建:基建广阔空间保障持续性,补短板助订单预期上修",正点财经
2731,2018-12-03,国资委任免中国中车、中国铁建等5家央企高管（名单）,中国经济网
2732,2018-12-02,中国铁建：全资子公司中标41.8亿元EPC项目,证券之星
2733,2018-11-30,中国铁建(01186)与阿根廷交通部签署价值75.44亿元的铁路改造项目合同,智通财经
2734,2018-11-30,铁建76亿元合同的签订,云掌财经
2735,2018-11-30,中国铁建：联合中标52亿元浩然体育小镇EPC项目,e公司
2736,2018-11-30,中国铁建签下75亿阿根廷铁路项目,Wind
2737,2018-11-30,中国铁建签下75亿阿根廷铁路项目,e公司
2738,2018-11-30,中国铁建：签下阿根廷约10.89亿美元项目合同,Wind
2739,2018-11-29,中国铁建：200亿元公司债券获准发行,中国网
2740,2018-11-29,铁建76亿元合同签订 这十大铁路基建概念股要注意,中金在线
2741,2018-11-29,港股公告精选：国美零售前三季度归母净亏损4.46亿元，去年同期盈利2.2亿元,Wind
2742,2018-11-28,中国铁建：公开发行公司债券获证监会核准,证券之星
2743,2018-11-28,中国铁建：签订76.3亿元重大合同,金融界
2744,2018-11-28,中国铁建股份有限公司党委常委、总会计师王秀明,新浪
2745,2018-11-28,中国铁建将在海南设立区域总部,海南日报
2746,2018-11-23,巨丰热点：铁路固定资产投资加大 基建类个股逆势走强,巨丰财经
2747,2018-11-21,关于核准中国铁建股份有限公司向合格投资者公开发行公司债券的批复,证监会
2748,2018-11-21,1.4万亿基建投资启动，35条高铁来袭,钢铁新闻网
2749,2018-11-19,"建筑行业2019年投资策略:花开自有时,静候春风来",西南证券
2750,2018-11-18,建材：10月基建增速如期回升 荐12股,安信证券
2751,2018-11-15,巨丰早参：上交所加速推进科创板制度设计,巨丰财经
2752,2018-11-14,[公告摘要]中国铁建(01186.HK)近日中标53亿元三洋铁路三禹段施工项目,格隆汇
2753,2018-11-14,东方金诚评级的“平安证券-中铁建资产2号应收账款资产支持专项计划”成功发行,东方金诚
2754,2018-11-14,中国铁建：下属公司中标约53亿元施工项目,Wind
2755,2018-11-12,正大集团携手中国铁建竞标泰国68亿美元高铁项目,Wind
2756,2018-11-12,"中国铁建股票:业绩增速强劲,基建补短板带来广阔发展空间",安信证券
2757,2018-11-10,中国铁建与交通银行签署全面合作协议,e公司
2758,2018-11-09,"中国铁建:业绩稳定增长,稳增长下持续受益铁路投资增加",正点财经
2759,2018-11-08,"中国铁建:业绩增长较快,海外订单靓丽,基建补短板受益",中证网
2760,2018-11-06,中国铁建：11月5日融资余额为12.73亿元，较前一日骤增5.06%,Wind资讯
2761,2018-11-06,盘前必读公告：这些股不容错过！,巨丰财经
2762,2018-11-05,11月5日晚间上市公司十大重磅公告,巨丰财经
2763,2018-11-05,[快讯]中国铁建:重大工程中标公告,中财网
2764,2018-11-05,中国铁建：中标30亿元重大工程项目,e公司
2765,2018-11-05,深化资本市场合作，服务“一带一路”建设——方星海副主席在中新（重庆）战略性...,中证协
2766,2018-11-04,【安信建筑】三季报点评 中国铁建（601186.SH）-业绩增速强劲，基建补短板带来广阔发展空间,勇往直前
2767,2018-11-03,中国铁建：基建补短板带来广阔发展空间 买入评级,安信证券
2768,2018-11-03,建材：业绩增速有所放缓 荐4股,广发证券
2769,2018-11-02,深化资本市场合作，服务“一带一路”建设——方星海副主席在中新（重庆）战略性互...,证监会
2770,2018-11-02,中国铁建股份有限公司公开发行2016年、2018年可续期公司债券受托管理事务临时报告,证券时报
2771,2018-11-02,中国铁建（601186）2018年三季报点评：海外订单增速亮眼，有望受益基建补短板,国信研究
2772,2018-11-01,"建筑行业周报:订单增速乏力,行业增长尚需时日",证券之星
2773,2018-10-31,资金流:稀土永磁2股消费4股流入居前 两市流入147亿,金融界
2774,2018-10-31,金融：行业持续低配 基建小幅加仓,中信建投
2775,2018-10-31,股指涨幅扩大 创业板涨近2%,腾讯网
2776,2018-10-31,中字头板块全线拉升 中国铁建强势封板,腾讯网
2777,2018-10-31,铁路基建板块拉升 中国铁建逼近涨停,e公司
2778,2018-10-31,中国铁建早盘封涨停 成交额8.51亿元封单6.26万手,腾讯网
2779,2018-10-31,中字头全线走强，中国铁建强势涨停,Wind
2780,2018-10-31,大基建板块卷土重来，山鼎设计强势封板,Wind
2781,2018-10-30,中国铁建前三季度实现营业收入4899亿元,中证网
2782,2018-10-30,中国铁建：前三季度净利润同比增20.11%,Wind
2783,2018-10-30,中国铁建：联合中标广州轨道交通约112.48亿元项目,Wind
2784,2018-10-30,中国铁建(01186-HK)首9个月多赚20.11%至126.5亿元,财华社
2785,2018-10-30,中国铁建：前三季度净利126亿元 同比增20%,e公司
2786,2018-10-28,建材：基建央企增持较多 荐15股,广发证券
2787,2018-10-25,AAA | 东方金诚评级“国君中铁十六局应收账款资产支持专项计划”成功发行,东方金诚
2788,2018-10-21,建材：地方政府专项债纳入社融统计 荐10股,安信证券
2789,2018-10-18,中字头午前集体杀跌，中国交建跌超9%,Wind
2790,2018-10-15,[中性评级]建筑行业周报：川藏铁路规划全面启动 专项债资金已到位,中财网
2791,2018-10-15,建筑装饰行业专题研究：新会计准则将如何影响公司财务报表?,中财网
2792,2018-10-15,主力再现新动作 大单资金抢筹股或成反弹先锋,证券日报
2793,2018-10-14,反弹的力度会有多强？下周留意这只基建概念股,火山财富
2794,2018-10-13,1596只个股今日尾盘资金净流入,证券时报
2795,2018-10-12,资金流:消费3股次新2股流入居前 两市净流出111亿,金融界
2796,2018-10-11,A股早报2018年10月11日星期四,Wind
2797,2018-10-10,基建板块再次发力 中国铁建等涨逾5%,证券时报网
2798,2018-10-10,铁路基建板块走强 中国铁建涨逾4%,e公司
2799,2018-10-09,申万宏源：给予中国铁建增持评级 将率先受益行业景气上行,e公司
2800,2018-10-09,盘前必读公告：个股重大消息一览,巨丰财经
2801,2018-10-08,10月8日晚间上市公司十大重磅公告,巨丰财经
2802,2018-10-08,[公告摘要]中国铁建(01186.HK)中标BOT项目 项目总投资94.9亿元,格隆汇
2803,2018-10-08,中国铁建：中标近95亿元BOT项目,e公司
2804,2018-10-08,中国铁建：中标重庆94.9亿元项目,Wind
2805,2018-10-03,中国铁建股票分析：收入稳健增长，毛利率显著提升,天风证券
2806,2018-09-29,中国铁建首个装配式建筑研发中心正式成立,工程建设网
2807,2018-09-29,海南省琼乐高速公路正式通车中国铁建参建,国资委
2808,2018-09-28,"建筑周报:政策坚定基建稳增长态度,提振市场信心",申万宏源
2809,2018-09-27,中国铁建今日股价上涨走势 股价现上涨3.12%,格隆汇
2810,2018-09-26,【建筑】李俊松、邢立力（研究助理）：渐行渐近的地产/基建投资弱共振-20180925,中泰证券研究所
2811,2018-09-25,建材：政策坚定基建稳增长态度 荐5股,申万宏源
2812,2018-09-24,中国铁建(01186)获小摩增持454万股 每股作价9.89港元,智通财经
2813,2018-09-24,建筑：从资产负债表看八大建筑央企,广发证券
2814,2018-09-24,建材：基建补短板或继续加码 荐9股,广发证券
2815,2018-09-21,上半年上市房企管控能力：中国铁建表现亮眼,中新网
2816,2018-09-20,反弹目标出现 中国铁建放量再创1个多月新高！明日留意这只房地产股,火山财富
2817,2018-09-20,"中国铁建:基建龙头,补短板优先受益,多元布局迸发活力",国信证券
2818,2018-09-19,工业和信息化部公示第二批服务型制造示范名单,Wind
2819,2018-09-19,市场逆转信号或呈现 紧抓三大主题投资机会,巨丰财经
2820,2018-09-19,沪指放量上攻 A股估值底逐步清晰,中证报
2821,2018-09-18,【解盘论市】创业板探底回升反弹逾２％，基建股强劲上扬,Wind
2822,2018-09-18,基建补短板强势拉升，A股大涨市场底愈发明朗,Wind
2823,2018-09-18,V型反转！寻找经济发展新引擎，主题投资快速升温,Wind
2824,2018-09-18,涨停板解密：两大板块现涨停潮！（9月18日）,Wind
2825,2018-09-18,基建股迎来集体爆发，中国交建、中国铁建联袂涨停掀起板块涨停潮,云掌财经
2826,2018-09-18,揭秘涨停板：基建投资下半年有望发力 中国铁建等多股涨停,腾讯网
2827,2018-09-18,涨停揭秘：市场强势反弹触及2700 大基建类迎来涨停潮,巨丰财经
2828,2018-09-18,中字头领衔基建板块大涨 中国铁建(601186-CN)等多股涨停,财华社
2829,2018-09-18,西部大基建板块午后上冲，中国铁建强势封板,Wind
2830,2018-09-18,大基建个股拉升 中国铁建、中国交建涨超6%,e公司
2831,2018-09-17,摩根大通增持中国铁建(01186)542万股，每股作价9.28元,智通财经
2832,2018-09-16,建材：油价高位制造业回暖利好化建龙头 荐7股,广发证券
2833,2018-09-14,中国铁建总裁：将加大在天津的投资力度,e公司
2834,2018-09-11,俄雅库特与中国铁建计划修建跨勒拿河大桥,新浪
2835,2018-09-11,中国铁建召开2018年国内工程承包经营工作推进会,e公司
2836,2018-09-11,【建筑】李俊松、邢立力（联系人）：基建领域正面临“产能”问题-20180910,中泰证券研究所
2837,2018-09-09,建材：地方专项债加速落地 中西部基建投资有望提速,广发证券
2838,2018-09-07,中国铁建：签约阿塞拜疆·中国自贸工业小镇,e公司
2839,2018-09-07,"中国铁建半年报点评:盈利能力增强,业绩高成长",正点财经
2840,2018-09-06,康福祥获选中国铁建(01186)职工代表监事,智通财经
2841,2018-09-06,证监会拟修法力挺回购，新举措将带来新变化,Wind
2842,2018-09-04,77股获券商买入评级 渤海金控目标涨幅达156.94%,Wind
2843,2018-09-04,『早安，新时代！』晨会早读2018/9/4：今日关注威创股份、中国铁建、上汽集团、中国电建,新时代证券研究
2844,2018-09-04,新规鼓励银行承销地方债 基建投资再迎拐点(受益股),金融界
2845,2018-09-03,中国铁建：在非洲已建成上万公里铁路城轨，4800公里公路,澎湃新闻
2846,2018-09-03,建材：关注四季度基建板块投资机会 荐4股,申万宏源
2847,2018-09-03,中国铁建陈奋健：为非洲人民实现非洲梦想，提供中国方案和中国动力,21经济网
2848,2018-09-03,上市公司发力自主研发，上半年研发投入逆势增逾两成,中证报
2849,2018-09-02,建材：收入盈利增长放缓 荐8股,国盛证券
2850,2018-09-01,收入稳健增长，毛利率显著提升——中国铁建半年报点评【天风建筑唐笑团队】,笑谈建筑
2851,2018-08-31,中企承建非洲马达加斯加最长国道通车,中新网
2852,2018-08-31,【招商建筑】中国铁建中报点评：营收保持稳增长，铁路订单开始发力,招商建筑
2853,2018-08-31,铁路基建巨头中报超预期 中国中铁中国铁建净利同比增逾两成,证券日报
2854,2018-08-30,中国铁建：上半年净利润同比增22.78%,Wind
2855,2018-08-29,京沈客专望京隧道贯通中国铁建承建,国资委
2856,2018-08-28,[中性评级]中泰建筑行业周报：维持基建、房建投资共振的判断 基建股进入第二政策博弈期,中财网
2857,2018-08-28,[优于大市评级]建筑工程行业周报：基建基本面改善幅度不大但节奏超预期 PPP未来重点在于内容而非模式,中财网
2858,2018-08-27,[增持评级]建筑工程行业周报：积极财政逐步落实提升偏好 基建短板行情持续,中财网
2859,2018-08-27,[增持评级]方法论之财务透视11资产负债表合篇(建筑工程行业)：基于杠杆能力探究业绩估值在货币信用周期中本源规律,中财网
2860,2018-08-27,快讯：中国铁建8月27日午后直线拉升 涨近3%,新浪
2861,2018-08-25,中国铁建财务公司落地首笔欧元业务,金融界
2862,2018-08-24,[增持评级]当前时点我们如何看建筑之十五(建筑/房地产行业)：三大路径看历史三次基建房建共振,中财网
2863,2018-08-24,[增持评级]方法论之财务透视10资产负债表第五篇(建筑工程行业)：从负债杠杆能力解析业绩弹性和估值趋势,中财网
2864,2018-08-24,北上资金逆市“买买买” 六只个股彰显投资价值,证券日报
2865,2018-08-21,资金抢筹！“双百行动”成风口，机构集体看多（附名单）,Wind
2866,2018-08-21,[中性评级]中泰建筑行业周报：基建股进入第二政策博弈期,中财网
2867,2018-08-21,雄安新区板块午后上攻，博深工具冲击涨停,Wind
2868,2018-08-21,中国铁建低开高走拉升5.36%报10.82元成交6.58亿元振幅6.72%,腾讯网
2869,2018-08-21,中国铁建物资集中采购西安中心供应商座谈会在西安召开,钢铁新闻网
2870,2018-08-21,高铁板块发力上攻，中国中铁涨超6%,Wind
2871,2018-08-21,[看好评级]申万宏源建筑行业周报：财政部保监会发文直指消减当前实体经济融资摩擦 基建项目加速执行可期,中财网
2872,2018-08-20,建材：财政部保监会发文直指消减当前实体经济融资摩擦 荐3股,申万宏源
2873,2018-08-20,[增持评级]深挖基建系列2(建筑工程业行业)：国际对比视角看中国基建短板,中财网
2874,2018-08-20,[优于大市评级]建筑工程行业周报：基建继续下行 订单率先企稳,中财网
2875,2018-08-19,建材：看好板块相对表现 荐8股,广发证券
2876,2018-08-19,建材：基建增速企稳回升可期 荐12股,安信证券
2877,2018-08-15,巨丰解读：为什么A股又大跌了？,巨丰财经
2878,2018-08-15,[增持评级]深挖基建系列1：7月基建下滑引政策继续宽松 铁路轨交望明显回升,中财网
2879,2018-08-15,中国铁建承建全国首条穿越黄河供暖专用隧道贯通,工程机械商贸
2880,2018-08-15,四川省委书记会见交行、华润、中国铁建负责人,e公司
2881,2018-08-14,2018/8/14股市消息早知道：今日大盘预测及个股分析,南方财富网
2882,2018-08-14,巨丰早参：A股纳入MSCI因子提高至5%,巨丰财经
2883,2018-08-13,[公司]中国铁建下属公司中标铁路工程项目 金额64.73亿,全景网
2884,2018-08-13,专家诊股：中国铁建可留意 食品股看高一线,金融界
2885,2018-08-13,[增持评级]建筑工程行业周报：基建行情未来判断：时间和空间、节奏和选股,中财网
2886,2018-08-13,[买入评级]中国铁建(601186)点评：受益基建稳增长 业绩有望超预期,中财网
2887,2018-08-13,融资客青睐20股，贵航股份买入占比高达47.28%,Wind
2888,2018-08-12,建材：再无对冲 荐3股,中泰证券
2889,2018-08-12,238只个股连涨3日或3日以上，水泥农业股强势,Wind
2890,2018-08-09,中国铁建承建全国首条穿越黄河供暖专用隧道贯通,e公司
2891,2018-08-08,[中性评级]建筑装饰行业点评：十年的轮回-2008年基建行情回顾 且行且珍惜,中财网
2892,2018-08-08,[增持评级]复盘规律系列8(建筑工程行业)：复盘历史铁路基建投资上修股价与业绩规律,中财网
2893,2018-08-08,巨丰早评：反弹高度需看量能,巨丰财经
2894,2018-08-07,【解盘论市】缅戊戌狗年半载之股殇有感，后市多军势必卷土重来,Wind
2895,2018-08-07,沪指创两年多最大单日涨幅，资金扫货中字头,Wind
2896,2018-08-07,巨丰收评：市场呈现普涨格局,巨丰财经
2897,2018-08-07,修复行情基本确立 基建股打响反弹第一枪,证券之星
2898,2018-08-07,基建股大涨 中国铁建午后封涨停,腾讯网
2899,2018-08-07,中国铁建涨停，报11.01元,腾讯网
2900,2018-08-07,巨丰午评：大盘V型反弹,巨丰财经
2901,2018-08-07,雄安新区板块午前拉涨，太空智造冲击涨停,Wind
2902,2018-08-07,建筑股八成中期业绩向好 基建投资迎拐点,大众证券报
2903,2018-08-06,恒指冲高回落收涨0.5%，香港本地股强势,Wind
2904,2018-08-06,中国铁建承建世界最大跨度钢拱桥铺通,国资委
2905,2018-08-06,中字头领衔大基建板块卷土重来，东方新星强势涨停,Wind
2906,2018-08-03,"601186中国铁建股票行情:强进取心,高性价比",中泰证券
2907,2018-08-03,建筑建材行业深度:论基建产业链机会和空间,联讯证券
2908,2018-08-02,高铁板块尾盘异动，中铁工业冲击涨停,Wind
2909,2018-08-01,中国铁建上半年新签合同额增10%,凤凰网
2910,2018-08-01,大基建板块全线上攻，祁连山冲击涨停,Wind
2911,2018-08-01,基建投资获政策强力支持 龙头股机会凸显,证券之星
2912,2018-08-01,中国铁建优化全产业链布局 打造全产业链服务优势,中证网
2913,2018-07-31,中国铁建：优化全产业链业务布局,中证网
2914,2018-07-31,券商首次关注4股并给予买入评级（7月31日）,Wind
2915,2018-07-31,[中性评级]申万宏源建筑行业周报：流动性边际预期改善 基建投资预计将出现结构性分化,中财网
2916,2018-07-31,中国铁建与贵州省交通运输厅签订战略合作框架协议,e公司
2917,2018-07-31,建筑装饰行业：基建预期有望持续修复 继续看好建筑板块,国盛证券
2918,2018-07-30,中国铁建：关于召开2018年第一次临时股东大会的通知,上交所
2919,2018-07-30,[互动]中国铁建：两个出库PPP项目已改为EPC项目模式,全景网
2920,2018-07-30,[优于大市评级]建筑工程行业周报：阶段性政策宽松趋势明显 但并非“全面放松”,中财网
2921,2018-07-30,巨丰午评：两类股的炒作或结束,巨丰财经
2922,2018-07-30,[增持评级]复盘规律系列7：历史三次宽松股价节奏、持续时间、上涨幅度,中财网
2923,2018-07-30,[增持评级]华泰证券建筑行业周报(第三十周),中财网
2924,2018-07-30,中国铁建承建瓦努阿图体育场项目获全球最佳工程奖,国资委
2925,2018-07-27,恒指微幅收涨成交极度低迷，本周港股录得大幅反弹,Wind
2926,2018-07-27,快讯：中国铁建H股现价上升2.88% 报9.28港元,经济通
2927,2018-07-26,中标约90亿人币高速公路项目 中铁建仍跌逾2％,经济通
2928,2018-07-26,56股获券商买入评级 潞安环能目标涨幅达69.88%,Wind
2929,2018-07-26,中国铁建：7月25日融资余额为12.5亿元，较前一日骤增5.98%,Wind资讯
2930,2018-07-25,7月25日晚间上市公司十大重磅公告,巨丰财经
2931,2018-07-25,晚间重要公告2018年7月25日星期三,Wind
2932,2018-07-25,中国铁建：中标近90亿元高速公路BOT项目,e公司
2933,2018-07-25,中国铁建：中标四川89.85亿元BOT项目,Wind
2934,2018-07-25,数据王：基建股分化次新股领跌 机会在于此类个股,巨丰财经
2935,2018-07-25,少见！底部放量涨停股批量涌现 千亿市值股也疯狂,证券时报
2936,2018-07-25,北上资金净买入26亿元 可以积极关注基建金融股,证券之星
2937,2018-07-25,[买入评级]建筑装饰行业跟踪报告：政策宽松利好大建筑估值系统性修复 关注集中度提升逻辑之下的低估值蓝筹,中财网
2938,2018-07-25,巨丰早评：短线反弹目标揭秘,巨丰财经
2939,2018-07-25,"建筑装饰行业2018年半年度业绩前瞻:家装与专业工程景气度提升,下半年关注基建政策与融资的边际变化",申万宏源
2940,2018-07-24,工程建筑板块估值处于5年低位 9亿大单布局8只龙头股,金融界
2941,2018-07-24,【解盘论市】累计220个点的反弹如约而至，后市小分时或即将有诡异,Wind
2942,2018-07-24,恒指收涨逾1.4%，基建股全线爆发,Wind
2943,2018-07-24,[增持评级]中国铁建(601186)公司更新报告：受益货币/信用宽松 铁公基龙头韧性强/估值低,中财网
2944,2018-07-24,[中性评级]国务院常务会议点评(建筑装饰行业)：财政宽松政策定调 基建板块直接受益反弹继续,中财网
2945,2018-07-24,巨丰收评：短线超跌机会仍有 中线逐步配置蓝筹股,巨丰财经
2946,2018-07-24,特色小镇概念股受资金追捧 中国铁建涨9.83%,中国经济网
2947,2018-07-24,中国铁建助力贵州“交通率先脱贫”,国资委
2948,2018-07-24,7月24日午间行业热点聚焦,中证网
2949,2018-07-24,"中国铁建:强进取心,高性价比",正点财经
2950,2018-07-24,华泰证券：建筑大涨买什么 推荐5股,金融界
2951,2018-07-24,港股异动︱中国铁建(01186)AH均涨8%,智通财经
2952,2018-07-24,中国铁建涨停，报10.18元,腾讯网
2953,2018-07-24,[增持评级]7月23日国常会点评(建筑行业)：信用改善政策助力 积极看多基建板块,中财网
2954,2018-07-24,建筑板块走强 估值有望快速回升,中证报
2955,2018-07-24,"建筑行业周报:资管政策利稳社融,基建增速有望修复",安信证券
2956,2018-07-23,中国铁建(01186-HK)：控股股东无偿划转公司6.25亿股A股,财华社
2957,2018-07-23,晚间重要公告2018年7月23日星期一,Wind
2958,2018-07-23,中国铁建：控股股东向北京诚通、国新投资各转让公司2.3%股权,e公司
2959,2018-07-23,资管新规吹风，铁公基发威！投资者：右侧交易来了,Wind
2960,2018-07-23,[中性评级]建筑行业2018年二季度公募基金持仓分析：2018H行业低配严重 下半年流动性预期宽松带动行业估值修复,中财网
2961,2018-07-23,[增持评级]建筑装饰行业周报：信用风险拐点已现 板块迎来修复行情,中财网
2962,2018-07-23,恒指宽幅震荡小幅收涨，地产股领涨,Wind
2963,2018-07-23,【异动股】铁路基建板块表现活跃 中国铁建(601186-CN)大涨超8%,财华社
2964,2018-07-23,中字头持续放量大涨，中国交建强势涨停,Wind
2965,2018-07-23,基金2Q18建筑持仓分析(建筑与工程行业)：持仓处于历史底部 看好下半年行情,中财网
2966,2018-07-23,【大行报告】大和资本：中国铁建(01186-HK)目标价11.5元,财华社
2967,2018-07-23,中字头今日表现活跃，中国交建涨近6%,Wind
2968,2018-07-23,建筑板块稳步攀升，成都路桥强势涨停,Wind
2969,2018-07-23,"建筑行业18q2公募基金持仓分析报告:公募基金18q2持仓比重创新低,基建央企增持较多",广发证券
2970,2018-07-20,晚间重要公告2018年7月20日星期五,Wind
2971,2018-07-20,国资委副主任徐福顺调研中国铁建,e公司
