,2021-12-31,北新建材董事长王兵：建议房地产产业链成为实现“双碳”目标的主战场,每日经济新闻
1044,2020-10-29,北新建材(000786)2020年三季报点评：平台化转型持续 盈利能力持续提升,新浪
1045,2020-10-29,三季度五大机构持仓路径曝光！,Wind
1046,2020-10-29,三季报 | 归母净利润20亿元，收入利润逆势双增，北新建材2020年1-9月份业绩靓丽发布,东方网
1047,2020-10-29,【财报智读】北新建材：2020年前三季度营业总收入120.77亿元，归母净利润20.06亿元,面包财经
1048,2020-10-29,【面包财报】北新建材：2020年前三季度营业总收入120.77亿元，归母净利润20.06亿元,面包财经
1049,2020-10-29,社保基金长线坚守23只股（附股）,证券时报网
1050,2020-10-29,【华创建筑建材】北新建材2020年三季报点评：费用下降扩大利润空间，石膏板龙头稳健成长,华创建筑建材研究
1051,2020-10-29,北新建材：2020年前三季度净利润同比增加18611.18%,中国水泥网
1052,2020-10-29,今日718公司公布三季报66家业绩增幅翻倍,证券时报网
1053,2020-10-29,北新建材(000786)：3Q20主业新品均亮眼 逐步兑现成长蓝图,新浪
1054,2020-10-28,中国建材(03323.HK)：北新建材年度净利预增457.64%至512.04%,格隆汇
1055,2020-10-28,北新建材公布三季报 前三季净利盈利20.0576亿,新浪
1056,2020-10-28,中国建材(03323)：北新建材前三季度业绩扭亏为盈至20.06亿元,智通财经
1057,2020-10-28,中国建材(03323.HK)：北新建材前三季度扣非净利润升6.84%至19.68亿元,格隆汇
1058,2020-10-28,北新建材：预计2020年度净利润同比增长457.64%至512.04%,Wind
1059,2020-10-28,北新建材：前三季度净利润20.06亿元，扭亏为盈,Wind
1060,2020-10-28,建材行业周报：南方出货率回升 华东价格继续上行,新浪
1061,2020-10-27,据业内消息人士透露，东方雨虹正在接触晨阳水漆，目前正处于尽调洽谈中。,中国房地产网
1062,2020-10-27,资色·深度丨北新建材十年诉讼和解，逆势扩张正确与否？,和讯
1063,2020-10-26,中泰周期大宗指南第20期：周期品周度运行变化,新浪
1064,2020-10-26,【研报掘金】建材行业调整带来新的布局良机 短期关注季报行情中期看好两条主线,证券时报网
1065,2020-10-26,周报|市场大幅调整，首推玻璃玻纤防水外加剂，看好水泥超跌反弹【华西建材建筑戚舒扬团队】20201026,华西工匠
1066,2020-10-26,非金属新材料行业周报：持续推荐玻纤板块 关注超跌防水、瓷砖,新浪
1067,2020-10-23,深股通席位重投13亿揽入这些周期股 有何玄机？,红周刊
1068,2020-10-22,宋志平：我在国企的岁月都做对了些什么,中国水泥网
1069,2020-10-21,北新建材(000786.SZ)：子公司泰山石膏完成发行5亿元超短期融资券,格隆汇
1070,2020-10-21,凯伦股份拓展地产客户业绩加速增长 全年净利预计超2.7亿连续两年翻倍,长江商报
1071,2020-10-20,每周盈利预测报告,新浪
1072,2020-10-19,【东北建筑建材王小勇】2021年度投资策略：低估值为王，C端建材首选,东北证券研究所
1073,2020-10-19,建材行业周报：玻璃厂库下降 价格继续上行,新浪
1074,2020-10-16,北新建材(000786)：石膏板需求回升 防水业务协同助力业绩高增,新浪
1075,2020-10-16,龙牌圣戈班（河南）石膏建材有限公司在新乡市隆重开业,中经联播
1076,2020-10-16,A股三季报透视：近15%预亏，机构下注“高增长”,第一财经
1077,2020-10-16,2020年三季报抢鲜看：1346份业绩预告揭秘“价值牛”,Wind
1078,2020-10-16,【华创建筑建材】北新建材20Q3业绩预告点评：Q3业绩再超预期，料多元化业务发展良好,华创建筑建材研究
1079,2020-10-16,A股早报2020年10月16日星期五,Wind
1080,2020-10-16,晨会聚焦：重申看多银行板块；深度分析若羽臣,新浪
1081,2020-10-16,大盘持续震荡 机构交易意愿下滑,金融投资报
1082,2020-10-15,A股三季报透视：近15%预亏，机构下注“高增长” 预亏,第一财经
1083,2020-10-15,东方雨虹(002271)首次覆盖报告：发力防水材料基建工程渠道 打造建筑涂料新业务,新浪
1084,2020-10-15,北新建材等股股价创历史新高,证券时报网
1085,2020-10-15,龙虎榜机构新动向：净买入10股净卖出6股,证券时报网
1086,2020-10-15,31只股股价创历史新高,证券时报网
1087,2020-10-15,84股今日获机构买入评级,证券时报网
1088,2020-10-15,北新建材龙虎榜数据（10月15日）,Wind
1089,2020-10-15,北新建材(000786)：石膏板销量增速超预期 龙骨防水业务持续高速增长,新浪
1090,2020-10-15,新能源车爆发，9月国内车企销量普涨，叠加三季报预增，最强势,财经
1091,2020-10-15,时代点金（1015）：广州浪奇前三季巨亏10亿；水井坊遇多事之秋 重大损失,时代在线
1092,2020-10-15,北新建材(000786)：3Q20预告大超预期 低估的成长与韧性,新浪
1093,2020-10-15,今日7家公司向上修正业绩预告,证券时报网
1094,2020-10-14,中国建材(03323.HK)：北新建材前三季度净利润上修为19.5亿元-20.5亿元,格隆汇
1095,2020-10-14,北新建材：上修前三季度业绩预期至同比增18096.57%-19019.47%,格隆汇
1096,2020-10-14,北新建材(000786.SZ)上修业绩预告：前三季度预盈19.5亿元–20.5亿元,格隆汇
1097,2020-10-14,北新建材（000786）：信发铝业试生产不改公司行业竞争力,中信证券
1098,2020-10-14,最新业绩暴增股出炉！11股上修业绩,证券时报网
1099,2020-10-12,53家三季报率先亮相，业绩上修、环比改善成焦点,Wind
1100,2020-10-12,建材行业2020年三季报前瞻：消费建材和玻璃表现突出 四季度配置参考18年,新浪
1101,2020-10-12,建筑材料行业周报：赶工大幕拉开 建材金十开启,新浪
1102,2020-10-12,建材行业周报(第四十一周),新浪
1103,2020-10-12,周报|关注旺季涨价，回调提供良好布局机会【华西建材建筑戚舒扬团队】20201012,华西工匠
1104,2020-10-11,三季报披露潮将至：近300家公司预喜，警惕业绩重挫者,第一财经
1105,2020-10-11,三季报来袭 好想你等11股净利预增超10倍,北京商报
1106,2020-10-11,江西抽查普通纸面石膏板 北新建材井冈山公司现不合格 产品问题,中国经济网
1107,2020-10-10,三季报密集来袭！9股预增超10倍（名单）,券商中国
1108,2020-10-09,开门红！A股进入三季报时间，业绩浪开启,Wind
1109,2020-10-03,机构调研热情高：300多家机构打爆这家公司电话,上证报
1110,2020-10-03,节前，这家公司引来323家机构调研……,Wind
1111,2020-09-29,A股共发生154宗大宗交易成交31.04亿元（9月29日）,Wind
1112,2020-09-29,"北新建材现1笔大宗交易 共成交2,996.60万元",新浪
1113,2020-09-29,北新建材今日大宗交易成交96.54万股，成交价31.04元溢价0.0%,Wind
1114,2020-09-28,建材行业周报：华东局部开启第四轮涨价,新浪
1115,2020-09-28,北新建材：我国石膏板在住宅领域应用还处于推广发展阶段,Wind
1116,2020-09-28,334家机构紧急调研京东方A，6家百亿私募现身,21世纪经济报道
1117,2020-09-28,大资金有望加速流入！QFII新进重仓股曝光,证券时报网
1118,2020-09-28,建筑材料行业周报：后周期建材板块有所调整 持续看好细分龙头份额提升趋势,新浪
1119,2020-09-28,建筑材料行业周报：“扬长避短” 精选龙头 基业长青,新浪
1120,2020-09-28,580家公司发布三季报预告 预喜率超四成,证券时报
1121,2020-09-27,大宗指南：周期品周度运行变化,新浪
1122,2020-09-27,建筑材料行业周报：调整中积极布局优质品牌建材企业 持续推荐玻纤,新浪
1123,2020-09-27,77股预告三季度净利润翻番，北新建材预增152倍,时代财经
1124,2020-09-27,【银河建材】四季度策略：玻纤玻璃水泥景气向上，消费建材龙头持续成长,中国银河证券研究
1125,2020-09-26,逾200家公司三季报业绩预喜,中证报
1126,2020-09-22,建筑材料行业周报：Q4工程或加速释放 早周期继续推荐,新浪
1127,2020-09-21,建材行业周观点：水泥价格弹性有望逐步显现,新浪
1128,2020-09-21,建材Ⅲ周观点：旺季成色十足 继续看好板块修复行情,新浪
1129,2020-09-20,【安信环保公用建材邵琳琳团队】建材周报0920:8月社融数据超预期，玻璃玻纤趋势向好,安信证券环保公用研究
1130,2020-09-20,建筑材料行业周报：持续推荐玻纤龙头巨石和中材 石膏板龙头北新,新浪
1131,2020-09-16,31股获券商买入评级，华菱钢铁目标涨幅达56.86%,Wind
1132,2020-09-15,191家公司三季报预喜，北上资金增持“备货”28股,中国财富网
1133,2020-09-14,8月股东户数透析：“逆向指标”显示，这些公司被“主力操盘”,红周刊
1134,2020-09-14,北新建材(000786.SZ)：泰山石膏20亿元超短期融资券获准注册,格隆汇
1135,2020-09-14,三季报行情蓄势待发，近30只个股获北向资金增持,Wind
1136,2020-09-14,2020上半年中国上市家居企业营收榜：海尔智家营收居首 亚振家居垫底丨中报风云①,乐居财经
1137,2020-09-14,建材行业周观点：玻纤库存降至近两年最低,新浪
1138,2020-09-14,三季报预告提前看！预增王预计盈利60亿，96股业绩连续三季增长，这15股受到市场资金的青睐（附名单）,证券时报网
1139,2020-09-13,建筑材料行业：持续推荐玻纤龙头 关注竣工端恢复且防水有预期差的北新,新浪
1140,2020-09-10,北新建材正式进军工业漆领域，正寻求涂料标的公司收购,中国房地产网
1141,2020-09-10,建材行业2020年中报总结：疫情小幅冲击 龙头韧性凸显,新浪
1142,2020-09-09,北新建材：目前未有美国出口业务,Wind
1143,2020-09-08,8只股股价创历史新高,证券时报网
1144,2020-09-08,[路演]北新建材：为雄安新区“雄安市民服务中心”等项目提供建材,全景网
1145,2020-09-08,长城证券-建材行业2020年半年报总结：二季度复苏显著，B端建材公司表现亮眼,高材疾足
1146,2020-09-07,建材行业周报：玻纤价格开始全面上涨,新浪
1147,2020-09-07,北新建材现2笔大宗交易 共成交895.71万元,新浪
1148,2020-09-07,北新建材今日大宗交易成交27.30万股，成交价32.81元溢价0.0%,Wind
1149,2020-09-07,建材中报|Q2恢复强劲，B端亮眼，集中度再提升【华西建材戚舒扬团队】20200907,华西工匠
1150,2020-09-07,建筑材料行业周报：需求进入旺季阶段 关注经销零售渠道变化,新浪
1151,2020-09-06,【安信环保公用建材邵琳琳团队】建材周报0906：水泥玻璃玻纤价格持续改善，期待旺季更旺,安信证券环保公用研究
1152,2020-09-06,建材行业周报：水泥玻璃玻纤价格持续改善 期待旺季更旺,新浪
1153,2020-09-06,非金属新材料行业周报：水泥市场进入旺季 玻纤布局正当时,新浪
1154,2020-09-05,三季报行情提前开启 资金增持业绩预喜股,红周刊
1155,2020-09-04,建材行业2020中报点评总结：Q2盈收恢复高增长 期待旺季更旺,新浪
1156,2020-09-03,【行业专题】涨价弹性与成长选择——A/H建材龙头2020年中报总结,鲍大侠之建材
1157,2020-09-03,"北新建材现4笔大宗交易 共成交11,789.93万元",新浪
1158,2020-09-02,三季报“先行军”报到，超三成盈利增长！机构“先下手为强”,中国财富帮
1159,2020-09-02,建材2Q20回顾：周期复苏 成长亮眼,新浪
1160,2020-09-02,三季报预告成新焦点 北新建材暂列预增王,财富动力网
1161,2020-08-31,北向资金午后狂卖逾100亿，发生了什么？,Wind
1162,2020-08-29,二季度QFII新进增持179只个股,Wind
1163,2020-08-28,社保基金连续持有28股 最长已持有47个季度,中投网
1164,2020-08-28,12张图纵览外资A股持仓，高盛、小摩、领航重仓名单全披露,Wind
1165,2020-08-28,57股股东户数连续下降6股上半年净利翻倍,证券时报
1166,2020-08-27,三季报抢鲜看：95家公司预喜，这些股已异动,Wind
1167,2020-08-27,社保基金连续持有22股最长已持有37个季度,证券时报网
1168,2020-08-27,最新筹码集中绩优滞涨股名单：6只机构关注度较高,财富动力网
1169,2020-08-27,最新筹码集中且绩优滞涨股：最高股东数降超30%（名单）,金融界
1170,2020-08-26,稀缺！最新筹码集中且绩优滞涨股来了，最高股东数降超30%（附名单）,证券时报
1171,2020-08-25,建材行业研究：华东水泥开启第二轮上涨,新浪
1172,2020-08-24,建材行业周观点：需求步入旺季 各板块进入提价通道,新浪
1173,2020-08-24,40公司获得增持评级-更新中,中财网
1174,2020-08-24,社保基金连续持有63股最长已持有37个季度,证券时报网
1175,2020-08-23,点评|北新建材(000786)：石膏板Q2实现增长，看好一体两翼长期发展【华西建材建筑戚舒扬团队】20200823,华西工匠
1176,2020-08-21,QFII持股曝光：举牌透景生命，青睐小盘绩优,Wind
1177,2020-08-21,北新建材(000786)：规模和全国布局打造综合竞争力,新浪
1178,2020-08-21,机构强烈推荐24只个股-更新中,中财网
1179,2020-08-21,与老美十年官司了结！北新建材净利暴涨，律师详解企业出海有哪些坑,时代周报
1180,2020-08-21,新亮点已现，超百家三季报业绩预告抢先看,Wind
1181,2020-08-20,北新建材发布2020半年报,中国发展网
1182,2020-08-20,北新建材(000786)：业绩符合预期 防水业务亮眼,新浪
1183,2020-08-20,【华创建筑建材】北新建材2020年中报点评：Q2业绩符合预期，防水业务快速增长,华创建筑建材研究
1184,2020-08-20,实现扭亏为盈 北新建材2020前三季度预计净利润15.85亿元–16.87 亿元,北京商报
1185,2020-08-20,北新建材(000786)：品类拓展显成效 看好长期竞争力,新浪
1186,2020-08-20,北新建材(000786)：Q2表现亮眼 全年业绩值得期待,新浪
1187,2020-08-20,超百家上市公司预告三季报，三大行业预喜领跑,Wind
1188,2020-08-20,【面包财报】北新建材：2020年上半年经营性现金净流出8.07亿元,面包财经
1189,2020-08-20,【财报智读】北新建材：2020年上半年经营性现金净流出8.07亿元,面包财经
1190,2020-08-20,北新建材(000786)2020年中报点评：持续超预期的起点 单二季度经营性现金流量净额10亿元,新浪
1191,2020-08-20,A股异动 | 北新建材(000786.SZ)涨近7% 料前三季度净利15.8亿至16.87亿元,格隆汇
1192,2020-08-20,港股开盘(8.20)︱恒指跌0.49% 思考乐教育(01769)高开逾8%,智通财经
1193,2020-08-20,中国建材(03323-HK)：北新建材(000786-CN)首9个月业绩扭亏,财华社
1194,2020-08-20,中国建材(03323-HK)：北新建材(000786-CN)半年纯利增230.56%,财华社
1195,2020-08-19,中国建材(03323)：北新建材预期前三季度净利润15.85亿元至16.87亿元,智通财经
1196,2020-08-19,中国建材(03323.HK)：北新建材前三季度预盈15.85亿元-16.87亿元,格隆汇
1197,2020-08-19,中国建材(03323)：北新建材上半年股东应占利润9.02亿元,智通财经
1198,2020-08-19,中国建材(03323.HK)：	北新建材上半年扭亏为盈至9.03亿元,格隆汇
1199,2020-08-19,北新建材预计前三季业绩大幅扭亏为盈,上证报
1200,2020-08-19,北新建材：上半年净利润同比增长230.56%,中证网
1201,2020-08-19,北新建材：公司监事、监事会主席曹江林离任 董监高成员变化,每日经济新闻
1202,2020-08-19,扭亏为盈！北新建材：2020年半年度净利润约9.03亿元，同比增加230.56%,每日经济新闻
1203,2020-08-19,北新建材：前三季度预计同比扭亏,Wind
1204,2020-08-19,北新建材(000786.SZ)：前三季度扭亏为盈预盈15.85亿元-16.87亿元,格隆汇
1205,2020-08-19,北新建材(000786.SZ)：上半年业绩扭亏为盈至9.03亿元,格隆汇
1206,2020-08-19,北新建材(000786.SZ)：拟投建综合利用工业副产石膏年产3000万平方米纸面石膏板生产线项目,格隆汇
1207,2020-08-19,北新建材：料前三季度净利15.85亿-16.87亿元,格隆汇
1208,2020-08-19,北新建材：上半年净利润9.03亿元，扭亏为盈,Wind
1209,2020-08-16,【安信环保公用建材邵琳琳团队】建材周报0816：基建和地产投资增速回升势头继续巩固，继续看好低估值建材板块,安信证券环保公用研究
1210,2020-08-14,下周35股分红实施，三角度寻找潜力股,Wind
1211,2020-08-13,深度*行业*建材行业周报：水泥玻璃价格加速上涨 关注天山股份复牌,新浪
1212,2020-08-13,宋志平谈国企改革：机制改革要点燃员工心中的火,证券日报
1213,2020-08-12,北新建材(000786.SZ)：持股5%以上股东国泰民安集团拟减持不超1000万股 拟减持股份,格隆汇
1214,2020-08-12,北新建材：泰安市国泰民安投资集团有限公司拟减持不超0.59% 拟减持股份,Wind
1215,2020-08-12,北新建材：泰安市国泰民安投资集团拟减持不超过0.59%股份 拟减持股份,格隆汇
1216,2020-08-12,北新建材股东户数下降0.97% 连降4期,证券时报网
1217,2020-08-11,风口掘金丨龙头已三连板，装配式建筑板块爆发点在哪？北上资金已布局（附名单）,21世纪经济报道
1218,2020-08-10,建筑材料行业周报：华东水泥价格开始上调 中建材整合大幕将启,新浪
1219,2020-08-09,【安信环保公用建材邵琳琳团队】建材周报0809：水泥企业整合提速，看好板块协同发展,安信证券环保公用研究
1220,2020-08-07,建材点评报告：重视后周期的共振机会,新浪
1221,2020-08-05,40股股东户数连降筹码持续集中,证券时报网
1222,2020-08-04,深度*行业*建材行业周报：长三角熟料价格恢复性上涨 水泥景气度回升,新浪
1223,2020-08-04,"北新建材现1笔大宗交易 共成交4,153.95万元",新浪
1224,2020-08-04,北新建材今日大宗交易成交135万股，成交价30.77元溢价0.49%,Wind
1225,2020-07-31,中国涂料科学研究院揭牌成立 推动行业创新发展,中国网
1226,2020-07-31,北新建材发布“自呼吸”无机环保涂料,国资委
1227,2020-07-29,建材周报：二季度建材基金持仓占比下降到1.1％ 略低于标配水平,新浪
1228,2020-07-27,大宗指南第8期：周期品周度运行变化,新浪
1229,2020-07-26,建筑材料行业投资策略周报：中国建材拟启动水泥资产重组 关注出梅后赶工需求,广发证券
1230,2020-07-24,建筑材料行业投资策略报告：板块减持至标配 西北水泥防水等获增持,新浪
1231,2020-07-23,建材龙头股2020年二季度持仓分析：内外资机构部分方向分化,新浪
1232,2020-07-23,2020Q2建材板块基金持仓分析：行业表现分化 把握新一轮配置机遇,新浪
1233,2020-07-23,2020二季度基金持仓分析——内外资机构部分方向分化,鲍大侠之建材
1234,2020-07-21,深度*公司*北新建材(000786)：成本与渠道优势明显 现金优秀的抗周期龙头,新浪
1235,2020-07-21,深度*行业*建材行业周报：玻璃产能快速修复 关注雨季后水泥复苏行情,新浪
1236,2020-07-21,建材行业2020年中报前瞻：2B建材表现抢眼 下半年聚焦低估值和集中度提升,新浪
1237,2020-07-21,A股重上3300点！百股涨停、339家公司创本月新高,Wind
1238,2020-07-21,业绩预告透底：上市公司第二季度“暖意浓”,Wind
1239,2020-07-20,【方正策略+行业】御风而行，低估值价值崛起【附标的】,策略研究
1240,2020-07-20,3300亿巨头涨停！南方雨势减弱，万亿水利工程启动，水泥股大涨,搜狐
1241,2020-07-20,北新建材：建材板块崛起，石膏板王者成色几何？,格隆汇
1242,2020-07-20,工业、材料批量涨停，经济复苏打造“强国牛”,Wind
1243,2020-07-20,涨停板解密：军工、化工两大板块个股现涨停潮！（7月20日）,Wind
1244,2020-07-20,A股收盘综述：上证指数大涨超3%重返3300点,Wind
1245,2020-07-20,周期股强势回归！传说中的风格转换来了？,Wind
1246,2020-07-20,解盘：超百亿资金流入，基建、军工、券商、乡村振兴领涨,Wind
1247,2020-07-20,A股午盘综述：上证指数大涨2.62%，逼近3300点,Wind
1248,2020-07-20,快讯：北新建材涨停 报于32.77元,金融界
1249,2020-07-20,建材周报|布局Q3环比改善的顺周期行业【华西建材建筑戚舒扬团队】20200720,华西工匠
1250,2020-07-20,北向资金加仓 北新建材股价创新高,证券时报网
1251,2020-07-20,北新建材股价创新高，最新筹码趋向集中,证券时报网
1252,2020-07-20,50股获券商买入评级，华夏航空目标涨幅达97.93%,Wind
1253,2020-07-17,建材板块午后维持强势，海螺水泥、东方雨虹、北新建材、华新水泥普涨,Wind
1254,2020-07-17,北新建材(000786)：受益地产投资提速 业绩超预期,新浪
1255,2020-07-17,A股市场中长期行情不悲观！ 8金股或逆势突围,巨丰财经
1256,2020-07-17,北新建材等80只业绩大增股遭机构抢筹,证券时报网
1257,2020-07-17,钢铁、建材6月数据点评：水泥雨季暂受阻 玻璃景气仍向好,新浪
1258,2020-07-17,A股早报2020年7月17日星期五,Wind
1259,2020-07-17,7月17日热点概念与题材前瞻,新浪
1260,2020-07-17,“聪明钱”三天净卖出270亿 资金逆市买入这些股票,金融界
1261,2020-07-17,A股连续三日回调大消费板块成抗跌股集中营,证券时报
1262,2020-07-16,GDP数据亮了：A股却暴跌3.5万亿市值 调整何时结束？ 连续下跌,金融界
1263,2020-07-16,交易异动！北新建材：无未披露的重大信息,每日经济新闻
1264,2020-07-16,抗跌龙头股名单，仅46只！中报大超预期，机构扎堆上调目标价（附股）,证券时报网
1265,2020-07-16,机构现身25股，净买入北新建材1.78亿元、净卖出金达威1.55亿元,第一财经
1266,2020-07-16,北新建材龙虎榜数据（7月16日）,Wind
1267,2020-07-16,深度*行业*建材行业周报：洪涝灾害持续影响水泥 玻璃各项指标向好,新浪
1268,2020-07-16,滞涨低估值业绩翻倍股曝光 8金股有望强势领涨,巨丰财经
1269,2020-07-16,建材板块整体强势，南玻A、北新建材、天山股份、东方雨虹、万年青大涨,Wind
1270,2020-07-15,北新建材龙虎榜数据（7月15日）,Wind
1271,2020-07-15,北新建材(000786)2020年中报业绩预告修正公告点评：中报业绩超预期 未来成长性可持续,新浪
1272,2020-07-15,A股收盘综述：上证指数跌1.56%，高位股大幅回调,Wind
1273,2020-07-15,快讯：北新建材涨停 报于28.05元,金融界
1274,2020-07-15,A股早报2020年7月15日星期三,Wind
1275,2020-07-15,港股公告精选：华晨中国控股股东拟向辽宁交通投资公司出售4亿股股份,Wind
1276,2020-07-15,北新建材(000786)：大幅上修1H20预告 被低估的业绩韧性,新浪
1277,2020-07-14,北新建材半年报预盈上修为7.5亿元至10.5亿元,上证报
1278,2020-07-14,中国建材(03323)：北新建材预期上半年扭亏为盈至7.5亿-10.5亿元,智通财经
1279,2020-07-14,北新建材(000786.SZ)大幅上修业绩预告：半年度预盈7.5亿–10.5亿元,格隆汇
1280,2020-07-12,建筑建材行业周报：蒙娜丽莎、坚朗中报业绩超预期 期待防水行业表现,新浪
1281,2020-07-10,业绩高增长股名单：122股上半年净利润预计翻倍,证券时报
1282,2020-07-09,北新建材：持股5%以上股东国泰民安集团减持计划完成，共减持约1000万股 减持股份,每日经济新闻
1283,2020-07-09,北新建材：国泰民安集团合计减持0.59189%公司股份 减持股份,Wind
1284,2020-07-09,北新建材(000786.SZ)：国泰民安集团累计减持约1000万股减持计划实施完毕 减持股份,格隆汇
1285,2020-07-09,【*中建材小公募（第二期）】不超20亿/3年（2.8%-3.8%）、5年（3.3%-4.3%）/AAA/AAA/上交所/今日簿记,中信建投固定收益部
1286,2020-07-08,建筑材料行业策略：掘金小B工程市场 渠道深化迎变革,新浪
1287,2020-07-07,625家公司预告上半年业绩 28.80%报喜,证券时报
1288,2020-07-06,北新建材：股东国泰民安集团减持约500万股 减持股份,每日经济新闻
1289,2020-07-06,北新建材(000786.SZ)：国泰民安集团已累计减持499.9971万股 减持股份,格隆汇
1290,2020-07-06,北新建材：国泰民安集团合计减持0.2959%公司股份 减持股份,Wind
1291,2020-07-05,建材行业点评报告：建材低估值 不止于修复,新浪
1292,2020-07-04,建筑材料行业：雨季不改变行业趋势 下半年赶工可期,广发证券
1293,2020-07-03,北新建材(000786.SZ)：公开发行不超20亿元绿色公司债券获证监会注册批复,格隆汇
1294,2020-07-03,机构强烈推荐9只个股-更新中,中财网
1295,2020-07-03,35股获券商买入评级 城地股份目标涨幅达70.45%,Wind
1296,2020-07-03,多角度看北新建材(000786)系列报告之二：如何看待北新建材的成长性,新浪
1297,2020-07-02,建筑建材行业半年度策略报告：行业加速整合 龙头强者恒强,新浪
1298,2020-07-02,北新建材(000786)：当前时点如何看北新？,新浪
1299,2020-07-02,北新建材(000786)：存量提升 增量突破 最坏阶段已过,广发证券
1300,2020-07-01,聚焦中报行情！业绩预喜，这些股已异动,Wind
1301,2020-07-01,中国建材：复工复产稳定国内外产业链,中国水泥网
1302,2020-07-01,消费建材行业系列研究之五：建材行业中的轻资产和重资产,新浪
1303,2020-06-29,建筑材料行业周报：关注中报窗口期 优选业绩确定性龙头,新浪
1304,2020-06-28,大宗指南：周期品周度运行变化,新浪
1305,2020-06-25,最高暴涨200倍！空间巨大的中小市值龙头，持续高增长股名单出炉,证券时报网
1306,2020-06-24,建材行业2H20展望：景气向好 拥抱“新格局”与“新成长”,新浪
1307,2020-06-23,北新建材(000786)：石膏板王者再出发 防水材料行业整合加速,新浪
1308,2020-06-23,业绩高增长股名单：46股上半年净利润预计翻倍,证券时报
1309,2020-06-22,能源、基础材料大宗商品2H20展望：建材板块景气向好 有色金属多点绽放,新浪
1310,2020-06-22,535家公司预告上半年业绩 20.93%报喜,证券时报
1311,2020-06-22,【华创建筑建材】2020建筑建材中期策略：装配建筑新模式，消费建材大时代,华创建筑建材研究
1312,2020-06-17,行业高景气，126家预喜，寻找中报“绩优股”,Wind
1313,2020-06-17,王兵董事长参加全国工商联徐乐江书记调研全联房地产商会座谈会,凤凰网
1314,2020-06-16,建筑材料行业研究周报：步入中报行情 防水外加剂等有望亮眼,新浪
1315,2020-06-11,北新建材(000786)：需求底部改善 中期成长基调不改,新浪
1316,2020-06-10,上半年业绩暴增股名单 （附股）,证券时报
1317,2020-06-08,大宗投资前瞻：部分内需品种迎拐点 新型城镇化利好中期建材需求,新浪
1318,2020-06-04,北新建材(000786.SZ)年报推10派0.82元 股权登记日6月10日,格隆汇
1319,2020-06-01,上半年业绩暴增股名单 （附股）,证券时报
1320,2020-05-29,建材行业：旧改新起点 再论孰将胜出,新浪
1321,2020-05-29,【重磅深度】旧改新起点，再论孰将胜出(国君建材 鲍雁辛 花健祎)20200529,鲍大侠之建材
1322,2020-05-27,上半年业绩暴增股名单 （附股）,证券时报
1323,2020-05-25,【国信建材|财报总结】非金属建材行业19年年报及20年一季报总结：蓄势、整固、分化，再前行,国信证券建材研究
1324,2020-05-22,行业深度报告：建材行业19年年报及20年一季报总结,新浪
1325,2020-05-11,机构：基建发力 把握建材板块长线布局机会,中国财富网
1326,2020-05-09,光大证券：升级空间巨大 建筑防水新时代已悄然到来,新浪
1327,2020-04-29,【安信环保公用建材邵琳琳团队】北新建材一季报点评：短期业绩下滑，长期看好各项业务协同增长 盈利能力下降,安信证券环保公用研究
1328,2020-04-29,中国建材集团与国家电投洽谈合作事宜,中国建材集团
1329,2020-04-29,业绩高增长股名单：22股上半年净利润预计翻倍,证券时报
1330,2020-04-29,社保基金一季度抱团持有28股（附股）,证券时报
1331,2020-04-28,中国企业大讲堂(第二讲)如约开讲 宋志平洪崎等发言,新浪
1332,2020-04-28,点评|北新建材(000786)：销量下滑三费上升，长期成长性仍充足【华西建材建筑戚舒扬团队】20200428 盈利能力下降,华西工匠
1333,2020-04-28,【华创建筑建材】北新建材2020年一季报点评：收购防水增厚营收，疫情冲击致业绩下滑，关注竣工走势 盈利能力下降,华创建筑建材研究
1334,2020-04-28,【盈喜】中国建材(03323-HK)：料北新建材于2020年中期盈利5亿至7.5亿人民币,财华社
1335,2020-04-28,中国建材(03323-HK)：北新建材首季净利润下降89.87% 盈利能力下降,财华社
1336,2020-04-28,社保基金一季度重仓股揭秘：新进65股 增持75股,证券时报
1337,2020-04-28,业绩高增长股名单：15股上半年净利润预计翻倍,证券时报
1338,2020-04-27,北新建材一季度净利同比下降九成 预计半年报扭亏为盈 盈利能力下降,金融界
1339,2020-04-27,中国建材(03323.HK)：北新建材半年度预盈5亿-7.5亿元,格隆汇
1340,2020-04-27,中国建材(03323.HK)：北新建材一季度净利降89.87%至3323.32万元 盈利能力下降,格隆汇
1341,2020-04-27,北新建材：上半年预计同比扭亏,Wind
1342,2020-04-27,北新建材(000786.SZ)一季度净利润降89.87%至3323.32万元 盈利能力下降,格隆汇
1343,2020-04-27,北新建材(000786.SZ)：拟公开发行不超20亿元的公司债券,格隆汇
1344,2020-04-27,北新建材(000786.SZ)半年度预盈5亿-7.5亿元 同比扭亏为盈,格隆汇
1345,2020-04-27,北新建材：预计上半年盈利5亿-7.5亿元,Wind
1346,2020-04-27,北新建材：一季度净利润同比减少89.87% 盈利能力下降,Wind
1347,2020-04-21,宋志平：谈谈“三精管理”,经济网
1348,2020-04-16,北新建材：股东贾同春及其一致行动人签署《解除一致行动人协议》,Wind
1349,2020-04-15,【招商建材建筑】北新建材深度报告：重振旗鼓，石膏板巨头开拓新赛道,招商建材建筑
1350,2020-04-15,中国建材(03323-HK)：北新建材(000786-CN)首季纯利降88.1%至92.1% 盈利能力下降,财华社
