,2021-12-28,诺泰生物创上市新低 IPO募8亿南京证券赚0.7亿,中国经济网
972,2018-06-13,券商股再添“新丁” 南京证券6月13日成功登陆上交所,中国经济网
973,2018-06-13,南京证券上市首日大涨44.06% 多家上市公司受益,证券日报
974,2018-06-13,南京证券今上市 南京新百为最大民营股东,证券时报网
975,2018-06-13,南京证券登陆A股 首日无悬念暴涨44％,金融界
976,2018-06-13,新股发行与上市一览（6月13日）,Wind
977,2018-06-13,南京证券今日A股上市 发行价最“便宜”又最“贵”,证券日报
978,2018-06-11,南京证券：6月13日上交所挂牌,Wind
979,2018-06-10,华龙证券拟申请摘牌 新三板券商瞄准A股IPO,时代周报
980,2018-06-05,华龙证券力争年内上市 “早退”新三板与“三类股东”清理无关,国际金融报
981,2018-06-05,南京证券网上发行中签率0.121%,证券日报
982,2018-06-04,南京证券中签结果出炉：中签号码共247518个,证券时报网
983,2018-06-04,兑奖了！南京证券中签号出炉,Wind
984,2018-06-04,2018年6月4日新股提示：今日亿嘉和缴款 南京证券公布中签率,银行信息港
985,2018-06-04,今日新股中签查询：南京证券公布中签率仅为0.121% 你能中吗？,银行信息港
986,2018-06-04,601990南京证券中签率查询 780990中签率0.12100912%,银行信息港
987,2018-06-01,【提示】南京证券今日申购，顶格申购需市值82万元,Wind
988,2018-06-01,南京证券今起申购 单一账户上限8.2万股,中金在线
989,2018-06-01,南京证券今日申购“一字涨停板”能有多少？,每日经济新闻
990,2018-05-31,【新股信息】6月1日南京证券申购，绿色动力、宁德时代缴款,银河股票资讯
991,2018-05-31,一签难求！南京证券明日申购，竟创3个纪录，4个涨停会有吗？,每日经济新闻
992,2018-05-31,南京证券6月1日申购指南 顶格申购需配市值82万元,证券之星
993,2018-05-31,南京证券明日申购 申购指南,证券时报网
994,2018-05-31,601990南京证券6月1日申购指南 780990申购上限8.2万股,银行信息港
995,2018-05-31,南京证券6月1日申购宝典,金融界
996,2018-05-31,南京证券上市是什么时候 南京证券后期走势怎么样？,南方财富网
997,2018-05-27,一周打新手册｜中新股的机会来了：宁德时代有望成创业板一哥,澎湃新闻
998,2018-05-11,又见推迟发行！这次是南京证券 此前有6只金融股曾推迟,银行信息港
999,2018-05-10,又见推迟发行！这次是南京证券，A股史上发行价格最低券商股,云掌财经
1000,2018-05-10,发行市盈率高于行业平均值 南京证券推迟至6月1日申购,北京商报网
1001,2018-05-10,南京证券：新股申购将推迟至6月1日,Wind
1002,2018-05-07,江苏第三家上市券商：六年三次冲关却要换来两项纪录,中金在线
1003,2018-05-07,两家新三板公司“转板”A股 首只独角兽周二上市,财界网
1004,2018-05-06,首只独角兽周二上市！8个涨停赚4万，近期新股收益大幅提升（附本周新股攻略）,证券时报网
1005,2018-05-06,A股史上发行价最低的券商股来了82万市值顶格打,顶尖财经网
1006,2018-05-06,南京证券等3只新股下周申购 药明康德将5月8日上市,中财网
1007,2018-05-05,南京证券之后，又一券商从新三板摘牌冲刺A股，曾意在打造互联网券商,和讯
1008,2018-05-05,券商股再添新丁南京证券 云计算第一股也要来了,中财网
1009,2018-05-03,601990南京证券最新消息 601990南京证券上市时间一览,南方财富网
1010,2018-05-01,上市券商业绩大曝光：净利首尾97倍 太平洋苦海挣扎,投资时报
1011,2018-04-28,南京证券IPO奔波六年终拿到批文 A股上市券商增至32家,中国网
1012,2018-04-28,A股又多一家上市券商！刚刚拿到批文，已是第三次冲A,和讯
1013,2018-04-27,历经坎坷 南京证券终获IPO批文,北京商报网
1014,2018-04-27,证监会核发南京证券、欣锐科技等2家企业IPO,证监会
1015,2018-04-27,证监会核发2家企业IPO批文，拟筹资不超过15亿元,Wind
1016,2018-04-24,4月24日创业板高活跃度个股一览,中证网
1017,2018-04-23,关于核准南京证券股份有限公司首次公开发行股票的批复,证监会
1018,2018-04-16,【光大新三板|IPO】三月7家首发申请公司过会，2家新三板企业成功转板 ——IPO专题报告之五,EBSCN新三板研究
1019,2018-04-12,上海证券交易所2018年04月12日交易信息,金融界
1020,2018-04-12,南京证券：王者之风的风险提示公告,资本邦
1021,2018-04-11,新三板券商去年业绩下滑明显 联讯证券净利同比减少近90%,中国网
1022,2018-04-10,券商大股东们懵了：江苏5家券商有4家恐怕要换老板,新浪
1023,2018-04-09,4月9日创业板高活跃度个股一览,中证网
1024,2018-04-04,龙虎榜：机构卖出10股 游资1.4亿入恒逸石化,中金在线
1025,2018-04-04,4月4日创业板高活跃度个股一览,中证网
1026,2018-03-30,3月30日创业板高活跃度个股一览,中证网
1027,2018-03-22,A股上市券商持续扩容 2家过会6家排队,银行信息港
1028,2018-03-22,券商IPO进程逐步加快 2家过会6家在排队,股城网
1029,2018-03-22,2家过会6家排队 券商IPO进程料加快,中证报
1030,2018-03-21,3月21日创业板高活跃度个股一览,中证网
1031,2018-03-19,中银国际：文灿股份携三类股东过会 南京证券转板成功,中银国际
1032,2018-03-19,本周回顾：新三板最重要的十件事（3月12日-3月18日）,挖贝网
1033,2018-03-16,3月16日创业板高活跃度个股一览,中证网
1034,2018-03-16,湘财证券冲刺A股之路可能不乐观,和讯
1035,2018-03-15,湘财证券多指标下滑：“曲折”上市梦再延一年？,21世纪经济报道
1036,2018-03-14,沪深上市公司18年3月14日晚间上市公司重要公告,全景网
1037,2018-03-14,公告精选：2家A股控股股东全部持股被冻结；赛升药业等5家公司提送转预案,e公司
1038,2018-03-14,晚间重要公告2018年3月14日星期三,--
1039,2018-03-14,[快讯]3月14日晚间沪深两市重要公司公告一览,中财网
1040,2018-03-14,凤凰股份：参股的南京证券首发申请获通过,e公司
1041,2018-03-14,昨日三家上会企业全部通过 南京证券成新三板首家转板成功券商,金融投资报
1042,2018-03-14,南京证券首发申请获通过 A股上市券商扩容至32家,中国网
1043,2018-03-14,南京证券过会：员工曾涉嫌诈骗 报告期内存多次处罚,新浪
1044,2018-03-14,南京证券三冲A股终于过会,深圳商报
1045,2018-03-14,南京证券IPO六年修正果 券商登陆A股热情接力,21世纪经济报道
1046,2018-03-14,南京证券顺利过会 券商IPO进程加快,证券日报
1047,2018-03-14,第三次冲刺IPO南京证券终于过会,证券时报
1048,2018-03-13,“三类股东”IPO破冰 文灿股份过会南京证券闯关成功,资本邦
1049,2018-03-13,今日上会IPO企业3过3！A股迎来第32家上市券商,每日经济新闻
1050,2018-03-13,新三板历史性时刻！“三类股东”问题破冰，首单受益者花落文灿股份IPO！,每经网
1051,2018-03-13,新三板双喜临门！南京证券成首家“转板”券商 文灿股份携众多三类股东闯关成功,犀牛之星
1052,2018-03-13,南京证券成功过会 上市券商增至32家,中证网
1053,2018-03-13,南京证券等3家公司首发获通过 3只新股明日可申购,中财网
1054,2018-03-13,证监会：南京证券亚普汽车文灿股份首发申请获准,Wind
1055,2018-03-13,龙虎榜揭秘：敢死队大肆抢筹2股抛售7股 机构抢筹2股,证券之星
1056,2018-03-13,三冲A股 南京证券今日上会,和讯
1057,2018-03-13,双喜临门！南京证券不负众望，成功过会,读懂财经
1058,2018-03-12,南京证券转战A股 紫金信托及多家上市公司潜伏,中国网
1059,2018-03-12,南京证券IPO：投行业务呈明显下滑态势,新浪
1060,2018-03-12,南京证券即将上会 多家上市公司潜伏,中证网
1061,2018-03-12,上市券商有望新增一员，南京证券即将上会,Wind
1062,2018-03-12,上市券商有望新增一员南京证券即将上会,证券时报
1063,2018-03-09,证监会：南京证券等三家公司13日首发上会,e公司
1064,2018-03-09,南京证券三冲A股 业绩下滑存隐忧,华夏时报
1065,2018-03-09,龙虎榜揭秘：敢死队大肆抢筹4股抛售1股 机构抛售2股,证券之星
1066,2018-03-08,南京证券IPO招股书预披露更新,北京商报
1067,2018-03-07,龙虎榜揭秘：敢死队大肆抢筹2股抛售6股 机构抛售2股,证券之星
1068,2018-03-06,南京证券新三板转A股三次冲击IPO：投行业务为短板,第一财经日报
1069,2018-03-04,南京证券IPO再冲刺：曾卷入财务造假案，业绩连续两年下滑,澎湃新闻
1070,2018-03-02,南京证券IPO：2017营收利润双降 经纪业务大幅收缩,新浪
1071,2018-03-02,南京证券转战A股：2017年营收13.85亿 多家上市公司潜伏,中国网
1072,2018-03-01,南京证券更新招股书 2017年净利下滑16.81%,北京商报网
1073,2018-03-01,南京证券IPO招股书预披露更新，2017年度净利下滑17%,Wind
1074,2018-03-01,南京证券IPO招股书预披露更新 2017年度净利下滑17%,e公司
1075,2018-02-28,富安达基金2017年净赚2346万元,证券时报
1076,2018-02-27,[三板]南京证券2017年盈利4.11亿元 同比下滑16.81%,全景网
1077,2018-02-27,龙虎榜揭秘：敢死队大肆抢筹2股抛售7股 机构抛售6股,证券之星
1078,2018-02-26,南京证券：关于芒冠股份的风险提示公告,资本邦
1079,2018-02-18,新三板市值之最：“停牌王”九鼎集团问鼎,资本邦
1080,2018-02-11,新三板八大屡败屡战的A股“朝圣者”,挖贝网
1081,2018-02-06,龙虎榜揭秘：敢死队大肆抢筹5股抛售7股 机构抛售2股,证券之星
1082,2018-02-06,欢乐动漫两度变更督导券商 现牵手南京证券,挖贝网
1083,2018-02-03,中信建投证券冲刺A股IPO，或成第十一家A+H券商,第一财经
1084,2018-02-02,首批新三板2017年报：15家企业净利润同比增长 挂牌券商业绩分化,资本邦
1085,2018-02-01,圆桌论坛二：《AI赋能：新锐券商选择与突破》,新浪
1086,2018-01-31,龙虎榜揭秘：敢死队大肆抢筹5股抛售1股 机构抛售2股,证券之星
1087,2018-01-30,龙虎榜揭秘：敢死队大肆抢筹1股抛售5股 机构抛售4股,证券之星
1088,2018-01-30,祝贺证券行业优秀调研成果在2017年全国金融系统思想政治工作和企业文化建设调研活动中获奖,中证协
1089,2018-01-29,新三板挂牌7家券商业绩全亮相，东海最高增四成，联讯大降九成,资本邦
1090,2018-01-26,南京证券：关于王者之风的风险提示,资本邦
1091,2018-01-26,龙虎榜揭秘：敢死队大肆抢筹2股抛售6股 机构抛售3股,证券之星
1092,2018-01-25,华龙证券新三板融资百亿 为IPO摘牌了,新浪
1093,2018-01-25,“早退”新三板：华龙证券意在IPO股东清理？,21世纪经济报道
1094,2018-01-25,为赴A股IPO 华龙证券拟申请新三板摘牌,证券时报
1095,2018-01-23,龙虎榜揭秘：敢死队大肆抢筹7股抛售4股 机构抛售4股,证券之星
1096,2018-01-22,龙虎榜揭秘：敢死队大肆抢筹4股抛售6股 机构抛售6股,证券之星
1097,2018-01-22,南京证券APP评测:功能创新度一般 理财产品推介较少,新浪
1098,2018-01-22,南京证券APP评测:星投顾产品功能突出 理财服务较好,新浪
1099,2018-01-19,龙虎榜揭秘：敢死队大肆抢筹7股抛售3股 机构抛售3股,证券之星
1100,2018-01-19,南京证券2017年财报：营业收入13.27亿元 净利润3.86亿元,挖贝网
1101,2018-01-18,南京证券：2017年实现净利润3.86亿元,证券时报网
1102,2018-01-12,龙虎榜揭秘：敢死队大肆抢筹3股抛售9股 机构抛售4股,证券之星
1103,2018-01-11,金融机构上市潮涌，2018或迎12家银行、8家券商IPO,第一财经
1104,2018-01-10,龙虎榜揭秘：敢死队大肆抢筹6股抛售5股 机构抛售1股,证券之星
1105,2018-01-08,龙虎榜揭秘：敢死队大肆抢筹4股抛售4股 机构抛售6股,证券之星
1106,2018-01-08,金融业有望成为今年IPO先锋,新金融观察
1107,2018-01-05,龙虎榜揭秘：敢死队大肆抢筹6股抛售4股 机构抛售3股,证券之星
1108,2018-01-02,第六届证券期货科学技术奖初审结果公示公告,中国基金业协会
1109,2018-01-01,南京证券：今年看好消费升级、先进制造相关产业的投资机会,e公司
