,2021-12-31,OpenHarmony 项目群 12 月新增捐赠人美的集团、深圳开鸿,IT之家
5127,2020-05-14,家电消费回暖 机构：白电板块二季度有望反弹,中国财富网
5128,2020-05-14,A股共发生104宗大宗交易成交57.35亿元（5月14日）,Wind
5129,2020-05-14,美的集团今日大宗交易成交17万股，成交价57.75元折价0.43%,Wind
5130,2020-05-14,美的集团现1笔大宗交易 共成交981.75万元,新浪
5131,2020-05-14,公募权益类基金2020年一季报持仓分析：仓位小幅下调 医药基建TMT三大板块受关注,渤海证券
5132,2020-05-14,家电专题报告：20Q1家电行业资金仓位变动分析，维持“中性”评级,格隆汇
5133,2020-05-14,大消费行情加速扩散，一天内65股创历史新高,上证报
5134,2020-05-14,美的集团美云智数云端采购 数字化业务创新组合拳出击,凤凰网
5135,2020-05-14,"全国人大代表李金波再提""工业互联网"" 建议加大新基建",中国经营网
5136,2020-05-14,家电及相关：线下线上同增长 这就是大家期待的“报复性”消费,新浪
5137,2020-05-14,两路聪明钱操作截然相反：ETF全线撤退，北向资金买买买,中证报
5138,2020-05-13,粤开策略资金面日报：MSCI新增股偏成长 医药龙头获外资大额加仓,新浪
5139,2020-05-13,家电行业1季报总结-疫情影响下 行业增长承压 静待需求回暖,新浪
5140,2020-05-13,【华创家电】策略会交流总结：危中有机，静待花开,月观家电
5141,2020-05-13,特色产品认证是否符合行业惯例？ 华光新材回复科创板二轮问询 问询,资本邦
5142,2020-05-13,北上资金抢筹“核心资产”频创新高 私募拒绝追高公募崇尚“业绩为王”,21世纪经济报道
5143,2020-05-13,北上资金抢筹“核心资产”：公募崇尚“业绩为王”,21世纪经济报道
5144,2020-05-12,北上资金净买入恒瑞医药4.68亿、美的集团2.44亿元,格隆汇
5145,2020-05-12,北向资金连续3日净流入，恒瑞医药获净买入4.6亿元居首,Wind
5146,2020-05-12,巨丰原创：家电消费旺季临近 重点关注四只机构强推的家电企业,巨丰财经
5147,2020-05-12,巨丰数据赢｜北上资金逆势流入 一全产业龙头近期被主力大幅增持,巨丰财经
5148,2020-05-12,中国核心资产如何选？机构称海外品牌价值成重要投资参考,每日经济新闻
5149,2020-05-12,国内首家纯外资公募落地！北上资金连续八周净流入,Wind
5150,2020-05-12,国内空调市场近期销量暴增2020将是一个丰年?,新浪
5151,2020-05-11,北上资金净买入格力电器8.2亿、美的集团6.07亿元,格隆汇
5152,2020-05-11,北向资金净流入26.48亿元，格力电器获净买入8.2亿元再度居首,Wind
5153,2020-05-11,“智上云端 数聚共赢” 美云智数硬核实力加持全价值链SaaS产品,砍柴网
5154,2020-05-11,内外资再现分歧，北上持续加仓，主抓消费+科技,Wind
5155,2020-05-11,【研报掘金】五一期间家电消费加速复苏 首推业绩确定性强的白电龙头,证券时报网
5156,2020-05-11,睿智投资｜美的集团 (000333 CH ; 买入 ; 目标价：RMB72.80) – 国内复苏足以抵御海外订单损失,招银国际
5157,2020-05-11,COLMO洗衣机X麻省理工科技评论中国“TR35青年科学家分享会”,中国家电网
5158,2020-05-10,天风家电 | 节日消费政策刺激全渠道销额提升，4月线上边际销额改善——2020W18周观点,小蔡看家电
5159,2020-05-10,家电周观点|| 五一期间家电消费加速复苏，看好家电板块继续反弹,微信
5160,2020-05-10,天风家电 | 社零与家电周度数据边际改善显著，海信视像持续推进混改大幕---2020W19周观点,小蔡看家电
5161,2020-05-09,【兴证家电】五一苏宁线下南方三城门店冰洗产品热销 ——家电周报（2020504-20200510）,兴证家电
5162,2020-05-09,线上渠道重要性被凸显 企业纷纷投注更多的精力,经济观察网
5163,2020-05-09,家电企业一季度“战疫”成绩单：大小家电冰火两重天,经济观察网
5164,2020-05-09,家电板块齐涨 销量明显回升,中国报告大厅
5165,2020-05-09,格力和美的，铠甲与软肋,虎嗅网
5166,2020-05-08,美的集团与格力电器股价“赛跑” ，市值还有500亿差距,第一财经
5167,2020-05-08,北向资金恢复净流入，机构认为五月下旬或将是更好的买入时机,第一财经
5168,2020-05-08,北向资金净流入48.65亿元，格力电器获净买入10亿元居首,Wind
5169,2020-05-08,家电板块震荡上扬，二季度消费旺季有望迎行业景气度向上,证券时报网
5170,2020-05-08,巨丰数据赢｜北上资金流出是短期现象 低估科技龙头或将启动,巨丰财经
5171,2020-05-08,美的集团：净利润逆势增长，多渠道地位稳固,证券时报网
5172,2020-05-08,QFII、RQFII “限购令”取消， 看外资持股全名单,Wind
5173,2020-05-07,安徽一家公司中毒事故致3死，背后股东是美的集团何享健独子 安全事故,腾讯网
5174,2020-05-07,线上持续火爆线下销售回暖 广东家电市场复苏信号强,证券日报
5175,2020-05-07,看完三家研发投入，海尔智家不算多！产出却为他扳回一局！,环球家电网
5176,2020-05-07,家电大佬收入曝光：美的掌门2.25亿，董明珠分红5300万，最低仅1万？,搜狐
5177,2020-05-07,家电大佬收入曝光：方洪波2.25亿，董明珠减薪95万，最低仅1万？,腾讯网
5178,2020-05-07,投资球解 | 美的一季度利润降2成，高管冻薪30％！还值得关注吗？ 盈利能力下降,腾讯网
5179,2020-05-07,看完年报：美的、格力是真正家电企业，海尔智家已转型物联网时代新秀,飞象网
5180,2020-05-07,"招商家电 | 美的集团000333: 敏捷高效,创新求变 - 2020投资交流会思考(更新)",招商家电研究
5181,2020-05-06,从华为美的到京东特斯拉，强者们在寒流中上演“攻守道”,家电圈
5182,2020-05-06,美的集团(000333.SZ)截至4月底累计回购7.01亿元股份,格隆汇
5183,2020-05-06,天风家电 | 消费“恢复性反弹”逐渐显现，广东省推出家电下乡行动助力消费——2020W17周观点,小蔡看家电
5184,2020-05-06,德业股份另类金主 美的集团扮AB角,北京商报
5185,2020-05-06,逆势发力，美的“反脆弱”的核心力是什么,DoNews
5186,2020-05-06,美的集团：超百亿研发投入抢滩“数智时代” 经营韧性与抗风险能力凸显,发布易
5187,2020-05-06,【家电】广东家电下乡补贴5.8亿元，五一央视带货家电,爱建证券研究所
5188,2020-05-06,家电|| 2019年报&2020一季报总结，继续看好小家电,微信
5189,2020-05-06,海尔、格力、美的一季报PK:营收下滑 销售渠道将重塑 盈利能力下降,新浪
5190,2020-05-05,海尔、格力、美的一季报PK：营收均下滑 销售渠道将重塑 盈利能力下降,每日经济新闻
5191,2020-05-05,光大家电 | 财报总结：复苏起波澜，黎明在眼前——家电行业2019年报&2020年一季报总结,雅谈家电
5192,2020-05-05,苏泊尔一季度扣非业绩下滑41% 大幅弱于同行 盈利能力下降,金融界
5193,2020-05-05,历寒方可问“美”香：美的集团财报透出暖意,中国证券网
5194,2020-05-04,【兴证家电】家电行业2020Q1季报总结——大家电下滑明显，小家电持续穿越周期,兴证家电
5195,2020-05-04,【兴证家电】家电行业2019年报总结——偏快消品的小家电表现穿越周期，大家电内销量持平,兴证家电
5196,2020-05-04,营收被小米海尔超越，利润不及美的，董明珠能否力挽狂澜？,搜狐
5197,2020-05-03,1.35万亿元！A股红包雨来了 帮你寻找高分红公司,上证报
5198,2020-05-02,家电企业想分到造车这块大蛋糕 仍需再加把劲,新浪
5199,2020-05-02,美的“双杀”格力，海尔意外超车，董明珠还能翻盘吗？,腾讯网
5200,2020-05-02,降价促销策略失利，格力电器盈利能力掉队，分红比例远低预期引不满 盈利能力下降,国际金融报
5201,2020-05-01,天风家电 | 格力电器：公司整体业绩承压，年报分红低于预期 盈利能力下降,小蔡看家电
5202,2020-05-01,天风家电 | 海尔智家：公司收入增长稳健，各品类份额持续提升,小蔡看家电
5203,2020-05-01,天风家电 | 九阳股份：积极推出热点新品，加强扩张线上业务,小蔡看家电
5204,2020-05-01,天风家电 | 美的集团：收入端整体增长稳健，公司发布多期激励计划,小蔡看家电
5205,2020-05-01,白电巨头年报|格力分红率垫底 美的Q1存货锐减80亿元 盈利能力下降,新浪
5206,2020-05-01,白电巨头年考:格力分红率垫底 美的Q1存货锐减80亿元,新浪
5207,2020-05-01,高温启动“加速键”，京东五星、美的率先打响空调争夺战,联商网
5208,2020-05-01,苏宁美的签订空调旺季“百天百亿登峰计划”,牛华网
5209,2020-05-01,美的2019年业绩完胜格力，但经营仍暗藏风险,搜狐
5210,2020-05-01,天风家电 | 华帝股份：工程渠道带动收入增长，新品类增速显著,小蔡看家电
5211,2020-05-01,疫情下白电三巨头一季报：美的受损最小 格力受影响最大,澎湃新闻
5212,2020-04-30,疫情下白电三巨头一季报：美的受损最小，格力电器受影响最大,澎湃新闻
5213,2020-04-30,天风家电 | 苏泊尔：内外销齐增长龙头地位稳固，疫情使短期业绩下滑 盈利能力下降,小蔡看家电
5214,2020-04-30,疫情下白电三巨头一季报:美的受损最小 格力影响最大,澎湃新闻
5215,2020-04-30,【申港家电】美的集团2019年报点评：困境历强者 坚韧路远行,一超家电研究
5216,2020-04-30,拆财报丨格力困守僵局：一季度利润再暴跌7成，董明珠的多元化是黎明还是末路？ 盈利能力下降,21世纪经济报道
5217,2020-04-30,【招商策略】2020年4月陆股通持股分析——北上资金放量回流，加仓食品饮料、医药和电子,招商策略研究
5218,2020-04-30,疫情之下格力“短板”显现：一季度净利跌八成，去年空调收入减少11% 盈利能力下降,搜狐
5219,2020-04-30,海尔、格力、美的财报PK：一季度业绩均下滑，销售渠道将重塑 盈利能力下降,每日经济新闻
5220,2020-04-30,海尔、格力、美的财报:Q1业绩均下滑 销售渠道将重塑 盈利能力下降,新浪
5221,2020-04-30,【华泰家电 林寰宇】美的集团：以长期视角看阶段低点,华泰家电研值
5222,2020-04-30,与全球数字化智能化同步 美的集团财报前后的加速逻辑,Ofweek
5223,2020-04-30,汇率7.06！A股，放量反弹又来了！沪指涨1.33%收2860点,搜狐
5224,2020-04-30,白电三巨头2019成绩单出炉 2020首季营收集体下滑 盈利能力下降,慧聪网
5225,2020-04-30,疫情影响 白电三巨头一季度业绩大幅下滑 盈利能力下降,北京商报
5226,2020-04-30,美的集团2019年净利242.11亿 同比增长19.68%,新浪
5227,2020-04-30,华南这对儿“老冤家”年报季报姗姗来迟 未来竞争力如何培育,经济观察网
5228,2020-04-30,美的集团2019年净利增长约两成 拟分红金额111亿元再创新高,e公司
5229,2020-04-30,【华创家电】美的集团：盈利能力稳步提升，逆境彰显龙头韧性,月观家电
5230,2020-04-30,最前线 | 两家电巨头发财报，美的在疫情期间损失小于格力,36氪
5231,2020-04-30,"热门IC型号索引6,第1页",维库电子市场
5232,2020-04-30,白电龙头拼业绩：海尔去年营收首超格力 美的首季净利降幅较小,第一财经
5233,2020-04-30,美的集团2019年营收2782亿元，利润242亿元，2020年又回购了7亿元,经济网
5234,2020-04-30,“凛冬”之中显韧性，美的集团2019年报及2020年一季报发布,中金在线
5235,2020-04-30,美的集团：一季度实现净利润48.11亿元 市场份额稳步增长,中证网
5236,2020-04-30,犀牛财经早报：格力电器一季度净利降72%北京文化回应董事长被举报,GPLP犀牛财经
5237,2020-04-30,美的集团：一季度净利润48.1亿元，同比下降21.51% 盈利能力下降,36氪
5238,2020-04-30,美的去年收入高出格力近800亿 今年一季度营收下滑但表现优于同行 盈利能力下降,21世纪经济报道
5239,2020-04-30,美的集团：一季度归属股东净利润48.1亿元 同比降21.51% 盈利能力下降,中国网
5240,2020-04-30,美的集团美云智数总经理金江：工业互联网平台需提升对中小企业适应性,每日经济新闻
5241,2020-04-30,美的集团(000333.SZ)一季度净利润降21.51%至48.11亿元 盈利能力下降,格隆汇
5242,2020-04-30,美的集团：2019年净利润同比增长19.68%,Wind
5243,2020-04-30,美的集团(000333.SZ)：2019年度净利润升19.68%至242.11亿元 拟10派16元,格隆汇
5244,2020-04-30,美的集团：2019年净利润242.11亿元 同比增长19.68%,新浪
5245,2020-04-30,美的集团：一季度净利48.1亿元，同比下降21.51% 盈利能力下降,每经网
5246,2020-04-29,美的集团：2019年归属股东净利润242.11亿元同比增长19.68%,中国网
5247,2020-04-29,美的集团：2019年净利润同比增长19.68% 拟10派16,e公司
5248,2020-04-29,美的集团：一季度净利润48.1亿元，同比降21.51%,Wind
5249,2020-04-29,天风家电 | 海信家电：疫情导致销售承压，整体毛利率略有改善,小蔡看家电
5250,2020-04-29,天风家电 | 小熊电器：20Q1收入稳步增长，利润率显著超预期,小蔡看家电
5251,2020-04-29,家电企业反攻上游芯片，打响物联网入口大战,第一财经
5252,2020-04-29,中国电信携手华为，5G云网助力智能制造,C114通信网
5253,2020-04-29,A股牛散炒股谁最强？何雪萍押中两倍牛股；章建平、赵建平抢筹科技；何享健独爱钢铁水泥！,每日经济新闻
5254,2020-04-29,美云智数带您探讨企业供应链“危”中如何见“机”,凤凰网
5255,2020-04-29,美的集团美云智数总经理金江：工业互联网平台需提升对中小企业的适应性,每日经济新闻
5256,2020-04-28,天风家电 | 科沃斯：产品结构升级影响收入，积极拓展海外市场,小蔡看家电
5257,2020-04-28,天风家电 | 石头科技：自有品牌规模扩大，海外营收迅速扩张,小蔡看家电
5258,2020-04-28,美的集团美云智数总经理金江：增值服务更能吸引中小企业加入互联网平台,每日经济新闻
5259,2020-04-28,美的集团美云智数总经理金江：工业互联网发展应关注三大方向,每日经济新闻
5260,2020-04-28,美的集团美云智数总经理金江：工业互联网平台成应对突发事件的看家本领,每日经济新闻
5261,2020-04-28,网传美的将重金收购新能源汽车业务,唯样资讯
5262,2020-04-28,天风家电 | 新宝股份：新品推出速度显著加快，内销有望保持高速增长,小蔡看家电
5263,2020-04-28,重磅！创业板注册制来了，看七大要点,Wind
5264,2020-04-28,科创板“考生”快速进场，受理公司扩容至258家,Wind
5265,2020-04-27,回购那些事儿（下）：A股回购与估值体系的变迁——从美的和丽珠说起【天风策略】,分析师徐彪
5266,2020-04-27,外资对医药股现分歧|粤开策略资金面日报-0427,微信
5267,2020-04-27,A股共发生87宗大宗交易成交14.25亿元（4月27日）,Wind
5268,2020-04-27,美的集团今日大宗交易成交15.80万股，成交价52.01元溢价0.99%,Wind
5269,2020-04-27,美的空调获行业首张新版能效标识，携手苏宁共推能效升级,凤凰网
5270,2020-04-27,核心资产风云再起！贵州茅台等批量创新高，背后主力资金曝光,证券时报网
5271,2020-04-27,行业板块涨幅第一！银行股力挺大盘，传递什么信号？,中证报
5272,2020-04-27,天风家电 | 全渠道周度数据变暖，国美苏宁率先响应上海提振消费措施——2020W16周观点,小蔡看家电
5273,2020-04-27,福建泉州：一批重点项目集中“云签约”,中国水泥网
5274,2020-04-27,深度解读 |2020年一季度公募基金持仓分析,大成基金
5275,2020-04-25,美的集团、五粮液连续11日以上获陆股通增持|粤开策略资金面日报-0424,微信
5276,2020-04-25,明星基金经理一季度调仓图谱：刘格菘风格“分化”,Wind
5277,2020-04-24,能效升级 绿色领跑：美的空调获行业首张新版能效标识,凤凰网
5278,2020-04-24,北向资金净流入32.49亿元，复星医药获净买入2.14亿元,Wind
5279,2020-04-24,一季度大幅调仓：买入方向分布在这四个领域,中投网
5280,2020-04-24,美的集团：发行30亿元超短期融资券,乐居财经
5281,2020-04-24,美的集团：拟发行30亿元超短期融资券 用于补充流动资金,中国网
5282,2020-04-24,公募基金一季度持仓动向曝光：明显减持银行保险 重点布局三板块 减持股份,金融投资报
5283,2020-04-23,最赚钱基金经理Q1大幅调仓：低估值地产股被大力度加仓,新浪
5284,2020-04-23,数据复盘｜30股主力净流入超亿元北向资金净买入美的电器等股,证券时报
5285,2020-04-23,北上资金净买入伊利股份3.12亿、美的集团4.1亿元,格隆汇
5286,2020-04-23,北向资金今日净流入6.91亿元，美的集团净买入逾4亿元居首,Wind
5287,2020-04-23,斑马网络与美的集团、360集团建立合作,36氪
5288,2020-04-23,一季度公募基金加仓医疗和科技金融持仓市值降500亿,金融投资报
5289,2020-04-23,公募定价权提升，医药与创业板成大赢家 ———20Q1基金持仓结构分析,修炼投资的水晶球
5290,2020-04-23,一季度基金持仓结构分析：公募增外资减，医药受青睐,李迅雷金融与投资
5291,2020-04-23,第一大重仓股 茅台！一季报透露公募基金布局 后市基金经理这样看,中证报
5292,2020-04-22,康崇利：一股获机构净买入超一亿元,金融界
5293,2020-04-22,以科技创新推动绿色发展：解析“绿色领跑者”美的样本,北国网
5294,2020-04-22,家电企业数字化转型如箭在弦，先行者美的有何“秘钥”？,中国家电网
5295,2020-04-21,一股获机构净买入超一亿元|粤开策略资金面日报-0421,微信
5296,2020-04-21,4只股获北向资金连续净买入,证券时报网
5297,2020-04-21,北上资金净买入平安银行3.49亿、美的集团3.22亿元,格隆汇
5298,2020-04-21,北向资金今日净流出27.53亿元，平安银行逆势获净买入3.5亿元,Wind
5299,2020-04-21,美的收购合康新能通过反垄断审查,慧聪网
5300,2020-04-21,调仓路径揭秘！明星基金经理操作大分化，你加仓我抛售,上证报
5301,2020-04-21,家电下乡2.0到来，行业放大招强刺激消费,中国经济周刊
5302,2020-04-21,康崇利：首次明确新基建范围游资青睐医药股|粤开策略?资金面,金融界
5303,2020-04-21,冻薪、回购股票、家电下乡，家电行业放大招强刺激消费,中国经济周刊
5304,2020-04-20,揭秘北上资金年后进退路径，投资胜率近七成,证券时报网
5305,2020-04-20,广证恒生-市场要闻点评-第1265期-2020420,广证恒生策略研究
5306,2020-04-20,飞科和纯米:一个“困顿”的我携手一个“烦扰”的你,新浪
5307,2020-04-20,政治局会议重磅定调，本周A股怎么走？十大券商研报来了,中国基金报
5308,2020-04-18,资产负债表强健，格力、美的疫情中争当“家电回购王”，更多跟进公司在这里（附表）,红周刊
5309,2020-04-17,为何家电企业还要再蹚“浑水”进入汽车业？,21世纪经济报道
5310,2020-04-17,北水200亿加仓A股，扫货科技+消费，机构看好高股息公司,Wind
5311,2020-04-16,新基建爆发，家电智能化这个大蛋糕被谁吃了？,36氪
5312,2020-04-16,A股成交缩至6000亿以下，高股息股成北上资金避风港,Wind
5313,2020-04-16,美的高管冻薪30%，格力净利下滑7成 家电龙头迎来至暗时刻！ 盈利能力下降,格隆汇
5314,2020-04-16,醉翁之意不在酒 美的造车“二进宫”,车质网
5315,2020-04-16,美的集团直面“危机”:中邪的库卡 百亿商誉冲击波,阿尔法工场
5316,2020-04-16,回购掀起新高潮 十大回购王豪气出手,投资快报
5317,2020-04-16,北上资金卷土重来，这些行业和股票最受青睐,Wind
5318,2020-04-15,冻薪裁员才开始 家电巨头上半年翻身无望 员工变动,腾讯网
5319,2020-04-15,美的回应高管冻薪 给大家一些压力冻结的很少 2020年小家电行业风险投资指引,中研网
5320,2020-04-15,天风家电 | 海信家电：日立正式并表增厚业绩，冰箱业务环比有所改善,小蔡看家电
5321,2020-04-15,天风家电 | 格力电器：疫情影响空调终端销售，公司长期价值仍在,小蔡看家电
5322,2020-04-15,北向资金全天净流入33.55亿元，贵州茅台获净买入9.81亿元,Wind
5323,2020-04-15,方洪波另类操作：通知要美的集团高管“自愿冻薪”10个月表决心,GPLP犀牛财经
5324,2020-04-15,疫情冲击仍在继续 家电企业花式“求生”,中国商报
5325,2020-04-15,北向资金继续加仓，这些股票持股数猛增……,上证报
5326,2020-04-15,60亿大手笔回购后 格力电器预告一季度预减七成震惊投资圈,和讯
5327,2020-04-15,美的高管或冻结部分薪资,我的钢铁
5328,2020-04-15,超强“北水”来袭！释放4大信号！7大巨头再“打包票”,券商中国
5329,2020-04-15,格力电器：打乱的预期需要时间修复,雅谈家电
5330,2020-04-15,强烈信号？“聪明钱”连续扫货太罕见！,证券时报网
5331,2020-04-15,格力天量回购：高瓴主导的一场美式资本“盛宴”,阿尔法工场
5332,2020-04-15,"【钛晨报】抖音海外版被曝存在漏洞；跟谁学被香橼做空，CEO陈向军回应：无耻报告，真的无语；WeWork将在五月底前进行新一轮裁员
被出具沽空报告",钛媒体
5333,2020-04-15,格力电器受累疫情冲击一季度净利预降七成 盈利能力下降,证券时报
5334,2020-04-14,美的回应高管冻薪30%：内容属实 高管自愿 共度时艰,澎湃新闻
5335,2020-04-14,美的海尔海信高管降薪或冻薪 家电业上下同克时艰,第一财经
5336,2020-04-14,美的回应“冻薪30%”：与高管沟通达成一致 自愿冻薪,快科技
5337,2020-04-14,一线丨为“传递经营压力”美的冻结高管30%薪酬 ，年底看情况返还,腾讯网
5338,2020-04-14,天风家电 | 小熊电器：20Q1业绩预告亮眼，销售费用削减带动利润增速超预期,小蔡看家电
5339,2020-04-14,传美的冻结高管部分薪酬 美的集团暂未回应 资产查封,21世纪经济报道
5340,2020-04-14,北向资金大幅净流入142.29亿元，宁德时代、贵州茅台获外资青睐,Wind
5341,2020-04-14,美的集团冻结高管部分薪酬 美的置业：产权独立 不受影响 资产查封,中华网
5342,2020-04-14,追进度抢业绩 重点生产制造企业冲劲迸发,上证报
5343,2020-04-14,格力电器抛出史上首次60亿大回购,每日商报
5344,2020-04-13,道达投资手记：两大因素引发调整 RCS概念股现分化,每日经济新闻
5345,2020-04-13,科技股杀跌！市场大幅缩量——道达投资手记,每日经济新闻
5346,2020-04-13,最多不超60亿元！格力电器首次大手笔回购，股价急涨超5%,经济观察报
5347,2020-04-13,格力电器60亿回购掀起A股回购高潮,金融投资报
5348,2020-04-13,【家电】格力回购股份进行股权激励，建议低位布局龙头公司,爱建证券研究所
5349,2020-04-13,家电行业:站在于季度起点看投资配置,中华商务网
5350,2020-04-13,董明珠60亿大回购，格力、万科都在买股票，背后藏何玄机,券商中国
5351,2020-04-13,格力电器跌掉1000亿后，计划最高60亿回购，再次超过美的集团,搜狐
5352,2020-04-12,疫情下家电巨头“忙回购” 格力电器十年来首次发布股份回购计划,每日经济新闻
5353,2020-04-12,美的主业持续放缓局难破：失速的库卡与难圆的造车梦,《商学院》杂志
5354,2020-04-12,格力电器回购海信集团减员，家电制造业承压 员工变动,第一财经
5355,2020-04-12,格力电器抛出30亿元的员工持股计划，董明珠拟8亿参与或成最后大赢家？,资本邦
5356,2020-04-12,【华泰家电 林寰宇】格力电器：推股票回购计划，完善长效激励机制,华泰家电研值
5357,2020-04-12,天风家电 | 全渠道多数品类周度销额增速回暖，3月销额降幅收窄——2020W14周观点,小蔡看家电
5358,2020-04-12,天风家电 | 格力电器：公司发布回购预案，管理层激励逐步落地,小蔡看家电
5359,2020-04-12,天风家电 | 兆驰股份：ODM业务稳步发展，LED业务贡献业绩增量,小蔡看家电
5360,2020-04-10,家电板块一季度跑输大盘 机构看好中长期配置,中国财富网
5361,2020-04-10,巨丰资金流向：两市震荡回落走低 507亿主力出现撤离！,巨丰财经
5362,2020-04-10,创业板指午盘跌1.8%，RCS概念高开低走,Wind
5363,2020-04-10,家电板块异动攀升，格力电器领涨3%,Wind
5364,2020-04-10,布局IoT等多元化领域 美的入主合康新能,南方财经网
5365,2020-04-09,苏宁美的请来柳岩直播卖空调，你看吗？,凤凰网
5366,2020-04-09,美的：我只想搞机器人和自动化，你们却想让我造车,盖世汽车
5367,2020-04-09,格力天量回购：高瓴主导的一场美式资本“盛宴”,36氪
5368,2020-04-09,行业月报：需求承压前行，关注基本面稳健的行业龙头,微信
5369,2020-04-08,美的入主遭“问询” 合康新能五连板后跌停 问询,大众证券报
5370,2020-04-08,因美的收购引热议 深交所要求合康新能说明新能源汽车业务的具体内容,中国网
5371,2020-04-08,A股掘金新基建 这些公司可能最有戏,巨丰财经
5372,2020-04-08,基秘档案系列之国泰中证全指家电ETF投资价值分析,招商定量任瞳团队
5373,2020-04-07,五连板的合康新能(300048.SZ)：美的集团将成为公司间接控股股东 控制人变化,格隆汇
5374,2020-04-07,合康新能被问询，要求说明是否已同美的暖通就新能源汽车业务发展拟定方案 问询,Wind
5375,2020-04-07,空调2020：舒适、除菌、便捷操作是竞争关键,慧聪网
5376,2020-04-07,新能源汽车股合康新能走出8天6板,Wind
5377,2020-04-06,【华创家电】一季报前瞻及二季度策略：疫情冲击短期承压，聚焦内需拐点将至,月观家电
5378,2020-04-06,天风家电 | 线上周度数据增长显著，疫情之下龙头企业现金流可控——2020W13周观点,小蔡看家电
5379,2020-04-06,"Q1白电整体零售额降约45% 家电企业打""健康""概念突围",腾讯网
5380,2020-04-03,新能源汽车股合康新能走出7天5板,Wind
5381,2020-04-02,应对疫情与能效新国标 美的等企业纷纷发空调新品,新京报
5382,2020-04-02,7100万排名第一：美的空调开发者大会助力京东红四月开门红,未来网
5383,2020-04-02,新能源汽车股合康新能走出6天4板,Wind
5384,2020-04-02,豪掷7.4亿收购新能源公司，美的再续“造车梦”？,搜狐
5385,2020-04-01,透过美的空调“开发者联盟”成绩单看2020行业如何走,慧聪网
5386,2020-04-01,美的集团：截至3月底累计回购1426.5万股 支付总金额超7亿元,TechWeb
5387,2020-04-01,天风家电 | 九阳股份：产品结构提升带动业绩增长，公司未来前景可期,小蔡看家电
5388,2020-04-01,“疫情+新标”双重考验 美的空调打出“健康牌”,21世纪经济报道
5389,2020-04-01,美的卷土重来？跨界造车再兴，地产家电谁能成功逐鹿新能源车？,中证报
5390,2020-04-01,美的召开空调业首个开发者大会,北京商报
5391,2020-04-01,美的集团：已耗资7.01亿元回购1426.51万股公司股份,中证网
5392,2020-04-01,美的举办行业首个空调开发者大会 在线观看人数超千万,电子信息产业网
5393,2020-04-01,家电巨头美的收购开路进军新能源汽车领域胜算几何?,新京报
5394,2020-04-01,空调二月内销下滑超六成 美的如何突围？,第一财经
5395,2020-04-01,美的集团：已耗资7.01亿元回购公司0.2%股权,e公司
5396,2020-04-01,美的集团：累计回购1426.5万股，耗资7.01亿元,新浪
5397,2020-04-01,美的集团：截至2020年3月31日 累计回购了1426.5万股,新浪
5398,2020-04-01,美的集团(000333.SZ)：截至3月末累计回购7.01亿元股份,格隆汇
5399,2020-04-01,美的集团：累计回购1426万股，支付总金额7.01亿元,Wind
5400,2020-04-01,中国电信正在通过NB-IoT技术助力智能洗衣机行业的发展,唯样资讯
5401,2020-04-01,2020美的空调开发者大会,新浪
5402,2020-04-01,疫情、价格战、能效新国标，空调江湖遭遇多重变数？,新京报
5403,2020-03-31,美的新收购打开造车想象空间,第一财经
5404,2020-03-31,每日全球并购：美的7.4亿元收购合康新能，欲进军新能源汽车领；阿里巴巴计划收购韵达至少10%股份（03/31）,晨哨网
5405,2020-03-31,格力首季或亏200亿，老对手跨界新能源汽车，董明珠咋办？ 亏损,腾讯网
5406,2020-03-31,美的7.43亿控股合康新能 业务延伸至新能源汽车领域,盖世汽车
5407,2020-03-31,美的造车卷土重来 豪掷7.4亿元收购合康新能！,网通社
5408,2020-03-31,美的收购合康欲进军新能源汽车领域,企业观察报
5409,2020-03-31,家电企业忙跨界 美的左手收购右手回购,时代在线
5410,2020-03-31,外资Playbook生变？加大A股中小票研究，港股砸出“黄金坑”,Wind
5411,2020-03-31,美的集团拟7.4亿元收购合康新能控股权,慧聪网
5412,2020-03-31,7.4亿元收购合康新能 美的进军新能源汽车产业,新浪
5413,2020-03-31,老牌空调厂商春兰股份一年卖6万台空调 靠卖别墅续命,斑马消费
5414,2020-03-31,投7.4亿卷土重来 美的进军新能源产业,汽车之家
5415,2020-03-31,美的要出汽车了？网传美的将重金收购新能源汽车业务,中关村在线
5416,2020-03-30,美的也要玩“新能源车”！出手并购这家公司,腾讯网
5417,2020-03-30,【家电】美的集团收购合康新能，2月冰洗空内销大幅下滑 连续下跌,爱建证券研究所
5418,2020-03-30,美的拟以7.4亿元收购合康新能，新能源汽车成新业务,新京报
5419,2020-03-30,建议逢低关注白电龙头,证券时报网
5420,2020-03-30,北向资金逆市加仓医药股，抛售美的集团6亿元丨牛熊眼,第一财经
5421,2020-03-30,北上资金净卖出贵州茅台3.64亿、美的集团6.11亿元,格隆汇
5422,2020-03-30,北向资金共计流出1.26亿元 美的集团净卖出6.11亿元,新浪
5423,2020-03-30,北向资金微幅净流出，闻泰科技获净买入超2亿元,Wind
5424,2020-03-30,7.43亿！美的控股合康新能，进军新能源汽车，家电企业为何重燃造车热情？,每日经济新闻
5425,2020-03-29,【华创家电龚源月团队】家电出口专题研究：疫情之下的危与机,月观家电
