,2021-12-31,中国建筑：公司目前未参与阿富汗重建相关工程,Wind
2201,2018-08-24,2018美国《工程新闻纪录(ENR)》“全球最大250家国际承包商”榜单,慧聪网
2202,2018-08-24,北上资金逆市“买买买” 六只个股彰显投资价值,证券日报
2203,2018-08-22,中国建筑两子公司入选国企改革名单 股价仍跌逾1％,经济通
2204,2018-08-21,[中性评级]中泰建筑行业周报：基建股进入第二政策博弈期,中财网
2205,2018-08-21,基建融资专题一：详解地方政府专项债,中财网
2206,2018-08-20,[增持评级]深挖基建系列2(建筑工程业行业)：国际对比视角看中国基建短板,中财网
2207,2018-08-20,[优于大市评级]建筑工程行业周报：基建继续下行 订单率先企稳,中财网
2208,2018-08-20,非洲“梦想之路”通车了,经济日报
2209,2018-08-19,【申万债券】建筑企业回款效率改善滞后，维持谨慎；城投关注中等风险地区投资机会—信用周报2018年第23期（2018.08.19）,申万宏源固收研究
2210,2018-08-19,建材：看好板块相对表现 荐8股,广发证券
2211,2018-08-19,建材：基建增速企稳回升可期 荐12股,安信证券
2212,2018-08-16,中国建筑股份有限公司2018年1-7月经营情况简报,证券时报
2213,2018-08-16,中国建筑1-7月地产业务销售1584亿 龙光中期收益151亿,观点地产网
2214,2018-08-15,中国建筑1-7月地产业务合约销售1584亿 同比增17.7%,观点地产网
2215,2018-08-15,中国建筑：前7月建筑业务新签合同额13229亿元 同比增2%,e公司
2216,2018-08-15,K线 | 中国建筑：2018前七月签约合同额13229亿元,乐居财经
2217,2018-08-15,建材：观往知来 荐6股,长江证券
2218,2018-08-15,[增持评级]深挖基建系列1：7月基建下滑引政策继续宽松 铁路轨交望明显回升,中财网
2219,2018-08-15,2018年1-7月大陆房地产开发与销售数据点评：开发投资、新开工和房产销售增速小幅回升,中财网
2220,2018-08-14,水泥玻璃行业严禁增加任何产能多只股可以关注,证券之星
2221,2018-08-13,[增持评级]建筑工程行业周报：基建行情未来判断：时间和空间、节奏和选股,中财网
2222,2018-08-13,融资客青睐20股，贵航股份买入占比高达47.28%,Wind
2223,2018-08-12,建材：再无对冲 荐3股,中泰证券
2224,2018-08-11,北上资金踏准伊利股份反弹,大众证券报
2225,2018-08-09,中国建筑在阿根廷中标首个公私合营项目,e公司
2226,2018-08-09,建筑与工程行业动态：“去杠杆”不改建筑公司业绩稳健增长势头,中财网
2227,2018-08-08,中国建筑：签约21.3亿美元阿根廷国道特许经营项目,Wind
2228,2018-08-08,[增持评级]复盘规律系列8(建筑工程行业)：复盘历史铁路基建投资上修股价与业绩规律,中财网
2229,2018-08-03,40股获券商买入评级 杉杉股份目标涨幅达101.53%,Wind
2230,2018-08-03,建筑建材行业深度:论基建产业链机会和空间,联讯证券
2231,2018-08-02,中国建筑：稳如泰山步步升 低估龙头待修复,国金证券
2232,2018-08-01,"中国建筑:大范围激励计划推出,增强公司治理与业绩确定性",申万宏源
2233,2018-07-31,PPP项目库2Q18季报(建筑与工程行业)：2Q落地速度放缓 下半年有望提速,中财网
2234,2018-07-31,[推荐评级]中国建筑(601668)公司动态：第三期限制性股票计划草案公布 解锁条件彰显长期增长信心,中财网
2235,2018-07-30,[优于大市评级]建筑工程行业周报：阶段性政策宽松趋势明显 但并非“全面放松”,中财网
2236,2018-07-30,[增持评级]复盘规律系列7：历史三次宽松股价节奏、持续时间、上涨幅度,中财网
2237,2018-07-30,[审慎增持评级]中国建筑(601668)点评：推出第三期股权激励 保障业绩稳健增长,中财网
2238,2018-07-30,中国建筑：转型升级成就世界最大投资建设集团,经济日报
2239,2018-07-25,数据王：基建股分化次新股领跌 机会在于此类个股,巨丰财经
2240,2018-07-25,[推荐评级]建筑行业周报：信用和资金有望改善 制造业投资增速持续回升,中财网
2241,2018-07-25,北上资金净买入26亿元 可以积极关注基建金融股,证券之星
2242,2018-07-25,7月25日中国建筑（601668）股票行情观点：持股为宜,南方财富网
2243,2018-07-25,[买入评级]建筑装饰行业跟踪报告：政策宽松利好大建筑估值系统性修复 关注集中度提升逻辑之下的低估值蓝筹,中财网
2244,2018-07-25,建筑与工程行业观点聚焦：建筑板块估值修复还有多大空间?,中财网
2245,2018-07-25,巨丰早评：短线反弹目标揭秘,巨丰财经
2246,2018-07-25,"建筑装饰行业2018年半年度业绩前瞻:家装与专业工程景气度提升,下半年关注基建政策与融资的边际变化",申万宏源
2247,2018-07-24,沪港通十大成交活跃股排名（7月24日）,Wind
2248,2018-07-24,工程建筑板块估值处于5年低位 9亿大单布局8只龙头股,金融界
2249,2018-07-24,[中性评级]国务院常务会议点评(建筑装饰行业)：财政宽松政策定调 基建板块直接受益反弹继续,中财网
2250,2018-07-24,巨丰收评：短线超跌机会仍有 中线逐步配置蓝筹股,巨丰财经
2251,2018-07-24,中国建筑股份有限公司第二届董事会第九次会议决议,证券时报
2252,2018-07-24,建筑板块走强 估值有望快速回升,中证报
2253,2018-07-23,中国建筑与三峡集团签订共抓长江大保护战略合作框架协议,e公司
2254,2018-07-23,资管新规吹风，铁公基发威！投资者：右侧交易来了,Wind
2255,2018-07-23,[中性评级]建筑行业2018年二季度公募基金持仓分析：2018H行业低配严重 下半年流动性预期宽松带动行业估值修复,中财网
2256,2018-07-23,[增持评级]建筑装饰行业周报：信用风险拐点已现 板块迎来修复行情,中财网
2257,2018-07-23,中字头持续放量大涨，中国交建强势涨停,Wind
2258,2018-07-23,[看好评级]香港路演纪要(建筑与工程行业)：当前市场过度悲观 看好下半年行情,中财网
2259,2018-07-23,基金2Q18建筑持仓分析(建筑与工程行业)：持仓处于历史底部 看好下半年行情,中财网
2260,2018-07-23,中字头今日表现活跃，中国交建涨近6%,Wind
2261,2018-07-23,"建筑行业18q2公募基金持仓分析报告:公募基金18q2持仓比重创新低,基建央企增持较多",广发证券
2262,2018-07-23,中国建筑中标马尔代夫胡鲁马累岛5座桥梁项目,一带一路高参
2263,2018-07-22,晚间重要公告2018年7月22日星期日,Wind
2264,2018-07-22,中国建筑：近期累计获得727.2亿元项目,Wind
2265,2018-07-22,中国建筑：近期累计获得727.2亿元项目,e公司
2266,2018-07-22,中国建筑：公司获得多项重大项目,金融界
2267,2018-07-20,[中性评级]建筑装饰行业2018年半年度业绩前瞻：家装与专业工程景气度提升 下半年关注基建政策与融资的边际变化,中财网
2268,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
2269,2018-07-17,中国建筑股份有限公司2018年1-6月经营情况简报,证券时报
2270,2018-07-16,中国建筑前六月合约销售1410亿元 新增土储1402万平方米,观点地产网
2271,2018-07-16,中国建筑：上半年地产业务销售额1410亿 同比增15%,e公司
2272,2018-07-16,中国建筑：上半年新签合同额1.21万亿元，同比增长1.6%,Wind
2273,2018-07-11,中国建筑连续6年稳居《财富》中国500强前三！,财经网
2274,2018-07-11,证监会座谈上市企业：十五家公司首日陈情,21世纪经济报道
2275,2018-07-09,[中性评级]中泰建筑行业周报：“大督查”平衡扩内需 “杠杆悖论”央企有动力,中财网
2276,2018-07-06,券商评级:沪指收盘小幅上扬 九股掘金良机,证券之星
2277,2018-07-04,[看好评级]建筑行业深度报告：“三纵三横”解析行业未有之变局,中财网
2278,2018-07-03,[买入评级]建筑装饰行业月度分析报告：建筑PMI升至年内高点 定向降准利好板块估值修复,中财网
2279,2018-07-03,中国建筑跌3.68%，创年度新低，报4.98元,腾讯网
2280,2018-07-03,中国建筑跌0.39%，创年度新低，报5.15元,腾讯网
2281,2018-07-03,银河证券晨会纪要-180703,银河证券
2282,2018-07-02,A股市场破净股一览（7月2日）,Wind
2283,2018-07-02,中国建筑大跌5.13%，报5.18元,腾讯网
2284,2018-07-02,[优于大市评级]建筑工程行业周报：行业环境边际预期改善 建议适当乐观,中财网
2285,2018-07-02,[买入评级]建筑装饰行业周报：估值近底看好化建家装 汇率波动关注国际工程,中财网
2286,2018-07-02,中国建筑跌1.83%，创年度新低，报5.36元,腾讯网
2287,2018-07-02,建筑行业月度观察#5“去杠杆”影响下 社融、订单增速大幅下降,中财网
2288,2018-06-28,[公司]中国建筑近期获多个重大项目 金额合计近300亿,全景网
2289,2018-06-28,中国建筑：近期获得295亿元重大项目,e公司
2290,2018-06-28,中国建筑：近期获得294.8亿元重大项目,Wind
2291,2018-06-26,[优于大市评级]建筑工程行业周报：PPP规范化是5月份订单压力的主要原因 后续有望改善,中财网
2292,2018-06-26,[买入评级]建筑装饰行业周报：定向降准预期提升 后期板块估值或有所修复,中财网
2293,2018-06-24,建筑行业5月订单跟踪：单月新签订单同比下降10.5%,中财网
2294,2018-06-21,中国建筑今日大宗交易成交30万股，成交价7.5元折价9.2%,Wind资讯
2295,2018-06-20,中国建筑前5月地产销售1111亿 期末土储1.01亿平,观点地产网
2296,2018-06-20,中国建筑：前5个月建筑业务新签合同额同比增11.4%,e公司
2297,2018-06-19,巨丰资金流向：千股跌停 两市再创调整新低,巨丰财经
2298,2018-06-19,中字头尾盘护盘 中国核建、中国建筑等拉升,腾讯网
2299,2018-06-19,中国建筑与宁波市政府签订战略合作协议,国资委
2300,2018-06-16,A股逼近3000点底部区间 137只“两低一高”股迎布局,证券日报
2301,2018-06-15,2018年1-5月大陆房地产开发与销售数据点评：开发投资稳增长、新开工和房产销售增速回升,中财网
2302,2018-06-15,中国建筑连续四年保持行业内全球最高信用评级,中国经济网
2303,2018-06-14,标普：确认中国建筑“A”评级 展望稳定,和讯
2304,2018-06-12,光大证券--建筑与工程行业下半年投资策略,光大证券
2305,2018-06-11,[增持评级]建筑工程行业周报：对PPP没必要过于悲观或过于乐观,中财网
2306,2018-06-09,揭秘雄安市民服务中心： 中海承建“雄安第一标” 触摸“未来之城”,21世纪经济报道
2307,2018-06-08,银河证券晨会纪要-180608,银河证券
2308,2018-06-06,中国建筑与建设银行签战略合作协议,e公司
2309,2018-05-31,[增持评级]建筑行业2018年中期策略报告：化学工程业绩回暖 园林静待融资改善 基建央企估值占优,中财网
2310,2018-05-29,中标速递：中铁十八局11亿、中国建筑15亿、中铁建工6亿、贵州路桥12亿,慧聪网
2311,2018-05-29,盘前必读公告：这些股不容错过！,巨丰财经
2312,2018-05-28,晚间重要公告2018年5月28日星期一,--
2313,2018-05-28,[中性评级]建筑行业定期报告：预期过度悲观 融资其实没那么差,中财网
2314,2018-05-28,中国建筑：近期获得14个重大项目合计509亿元,乐居财经
2315,2018-05-28,中国建筑：近期获得509亿元重大项目,e公司
2316,2018-05-28,中国建筑：近期累计获重大项目14个，累计金额509.4亿元,Wind
2317,2018-05-24,"中国建筑:一季度业绩增速较快,基建、地产持续强劲",正点财经
2318,2018-05-24,[数说]巨无霸上市A股下跌概率87% 富士康重演中石油?,中国经济网
2319,2018-05-22,"光大证券建筑工程行业周报:布油突破80美元关口,专业工程业绩兑现确定性强",光大证券
2320,2018-05-19,中国建筑股份有限公司,证券时报
2321,2018-05-18,中国建筑前4月合约销售额850亿元 新购土地1031万平方米,观点地产网
2322,2018-05-18,晚间重要公告2018年5月18日星期五,--
2323,2018-05-18,中国建筑：前4月建筑业务新签合同额7050亿 同比增两成,e公司
2324,2018-05-18,中国建筑：1-4月新签合同额同比增20.5%，地产销售额涨17.3%,Wind
2325,2018-05-15,[超配评级]建筑与工程行业5月投资策略：估值探底 行业迎来绝佳配置机会,中财网
2326,2018-05-15,APEC可持续城市项目专家委成立会在京召开,中国青年网
2327,2018-05-15,建筑与工程行业动态：1Q18建筑、装饰新签订单加速增长,中财网
2328,2018-05-14,[买入评级]建筑装饰行业周报：扩大内需预期升温叠加经济数据回暖 化建、园林、装饰板块有望受益,中财网
2329,2018-05-14,[增持评级]光大证券建筑工程行业周报：原油价格持续上行 持续利好专业工程,中财网
2330,2018-05-11,中国品牌集中展示 他们如何为全球所共享？,中新网
2331,2018-05-11,“大国重器”集中亮相 彰显中国自主品牌实力,中新网
2332,2018-05-10,[超配评级]建筑工程行业年报&一季报总结：业绩提速 基本面持续向好 重点关注低估值央企和国际工程,中财网
2333,2018-05-10,[买入评级]建筑和工程行业研究周报：超财政红线地区数或达10% 央企去杠杆或迎热潮,中财网
