,2021-12-31,中国建筑：公司目前未参与阿富汗重建相关工程,Wind
1888,2019-04-15,"中国建筑年报点评:毛利率显著提升,19年房建和基建链双收益",联讯证券
1889,2019-04-13,地产毛利率显著增加，盈利能力持续提升——中国建筑年报点评【天风建筑唐笑团队】,笑谈建筑
1890,2019-04-12,【东兴建筑|财报点评】中国建筑：稳步推进结构优化和去杠杆，盈利能力及质量均提升--中国建筑（601668）2018年报点评,铁公基伯爵侃建筑
1891,2019-04-12,【华泰建筑建材鲍荣富】中国建筑18年报点评：Q4经营大幅改善致全年利润超预期,华泰建筑建材研究
1892,2019-04-12,"中国建筑:房建业务强劲发力,盈利能力显著提升",正点财经
1893,2019-04-12,"中国建筑2018年年报点评:业务结构更趋合理,业绩符合预期",东莞证券
1894,2019-04-11,中国建筑2018年营收11993亿 净利382亿,观点地产网
1895,2019-04-11,中国建筑：2018年归属股东净利润382.4亿元同比增16.1%,中国网
1896,2019-04-11,中国建筑(601668.SH)2018年度净利润升16.1%至382.41亿元 拟10派1.68元,格隆汇
1897,2019-04-11,中国建筑：2018年净利润382.41亿同比增长16.1%,Wind
1898,2019-04-11,中国建筑：2018年净利382亿元 同比增16%,e公司
1899,2019-04-11,中国建筑兴业集团(00830.HK)一季度经营利润升20.2%至4884.70万港元,格隆汇
1900,2019-04-11,远东环球(00830.HK)更名为“中国建筑兴业集团有限公司”,格隆汇
1901,2019-04-08,花旗：中国建筑活动升温对铁矿石、铜有利,汇通网
1902,2019-04-08,【中信证券建筑 罗鼎团队】周观点：看好地产后产业链，PPP落地规模新高,Citics建筑
1903,2019-04-08,回归两年多被认可，中海系进入颜建国时代,乐居财经
1904,2019-04-06,建筑行业：政策暖风频吹 推荐基建和房建产业链,中金在线
1905,2019-04-04,【每日晨报】0404丨攀钢钒钛、南方航空、四创电子等年报跟踪,中国银河证券研究
1906,2019-04-03,【国信建筑】北方国际(000065)：双主业驱动，受益于一带一路政策催化,建筑行业研究
1907,2019-04-02,中国建筑董事、总裁王祥明调往华润集团担任总经理,观点地产网
1908,2019-04-02,快讯｜王祥明辞去中国建筑总裁职务 董监高成员变化,乐居财经
1909,2019-04-02,中国建筑(601668.SH)：王祥明辞任总裁职务 董监高成员变化,格隆汇
1910,2019-04-02,小事记 | 绿城服务杭州纵火案已终结 中国建筑总裁调任华润集团,观点地产网
1911,2019-04-02,中国建筑总裁王祥明辞职 此前华润公告称其出任总经理 董监高成员变化,中国网
1912,2019-04-02,【每日晨报】0402丨首批区块链信息服务备案落地，相关产业链迎利好,中国银河证券研究
1913,2019-04-01,2日机构强推买入 六股成摇钱树,证券之星
1914,2019-03-28,【财务】上市公司财务分析系列6,华安证券财富管理
1915,2019-03-28,"建筑工程行业周报:继续看好国际工程,装饰显著受益地产后周期",正点财经
1916,2019-03-28,"建筑装饰行业:看好地产链预期修复下的装饰龙头机会,继续看好一带一路、设计及PPP龙头",正点财经
1917,2019-03-28,中国建筑：390.88万股限制性股票回购注销完成,中国网
1918,2019-03-28,中国建筑：新获8个项目 项目金额合计为276.3亿元,中国网
1919,2019-03-27,中国建筑：近期获得276亿元重大项目,e公司
1920,2019-03-25,响水爆炸当天江苏扬州一工地发生事故 已致6死5伤 涉及三家上市公司均无公告 安全事故,华夏时报
1921,2019-03-25,汇证：下调中国建筑(03311.HK)盈测 目标价降至9.7港元吁买入,格隆汇
1922,2019-03-25,世界最高海底电缆事故致6人死亡 涉事3家上市公司回应 安全事故,中财网
1923,2019-03-25,美银美林：降中国建筑(03311.HK)目标价至9.5港元 去年业绩逊预期 机构下调估值,格隆汇
1924,2019-03-25,三公司回应“全球最高海缆交联立塔”事故影响,证券时报
1925,2019-03-24,“全球最高海缆交联立塔”项目发生事故：致6死5伤 涉及3家上市公司 项目问题,每日经济新闻
1926,2019-03-24,[公司]中国建筑：中建二局电缆项目事故原因及责任待进一步调查认定,全景网
1927,2019-03-24,中国建筑：“全球最高海缆交联立塔”事故原因及责任尚待进一步调查认定,e公司
1928,2019-03-24,中国建筑：“全球最高海缆交联立塔”事故正调查，尚未认定责任主体,Wind
1929,2019-03-22,远大住工跟中国建筑子公司，谁才是行业老大？,第一财经
1930,2019-03-22,颜建国出任中国建筑董事会主席,中国网
1931,2019-03-22,中国建筑：2018年归属股东净利润45亿港元 同比减少18%,中国网
1932,2019-03-20,中国建筑2月份经营简报出炉 房建订单持续高增长,中证网
1933,2019-03-20,中国建筑：2月份地产业务合约销售额429亿元 同比下跌4.2%,中国网
1934,2019-03-20,中国建筑股份有限公司2019年2月经营情况简报,证券时报
1935,2019-03-20,中国建筑2月地产销售429亿 路劲去年股东应占权益174亿,观点地产网
1936,2019-03-19,中国建筑2月新签合同额3432亿 地产销售429亿元,观点地产网
1937,2019-03-19,K线 | 中国建筑地产业务2月实现合约销售429 亿元 同比降低4.2%,乐居财经
1938,2019-03-19,中国建筑(601668.SH)2月建筑业务新签合同额3432亿元 同比增13.5%,格隆汇
1939,2019-03-19,中国建筑：2月新签合同额同比增13.5% 房屋建筑分部签约额增逾五成,e公司
1940,2019-03-19,A股早报2019年3月19日星期二,Wind
1941,2019-03-18,"建筑与工程行业:1-2月基建投资延续回升,铁路,公路表现亮眼",正点财经
1942,2019-03-18,【中信证券建筑 罗鼎团队】周观点：基建回升而子板块分化；看好定制精装业务,Citics建筑
1943,2019-03-14,建材：建筑企业有望迎来增量外资 荐5股,和讯
1944,2019-03-13,"建筑周报:企业广义中长期融资好转,信用环境有望稳步改善",申万宏源
1945,2019-03-13,"中国建筑:地产业务厚积薄发,基建发力打造新引擎",平安证券
1946,2019-03-07,东海证券建筑装饰行业周报,东海证券
1947,2019-03-05,【中信证券建筑 罗鼎团队】周观点：MSCI提升A股权重，2月建筑业PMI回落,Citics建筑
1948,2019-03-05,海通证券：从地方两会看建筑，把握基建和民营龙头机会,Wind
1949,2019-03-05,2月份增持市值环比翻倍 减持环比略降,证券时报
1950,2019-03-04,中国移动、国家能源集团、华润集团今日同迎新高管,澎湃新闻
1951,2019-03-04,王祥明：离开中国建筑转战华润集团 任董事、总经理,乐居财经
1952,2019-03-02,大宗交易成交放量 中国建筑一骑绝尘,红周刊
1953,2019-02-28,中国建筑：近期获得482.2亿元重大工程项目,中国网
1954,2019-02-26,"建筑与工程行业周报:社融超预期,订单有望加速落地",国信证券
1955,2019-02-20,中国建筑1月份开局良好 房建订单实现较快增长,中证网
1956,2019-02-20,中国建筑1月地产业务销售250亿 合生创展首月销售6.11亿元,观点地产网
1957,2019-02-19,K线 | 中国建筑房地产业务首月合约销售250亿元 同比降低6.2%,乐居财经
1958,2019-02-19,中国建筑1月份地产业务销售250亿元 同比减少6.2%,观点地产网
1959,2019-02-19,中国建筑：1月份建筑业务新签合同额1927亿元 同比增长7.5%,证券之星
1960,2019-02-19,中国建筑：2018-2019年度第一期优先股股息派发公告,上交所
1961,2019-02-19,中国建筑(601668.SH)1月新签合同额升7.5%至1927亿元,格隆汇
1962,2019-02-19,中国建筑：1月建筑业务新签合同额1927亿元 同比增7.5%,e公司
1963,2019-02-19,中金：大湾区纲要出台交通基建有望加速 关注中交建及中国建筑,格隆汇
1964,2019-02-18,中国建筑：存量时代的竞争王者 买入评级,和讯
1965,2019-02-18,建材：基建基本面持续好转 荐6股,申万宏源
1966,2019-02-17,【招商建筑】周观点：融资情况持续利好，基建热度有望攀升,招商建筑
1967,2019-02-16,安邦资管转安邦人寿 46.44亿股中国建筑股票被安邦系内部转让,和讯
1968,2019-02-14,安邦系内部转让46.44亿股中国建筑股份 持股比例不变,北京商报
1969,2019-02-13,中国建筑12日发生5笔大宗交易 合计成交246.8亿元,中国网
1970,2019-02-13,A股早报2019年2月13日星期三,Wind
1971,2019-02-12,资本圈 | 安邦系内部转让46.44亿股中建股份 万达电影调整重组方案,观点地产网
1972,2019-02-12,安邦人寿与安邦资管合计持有中国建筑14.42%的股份 安邦集团或将长期稳定持股,证券日报
1973,2019-02-12,中国建筑：安邦资管转让46.44亿股股份予安邦人寿，安邦系持股不变,Wind
1974,2019-02-12,中国建筑今日大宗交易成交246.8亿元，安邦集团进行资产腾挪,Wind
1975,2019-02-12,中国建筑里的安邦调整,乐居财经
1976,2019-02-12,安邦资管转让46.44亿股中国建筑(601668.SH)予安邦人寿,格隆汇
1977,2019-02-12,建材：基建板块年报业绩增速预计企稳回升 荐7股,和讯
1978,2019-02-12,上海证券市场大宗交易公开信息(2019-02-12),上交所
1979,2019-02-12,中国建筑今日大宗交易成交400000万股，成交价6.17元折价0.0%,Wind资讯
1980,2019-02-12,中国建筑11日发生3笔大宗交易 合计成交39.36亿元,中国网
1981,2019-02-11,上海证券市场大宗交易公开信息(2019-02-11),上交所
1982,2019-02-10,建材：建筑企业18Q4经营数据亮点纷呈 荐12股,安信证券
1983,2019-02-02,建材：19年专项债提前额度开始发行 荐6股,和讯
1984,2019-02-02,"2018年建筑装饰行业年报前瞻:基建板块业绩增速企稳回升,专业工程受益制造业景气度上行",申万宏源
1985,2019-01-30,"建筑行业周报:央企订单基本改善,竣工增速有望启动",证券之星
1986,2019-01-29,建材：中国建筑业绩增速超预期 荐12股,和讯
1987,2019-01-28,中国建筑聘周勇任副总裁 后者为中海集团董事长,观点地产网
1988,2019-01-28,中国建筑聘任周勇为副总裁,乐居财经
1989,2019-01-28,"建筑装饰行业:基本面趋势向上,预期校正后更具性价比强",正点财经
1990,2019-01-28,"建筑行业周报:18Q4建筑行业配置系数企稳上升,19年专项债提前额度开始发行",申万宏源
1991,2019-01-27,【华泰建筑建材鲍荣富】建筑周观点20190127：继续看好基建房建共振，超跌专业工程板块或将进入估值修复周期,华泰建筑建材研究
1992,2019-01-27,周末要闻2019年1月27日星期日,Wind
1993,2019-01-25,国资委选定十家创建世界一流示范企业,中新网
1994,2019-01-25,中国建筑：近日获得741亿元重大项目,e公司
1995,2019-01-25,"建筑装饰行业:2019周专题之五,建筑行业重点公司2018年业绩前瞻",正点财经
1996,2019-01-25,【晨会纪要】策略丁文 银河证券晨会纪要—20190125,中国银河证券研究
1997,2019-01-25,"建筑装饰行业周报:社融有望企稳、发改委加速释放项目,各地评估统计装配式建筑进展",东兴证券
1998,2019-01-24,今日资金抢入六只强势股一览（2019年1月24日）,中财网
1999,2019-01-24,券商评级:三大指数震荡收涨 九股迎掘金良机,证券之星
2000,2019-01-24,中国建筑：业务结构改善基建订单回暖 买入评级,和讯
2001,2019-01-24,建材：央企订单体现行业复苏 荐3股,和讯
2002,2019-01-23,建材：18Q4公募基金建筑持仓触底回升 荐15股,广发证券
2003,2019-01-23,多重因素驱动2019年基建蓄势待发 六股雄起,证券时报
2004,2019-01-23,建筑建材行业周观点:继续重点推荐地产链,联讯证券
2005,2019-01-23,"金融地产研究部三循环周报:保险跑赢大盘,qfii额度翻倍,外资入场跃跃欲试",申万宏源
2006,2019-01-22,港股异动︱远东环球(00830)拟更名为“中国建筑兴业” 现涨12%,智通财经
2007,2019-01-22,39股获券商买入评级，杰瑞股份目标涨幅达41.08%,Wind
2008,2019-01-22,"建筑行业周报:基建先导金融数据超预期,货币政策渐显成效",申万宏源
2009,2019-01-21,中国建筑（601668）点评：2018年业绩超预期，有望维持高分红,国信研究
2010,2019-01-21,"中国建筑2018年业绩预增点评:q4业绩大幅提速,股权激励彰显信心",正点财经
2011,2019-01-21,投资就是要用数据说话,中国经营报
2012,2019-01-21,【研报精读】中国建筑（601668.SH）,联讯金融
2013,2019-01-21,35股获券商买入评级 招商蛇口目标涨幅达42.74%,Wind
2014,2019-01-21,【建筑】中国建筑：业绩小幅超预期，经营改善利润释放空间加大,微信
2015,2019-01-20,【华泰建筑建材鲍荣富】建筑周观点20190120：地方债提前发行，两会陆续召开，继续推荐基建弹性品种和房建龙头,华泰建筑建材研究
2016,2019-01-19,中国建筑2018年净利363亿至395亿 增长10%到20%,挖贝网
2017,2019-01-19,中国建筑股份有限公司2018年1-12月经营情况简报,证券时报
2018,2019-01-18,"中国建筑业绩快报点评:四季度业绩显著改善,全年稳中有升",正点财经
2019,2019-01-18,净利可能大增超过50%的中国建筑，难道要大象跳舞？,财华社
2020,2019-01-18,中国建筑2018房地产合约销售额3012亿 同比增长31.8%,观点地产网
2021,2019-01-18,建材：国企改革有望推进 建筑企业改善空间广阔,和讯
2022,2019-01-18,中国建筑：2018年地产业务合约销售额超3000亿元 同比增长31.8%,e公司
2023,2019-01-18,券商评级:三大股指全线上扬 九股迎掘金良机,证券之星
2024,2019-01-18,下周最具投资价值六大牛股一览（2019年1月18日）,中财网
2025,2019-01-18,申万宏源：中国建筑买入评级,申万宏源
2026,2019-01-18,中国建筑：Q4业绩大幅加速超预期 低估值优势显著,国盛证券
2027,2019-01-18,"中国建筑:业绩小幅超预期,经营改善利润释放空间加大",证券之星
2028,2019-01-18,"中国建筑:q4业绩大幅增长,带动全年业绩预告超预期",证券之星
2029,2019-01-18,中国建筑:q4业绩超预期或因地产业务好转及基建企稳,联讯证券
2030,2019-01-17,中国建筑预计2018年归母净利润为363亿元至395亿元,观点地产网
2031,2019-01-17,中国建筑2018年度业绩预增 净利润增长10.2%-19.9%,腾讯网
2032,2019-01-17,中国建筑：预计2018年度净利363亿元-395亿元同比增10.2%到19.9%,Wind
2033,2019-01-17,中国建筑：2018年净利润预增10.2%到19.9%,e公司
2034,2019-01-16,建材：国企改革再起航 荐9股,和讯
2035,2019-01-16,联讯建筑建材周观点:关注地产链估值修复机会和水泥股反弹,联讯证券
2036,2019-01-16,"建筑行业2019年1月投资策略:逆周期调控,降准释放资金,重点推荐基建产业链",国信证券
2037,2019-01-15,中国建筑更换财务总监 薛克庆保留董事会秘书一职,观点地产网
2038,2019-01-15,建材：重点推荐基建产业链 荐8股,国信证券
2039,2019-01-14,民营环保公司受让方自身融资需求强，未来10天煤价难反弹,微信
2040,2019-01-14,建筑装饰行业2019年投资策略:夜空中最亮的星,光大证券
2041,2019-01-13,【招商建筑】分区域来看补短板系列之全国区域：公路看中西，铁路看西部，轨交新方向,招商建筑
2042,2019-01-09,千只个股掀起回购潮，机构关注企业回购意愿与能力,中证报
2043,2019-01-09,"金融地产研究部三循环周报:券商大幅跑赢大盘,地方新增债务提前下达-积极财政政策保障稳增长",申万宏源
2044,2019-01-09,"建筑行业周报:政策底不断夯实,轨道交通催化长三角基建加速",申万宏源
2045,2019-01-08,券商评级:三大股指全线下跌 九股迎掘金良机,证券之星
2046,2019-01-08,2019年机构注意力转向何方，百只个股被扎堆看好或存“升”机,证券日报
2047,2019-01-03,铁路固投连续五年超8000亿 机构三主线掘金产业盛宴,证券日报
2048,2019-01-02,建材：若增值税16%档调降 荐3股,申万宏源
2049,2019-01-02,"建筑行业:2019地方债发行有望提速,雄安新区整体规划获中央批复",中证网
2050,2019-01-02,『早安，新时代！』晨会早读2019/1/2：今日关注中国建筑,新时代证券研究
2051,2019-01-02,北上资金持续加仓“春季行情”,中证报
2052,2019-01-01,基建行业2019年有望抬头 马太效应下龙头公司优势显现 ——对话徐志私募证券投资基金经理徐志,红周刊
2053,2018-12-29,巨丰原创：看今朝熊冠全球 盼明日否极泰来,巨丰财经
2054,2018-12-29,"建筑工程行业分区域来看补短板系列之西北区域:铁路建设是短板,投资依赖中央支持",正点财经
2055,2018-12-28,【招商建筑】分区域看补短板系列报告之华北地区：河北公路投资是短板，关注津京冀城轨交通,招商建筑
2056,2018-12-28,【每日晨报】策略丁文 银河证券晨报—20181228,中国银河证券研究
2057,2018-12-27,平安证券2019年建筑建材行业十大猜想,平安证券
2058,2018-12-25,大额回购+业绩预喜，这些超跌股已获北上资金“举牌” 盈利能力下降,证券时报
2059,2018-12-25,数据王：上周北上资金小结,巨丰财经
2060,2018-12-23,建材：基建逆周期稳增长方向明确 继续重点推荐,国盛证券
2061,2018-12-21,306亿资金争夺20股：主力资金重点出击1股(名单),新浪
2062,2018-12-21,融资客青睐33股，陕鼓动力买入占比高达48.72%,Wind
2063,2018-12-21,【每日晨报】策略丁文 银河证券晨报—20181221,中国银河证券研究
2064,2018-12-21,2018年回购额已超400亿 中国平安千亿元回购尚未敲定,证券日报
2065,2018-12-20,价值发现、财大气粗！险资再举牌，这次不一样,Wind
2066,2018-12-20,290亿资金争夺20股：主力资金重点出击3股(名单),新浪
2067,2018-12-20,建筑板块走弱 中国建筑、森特股份跌逾4%,证券时报网
2068,2018-12-19,中国建筑：近期中标503亿元重大项目,e公司
2069,2018-12-18,华泰证券建筑行业周报(第五十周),正点财经
2070,2018-12-18,中国建筑：股权激励助业绩稳增 买入评级,和讯
2071,2018-12-18,25股获券商买入评级 三环集团目标涨幅达77.19%,Wind
2072,2018-12-18,【招商建筑】分区域看补短板系列报告之华东地区：城市轨交成重点，资金落地需关注,招商建筑
2073,2018-12-17,机构突然翻多！这个行业估值近底，要“王者归来”？,中财网
2074,2018-12-17,中国海外发展修订与中国建筑总承建协议年度金额上限,观点地产网
2075,2018-12-17,"中国建筑2018年1-11月订单点评:11月基建订单增速转正,回购助力股价上行",正点财经
2076,2018-12-17,【平安建筑建材】2019年建筑建材行业年度策略报告 | 基建补短板带动投资回暖，19年轨交/PPP将回暖,严究建筑建材
2077,2018-12-17,A股低位震荡不改“聪明资金”流向 24股上演建仓大戏,证券日报
2078,2018-12-16,中国建筑（601668）：订单增速温和回升，股票回购彰显发展信心,笑谈建筑
2079,2018-12-14,14日早间两市重要公司新闻速递,证券时报网
2080,2018-12-14,中国建筑股份有限公司2018年1-11月经营情况简报,证券时报
2081,2018-12-13,A股头条之上市公司公告精选（12.14）,金融界
2082,2018-12-13,中国建筑：地产业务前11月销售额同比增28.2%,Wind
2083,2018-12-13,中国建筑：建筑业务前11月新签合同额2.08万亿元 同比增长6.3%,e公司
2084,2018-12-13,中国建筑：房建发力基建改善 买入评级,国盛证券
2085,2018-12-13,建筑行业点评:房地产企业债松绑对房建产业链构成三重利好,联讯证券
2086,2018-12-07,中国建筑：稳基建成为市场共识，这位A股”龙头大哥“需要你尽快了解一下,阿尔法工场
2087,2018-12-07,A股国际化步伐再加速，逾七成MSCI成份股受机构青睐,证券日报
2088,2018-12-06,榜单 | 比一比，哪家房企上市公司最多？,乐居财经
2089,2018-12-06,27股获券商买入评级，腾邦国际目标涨幅达81.43%,Wind
2090,2018-12-05,29股获券商买入评级，跨境通目标涨幅达131.07%,Wind
2091,2018-12-04,航天信息：中标中国建筑财务一体化平台建设项目,e公司
2092,2018-12-04,数据王：场内资金移仓换股 底部蓝筹值得关注,巨丰财经
2093,2018-12-04,中国建筑：关注股票回购带来的交易性机会,中金公司
2094,2018-12-04,"建筑装饰行业周报:建筑产业债发行窥斑见豹,政策组合逐见成效",申万宏源
2095,2018-12-03,中国建筑：2018年第三次临时股东大会决议公告,上交所
2096,2018-12-03,华泰证券建筑行业周报(第四十八周),正点财经
2097,2018-12-03,中国建筑：股权激励即将实施 买入评级,和讯
2098,2018-11-30,中国建筑（601668）点评：股权激励即将实施，估值有望提升,国信研究
2099,2018-11-30,30股获券商买入评级 平高电气目标涨幅达52.09%,Wind
2100,2018-11-30,中国建筑：进入高质量发展阶段，限制性股票计划显信心,国金证券研究所
2101,2018-11-29,加仓金融白酒，北上资金持续净流入,中证报
2102,2018-11-28,中国建筑：低估值优势显著 第三期员工激励实施在即,中证网
2103,2018-11-28,中国建筑股份有限公司监事会关于公司第三期A股限制性股票激励对象名单的审核意见以及公示情况说明,证券时报
2104,2018-11-25,建材：规范PPP发展意见或将出台 荐12股,安信证券
2105,2018-11-22,中国建筑王祥明：三方面推进PPP高质量发展,中证网
2106,2018-11-21,中国建筑：近期获得260亿元重大项目,e公司
2107,2018-11-21,中国建筑：近期中标重大项目累计金额近260亿元,Wind
2108,2018-11-21,1.4万亿基建投资启动，35条高铁来袭,钢铁新闻网
2109,2018-11-20,"房地产行业周刊:行业融资边际改善,多房企获融资批准",证券之星
2110,2018-11-19,沪港通十大成交活跃股排名（11月19日）,Wind
2111,2018-11-19,地产：多房企获融资批准 荐15股,中银国际
2112,2018-11-18,建材：10月基建增速如期回升 荐12股,安信证券
2113,2018-11-17,中国建筑股权激励授予6.6亿股 并回购471万股未解锁股票,观点地产网
2114,2018-11-16,中国建筑股份有限公司2018年1-10月经营情况简报,证券时报
2115,2018-11-15,中国建筑前10月地产合约销售额2456亿元 同比增32.3%,观点地产网
2116,2018-11-15,中国建筑：前10月建筑业务新签合同额18237亿元 同比增2%,e公司
2117,2018-11-12,中企承建的东非最高建筑封顶,新华网
2118,2018-11-11,建材：龙头建筑民企信用有望修复 荐12股,安信证券
2119,2018-11-06,【建筑工程】中国建筑：订单增速稳健、现金流改善、费用率有所增加,天风研究
2120,2018-11-05,种下“四叶草”、再造茎脉线，进博会的展览场地这样建成,第一财经
2121,2018-11-05,"中国建筑2018年三季报点评:主业稳健,基建业务助力估值提升",国信证券
2122,2018-11-03,建材：业绩增速有所放缓 荐4股,广发证券
2123,2018-11-02,【招商建筑】中国建筑 三季报点评：营收净利增长稳健，发力基建前景可期,招商建筑
2124,2018-11-01,"建筑行业周报:订单增速乏力,行业增长尚需时日",证券之星
2125,2018-10-31,中国建筑股份有限公司2018第三季度报告,证券时报
2126,2018-10-31,中国建筑：前三季度实现净利润272.99亿元 同比增长5.9%,中国网
2127,2018-10-31,金融：行业持续低配 基建小幅加仓,中信建投
2128,2018-10-30,中国建筑前三季度地产营收1181亿元 毛利率达32.5%,观点地产网
2129,2018-10-30,中国建筑：前三季度净利润同比增5.89%,Wind
2130,2018-10-30,中国建筑：前三季度净利273亿元 同比增6%,e公司
2131,2018-10-29,中国建筑：近期获得462亿元重大项目,e公司
2132,2018-10-28,【海通建筑周观点】建筑仓位再次处于低位,微信
2133,2018-10-28,建材：基建央企增持较多 荐15股,广发证券
2134,2018-10-23,中建筑现跌逾5% 中金降目标价,新浪
2135,2018-10-21,建材：地方政府专项债纳入社融统计 荐10股,安信证券
2136,2018-10-18,中国建筑：再获惠誉国际信用评级A级,e公司
2137,2018-10-16,中国建筑刘锦章因年龄原因不再担任职务,观点地产网
2138,2018-10-16,建材：关注基建需求反弹 荐7股,中银国际
2139,2018-10-15,[中性评级]建筑行业周报：川藏铁路规划全面启动 专项债资金已到位,中财网
2140,2018-10-13,中国建筑股份有限公司2018年1-9月经营情况简报,证券时报
2141,2018-10-13,八大央企H1收入利润比对及海外订单签约情况汇总,一带一路高参
2142,2018-10-13,新城前9月销售1596亿 招商蛇口三季净利润达80亿,中金在线
2143,2018-10-12,中国建筑前9月地产业务销售额2070亿元 同比增长23.4%,观点地产网
2144,2018-10-10,《国企红筹》中国建筑(3311)首九月新签合约额升11.6%,经济通
2145,2018-10-04,中国建筑18年中报点评：增长稳定，期待18H2订单增速边际改善,华金证券
2146,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
2147,2018-09-27,9月26日 巴拿马第7天：中建美国巴拿马公司的三重身份,21经济网
2148,2018-09-26,【建筑】李俊松、邢立力（研究助理）：渐行渐近的地产/基建投资弱共振-20180925,中泰证券研究所
2149,2018-09-25,中国建筑：签约首个玻利维亚基础设施项目,e公司
2150,2018-09-24,建筑：从资产负债表看八大建筑央企,广发证券
2151,2018-09-21,凯伦股份搭船“一带一路”，高质量发展海外新市场,证券之星
2152,2018-09-21,最新公告揭露重大利好 四只股今日或冲涨停,证券之星
2153,2018-09-20,中国建筑：近期获得432亿元重大项目,e公司
2154,2018-09-20,21股获券商买入评级 深天马A目标涨幅达95.06%,Wind
2155,2018-09-19,中国建筑：基建业务被严重低估 买入评级,国信证券
2156,2018-09-19,融资客青睐35股，东方集团买入占比高达60.23%,Wind
2157,2018-09-19,中国建筑（601668）点评：业绩稳健，基建业务被严重低估,国信研究
2158,2018-09-19,沪指放量上攻 A股估值底逐步清晰,中证报
2159,2018-09-18,【解盘论市】创业板探底回升反弹逾２％，基建股强劲上扬,Wind
2160,2018-09-18,基建补短板强势拉升，A股大涨市场底愈发明朗,Wind
2161,2018-09-18,中国建筑股份有限公司2018年1-8月经营情况简报,证券时报
2162,2018-09-17,中国建筑前八月地产业务合约销售1813亿元 同比增两成,观点地产网
2163,2018-09-17,中国建筑：前8月建筑业务新签合同额同比增3.9%,e公司
2164,2018-09-17,A股市场破净股一览（9月17日）,Wind
2165,2018-09-15,“让城市管线搬进地下‘公寓’”地下管廊为居民解决城市难题,国资委
2166,2018-09-11,【建筑】李俊松、邢立力（联系人）：基建领域正面临“产能”问题-20180910,中泰证券研究所
2167,2018-09-08,Marco Dezzi Bardeschi：单纯恢复古建筑原貌是一种破坏，应尊重其历史变迁,财经网
2168,2018-09-07,上半年社保基金现身558只个股，投向医药生物等行业,Wind
2169,2018-09-06,证监会拟修法力挺回购，新举措将带来新变化,Wind
2170,2018-09-06,"中国建筑18年中报点评:增长稳定,期待18H2订单增速边际改善",光大证券
2171,2018-09-06,"中国建筑:业绩稳健,储备充足,增长无忧",证券之星
2172,2018-09-05,"中国建筑:业绩稳健增长,有望受益基建回暖",西南证券
2173,2018-09-04,新规鼓励银行承销地方债 基建投资再迎拐点(受益股),金融界
2174,2018-09-03,中国建筑签约655亿元海外重大项目,中证网
2175,2018-09-03,中国建筑：签约逾650亿元海外重大项目,e公司
2176,2018-09-03,中国建筑：签署埃及96亿美元项目,Wind
2177,2018-09-03,"""国家队""上半年持股逾3万亿国家队5家基金持股不动",新浪
2178,2018-09-03,国家队五路资金持仓A股3.3万亿元市值占比6%,第一财经日报
2179,2018-09-02,2018中国500强企业榜单出炉：总营收突破70万亿大关 国网2.35万亿蝉联榜首,经济观察网
2180,2018-08-31,"中国建筑:业绩稳定增长,转型升级持续深入",联讯证券
2181,2018-08-30,利润增速略不及预期，基建边际好转下有望提速——中国建筑半年报点评【天风建筑唐笑团队】,笑谈建筑
2182,2018-08-30,【招商建筑】中国建筑中报点评：产业结构调整稳步进行，基建业务快速增长,招商建筑
2183,2018-08-30,中国建筑（601668）2018年中报点评：房建绝对龙头，基建提速，业绩稳健,国信研究
2184,2018-08-30,【新时代建筑 王小勇团队】中国建筑：基建营收加速，带动中报业绩稳增,新时代证券研究
2185,2018-08-30,"中国建筑:龙头企业受益市占率提升,第三期股权激励计划增强业绩确定性",申万宏源
2186,2018-08-29,满是干货！2018中国装配式建筑论坛透露这些热点与趋势,乐居财经
2187,2018-08-29,【华泰建筑建材鲍荣富】中国建筑18年中报点评：工程类收入高增长，费用拖累业绩,华泰建筑建材研究
2188,2018-08-29,中国建筑上半年营业收入同比增长12.1%,中证网
2189,2018-08-29,中国建筑：上半年净利润同比增6.10%,Wind
2190,2018-08-28,中国建筑半年营收5889亿 房地产收入同比跌10%至833.9亿,观点地产网
2191,2018-08-28,中国建筑2018年半年报 营业收入同比增长12.1%,证券时报网
2192,2018-08-28,中国建筑：上半年归属股东净利润191.4亿元 同比增6.1%,中国网
2193,2018-08-28,中国建筑：上半年净利润191.38亿元，同比增长6.1%,Wind
2194,2018-08-28,[中性评级]中泰建筑行业周报：维持基建、房建投资共振的判断 基建股进入第二政策博弈期,中财网
2195,2018-08-28,[优于大市评级]建筑工程行业周报：基建基本面改善幅度不大但节奏超预期 PPP未来重点在于内容而非模式,中财网
2196,2018-08-27,[增持评级]建筑工程行业周报：积极财政逐步落实提升偏好 基建短板行情持续,中财网
2197,2018-08-27,[增持评级]方法论之财务透视11资产负债表合篇(建筑工程行业)：基于杠杆能力探究业绩估值在货币信用周期中本源规律,中财网
2198,2018-08-24,中国建筑：近期获得297亿元重大项目,e公司
2199,2018-08-24,[增持评级]当前时点我们如何看建筑之十五(建筑/房地产行业)：三大路径看历史三次基建房建共振,中财网
2200,2018-08-24,[增持评级]方法论之财务透视10资产负债表第五篇(建筑工程行业)：从负债杠杆能力解析业绩弹性和估值趋势,中财网
