,2021-12-31,地产板块午后拉升，皇庭国际涨停，招商积余等走高,证券时报网
313,2021-10-19,新城控股拟回购注销部分限制性股票及注销已回购股票共53.44万股,乐居财经
314,2021-10-19,新城控股：拟回购注销10.68万股限制性股票,中金在线
315,2021-10-19,发布“幸福悦空间”社区IP 新城控股品质运营再升级,财经网
316,2021-10-19,房地产行业月报：单月投资增速转负 预期政策边际改善,新浪
317,2021-10-19,9月统计局数据点评：销售延续低温 开发投资单月同比转负 持续关注按揭变化,新浪
318,2021-10-19,房地产行业研究：地产投资增速转负 开发资金将迎改善,国金证券股份有限公司
319,2021-10-18,房地产1-9月月报：投资转负加速下行 政策见底判断不变,新浪
320,2021-10-18,地产行业点评：单月投资增速转负 销售开工延续低迷,新浪
321,2021-10-18,新城控股前三季度实现销售金额1708亿元,产业经济新闻网
322,2021-10-18,房地产土地周报：土地成交环比降温 第二批集中供地流拍率走高,新浪
323,2021-10-18,房地产行业周观点：央行释放稳定信号 信贷环境或将改善,新浪
324,2021-10-18,01寻诀 新城控股 稳健,中国网
325,2021-10-17,房地产行业研究：稳发展政策转暖,国金证券股份有限公司
326,2021-10-16,新城控股(601155)点评：租金持续高增 商场积极拓展,新浪
327,2021-10-16,地产行业点评：央行重申维护市场健康发展 房贷投放或将加速,新浪
328,2021-10-16,对10月15日央行三季度金融统计数据新闻发布会的点评：央行释疑“Α风险” 房地产市场悲观情绪进一步修复,光大证券
329,2021-10-15,新城控股前三季度合同销售额约1708亿元,贝壳财经
330,2021-10-15,新城控股前9月累计合同销售额约1708亿元 同比增长4.76%,观点地产网
331,2021-10-15,新城发展(01030.HK)：新城控股前三季合同销售达1708亿元 同比增4.76%,格隆汇
332,2021-10-15,新城控股(601155.SH)9月合同销售金额约185.17亿元 同比减少22.74% 盈利能力下降,智通财经
333,2021-10-15,新城控股前9个月累计合同销售额1708亿元，同比增4.76%,乐居财经
334,2021-10-15,新城控股：前9月合同销售金额约1708.08亿元 同比增4.76%,中金在线
335,2021-10-15,新城控股(601155.SH)：1-9月合同销售额约1708.08亿元 同比增长4.76%,格隆汇
336,2021-10-15,新城控股：9月合同销售金额约185亿元 同比降22.74% 盈利能力下降,财联社
337,2021-10-15,房地产行业深度报告：房企风险暴露之前是否有迹可循？,新浪
338,2021-10-15,银河证券：建议关注优质住宅开发行业龙头股,Wind
339,2021-10-15,光大房地产行业流动性跟踪报告(2021年9月)：需求侧居民信贷单月边际改善 供给侧美元债一级市场发行回暖,光大证券
340,2021-10-14,新城控股2025年10月到期美元债达6月发行以来最大涨幅,乐居财经
341,2021-10-12,"新城控股现1笔大宗交易 共成交2,025.00万元",新浪
342,2021-10-12,新城控股今日大宗交易成交54万股，成交价37.5元折价0.85%,Wind
343,2021-10-12,A股快报 | 华侨城收盘领涨4.34% 新城控股振幅4.74%,观点地产网
344,2021-10-12,A股收盘综述：煤炭期货、股票走势背离困扰市场，钢铁、燃气、券商、稀土大幅调整,Wind
345,2021-10-12,电力煤炭大跌，翻倍牛股跌停！医美爆发，千亿巨头涨7%,Wind
346,2021-10-12,房地产板块急速拉升，万科A、保利发展、招商蛇口、新城控股、金地集团齐涨,Wind
347,2021-10-12,地产政策洞察之五：新规之下二批供地趋冷 央国企为市场拿地主力,新浪
348,2021-10-12,百城土地成交月度跟踪报告：土地成交量缩价涨 土拍市场优化规则,光大证券
349,2021-10-10,房地产行业周报：央行首提两维护 花样年债务违约 哈出台救市新政 违约失信,新浪
350,2021-10-08,房地产行业：定量测算房贷压降进度 按揭投放加快留有空间,新浪
351,2021-10-08,房地产行业周报：货币政策委员会提出两维护 9月销售同比降低,新浪
352,2021-10-08,房地产行业：预期视角下看待当前房地产政策演绎方向,新浪
353,2021-10-07,房地产行业9月百强房企销售点评：9月单月量价齐减 多数房企同比下降,新浪
354,2021-10-07,新城控股2024年到期美元债涨幅势创纪录,格隆汇
355,2021-10-05,港股的地惨股又血崩了，周五的大A股会跟吗？,和讯
356,2021-10-04,房地产开发行业周报：央行例会提出维护房地产行业稳定；深圳集中供地平均溢价率达12.1%,新浪
357,2021-09-30,房地产行业地产开发半年报综述：克制以临大浪淘沙 利润率探底时待晨曦,新浪
358,2021-09-30,地产股继续上涨 新城控股(601155.SH)涨近5%,格隆汇
359,2021-09-30,A股快报 | 地产板块上涨0.36% 新城控股领涨5.71%,观点地产网
360,2021-09-28,房地产行业点评：央行定调“双维护” 房地产市场悲观情绪持续修复,光大证券
361,2021-09-28,新城控股拟回购已离职激励对象获授的10.68万股股份,观点地产网
362,2021-09-28,新城控股(601155.SH)拟注销部分股票期权及回购注销部分限制性股票,智通财经
363,2021-09-28,地产板块爆拉，2000亿龙头直逼涨停，啥情况？,Wind
364,2021-09-28,央行货币政策委员会三季度例会点评：央行例会罕见提及房地产 政策正常化修复或可期待,新浪
365,2021-09-27,地产行业周报：LPR连续17月持平 重庆二批次集中供地流拍率明显上升,新浪
366,2021-09-27,商业地产深度研究(一)行业深度研究：体验性消费或为主流 引领商业地产业态多样性,新浪
367,2021-09-27,联商头条：9月新开7座吾悦广场 江南布衣被约谈 其他违规处罚,联商网
368,2021-09-27,新城控股按下商业开业“快进键”,中国经济网
369,2021-09-27,新城控股9月新开7座吾悦广场，筑牢商业护城河,联商网
370,2021-09-27,经济和社会效益兼具，新城控股本月7座吾悦广场接连开业,中房网
371,2021-09-27,A股快报 | 地产板块下跌1.86% 新城控股现跌2.84%,观点地产网
372,2021-09-27,9月新开7座吾悦广场，新城控股持续扩大商业开业规模,金融界
373,2021-09-27,兴业证券：维持新城控股(601155.SH)“买入”评级 ESG评级提升 长期投资价值获认可,智通财经
374,2021-09-27,房地产开发行业周报：多地集中供地流拍率上升 新房二手房成交面积同比持续下降,新浪
375,2021-09-27,中信建投：十问民企地产债,Wind
376,2021-09-26,房地产行业周报：二次土拍流拍达3成 限跌令城市扩围至9城,新浪
377,2021-09-26,中期表现“增收不增利”，看头部房企如何拓展商业新赛道 盈利能力下降,中指院
378,2021-09-26,地产债系列十：十问民企地产债,新浪
379,2021-09-24,原报告丨新城吾悦与城市抉择背面,观点地产网
380,2021-09-24,A股快报 | 泰禾集团领跌6.14% 新城控股收涨2.93%,观点地产网
381,2021-09-24,新城控股成立商业经营管理公司，注册资本1000万,新京报
382,2021-09-24,A股快报 | 地产板块上涨1.56% 新城控股领涨4.11%,观点地产网
383,2021-09-23,新城控股(601155)点评：ESG评级获提升 投资价值获肯定,新浪
384,2021-09-23,26股获买入评级 最新:新城控股,中财网
385,2021-09-23,地产板块再受资金追捧！板块估值、短期债务、龙头业绩4张图看清,Wind
386,2021-09-23,房地产行业：关于行业基本面情况及近期风险事件暴露的一些思考,新浪
387,2021-09-23,新城控股投资人会议回应六大问题：拟在2022年底“三道红线”全部转绿,Wind
388,2021-09-23,新城控股ESG评级跃升至BB级,财经网
389,2021-09-23,新城控股获MSCI上调ESG评级至BB,乐居财经
390,2021-09-22,房地产开发行业周报：8月70城房价环比涨幅收窄至0.2%；成都、合肥、苏州土拍结果出炉,新浪
391,2021-09-22,【行情】房地产板块午后回暖，招商蛇口此前涨停，新城控股、金地集团、万科A、保利发展等涨超4%,金十数据
392,2021-09-22,保利发展、招商蛇口涨超6%提振地产板块，新城、金地、万科A齐升,Wind
393,2021-09-21,房地产行业周报：统计局数据韧性仍在 集中供地热度下行,新浪
394,2021-09-21,房地产行业2021年1-8月数据点评：高基数与调控双重影响 数据持续全面回落,新浪
395,2021-09-16,房地产行业：基本面继续降速 政策维稳预期增强,新浪
396,2021-09-16,房地产行业2021年中报总结：重点房企优势凸显 物管行业延续高增,西南证券
397,2021-09-16,房地产行业统计局数据月度跟踪报告(2021年8月)：基本面数据仍走弱 按揭边际改善或持续,光大证券
398,2021-09-16,房地产行业统计局8月数据点评：8月商品房销售量价降幅扩大 新开工连续数月同比降低,新浪
399,2021-09-16,商管行业深度研究报告：由重及轻的成长 规模能力的壁垒,新浪
400,2021-09-16,从偏热中刹车，北京楼市“初秋微凉”,Wind
401,2021-09-15,国内10大开发商上半年新开43个mall，谁最勇猛？,联商网
402,2021-09-15,千亿巨头跌26%！中石油涨6%，风电新能源大爆发,Wind
403,2021-09-15,金地集团直线跌停，地产板块快速下滑,Wind
404,2021-09-15,财面儿·中报深解丨新城控股：用稳健穿越周期,财经网
405,2021-09-14,"【绿色地产】碳排放总量连年升高,新城控股怎样推进绿色建造",搜狐
406,2021-09-13,打造第二增长曲线，新城控股稳中求进！,环球老虎财经
407,2021-09-13,房地产行业土地周报：土地成交环比降温 楼市因城施策,新浪
408,2021-09-13,房地产行业周报：四城重启二批次集中供地 发改委强调加强老旧小区改造,新浪
409,2021-09-13,百城土地成交月度跟踪报告(2021年8月)：1-8月百城土地成交缩量20% 8月单月流拍率持续走高,光大证券
410,2021-09-13,房地产行业周报：第二批集中供地降温 广宇发展进军新能源,西南证券
411,2021-09-09,地产债大跌再现！房企融资、业绩分化、债务违约3张图看清,Wind
412,2021-09-09,新城控股董事长王晓松出席2021年半年度业绩说明会,中投网
413,2021-09-08,新城控股上半年营收大幅增长109.63%至791.05亿，产品力持续进阶,证券之星
414,2021-09-08,房地产行业动态报告：8月销售同、环比均大幅下降 二次集中供地将迎来高峰,新浪
415,2021-09-08,中报前线5|新城控股&中南建设：“地产二代”的接班大考,搜狐
416,2021-09-07,2021H1房地产行业财报综述：结算加速业绩降 毛利率底部区域 盈利能力下降,新浪
417,2021-09-07,持续聚焦产品及服务，新城控股2021上半年业绩稳步向上,投资时报
418,2021-09-07,新城控股8月销售金额177.39亿元 新增土地4宗,中国网
419,2021-09-07,地产行业周报：销售市场景气度加速回落 国新办强调住有所居,新浪
420,2021-09-07,百强房企经营能力榜：智慧担当！新城控股、融创中国蝉联前三丨和讯曝财报榜单系列①,和讯
421,2021-09-07,房企中报观察：前三强房企毛利率全部下滑，有公司开打价格战,Wind
422,2021-09-06,新城控股前8月销售同比增9.5% 中期业绩毛利率降6.44个百分点 盈利能力下降,中华网
423,2021-09-06,业绩稳健屡获资本市场认可 新城控股高质量发展“蹄疾步稳”,中国经营报
424,2021-09-06,房地产行业周观点：发展保障性租赁住房 重视城市更新,新浪
425,2021-09-05,天风证券维持新城控股买入评级，2021年中报业绩点评：上半年营收翻倍，全年销售目标达成有保障,每日经济新闻
426,2021-09-04,【银河地产王秋蘅】公司点评丨新城控股(601155)：21H1“住宅+商业”双轮驱动拓宽护城河，多渠道融资提升效益,中国银河证券研究
427,2021-09-04,950万平方米吾悦广场，物业出租毛利率超70%，新城控股护城河有多宽？,搜狐
428,2021-09-04,新城控股集团股份有限公司 2021年8月份经营简报,证券时报
429,2021-09-03,晚间重要公告2021年9月3日星期五,Wind
430,2021-09-03,新城控股前8个月合同销售额近1523亿，单月新获4宗地,新京报
431,2021-09-03,业绩快报 | 恒大前8月销售4386亿 新城控股1523亿、时代600亿,观点地产网
432,2021-09-03,晚间公告｜9月3日这些公告有看头,第一财经
433,2021-09-03,新城控股7.28亿元ABS项目状态更新为“已反馈”,乐居财经
434,2021-09-03,多只地产债大跌！房企业绩分化严重，这11家或有兑付压力,Wind
435,2021-09-03,新城控股(601155.SH)8月实现合同销售额约177.39亿元 同比降13.91% 盈利能力下降,智通财经
436,2021-09-03,新城控股8月合同销售额177.39亿元 年内累计销售额1523亿,观点地产网
437,2021-09-03,新城控股：1-8月合同销售额1522.91亿元 同比增长9.5%,e公司
438,2021-09-03,房地产行业月报：8月销售持续走冷 50强近七成同比下滑,新浪
439,2021-09-03,上半年商业运营总收入39.38亿，新城控股持续进入商业收获期,北京商报
440,2021-09-03,新城控股的价与值：双轮驱动内涵增长 财务稳健穿越周期,证券市场周刊
