,2021-12-31,地产板块午后拉升，皇庭国际涨停，招商积余等走高,证券时报网
8684,2018-08-27,【东吴晨报0827】【宏观】通胀压力有多大？【个股】三一重工、中金公司、招商银行、新城控股、顺鑫农业等,东吴研究所
8685,2018-08-27,【新城控股*齐东】“住宅+商业”双轮驱动，规模与效益齐飞,东吴研究所
8686,2018-08-27,社保基金与QFII同持56只个股有玄机,证券时报网
8687,2018-08-27,业绩成长吸引机构投资者目光 社保基金与QFII同持56股,证券日报
8688,2018-08-26,年内土地流拍数量突破800宗，重压之下，房企新一轮“自救”操作已启动,Wind
8689,2018-08-25,王振华之子王晓松归来 出任新城控股总裁,联商网
8690,2018-08-25,【长江地产|思聪团队】业绩与销售共舞，多渠道低成本融资——新城控股2018年中报点评,思聪看地产
8691,2018-08-25,中小房企转型样本： 花样年轻资产收入占比首次突破50%,21世纪经济报道
8692,2018-08-25,裁员瘦身：地产商经历阵痛 员工变动,21世纪经济报道
8693,2018-08-24,半年销售近千亿：新城驶入快车道并完成新旧总裁交替,21经济网
8694,2018-08-24,新城控股上半年录得净利25.38亿 吾悦广场数量达到54个,观点地产网
8695,2018-08-24,王振华辞任新城控股总裁职务 其子王晓松回归重新上任 董监高成员变化,观点地产网
8696,2018-08-24,王晓松“游学归来” 新城控股迎新总裁,乐居财经
8697,2018-08-24,新城控股：公司总裁王振华辞任 聘王晓松出任公司新总裁 董监高成员变化,中国网
8698,2018-08-24,新城控股：上半年净利25.38亿元 同比增123%,e公司
8699,2018-08-24,新城控股：上半年净利润同比增122.81%,Wind
8700,2018-08-24,中报 | 新城控股卖953亿元 完成1800亿全年目标53%,乐居财经
8701,2018-08-24,新城控股：上半年归属股东净利润25.38亿元 同比增122.81%,中国网
8702,2018-08-24,多家上市房企密集发债融资,新华网
8703,2018-08-23,[推荐评级]房地产行业周报：成交筑底回稳 楼市“金九”可期,中财网
8704,2018-08-23,央行主管媒体：长租公寓未来将占六成市场，涨价存资本推手,澎湃新闻
8705,2018-08-22,[强于大市评级]房地产土地周报：供应上升 成交下降 住建部约谈五城,中财网
8706,2018-08-21,房企发力长租公寓，房租难道就不涨了吗？,搜狐
8707,2018-08-21,碧桂园半年报财务稳健 连续11年净借贷比率低于70%,新浪
8708,2018-08-21,万科半年报解读：销售额增幅下降，稳健风格犹在？,腾讯网
8709,2018-08-21,[推荐评级]房地产行业周报：长期趋势难以改变,中财网
8710,2018-08-21,中金房地产行业周报：销售、推盘延续强势 土地流拍率持续攀升,中财网
8711,2018-08-20,地产：土地市场持续降温 荐9股,中银国际
8712,2018-08-20,[推荐评级]房地产行业投资策略报告：居民杠杆率国际比较研究系列一：韩国篇,中财网
8713,2018-08-20,[增持评级]住宅周报：去杠杆进行时 销售数据持续上行,中财网
8714,2018-08-20,[看好评级]地产行业周报：销售投资持续向好 一二线土地市场降温,中财网
8715,2018-08-20,房租暴涨正在奖励“我爱我家”们：一场资本狂欢今日正式上演,每日经济新闻
8716,2018-08-20,又一家爆雷！A股“监狱风云”：年内10位实控人被捕，80万股东受牵连 其他违规处罚,中证报
8717,2018-08-20,[强于大市评级]深度*行业*房地产行业周刊：销售投资增速回升 土地市场持续降温,中财网
8718,2018-08-20,【光大地产】调控从紧基调未变，龙头销售策略分化 — 光大地产A+H重点公司样本库动态跟踪报告（8.1-8.17）,缅怀南方
8719,2018-08-20,房地产行业：调控从紧基调未变龙头销售策略分化,顶尖财经网
8720,2018-08-20,1052份中报预计本周出炉 三大指标勾勒淘金路线图,证券日报
8721,2018-08-19,到底谁在推高房租：资本、中介还是拆违？,第一财经
8722,2018-08-19,【西南地产周观点】本周关注万科中报，静待政策底明确,如说地产
8723,2018-08-19,【东吴地产|行业周报2018/8/17】一二手成交同比高增，统计局数据70城房价持续上扬,小齐论地产
8724,2018-08-19,地产：一二手成交同比高增 荐12股,东吴证券
8725,2018-08-19,地产：投资高位反弹 到位资金改善,川财证券
8726,2018-08-19,“史诗级”土拍黄了！这个省会8块地想卖130亿，结果1分钱没收到,每日经济新闻
8727,2018-08-17,[推荐评级]国家统计局7月份行业数据跟踪：资金依旧承压 开工周转继续加快,中财网
8728,2018-08-16,【长江地产|思聪团队】当前地产周期走到了哪个阶段？——从2014年地产环境看当前行情演进,思聪看地产
8729,2018-08-16,业绩汇｜旭辉上半年业绩大增，下半年拟加快周转降杠杆,国际金融报
8730,2018-08-16,房企“换道”言之尚早,北京晚报
8731,2018-08-16,房企迎来偿债高峰 有息负债余额约19.2万亿,华夏时报
8732,2018-08-16,两市上演过山车行情，5G和二胎概念股领涨,21世纪经济报道
8733,2018-08-16,8月16日券商晨会研报汇编,证券日报
8734,2018-08-16,[优于大市评级]房地产行业2018年1-7月数据点评：累计投资当月反弹 销售持续超预期,中财网
8735,2018-08-16,中银国际*每日速递20180816：行业景气跟踪；双汇发展；房地产月报等,中银国际证券研究
8736,2018-08-16,【房地产】房地产7月报：投资销售均走强，严调控下预计增速回落,中银国际证券研究
8737,2018-08-16,[强于大市评级]深度*行业*房地产行业7月报：投资销售均走强 严调控下预计增速回落,中财网
8738,2018-08-16,【东吴晨报0816】【行业】房地产【个股】先导智能、我武生物、赢时胜、国祯环保等,东吴研究所
8739,2018-08-15,[强于大市评级]7月地产统计局数据点评：景气依旧高位、政策负面预期已经反应充分,中财网
8740,2018-08-15,[推荐评级]房地产行业重大行业事件点评报告：销售如期回升 资金环境有所缓和,中财网
8741,2018-08-15,[推荐评级]房地产行业7月月报：投资高位、销售走强、资金改善,中财网
8742,2018-08-15,[推荐评级]房地产行业周报：八月过半 淡季调控继续 供需回暖可期,中财网
8743,2018-08-15,地产：继续推荐低估值的龙头房企 荐15股,广发证券
8744,2018-08-15,新城控股：知晓“17新城控股MTN001”等三期债券持有人会议无效,Wind
8745,2018-08-15,[看好评级]7月统计局房地产数据点评：销售量价齐升 购地推动投资高速增长,中财网
8746,2018-08-15,[增持评级]2018年1-7月房地产行业数据点评：开发投资坚韧 低基数下销售亮眼,中财网
8747,2018-08-15,[推荐评级]7月信贷数据点评(房地产行业)：居民贷款小幅增长 短期贷款增速较快,中财网
8748,2018-08-15,[增持评级]房地产行业点评：销售增速略超预期 到位资金增速创新高,中财网
8749,2018-08-15,地产：严调控下预计增速回落 荐12股,中银国际
8750,2018-08-15,地产：销售反弹投资稳定 荐5股,长江证券
8751,2018-08-15,[推荐评级]统计局7月销售投资数据点评(房地产行业)：销售持续反弹 流动性改善,中财网
8752,2018-08-15,银丰地产济南地块诉讼迷雾:已被查封 金茂还高调开发 诉讼纠纷,新浪
8753,2018-08-15,1-7月房地产数据点评：投资、新开工大超预期 销售延续强增长,中财网
8754,2018-08-15,[看好评级]房地产行业1-7月数据点评：开工投资增速上扬 流动性边际改善支撑行业“稳”势,中财网
8755,2018-08-15,[优于大市评级]房地产行业跟踪报告：全国土地市场整体供求环比回升,中财网
8756,2018-08-14,【长江地产|思聪团队】销售反弹投资稳定，流动性边际好转——2018年7月统计局数据点评,思聪看地产
8757,2018-08-14,多信号显示房地产铁定要变了，购房者和炒房者要做好心理准备,中金在线
8758,2018-08-14,“双轮驱动”促发展 新城控股未来2-3年高成长可期,苏南网
8759,2018-08-14,[增持评级]住宅行业周报：预期推盘加速 看好短期反弹行情,中财网
8760,2018-08-14,中金房地产行业周报：7月居民中长期贷款同比转正,中财网
8761,2018-08-14,新城控股取消收购江苏新启议案 中国恒大注销1.6亿股,观点地产网
8762,2018-08-13,新城控股取消收购江苏新启议案 因双方未达成一致,观点地产网
8763,2018-08-13,地产：房企融资成本下移 荐9股,中银国际
8764,2018-08-13,午评：沪深两市低开 房地产、建材板块持续走低,中国网
8765,2018-08-13,[推荐评级]房地产行业周报：融资成本下行、房企资金改善 土地流拍增多、约束政策并改善利润率,中财网
8766,2018-08-13,上市房企开盘普跌 恒大跌近6%融创跌5%,观点地产网
8767,2018-08-13,[推荐评级]房地产行业周报：行政手段延缓居民杠杆率提升速度,中财网
8768,2018-08-13,“金九银十”即将到来，房企会降价促销吗？,搜狐
8769,2018-08-12,【国君地产|点评】Q3反弹的又一变化 ——对当前板块的讨论（九）,小谢看地产
8770,2018-08-12,【东吴地产|行业周报2018/8/10】一二手成交同比高增，住建部发声调控不力坚决问责,小齐论地产
8771,2018-08-12,[推荐评级]7月土地月报：土地流拍数量增多 溢价率明显连续下行,中财网
8772,2018-08-12,研报精选：解密64家上市房企资金链,每经网
8773,2018-08-11,工行农行否认下调上海房贷利率 房企业绩靓丽难掩资金压力,广州日报
8774,2018-08-11,土拍“寒潮”来袭沪苏杭等城前7月近800宗地块流拍,中国经营报
8775,2018-08-10,巨丰投顾：地产医药板块轮番反弹,巨丰财经
8776,2018-08-10,地产股集体反弹！上海两大银行首套房贷利率回归9折，房地产板块机会来了？,e公司
8777,2018-08-10,房地产板块开盘集体冲高 合肥城建大涨5%以上,股城网
8778,2018-08-10,巨丰午评：地产医药轮番反弹,巨丰财经
8779,2018-08-10,午评:沪指跌0.14%创指再破1500 地产农业两板块亮眼,新浪
8780,2018-08-10,房地产股早盘高开 万科A一度涨近7%,网易
8781,2018-08-10,房地产板块表现亮眼 多股涨停,中证网
8782,2018-08-10,跨界运营多元化布局 房企销售10强门槛提升至千亿,南方网
8783,2018-08-10,【异动股】地产板块集体高开高走 南都物业(603506-CN)涨停,财华社
8784,2018-08-10,工农行下调首套房按揭利率折扣，万科大涨7%,阿尔法工场
8785,2018-08-10,房地产板块个股走强 新城控股涨逾5%,中财网
8786,2018-08-10,房地产行业8月投资策略：底部区间，积极布局,国信研究
8787,2018-08-10,工行、农行调整上海首套房利率折扣 万科A大涨6%,金融界
8788,2018-08-10,房地产板块个股走强 新城控股涨逾6%,中国网
8789,2018-08-10,房地产板块全线冲高,证券之星
8790,2018-08-10,地产股早盘集体发力 南都物业拉升涨停,证券时报网
8791,2018-08-10,迎政策利好地产股拉升走高 新城控股涨近6%,新浪
8792,2018-08-10,军工、地产股发力 沪指重返2800点创业板指再破1500点,证券时报网
8793,2018-08-10,地产股高开高走，新城控股涨近6%,Wind
8794,2018-08-10,房企高周转游走在安全边缘,新京报
8795,2018-08-10,"房地产行业跟踪周报:一手成交同比高增,政治局会议坚持遏制房价上涨",东吴证券
8796,2018-08-09,部分上市房企已发布2018年上半年业绩预告/报告/快报,每经网
8797,2018-08-09,房地产资源向龙头聚集，将现短期反弹行情,和讯
8798,2018-08-09,[增持评级]对当前土地市场的点评：一边成交高增一边流拍 土地乱象还是真相,中财网
8799,2018-08-09,9只资源股基金 哪只最正宗？,中金在线
8800,2018-08-09,1569只股短线走稳 站上五日均线,证券时报网
8801,2018-08-09,创业板指大涨3.44% 保利地产领涨地产股,中国网
8802,2018-08-09,[增持评级]地产论道系列之影子银行篇(四)：周期侠影 影子银行,中财网
8803,2018-08-09,[强于大市评级]房地产行业点评：7月百强房企销售增速大幅提升 低基数效应开始显现,中财网
8804,2018-08-08,[跟随大市评级]房地产行业专题报告：泡沫后周期时代的投资框架,中财网
8805,2018-08-08,69股获券商买入评级，铁汉生态目标涨幅达123.46%,Wind
8806,2018-08-08,中期业绩喜报频传地产股集体大涨,证券时报
8807,2018-08-07,租赁警示 | 小心长租公寓的开发思维陷阱,中国网
8808,2018-08-07,广证恒生-融资融券日报-沪指下跌，两融下降-20180807,广证恒生策略研究
8809,2018-08-07,恒生指数盘前上涨0.3% 恒大大涨6.73%,中国网
8810,2018-08-07,【东吴地产|公司点评】新城控股：销售维持高增长，拿地成本低位企稳,小齐论地产
8811,2018-08-07,7月土地市场分化加剧 50个三四线城市卖地超百亿,21世纪经济报道
8812,2018-08-06,华讯投资：八月紧跟政策方向才有肉吃,中投网
8813,2018-08-06,行业降温进行时，龙头研究正当时 ——光大地产A+H重点公司样本库动态跟踪报告（7.1-7.15）,缅怀南方
8814,2018-08-06,新城控股股票怎么样：销售继续强势，拿地成本控制得当,华创证券
8815,2018-08-06,【房地产】地产企业何去何从？,中信证券研究
8816,2018-08-05,走出地产+文旅怪圈 “城市客厅”将成新一代文旅综合体,每日经济新闻
8817,2018-08-05,【长江地产｜思聪团队】周报观点：土拍热度下行或利于政策风险缓解,思聪看地产
8818,2018-08-04,博鳌·镁刻三人行| 对话房企高管：房地产市场不大起大落大涨大跌就是最好的时代了,每日经济新闻
8819,2018-08-04,公司利好公告：杰瑞股份上半年净利润同比增长逾5倍,和讯
8820,2018-08-04,74只个股获10家以上机构扎堆看好 六股值得期待,证券日报
8821,2018-08-04,阳光100涉足服务式公寓 易小迪称转型就要抵住诱惑,21世纪经济报道
8822,2018-08-04,8成房企利润爆发式上涨 行业分化加剧,21世纪经济报道
8823,2018-08-03,新城控股今年前七个月销售总额约1137亿元 同比增长106%,观点地产网
8824,2018-08-03,公告精选：乐视网债券违约不能按时兑付本息；华泰证券定增引入阿里、苏宁，国企结构调整基金等,每日经济新闻
8825,2018-08-03,公告精选：15乐视01余额到期不能按时兑付；阿里巴巴认购华泰证券35亿元定增股份 未按时兑付本息,e公司
8826,2018-08-03,K线|新城控股前7月销售1136.63亿元 同期增长106.05%,乐居财经
8827,2018-08-03,新城控股：前7月销售金额约1136.63亿元 同比增106.05%,中国网
8828,2018-08-03,新城控股：前7月累计合同销售金额约1137亿元 同比增106%,e公司
8829,2018-08-02,珈伟股份子公司品上照明牵手新城控股,苏南网
8830,2018-08-02,地产股延续下跌趋势 当代置业、旭辉等跌幅超6%,中国网
8831,2018-08-02,博鳌快讯 | 欧阳捷：房地产未来将回归“零增长”区间,观点地产网
8832,2018-08-02,房地产行业：房热地冷政策面持续承压估值优势市场面温和反弹,顶尖财经网
8833,2018-08-02,开发商也没余粮了？全国近800块地没卖出去，上海内环也流拍,每日经济新闻
8834,2018-08-02,8月2日券商晨会研报汇编,证券日报
8835,2018-08-02,89股获券商买入评级，宏发股份目标涨幅达83.75%,Wind
8836,2018-08-02,新城控股高级副总裁欧阳捷：楼市下半场是一道选择题,北京商报
8837,2018-08-02,权重股大跌拖累大盘 沪指失守30日线,新浪
8838,2018-08-01,前7月全国近800宗地块流拍 房企为何从“广积粮”变为“频减粮”？,每日经济新闻
8839,2018-08-01,【长江地产|点评】销售继续反弹，下半年迎来开门红——2018年7月房企销售点评,思聪看地产
8840,2018-08-01,各机构明日大盘走势预测观点分析汇总（8月1日）,南方财富网
8841,2018-08-01,沪深三大股指集体下挫：沪指跌1.8%，创业板跌1.24%,澎湃新闻
8842,2018-08-01,泰禾集团股价跳水5.02% 股价创7月新低,中金在线
8843,2018-08-01,华讯投资：八月紧跟政策方向才有肉吃,证券时报网
8844,2018-08-01,新城控股进驻荆州 将在沙北建设大型购物中心,联商网
8845,2018-08-01,主力资金上午最青睐哪些个股,证券时报网
8846,2018-08-01,房地产行业8月基本面展望：销售延续强势 “剪刀差”进一步显现,中财网
8847,2018-08-01,"新城控股2018年半年报业绩预告点评:上半年业绩靓丽,利润和周转的典范",正点财经
8848,2018-08-01,地产股逆势杀跌，保利地产跌超5%,Wind
8849,2018-08-01,券商个股点评（2018年8月1日）,中证网
8850,2018-08-01,108股获券商买入评级 苏交科目标涨幅达95.88%,Wind
8851,2018-07-31,重磅发布 | 观点指数·2018年1-7月中国房地产企业销售金额TOP100,观点地产网
8852,2018-07-31,【平安】新城控股*601155*业绩靓丽，销售高增*强烈推荐,平安研究
8853,2018-07-31,研报精选 6股值得关注（07.31）,中金在线
8854,2018-07-31,今日资金抢入六只强势股一览（2018年7月31日）,中财网
8855,2018-07-31,收评：沪股通净流入19.2亿 深股通净流入13.5亿,新浪
8856,2018-07-31,【异动股】地产板块拉升走强 天津松江(600225-CN)涨停,财华社
8857,2018-07-31,谈谈对地产股的最新看法,环球老虎财经
8858,2018-07-31,[强推评级]新城控股(601155)中报业绩预告点评：业绩、销量持续高增 彰显高成长典范,中财网
8859,2018-07-31,十三部门发文：严厉打击中介和地产公司call客营销,中国网
8860,2018-07-31,中金房地产行业周报：7月60城销售增近两成 推盘延续强势,中财网
8861,2018-07-31,新城发展发布正面盈利预告 上半年净利同比增至少200％,观点地产网
8862,2018-07-31,【东吴地产|公司点评】新城控股：销售高增，业绩持续超预期,小齐论地产
8863,2018-07-31,[买入评级]房地产行业跟踪报告：土地降温利好竞争格局改善 但加剧地方财政压力,中财网
8864,2018-07-31,【个股公告】今日公布重磅利好,金元证券指定乾坤
8865,2018-07-31,风口上的长租公寓：市场规模大，盈利模式仍在寻找阶段,第一财经
8866,2018-07-31,房地产行业日报：7月楼市调控次数创新高,中财网
8867,2018-07-31,31日早间上市公司最新动态梳理,证券时报网
8868,2018-07-30,今日数据：苏宁易购上半年净利59.97亿元,金融界
8869,2018-07-30,新城控股公告称 公司半年报预增70%-120%,股城网
8870,2018-07-30,新城控股预计上半年净利最多增120％至25.39亿元,观点地产网
8871,2018-07-30,新城控股：上半年净利润预增8至14亿 同比增70至120%,中国网
8872,2018-07-30,快讯：新城控股2018上半年净利25.39亿 同比增加120%,乐居财经
8873,2018-07-30,大豪科技拟10转4.5 多家公司公布业绩,中金在线
8874,2018-07-30,新城控股：上半年净利预增70%-120%,Wind
8875,2018-07-30,新城控股：预计上半年净利同比增加70%到120%,Wind
8876,2018-07-30,[增持评级]住宅周报：看好三季度逻辑演化 基本面改善,中财网
8877,2018-07-30,[增持评级]房地产行业跟踪周报：一手成交环比持续回升 北京市服务保障人才政策落地,中财网
8878,2018-07-30,[推荐评级]房地产行业周报：7月一二手房成交同比改善 但同期23城、41推荐块土地流拍,中财网
8879,2018-07-30,[增持评级]对当前板块的讨论(九)：老路的必经之路 和本轮的“大水”,中财网
8880,2018-07-30,[推荐评级]房地产行业周报：保持适度社会融资规模 总体基本面有支撑,中财网
8881,2018-07-30,寡头的游戏：北京深圳6成以上新房市场被十强垄断,中财网
8882,2018-07-30,[强于大市评级]房地产行业2018年中期策略：基数走低政策转好、长效机制降低风险溢价,中财网
8883,2018-07-29,房地产行业观点聚焦：柳暗花明–全面看多两地地产股,中财网
8884,2018-07-28,周六最新重磅公司传闻集锦(7月28日),证券之星
8885,2018-07-27,六安碧桂园工地坍塌致6死3伤 高周转模式该反思了,21世纪经济报道
8886,2018-07-27,晚间重要公告2018年7月27日星期五,Wind
8887,2018-07-27,新城控股9.72亿收购大手笔 王振华的资本挪移术,乐居财经
8888,2018-07-27,新城控股斥9.72亿元收购江苏新启100%股权,乐居财经
8889,2018-07-27,房企股权质押隐现“雷区”,新京报
8890,2018-07-26,[推荐评级]房地产行业周报：七月过半 成交回暖可期 库存低位企稳 房价上行承压,中财网
8891,2018-07-26,[跟随大市评级]房地产行业动态点评：板块配置仍然较低 基金持股较为集中,中财网
8892,2018-07-25,中国地产商多元化 偏爱金融业,乐居财经
8893,2018-07-25,新城控股：拟召开三期中票持有人会议，审议回购注销部分股票议案,Wind
8894,2018-07-25,泰禾“千人计划”：让专业的人做专业的事,乐居财经
8895,2018-07-25,[买入评级]房地产行业周报：流动性及信贷环境或双修复 板块下行压力减小,中财网
8896,2018-07-25,宽信用的背景下，房地产投资能否回升？,明晰笔谈
8897,2018-07-24,2018博鳌21世纪房地产论坛闭幕，中国地产金砖奖揭晓丨21博鳌2018,21世纪经济报道
8898,2018-07-24,[看好评级]地产周报：行业景气度高 房住不炒仍是主基调,中财网
8899,2018-07-24,地产股平均市盈率不到11倍，开发商打响股价保卫战,36氪
8900,2018-07-24,华夏幸福2017年度现金股利行业领先 登榜沪深交易所“上市公司丰厚回报榜”,每经网
8901,2018-07-24,房地产税出台前 先回答这3个问题,国是直通车
8902,2018-07-24,贝壳找房杨现领：新经纪时代的特征是用户主权、平台驱动,中国网
8903,2018-07-24,房地产行业周报：6月商品房销售保持高增长,中财网
8904,2018-07-24,中金房地产行业周报：销售、推盘双走强 按揭小幅下滑,中财网
8905,2018-07-24,50家房企拿地近1.1万亿元 第二梯队房企抢地忙,证券日报
8906,2018-07-24,"房地产周报2018年第29周:资金面边际利好加速释放,建议积极配置杠杆率较低龙头房企",长城证券
8907,2018-07-23,美好置业终止20亿元债券发行 公司称不会影响项目开发,每日经济新闻
8908,2018-07-23,博鳌六方会谈二：住房步入质的时代 高房价是前提？,金融界
8909,2018-07-23,【地产】棚改政策点评：住建部定调缓解市场担忧，因地制宜控制货币化安置比例及成本,中银国际证券研究
8910,2018-07-23,分析：餐饮进商超3大难点与4个捷径,联商网
8911,2018-07-23,【东吴地产|行业周报2018/7/13】二手房成交回暖，因地制宜推进棚改货币化安置,小齐论地产
8912,2018-07-23,[增持评级]住宅周报：缓冲缩表进度 短期利好板块,中财网
8913,2018-07-23,[推荐评级]房地产行业周报：资管新规细则略有放松 产业资本持续增持认可价值,中财网
8914,2018-07-23,房地产行业热点速评：资管新规细则落地 市场情绪有望边际修复,中财网
8915,2018-07-22,【东吴地产|行业周报2018/7/20】一二手成交环比分化，统计局6月销售持续向好,小齐论地产
8916,2018-07-22,又一年博鳌：博鳌·21世纪房地产论坛7月21-24日前瞻,中国网
8917,2018-07-21,一个时代 一座澜樾府！唐山新中式人居IP即将诞生,中金在线
8918,2018-07-21,新城控股集团股份有限公司公司债券受托管理人临时报告,证券时报
8919,2018-07-20,2018迭代人居！新城澜樾府产品发布会即将盛大开幕,中金在线
8920,2018-07-19,6月房地产数据点评：房地产投资如期回落销售持续强劲,顶尖财经网
8921,2018-07-19,25岁新城控股要讲新故事 唐山新品新城·澜全球盛启,中金在线
8922,2018-07-19,房地产行业降温进行时 龙头研究正当时(附股),金融界
8923,2018-07-19,2018年地产A股中报业绩前瞻：积极面对,国信研究
8924,2018-07-19,房地产:行业温和降温进行时 龙头研究正当时,光大证券
8925,2018-07-19,[优于大市评级]房地产行业2018年1-6月数据点评：投资增速高位回落 新开工销售反弹,中财网
8926,2018-07-18,沪指2800点得而复失收出四连阴，创业板指数终结八连阳,澎湃新闻
8927,2018-07-18,[增持评级]光大地产A+H重点公司样本库动态跟踪报告：行业降温进行时 龙头研究正当时,中财网
8928,2018-07-18,破解同质化，购物中心进入“原创时代”,华夏时报
8929,2018-07-18,[优于大势评级]房地产行业动态报告：房地产投资如期回落 销售持续强劲,中财网
8930,2018-07-18,[推荐评级]统计局6月投资销售数据点评(房地产开发)：6月销售超预期,中财网
8931,2018-07-18,[增持评级]对统计局6月数据的点评(房地产行业)：供给的上行周期,中财网
8932,2018-07-18,[买入评级]房地产行业投资策略：资金面边际改善 宅地出让金同比微降,中财网
8933,2018-07-18,[强于大市评级]深度*行业*房地产行业6月报：开工走强投资回落 推盘加速销售稳健,中财网
8934,2018-07-18,融资客青睐22股，中国电建买入占比高达40.55％,Wind
8935,2018-07-18,北京新建商品房价格同比微降,北青网
8936,2018-07-17,地产股平均市盈率不到11倍 集体回购打响股价保卫战,第一财经
8937,2018-07-17,6月70城房价总体平稳 央地联动楼市调控持续加码,新华网
8938,2018-07-17,[增持评级]住宅周报：看好三季度地产板块基本面反弹,中财网
8939,2018-07-17,17日晚可能影响股价重要财经证券资讯速递,证券时报网
8940,2018-07-17,调整市23股获杠杆资金加仓一成，4股盈利翻倍,证券时报
8941,2018-07-17,[推荐评级]房地产行业6月月报：投资高位略降 开、施工趋强 销售不弱,中财网
8942,2018-07-17,[推荐评级]房地产行业周报：棚改因地制宜 产业资本增持,中财网
8943,2018-07-17,银河证券：股指见底特征正在逐步清晰,银河证券
8944,2018-07-17,[同步大市-A评级]6月统计局房地产开发投资及销售数据点评：销售单月增速高位回落、投资增速收窄,中财网
8945,2018-07-17,1-6月房地产数据点评：投资增速如期小幅回调 销售延续韧性,中财网
8946,2018-07-17,[推荐评级]央行6月信贷数据点评(房地产开发行业)：6月居民信贷保持平稳,中财网
8947,2018-07-17,[看好评级]6月统计局房地产数据点评：新开工维持高增长 中西部城市韧性强,中财网
8948,2018-07-17,中金房地产行业周报：60城销售增速持续上行,中财网
8949,2018-07-17,[买入评级]房地产行业跟踪：住建部明确棚改货币化原则 有利于市场悲观情绪修复,中财网
8950,2018-07-17,7月17日券商晨会研报汇编,证券日报
8951,2018-07-17,销售稳、开工强、购置升，行业韧性持续——房地产行业1-6月数据点评,申万宏源研究
8952,2018-07-17,西安楼市近期将有3190套房源推出,华商报
8953,2018-07-17,[强于大市评级]6月地产数据点评：销售回升符合二季度向好判断、投资开工高位略降仍有下降空间、资金回落制约下半年拿地投资,中财网
8954,2018-07-17,东吴证券：房地产投资高位稳定 销售持续向好,证券时报网
8955,2018-07-17,【房地产*齐东】投资高位稳定、销售持续向好,东吴研究所
8956,2018-07-16,明日股市三大猜想及应对策略：资金调仓科技成长股,中财网
8957,2018-07-16,短线防风险39只股短期均线现死叉,证券时报
8958,2018-07-16,[看好评级]房地产行业周报：棚改货币化不搞一刀切 龙头半年业绩高增长,中财网
8959,2018-07-16,深度*行业*棚改政策点评：住建部定调缓解市场担忧 因地制宜控制货币化安臵比例及成本,中财网
8960,2018-07-16,前瞻未来 25岁的新城控股要讲新故事,苏南网
8961,2018-07-16,7月16日券商晨会研报汇编,证券日报
8962,2018-07-16,[中性评级]房地产行业深度报告：融资渠道收紧 房企影响几何?,中财网
8963,2018-07-16,【房地产*齐东】棚改政策靴子落地，因地制宜而非全面收紧,东吴研究所
8964,2018-07-15,【东吴地产|行业周报2018/7/13】二手房成交回暖，因地制宜推进棚改货币化安置,小齐论地产
8965,2018-07-14,千亿旭辉急速扩张存忧:资金兑付承压 控股股东频增持,中国经营报
8966,2018-07-14,房企融资成本陡增：中小房企面临“生死关”,21世纪经济报道
8967,2018-07-14,两融余额重返9000亿 融资客买股偏爱“两高两低”,证券日报
8968,2018-07-13,下半年楼市猜想：“大稳小乱”,国际金融报
8969,2018-07-13,[推荐评级]住建部表态解读,中财网
8970,2018-07-13,【国君地产|点评】二次反弹，看多Q3 ——对当前板块表现的讨论（八）,小谢看地产
8971,2018-07-13,华泰证券：易居中国赴港上市带动房地产服务市场发展,新浪
8972,2018-07-13,[推荐评级]房地产行业重大事项点评：棚改定调修复悲观预期 因地制宜推进货币化安置 继续看多龙头,中财网
8973,2018-07-13,地产A股2018年7月投资策略：不宜太悲观,国信研究
8974,2018-07-13,国泰君安：易居赴港上市有望带动行业对于地产的关注,乐居财经
8975,2018-07-13,棚改政策靴子落地 机构：关注高成长龙头房企,证券时报网
8976,2018-07-13,【异动股】地产板块高开高走 荣安地产(000517-CN)涨停,财华社
8977,2018-07-13,房地产板块开盘迅速走强,证券之星
8978,2018-07-13,保利置业15.14亿元购房尾款ABS状态变更为“终止”,观点地产网
8979,2018-07-13,【盘中动态】房地产板块走高 荣安地产涨停,每日经济新闻
8980,2018-07-13,年内不足一成房企A股股价上涨，股价低迷多家房企回购护盘,Wind
8981,2018-07-13,房企“三强”半年抢收万亿,新京报
8982,2018-07-13,多家房企回购护盘 年内不足一成房企A股股价上涨,证券日报
8983,2018-07-13,"房地产行业住建部7月12日会议关于棚改点评:民生工程不忘初心,棚改不搞一刀切",申万宏源
8984,2018-07-12,保利置业15.14亿ABS终止，房企发债依然遇冷,中金在线
8985,2018-07-12,[推荐评级]房地产行业周报：七月低调开局 成交企稳 去化告一段落,中财网
8986,2018-07-11,[强于大市评级]深度*行业*房地产周刊：去杠杆表态温和转向 棚改工作有序,中财网
8987,2018-07-11,[买入评级]房地产行业跟踪分析报告：重点城市推盘季节性回落 成交继续边际改善,中财网
8988,2018-07-11,[推荐评级]房地产行业系列深度报告之六：居民杠杆率国际比较研究,中财网
8989,2018-07-11,31家房企公布半年业绩：销售2.5万亿同比增36.2%,21世纪经济报道
8990,2018-07-11,"房地产行业周刊:去杠杆表态温和转向,棚改工作有序推进",证券之星
8991,2018-07-10,半年千亿之后，25岁的新城控股要奔向哪里？,36氪
8992,2018-07-10,【兴证地产】经济下行孕育地产大周期，旧文重发,YCMProperty
