,2021-12-31,中国电信携手中国信通院 深耕城市发展、产业升级和网信安全领域,--
304,2021-11-26,深圳市政府与中国电信广东公司签署战略合作框架协议 打造全球数字先锋城市,财联社
305,2021-11-25,深圳与中国电信广东公司签署加快“十四五”信息化建设战略合作框架协议,证券时报网
306,2021-11-25,定向精确完成魔都商业地块的价值分析研究，电信“翼知时空”被上海“国资院”相中提供大数据服务,每日经济新闻
307,2021-11-25,全国首例，中国电信下月正式取消川渝两地间座机通话长途费,IT之家
308,2021-11-25,中国电信2021-2022年生产办公用终端集采：云终端占比超75%,C114通信网
309,2021-11-25,中国电信低功耗高集成高性能100G光传输系统：亨通独家提供光模块,C114通信网
310,2021-11-25,通信年度策略：数实融合与碳中和下通信新机遇,新浪
311,2021-11-25,中国电信统一DPI设备集采（宽带互联网部分）：涉及CU软件和EU设备,C114通信网
312,2021-11-25,中国电信启动2021-2022年服务器集采：预估20万台,C114通信网
313,2021-11-25,“算力网络”，能否撑起中国移动的未来？,通信世界网
314,2021-11-25,招商通信周周谈(2021年第46周)：关注电网数字化智能化投资机会 重点推荐威胜信息,新浪
315,2021-11-24,【国君通信|云产业链深度】云深亦知处，坐看云起时,微信
316,2021-11-24,通信行业：元宇宙核心基础设施 通信板块迎新机,新浪
317,2021-11-24,大运会黑科技抢先看！四川电信5G赋能“智慧大运”,飞象网
318,2021-11-24,"天翼数字生活科技总经理一行到访创米科技,共议双方战略合作生态圈",凤凰网
319,2021-11-24,vivo亮相中国移动、中国电信展会，带来IoT生态领域成果分享,凤凰网
320,2021-11-24,中国电信：截至2021年8月20日，公司董秘未持有本公司股票,每日经济新闻
321,2021-11-24,中国电信：控股股东自2021年9月22日起12个月内逐步实施增持计划,每日经济新闻
322,2021-11-24,中国电信：天翼云图项目由中国电信发起，公司确认收入，并根据具体项目运作模式与新国脉等合作方进行收入分成,每日经济新闻
323,2021-11-24,中国电信：天翼云图项目由公司发起，公司确认收入,Wind
324,2021-11-24,GSMA斯寒：疫情影响微乎其微 中国运营商非传统电信业务收入增长领先全球,C114通信网
325,2021-11-24,乡村振兴 电信有“数” 数字乡村让幸福生活触手可及－国务院国有资产监督管理委员会,国资委
326,2021-11-23,运营商行业5G专题报告：5G重构投资机遇 赋能千行百业,新浪
327,2021-11-23,汤姆猫：参股公司研发VR游戏已在Steam平台发售 并与华为、中国电信等开展相关合作,e公司
328,2021-11-23,中国电信200G DWDM新建部分集采：中兴、烽火、华为中标,C114通信网
329,2021-11-23,超聚变拿下中国移动PC服务器集采大单 | 新闻速递,Ofweek
330,2021-11-23,中国电信携手国盾量子在世界制造业大会实现“量子安全”,凤凰网
331,2021-11-23,优化时延，目标负碳：中国电信谷红勋详述内蒙古信息园运营经验,C114通信网
332,2021-11-23,亏损不止，收购不停，哔哩哔哩的“加法”难救股价 亏损,中国经济网
333,2021-11-23,中国电信：10月5G用户数净增1295万户，累计1.68亿户,资本邦
334,2021-11-23,iPhone13全系不再支持电信2G网络：这次不怪苹果,Ofweek
335,2021-11-22,iPhone 13 不再「全网通」？但这事不能全怪苹果,ZAKER
336,2021-11-22,中国电信尾盘异动大涨5% 运营商等待估值回归,证券日报网
337,2021-11-22,苹果iPhone13全系不再支持电信2G/3G 网络,Bianews
338,2021-11-22,中国电信甘肃公司信号崩了，外地甘肃电信用户也受影响,奥一网
339,2021-11-22,电信巨头尾盘直线飙涨5%！万亿“宁王”再创新高，券商看好入围沪深300指数,中证报
340,2021-11-22,中国联通 10 月新增 5G 套餐用户 656.8 万，中国电信增 1295 万,IT之家
341,2021-11-22,中国电信10月5G套餐用户净增1295万户，累计1.6849亿户,C114通信网
342,2021-11-22,中国电信：10月净增用户158万,新浪
343,2021-11-22,中国电信(00728)10月移动用户数净增158万户,智通财经
344,2021-11-22,中国电信：10月5G套餐用户数1.68亿 当月净增1295万,新浪
345,2021-11-22,中国电信(601728.SH)10月份5G套餐用户数约1.68亿户 当月净增1295万户,智通财经
346,2021-11-22,中国电信(00728.HK)：10月份5G套餐用户净增1295万户,格隆汇
347,2021-11-22,中国电信：10月份5G套餐用户净增1295万,e公司
348,2021-11-22,中国电信(601728.SH)：10月移动用户数3.7124亿户,格隆汇
349,2021-11-22,中国电信：10月新增5G套餐用户1295万,Wind
350,2021-11-22,中国电信：10月新增5G套餐用户1295万,金十数据
351,2021-11-22,CDMA正式退出时代的舞台，iPhone13已不再支持！,Ofweek
352,2021-11-22,上海首推2000M家庭宽带 这些用户免费提速,快科技
353,2021-11-22,通信行业周报：通信业十四五规划发布 多板块迎新机,新浪
354,2021-11-22,中国电信公布首批A级-产品供应商：37家企业入选,C114通信网
355,2021-11-22,【招商通信余俊团队】中美关系缓和利好通信板块估值复苏，元宇宙建设提速带动光模块需求——招商通信周周谈（2021年第47周）,俊Sir通信研究
356,2021-11-22,晨讯科技旗下希姆通与中国电信合作款Wi-Fi 6 SIMAX3000亮相2021天翼智博会,凤凰网
357,2021-11-22,“5G＋工业互联网”释放新动能 千行百业加“数”转变,通信信息报
358,2021-11-22,科技硬件周报：AIOT产业加速 CMP材料与设备受关注,新浪
359,2021-11-22,安全生产不越线，5G +工业互联网赋能制造业数字化转型,中电网
360,2021-11-22,中国电信：截至2020年底，公司已承建16个省级和130多个地市级政务云,每日经济新闻
361,2021-11-22,甘肃电信网络现故障，目前全面恢复,中新经纬
362,2021-11-21,甘肃电信网络出现大面积故障,澎湃新闻
363,2021-11-21,优质通服民营企业即将上市 5G技术将为元道通信未来生产赋能,每日经济新闻
364,2021-11-21,甘肃电信挂了！电话打不出去 这就是真相,快科技
365,2021-11-21,【国君通信|公司深度】仕佳光子:光通信切入大年，芯片业务厚积薄发,微信
366,2021-11-21,再见CDMA！iPhone 13全系不再支持中国电信2G/3G网络,快科技
367,2021-11-21,【报道】苹果支持官网显示，iPhone 13系列不支持中国电信2G/3G网络，而中国移动、中国联通不受影响,金十数据
368,2021-11-21,苹果iPhone 13全系列移除对中国电信2G/3G网络的支持,新浪
369,2021-11-20,中国电信李正茂：构建工业内网统一安全防护体系,贝壳财经
370,2021-11-20,中国电信李正茂：加快构建智能化综合性数字信息基础设施 积极赋能注智千行百业数字化转型,C114通信网
371,2021-11-20,华龙投顾周刊2021年第44期：市场逐步转暖,华龙掘金
372,2021-11-19,首发黑科技助力数字湾馆打造数字展会新标杆,凤凰网
373,2021-11-19,“研判小泄漏 遏制大隐患”——辰安天翼燃气安全监测云产品成功发布,凤凰网
374,2021-11-19,激活云端AI医疗服务潜力！商汤科技与上海电信签署战略合作协议,北国网
375,2021-11-19,《“十四五”信息通信行业发展规划》提出“安全”要求，网络安全企业如何作答,砍柴网
376,2021-11-19,甘肃电信故障影响部分生活 却出现了这些暖心事儿,中新网
377,2021-11-19,从变革到突破再到质变，“十四五”信息通信行业背后的十年“网事”,Ofweek
378,2021-11-18,元宇宙概念大涨后减持登场，有公司计划易主，有股东套现数亿 控制人变化,第一财经
379,2021-11-18,通信行业2022年投资策略：反弹仍可期 分化终有时,光大证券
380,2021-11-18,元宇宙，崩了！中国电信旗下公司跌停，股民亏惨 亏损,ZAKER
381,2021-11-18,万佳安亮相2021中国电信天翼智能生态博览会,质量新闻网
382,2021-11-18,喜讯！中天科技入选中国电信A级-产品供应商,新浪
383,2021-11-18,通信行业事件点评：工信部印发信息通信“十四五”规划 看好板块反弹行情,光大证券
384,2021-11-18,中国电信发布科技创新行动规划：实现云网自主可控,中投网
385,2021-11-18,中国电信李正茂与万佳安许明座谈：天翼视联网融合毫米波雷达，助力数字中国建设,砍柴网
386,2021-11-18,助力运营商云网安全防护 奇安信获评2021天翼网信安全产业联盟优秀安全实践案例,北国网
387,2021-11-18,又开始了！三大运营商新赛道布局,Ofweek
388,2021-11-18,紫光展锐：5G NB-IoT 芯片 V8811 在中国电信体系正式商用,IT之家
389,2021-11-17,中国电信与中科晶上达成战略合作，共同助力卫星通信产业高质量发展,质量新闻网
390,2021-11-17,助力无人驾驶落地 中国电信组建合资公司 聚焦车路协同技术,财联社
391,2021-11-17,中国电信与中科晶上达成战略合作，共同助力卫星通信产业高质量发展,凤凰网
392,2021-11-17,中国电信迈入全光网2.0阶段：2025年基本成型 2030年稳定成熟,飞象网
393,2021-11-17,中国电信起诉美国FCC：暂停吊销执照！否则波及数万美客户 资质撤销,驱动中国
394,2021-11-17,小鱼易连获中国电信背景产业基金战略投资，加速布局5G+云视频数字化生态,天极网
395,2021-11-17,推进供应链生态圈搭建 融合发展共创未来 天翼供应链生态发展论坛在穗召开,经济网
396,2021-11-17,中标中国电信河北分公司，明德源能DPS保持市场份额第一,凤凰网
397,2021-11-17,中国电信参股成立天翼交通科技，注册资本20亿元,乐居财经
398,2021-11-17,乡村振兴电信有“数” 乡村“智”理建设按下加速键－国务院国有资产监督管理委员会,国资委
399,2021-11-16,运营商领衔公有云市场“大增” 天翼云280亿剑指前三,中国经营网
400,2021-11-16,对话深信服张瑜：坚定云化服务化理念，与运营商合作进入全新阶段,C114通信网
401,2021-11-16,以“新ICT”加速行业数字化转型，深信服受邀出席2021天翼智能生态博览会,凤凰网
402,2021-11-16,hachi delight参展2021天翼智能生态博览会 收获海量关注,砍柴网
403,2021-11-16,用“软实力”下“狠功夫”出“新成果”中国电信CTWing IoT OS为数字经济发展注入新动能,砍柴网
404,2021-11-16,三大运营商扎堆进军“元宇宙”,数据观
405,2021-11-16,亮亮视野与中国电信广州分公司战略签约 携手亮相2021天翼智能生态博览会,砍柴网
406,2021-11-16,5G走高！5G50ETF（159811）自底部以来已涨超12%,资本邦
407,2021-11-16,中国电信在美提起诉讼，要求暂停FCC吊销执照的命令 诉讼纠纷,Bianews
408,2021-11-16,中国电信：要自主掌控关键核心技术,观察者网
409,2021-11-16,中国电信上官亚非：已落地850个5G定制商用网络，目标全年1000个,C114通信网
410,2021-11-16,从传统码头迈向“无人码头” 678张电信5G芯片打造智慧港口样板,证券日报网
411,2021-11-16,涉足元宇宙，中国电信旗下公司连续两日涨停，公司提示风险,证券时报网
412,2021-11-16,中国电信(601728)2021天翼智能生态博览会：加速自研 夯实数字经济底座,新浪
413,2021-11-16,天翼智博会：云网融合布新气象,中国贸易报
414,2021-11-16,安恒信息：中标中国电信态势感知项目,e公司
415,2021-11-16,中国电信与东风岚图汽车联手打造5G车联网,e公司
416,2021-11-16,中国电信向小米释放善意,Ofweek
417,2021-11-16,一字涨停后收交易所监管函！这家公司曾宣布：以元宇宙新型基础设施建设者为定位 问询,中证报
418,2021-11-15,太平洋证券：各行业周观点精粹11月15日,太平洋证券研究
419,2021-11-15,2021国际数字科技展闭幕,科技日报
420,2021-11-15,【明日主题前瞻】特斯拉将开始提供“星链”服务 卫星互联网已被列入新基建范畴,财联社
421,2021-11-15,中国电信：与阿里云正式签署合作协议 联合研发“天翼钉”,e公司
422,2021-11-15,中国电信评测显示，小米和Redmi 5G手机包揽全价位段5G性能第一,IT之家
423,2021-11-15,华为王少森：“能力下沉，开放协同”加速云网融合,C114通信网
424,2021-11-15,中兴通讯联合中国电信发布天翼高清“新视觉”专区,C114通信网
425,2021-11-15,运营商推出百亿终端补贴“大蛋糕” 能否加快5G应用爆发？,第一财经
426,2021-11-15,南财脱水研报｜通信行业表现明显回暖 后市如何把握投资机会？,21经济网
427,2021-11-15,自主创新 持续升级：天翼云4.0全面转向分布式云的支撑力,C114通信网
428,2021-11-15,中国电信：三方面构建产业发展新生态,e公司
