,2021-12-31,东方雨虹：公司会根据战略发展规划、市场需求及现有产能布局等因素合理安排产能投放计划,每日经济新闻
309,2021-11-09,东方雨虹拟以10亿元-3亿元回购股份，摩根大通三季度增持3725.69万股,阿尔法工场
310,2021-11-09,A股早报2021年11月9日星期二,Wind
311,2021-11-09,【中证盘前】“防水茅”拟超10亿元回购；粤电力A拟171亿元投建海上风电项目；秦川机床10亿元投建工业母机创新基地,中证报
312,2021-11-09,上市公司正负面新闻2021年11月9日星期二,Wind
313,2021-11-08,东方雨虹于海南新成立聚匠科技，持股100%,乐居财经
314,2021-11-08,资本离场，东方雨虹埋了多少颗“地”雷？,乐居财经
315,2021-11-08,公告精选：祖名股份上调部分产品价格；东方雨虹拟以10亿元-20亿元回购股份,e公司
316,2021-11-08,非金属建材行业11月投资策略：淡季即将来临 关注行业优质龙头,新浪
317,2021-11-08,建材行业周观点：玻纤维持高景气 管材、消费建材成本承压,新浪
318,2021-11-08,东方雨虹：拟10亿元至20亿元回购股份,Wind
319,2021-11-08,A股资金流向：机构青睐新能源，游资炒作元宇宙,Wind
320,2021-11-08,东方雨虹宣布雨虹工匠平台劳务人员实名注册破10万,乐居财经
321,2021-11-08,外资重点加仓股来了，连续七周买入20股,Wind
322,2021-11-08,东方雨虹为咸阳东方雨虹债权提供7000万元担保 大额借贷担保,乐居财经
323,2021-11-08,东方雨虹建筑修缮携手共建权威渠道，守护“宜居城市”,新浪
324,2021-11-08,东方雨虹：将绿色发展融入企业经营骨子里,新浪
325,2021-11-08,东方雨虹携手瑞和股份深化光伏屋面一体化业务 实现产品结构优化升级,产业经济新闻网
326,2021-11-08,东方雨虹退出卧牛山节16.3%股权，上海常炀等接盘,乐居财经
327,2021-11-08,房企“扼喉”铝厂及建材商，三方究竟谁在承担大宗商品涨价带来的风险？,华夏时报
328,2021-11-08,最新！外资重点加仓股来了，连续七周买入20股（名单）,Wind
329,2021-11-06,东方雨虹状告张园林、新力地产，系合同纠纷 诉讼纠纷,乐居财经
330,2021-11-06,上市公司正负面新闻2021年11月6日星期六,Wind
331,2021-11-05,东方雨虹与瑞和股份战略合作 将深耕光伏屋面一体化领域,北京商报
332,2021-11-05,东方雨虹与瑞和股份签订战略合作协议,上证报
333,2021-11-05,晚间重要公告2021年11月5日星期五,Wind
334,2021-11-05,瑞和股份：与东方雨虹签订战略合作协议 在光伏屋面一体化领域进一步深化业务合作,发布易
335,2021-11-05,东方雨虹：与瑞和股份共同推动“BAPV”和“BIPV”光伏发电项目,财联社
336,2021-11-05,东方雨虹：与瑞和股份旨在光伏屋面一体化领域达成全方位的深度合作,Wind
337,2021-11-05,防水行业没挡住涨价潮，亚士创能最惨！,乐居财经
338,2021-11-05,"东方雨虹现2笔大宗交易 共成交1,866.26万元",新浪
339,2021-11-05,东方雨虹今日大宗交易成交36.86万股，成交价39.79元溢价0.0%,Wind
340,2021-11-05,岳阳东方雨虹总经理刘晓俊荣获“湖南省杰出质量个人”称号,新浪
341,2021-11-05,从爬山逻辑解析东方雨虹生态品牌的竞争优势,搜狐
342,2021-11-04,李卫国质押东方雨虹0.95%股份，市值12.58亿元,乐居财经
343,2021-11-04,东方雨虹今日大宗交易成交41.47万股，成交价41.0元溢价0.0%,Wind
344,2021-11-04,建材行业A/H建材龙头2021年三季报总结：逻辑验证与再探 寻找领先身位企业,新浪
345,2021-11-04,东方雨虹参加国家重点研发计划—中美清洁能源联合研究中心建筑节能合作项目,新浪
346,2021-11-04,中信证券：基础设施和现代服务，优质供给的扩张机遇,Wind
347,2021-11-04,东方雨虹联合贵阳国资委等新设建材公司，前者持股85%,乐居财经
348,2021-11-04,东方雨虹联合贵阳国资委等于贵州新成立建材公司，注册资本4.3亿元,乐居财经
349,2021-11-03,华西策略：持续增配“双创”板块,新浪
350,2021-11-03,东方雨虹今日大宗交易成交38.63万股，成交价40.77元溢价0.0%,Wind
351,2021-11-03,东方雨虹于海南新设科技公司，注册资本500万元,乐居财经
352,2021-11-03,东方雨虹(002271.SZ)：实控人李卫国解押1900万股及质押500万股,格隆汇
353,2021-11-03,东方雨虹：李卫国累计质押所持公司股份约为2.35亿股,每日经济新闻
354,2021-11-03,2021年10月中国家居企业官方微信影响力TOP30,乐居财经
355,2021-11-03,"东方雨虹现1笔大宗交易 共成交1,574.95万元",新浪
356,2021-11-03,农业拉升电新杀跌，强势板块回调市场见底？,Wind
357,2021-11-03,东方雨虹HDPE助力特斯拉“超级工厂”,新浪
358,2021-11-02,【兴证策略 | 陆股通】北上资金继续布局科创成长方向,尧望后势
359,2021-11-02,高瓴4大调仓逻辑曝光，接下来看好这些方向,Wind
360,2021-11-02,高瓴A股持仓最全梳理！三季度调仓哪些公司？密集调研透露关注方向,Wind
361,2021-11-01,2021三季度建材持仓分析——机构三季度末增持水泥，减配消费建材,鲍大侠之建材
362,2021-11-01,因产品缺陷造成装修损失，东方雨虹被判赔88万元,乐居财经
363,2021-11-01,东方雨虹：公司产品及服务已成功应用于包括高速铁路、地铁及城市轨道、高速公路和城市道桥、机场和水利设施、综合管廊、政策性住房、工业仓储物流等众多非房地产领域中,每日经济新闻
364,2021-11-01,东方雨虹跌3.11% 国泰君安中金公司高点唱多,中国经济网
365,2021-11-01,北向资金今日净买入7.11亿元，连续13日抢筹宁德时代累计加仓超76亿元,Wind
366,2021-11-01,东方雨虹现1笔大宗交易 共成交401.70万元,新浪
367,2021-11-01,东方雨虹亮相2021上海国际城市与建筑博览会,新浪
368,2021-11-01,东方雨虹等51股近五日获机构净买入,证券时报网
369,2021-10-31,碳中和周报：“双碳”顶层政策发布 明确达峰前相关领域细化目标,新浪
370,2021-10-31,陆家嘴财经早餐2021年10月31星期日,Wind
371,2021-10-30,李卫国质押东方雨虹3834万股股份，占总股本1.51%,乐居财经
372,2021-10-30,181股获买入评级 最新:白云机场,中财网
373,2021-10-30,中信建投公布11月金股名单，共有23只股票,Wind
374,2021-10-30,北向资金本周加仓106亿，却大幅抛售这两只电器龙头股（名单）,21世纪经济报道
375,2021-10-30,中控技术(688777)：收入快速增长 智能制造高景气空间向上,新浪
376,2021-10-30,资色丨应收账款滚雪球式暴增 东方雨虹靠融资续命？,和讯
377,2021-10-30,多空博弈：“元宇宙”概念疯涨引市场关注　业绩大降乐普医疗股价跳水 盈利能力下降,财富动力网
378,2021-10-30,机构三季度持股趋分散，大资金偏爱钢铁和有色,Wind
379,2021-10-29,东方雨虹：李卫国及其一致行动人累计质押约为2.49亿股,每日经济新闻
380,2021-10-29,请注意，傅鹏博开始买赛道股了,格隆汇
381,2021-10-29,北向资金连续13个月加仓A股，隆基股份获大幅净买入超10亿,Wind
382,2021-10-29,京城佳业预计11月10日挂牌上市，东方雨虹李卫国所持公司为基石投资者,乐居财经
383,2021-10-29,QFII投资路径曝光：布局龙头，青睐科技+成长,Wind
384,2021-10-29,深度*公司*东方雨虹(002271)：营收利润双增长 成本抬升压缩毛利率,新浪
385,2021-10-29,北向资金抄底A股超71亿元，增持汽车白酒减持水泥建材，大幅加仓这些个股,21世纪经济报道
386,2021-10-29,北向资金动向曝光：10月28日这30只个股遭大甩卖（附名单）,每经网
387,2021-10-29,资金流向现分歧，A股后市料“换挡”前行,Wind
388,2021-10-29,A股连续调整，行情风格要切换？,Wind
389,2021-10-28,深港通十大成交活跃股排名（10月28日）,Wind
390,2021-10-28,北向资金今日净买入超70亿元，东方雨虹遭净卖出10.82亿元,第一财经
391,2021-10-28,东方雨虹今日遭北向资金净卖出10.82亿元,e公司
392,2021-10-28,东方雨虹三季扣非仅增2.56%大失速 罕见放量跌停600家机构撤退,长江商报
393,2021-10-28,北向资金逆市加仓超71亿，贵州茅台获大幅净买入13亿元,Wind
394,2021-10-28,东方雨虹现1笔大宗交易 共成交512.76万元,新浪
395,2021-10-28,东方雨虹今日大宗交易成交12万股，成交价42.73元溢价0.31%,Wind
396,2021-10-28,中泰证券：给予东方雨虹增持评级,证券之星
397,2021-10-28,干货！2022年中国防水建筑材料行业龙头企业对比：东方雨虹VS科顺股份 谁是防水建筑材料行业龙头？,前瞻研究院
398,2021-10-28,光伏屋顶万亿市场，防水龙头强势进军,搜狐
399,2021-10-28,贵阳城投东方雨虹工程有限公司揭牌,新浪
400,2021-10-28,交了一份还过得去的三季报后，东方雨虹却跌停了，千亿市值的“防水茅”到底成色如何？,金融界
401,2021-10-28,A股早报2021年10月28日星期四,Wind
402,2021-10-28,206股获券商买入评级，新安股份目标涨幅达96.48%,Wind
403,2021-10-28,东方雨虹三季度净利环比下降8%，600家机构三季度离场 盈利能力下降,阿尔法工场
404,2021-10-28,多家千亿白马股突然重挫，昔日的优秀资产为何遭到市场抛售？ 资产异常,搜狐
405,2021-10-28,席位追踪：机构低位接盘东方雨虹　游资高位顶板金风科技,财富动力网
406,2021-10-28,无惧下跌，北向资金扫货煤炭行业逾6亿元，却出逃家电行业33亿元（附股）,21世纪经济报道
407,2021-10-28,北上资金10月涌入逾200亿，A股缘何调整？或系两大因素共振,Wind
408,2021-10-28,QFII三季度调仓动向浮出水面,中证报
409,2021-10-27,QFII最新动向！这只“新宠”大牛股，年内涨超两倍,Wind
410,2021-10-27,社保、QFII、险资等最新持股大曝光！,中国基金报
411,2021-10-27,跌停板解密：利空因素引发恐慌，10只个股遭资金抛售！（10月27日）,Wind
412,2021-10-27,天风证券给予东方雨虹买入评级：费用控制能力增加，静待现金流压力缓释，目标价65.1元,每日经济新闻
413,2021-10-27,每日报告回放,新浪
414,2021-10-27,追“宗”系列：限电压力加码 供给收紧支撑价格持续提涨,新浪
415,2021-10-27,东方雨虹(002271)：压力期延续高质量增长 尽显龙头实力,新浪
416,2021-10-27,绿电股逆势走强，金风科技营收下滑超10%，3.57亿资金仍积极抢筹 盈利能力下降,21世纪经济报道
417,2021-10-27,这张图看哭了！超3500只个股飘绿，“防水茅”跌停，什么情况？,中证报
418,2021-10-27,数据复盘｜主力资金撤离电子、有色金属等行业 龙虎榜机构抢筹东方雨虹等股,证券时报网
419,2021-10-27,东方雨虹跌停，北向资金狂卖8.57亿元，机构接盘,第一财经
420,2021-10-27,东方雨虹跌停，北向资金净卖8.57亿，机构却在大幅抢筹,证券之星
421,2021-10-27,国盛证券给予东方雨虹买入评级，Q3收入保持高增，利润短期承压，费用及收现情况同比改善,每日经济新闻
422,2021-10-27,机构今日买入这14股，抢筹东方雨虹近5亿元丨龙虎榜,第一财经
423,2021-10-27,龙虎榜丨机构今日买入这14股，抢筹东方雨虹近5亿元,第一财经
424,2021-10-27,国盛证券：给予东方雨虹买入评级,证券之星
425,2021-10-27,史上最富马斯克！9个月赚巴菲特90年的钱,Wind
426,2021-10-27,东方雨虹跌停 机构加仓，北向资金卖出8.57亿元,e公司
427,2021-10-27,“防水茅”东方雨虹放量跌停，机构、外资反向操作,Wind
428,2021-10-27,A股下跌原因找到了？三季报扰动+新股接连破发,Wind
429,2021-10-27,A股资金流向：新能源板块虹吸效应显著,Wind
430,2021-10-27,东方雨虹（002271）2021年三季报点评：行业底部的领先身位更重要（鲍雁辛 黄涛）,鲍大侠之建材
431,2021-10-27,东方雨虹发季报股价跌停 前三季经营现金流净额-63亿,中国经济网
432,2021-10-27,基础材料行业：原材料压制3Q21盈利 龙头凸显性价比,新浪
433,2021-10-27,崩了!千亿“防水茅”东方雨虹封死跌停，高瓴也被套了？,证券之星
434,2021-10-27,A股收盘综述：电力、新能源汽车产业链、碳中和逆市走升，宁德时代比亚迪收红,Wind
435,2021-10-27,千亿白马股崩了！“防水茅”盘中跌停，高瓴、傅鹏博纷纷提前出货,AI财经社
436,2021-10-27,东方雨虹与贵州建工集团签署战略合作协议,乐居财经
437,2021-10-27,东方雨虹2021年三季报点评：防水龙头继续高速扩张，Q3单季度受原材料影响盈利略放缓,华创建筑建材研究
438,2021-10-27,又一只白马股崩了！防水茅缩水600多亿，高瓴或被套了,搜狐
439,2021-10-27,千亿半导体巨头跌11%！格力大跌，新能源掀涨停潮,Wind
440,2021-10-27,连续四日新股首日破发！新锐股份中1签亏4000元,Wind
441,2021-10-27,"打新的懵了！新股首日1秒破发，大跌13%！百亿公司重挫43%，紧急停牌！电力新能源又爆发，掀涨停潮！格力大跌，千亿防水茅快跌停
重大事项停牌",中国基金报
442,2021-10-27,快讯：东方雨虹跌停 报于42.12元,金融界
443,2021-10-27,德邦证券：维持东方雨虹(002271.SZ)“买入”评级 目标价区间67.2-78.4元,智通财经
444,2021-10-27,产能扩张，服务升级 东方雨虹2021第三季度同比增长36.46%,搜狐
445,2021-10-27,睿远基金旗下2基公布2021年三季报，傅鹏博等最新重仓情况曝光,资本邦
446,2021-10-27,睿远基金旗下2只基金公布2021年三季报，傅鹏博等最新重仓股情况曝光,资本邦
447,2021-10-27,德邦证券：给予东方雨虹买入评级，目标价位78.4元,证券之星
448,2021-10-27,德邦证券给予东方雨虹买入评级：Q3 营收保持高增长，成本上行毛利率承压,每日经济新闻
449,2021-10-27,东方雨虹前三季净利润增长25.70% 加码光伏、近零能耗产品,经济观察报
450,2021-10-27,东方雨虹股价跌10.0% 现报42.12元,乐居财经
451,2021-10-27,东方雨虹股价跌9.1% 现报42.56元,乐居财经
452,2021-10-27,东方雨虹(002271.SZ)绩后大跌超8% 成本压力拖累Q3净利增速 盈利能力下降,格隆汇
453,2021-10-27,建筑材料周观点：房地产税改革试点推进 关注建材龙头核心竞争优势,新浪
