,2021-12-31,消息称立讯精密将成苹果顶级供应商：逐步取代富士康,快科技
83,2021-12-14,金百泽：公司与富士康工业互联网全资子公司统合电子在杭州成立合资公司佰富物联，为客户提供中小批量的EMS服务,每日经济新闻
84,2021-12-14,富士康工业互联网投资成立合伙企业 注册资本33.31亿,Ofweek
85,2021-12-14,工业富联出资22亿元，参与设立投资基金,投资界
86,2021-12-13,苹果卖疯了富士康忙疯了：日产5000台，流水线女工“脑袋突突响，心跳特别快”,时代财经
87,2021-12-13,工业富联牵手珠海、东莞国资成立合资公司 执行事务合伙人为智路资管,上证报
88,2021-12-13,北向资金连续9日净买入累计加仓近700亿，爆买东方财富超17亿,Wind
89,2021-12-13,华泰研报：工业富联为“元宇宙”基建核心标的,凤凰网
90,2021-12-13,工业富联(601138.SH)：拟认缴晟丰(广州)产业投资合伙企业份额22.2亿元,格隆汇
91,2021-12-13,工业富联：2021年OTT产品出货逾6000万个,财联社
92,2021-12-13,工业富联投资成立产业投资合伙企业，注册资本33.31亿,搜狐
93,2021-12-13,港股异动 | 富智康集团(02038)涨超6% 郑州富士康大招工，iPhone市况并未如外传疲弱,智通财经
94,2021-12-13,富士康在淡季积极招工 明年iPhone出货量提升可期,金融界
95,2021-12-12,华为芯片的关键时期，富士康站了出来,搜狐
96,2021-12-12,郑州富士康罕见在淡季招工，或迎接苹果 iPhone 13 新年旺季需求,IT之家
97,2021-12-12,报道称郑州富士康罕见在淡季启动招工 迎接iPhone 13旺季需求,财联社
98,2021-12-10,中金研报：工业富联发力元宇宙基建,挖贝网
99,2021-12-09,比起苹果、小米，富士康更把造车的野心写在了脸上,OFweek
100,2021-12-08,DNeX与富士康商讨马来西亚8英寸厂扩产计划,财联社
101,2021-12-08,斯特兰蒂斯与富士康计划联手研发专用半导体 满足80%需求,TechWeb
102,2021-12-08,Stellantis发布软件战略：二度牵手富士康，5年投资 300亿欧元进行软件及电气化转型,21经济网
103,2021-12-08,【国际快讯】Stellantis将与富士康合作设计芯片；宝马电动车销量突破100万辆；标致2030年在欧洲全面电动化,盖世汽车
104,2021-12-07,工业富联拟收购鸿海精密全资子公司相关资产，耗资2.88亿,AI财经社
105,2021-12-07,富士康2.88亿收购鸿海精密子公司机器设备等资产,OFweek
106,2021-12-07,工业富联最新公告：拟收购鸿海精密全资子公司相关资产,证券之星
107,2021-12-07,工业富联(601138.SH)拟以2.88亿元购买兰考裕富相关资产,智通财经
108,2021-12-07,工业富联(601138.SH)：拟收购兰考裕富精密持有的机器设备相关资产,格隆汇
109,2021-12-07,财联社12月7日电，工业富联公告，拟通过全资子公司富联科技（兰考）有限公司以自有资金收购鸿海精密的全资子公司兰考裕富精密科技有限公司持有的机器设备（CNC精雕机、抛光机、清洗机等）相关资产，交易价格为,财联社
110,2021-12-07,工业富联：拟购买抛光机、清洗机等相关资产,Wind
111,2021-12-07,粤开策略：流动性相对宽松 关注跨年行情,新浪
112,2021-12-06,龙华创赛赛后路演：富士康与入选企业探讨智能制造未来,凤凰网
113,2021-12-06,售价低于3万美元 富士康代工生产：特斯拉美国老对手要造“梨”车,快科技
114,2021-12-05,【德邦金工|周报】资金密集流入医药，关注工业富联巨额解禁 20211205 解禁,微信
115,2021-12-05,下周这只股票解禁市值超1800亿元，但股东不能减持！新能源电力龙头股东浮盈近70亿元（附名单） 解禁,中证报
116,2021-12-04,基于宝马平台研发！富士康拟建立新合资公司,快科技
117,2021-12-04,下周将有50只股解禁 合计解禁市值2547.71亿元 解禁,证券时报网
118,2021-12-04,广东省政府约谈恒大！2500亿解禁洪流来袭，知名龙头股提前备好“定心丸”，大股东承诺不减持（附股） 解禁,证券时报网
119,2021-12-03,下周2549亿市值限售股解禁，环比增加697.21% 解禁,Wind
120,2021-12-03,下周解禁：工业富联解禁市值超1800亿元 解禁,大众证券报
121,2021-12-03,富士康计划与沙特方面合作成立电动汽车合资企业,TechWeb
122,2021-12-03,【国际快讯】富士康或与沙特合建电动车合资企业；特斯拉推儿童版Cyberquad,盖世汽车
123,2021-12-02,晚间重要公告2021年12月2日星期四,Wind
124,2021-12-02,工业富联公告限售股解禁大股东已承诺不减持 解禁,挖贝网
125,2021-12-02,富士康据称正在磋商帮助沙特制造电动汽车,新浪
126,2021-12-02,工业富联(601138.SH)：167亿股限售股将于12月8日起上市流通 占比达84.07% 解禁,智通财经
127,2021-12-02,工业富联(601138.SH)：约167.0171亿股限售股将解禁 解禁,格隆汇
128,2021-12-02,工业富联：167亿股首发限售股12月8日上市流通 解禁,Wind
129,2021-12-02,市场消息：苹果合作伙伴富士康正在就帮助沙特阿拉伯生产电动汽车进行谈判,金十数据
130,2021-12-02,12月限售股解禁前瞻：逾5000亿市值迎解禁 包含7支北交所个股 解禁,面包财经
131,2021-12-01,华勤技术踹门科创板：智能手机ODM龙头能否破解资本之路,21世纪经济报道
132,2021-12-01,工业富联最新公告：子公司设立有担保最高为20亿美元境外中期票据计划 大额借贷担保,证券之星
133,2021-12-01,工业富联(601138.SH)全资子公司设立有担保的境外中期票据计划,智通财经
134,2021-11-30,工业富联回应限售股解禁：大股东早已承诺不会抛售 解禁,挖贝网
135,2021-11-30,掘金新三板之邦力达：为富士康、比亚迪供应印制电路板离型膜,OFweek
136,2021-11-30,富士康半导体高端封测项目正式投产,中电网
137,2021-11-30,别让富士康跑了，全球智造龙头的影响力有多大？,IT时代网
138,2021-11-29,海外信用评级汇总2021年11月29日星期一,Wind
139,2021-11-29,标普：授予工业富联长期发行人信用评级为“A-”，展望“稳定”,Wind
140,2021-11-29,工业富联：本次拟解禁股份均系公司控股股东中坚公司与鸿海精密（中坚公司母公司）直接和间接持有 解禁,每日经济新闻
141,2021-11-29,逐鹿智能制造新时代，锐捷网络与富士康云智汇科技达成战略合作,砍柴网
142,2021-11-27,共筑中国制造强国强企之路 | 鼎捷软件【2021中国“智造”数字化转型峰会】盛大召开,砍柴网
143,2021-11-26,富士康首座晶圆级封测厂在青岛投产，装配国产 28nm 光刻机,IT之家
144,2021-11-26,富士康首座晶圆级封测厂在青岛西海岸新区投产,财联社
145,2021-11-26,与苹果相爱相杀，Apple Car到来之际，富士康能否有效处理,OFweek
146,2021-11-26,鼎捷软件(300378)：制造业ERP专家 智能制造再上层楼,新浪
147,2021-11-26,新鲜早科技丨富士康称旗下准时达暂无IPO规划；百度Apollo获国内首个自动驾驶收费订单；传三星将在明年停产Note系列 经营问题,21世纪经济报道
148,2021-11-25,消息称富士康子公司准时达寻求IPO前3-4亿美元融资,和讯
149,2021-11-25,富士康旗下准时达寻求至多4亿美元融资,财联社
150,2021-11-25,富士康旗下准时达寻求至多4亿美元融资,Wind
151,2021-11-25,市场消息：富士康的子公司准时达据悉寻求在IPO前融资，据悉寻求在新一轮融资中筹集至多4亿美元,金十数据
152,2021-11-25,富士康购买V2X专家Autotalks股份 价值1000万美元,盖世汽车
153,2021-11-25,三花智控：“富士康”有用到三花汽零产品,Wind
154,2021-11-25,看好明年A股机会，全球两大资管巨头齐唱多,Wind
155,2021-11-24,凭借数字化转型及灯塔工厂 富士康斩获两项大奖,质量新闻网
156,2021-11-24,数字化转型标杆 富士康以灯塔工厂引领实效,砍柴网
157,2021-11-24,Wi-Fi6相关产品年出货量超三千万套 工业富联具元宇宙基建领先优势,北国网
158,2021-11-24,华龙内参2021年第216期 总第1047期(电子版)：分化行情 如何操作？,新浪
159,2021-11-24,富士康 14.69 亿拿下通用前工厂，“多线程布局”能成为电动汽车领域的安卓吗？,ZAKER
160,2021-11-23,工业富联《灯塔工厂引领制造业数字化转型》入选5G+工业互联网大会优秀白皮书,东方网
161,2021-11-23,跨界布局汽车15年，“多路并进”加速跑，富士康这次能成功吗？,Ofweek
162,2021-11-23,新能源车、元宇宙引爆算力市场 工业富联预计GPU业务营收2025年达300亿人民币,凤凰网
163,2021-11-22,通信周报2021年第45期：工信部发布“十四五”信息通信行业发展规划,新浪
164,2021-11-22,"工业富联现1笔大宗交易 共成交4,543.21万元",新浪
165,2021-11-22,赋能加速，龙华“创赛”优质项目入选富士康智能制造加速营,凤凰网
166,2021-11-22,科技硬件周报：AIOT产业加速 CMP材料与设备受关注,新浪
167,2021-11-22,专题｜智能制造板块业绩大增 “灯塔工厂”数字化变革的喜与忧,投资者网
168,2021-11-19,特斯拉在打工仔圈子里，可是顶尖好企业，BYD的工人待遇甚至不如富士康？,观察者网
169,2021-11-19,工业富联(601138)：各项业务稳步推进 “灯塔工厂”赋能行业,新浪
170,2021-11-18,日签劳动合同1W+份，法大大助推富士康iDPBG事业群HR数字化,凤凰网
171,2021-11-17,从“参考原型车”，看富士康的另类造车战略,36氪
172,2021-11-16,华丰股份：公司目前未与富士康公司接触,每日经济新闻
173,2021-11-15,富士康已不敢谨慎：电子产品收入将下降，为造车买下通用旧厂 盈利能力下降,新浪
174,2021-11-15,富士康入局造车 2.3亿美元收购通用工厂,卡车之家
175,2021-11-15,富士康示警：芯片短缺问题将持续到2022年下半年,国际电子商情
176,2021-11-15,富士康将以2.3亿美元在美获得首座汽车工厂,Ofweek
177,2021-11-15,富士康2.3亿美元收购通用旧工厂，造车首战签皮卡,质量新闻网
178,2021-11-15,“芯慌”将持续到明年下半年，苹果(AAPL.US)供应商富士康对2022年收入前景持谨慎态度,智通财经
179,2021-11-15,台积电改变了全球芯片格局，富士康也想出手改变电动汽车格局？,Ofweek
180,2021-11-15,郭台铭造车梦成真，富士康造“4个轮子的iPhone”终成现实,Ofweek
181,2021-11-15,苹果因搜查员工赔偿近3000万美元 网友：富士康岂不赔掉底,快科技
182,2021-11-15,富士康警告称全球芯片短缺问题将持续到2022年下半年,TechWeb
183,2021-11-14,富士康造车新进展 明年扩充墨西哥车厂,第一电动网
184,2021-11-13,强瑞技术：公司目前和富士康、荣耀等厂商合作稳定,每日经济新闻
185,2021-11-13,强瑞技术：公司与富士康、立讯精密等制造商保持积极稳定合作,每日经济新闻
186,2021-11-13,富士康提醒芯片短缺问题会持续到明年下半年,36氪
187,2021-11-13,因为持续性的芯片短缺 富士康对2022年前景持“谨慎”态度,新浪
188,2021-11-12,苹果 iPhone 13/Pro 需求强劲，代工商鸿海富士康盈利超预期,IT之家
189,2021-11-12,工业富联(601138)：春风已至 大象起舞,新浪
190,2021-11-12,富士康大手笔2.3亿美元收购，代工生产电动皮卡,搜狐
191,2021-11-12,市场消息：富士康预计芯片业务销售额在2023年将达1000亿元新台币,金十数据
192,2021-11-12,富士康预计芯片业务销售额在2023年将达1000亿元新台币,Wind
193,2021-11-12,新鲜早科技丨天猫双11总成交额达5403亿元；中芯国际高管团队变动；富士康15亿元收购前通用汽车工厂,21世纪经济报道
194,2021-11-12,电动汽车制造商Lordstown宣布电动皮卡推迟一个季度量产：富士康代工,新浪
195,2021-11-12,近5日29只个股首获机构关注（附表）,Wind
196,2021-11-12,LORDSTOWN将使用富士康电动商务车平台,Wind
197,2021-11-12,LORDSTOWN和富士康同意联合生产Endurance皮卡,金十数据
198,2021-11-12,LORDSTOWN将使用富士康电动商务车平台,金十数据
199,2021-11-11,耗资15亿元，富士康靠收购拿下首座造车工厂,36氪
200,2021-11-11,美股异动 | Lordstown Motors(RIDE.US)盘前涨超16%，已与富士康达成5000万美元股票交易,智通财经
201,2021-11-11,Lordstown Motors盘前涨近18%，富士康将收购其在俄亥俄州的一家汽车组装工厂,新浪
202,2021-11-11,富士康造车按下“快进键”,36氪
203,2021-11-11,富士康豪掷15亿元！将前通用汽车工厂揽入怀中,快科技
204,2021-11-11,每经午时|富士康2.3亿美元收购美国汽车组装厂；恒指早盘下跌0.15%；马斯克再出售近359万股特斯拉股票，价值约40亿美元,每日经济新闻
205,2021-11-11,富士康15亿元正式收购洛兹敦汽车工厂,财经网
206,2021-11-11,富士康已与Lordstown(RIDE.US)达成5000万美元股票交易，预计全部交易将于明年完成,智通财经
207,2021-11-11,富士康2.3亿美元收购美国汽车组装厂，此前属于通用汽车,澎湃新闻
208,2021-11-11,富士康有了首家造车厂 15亿收购前通用工厂,第一电动网
209,2021-11-11,斥资5000万美元！富士康收购Lordstown部分股份,盖世汽车
210,2021-11-11,富士康宣布2.3亿美元收购通用汽车旧工厂,Wind
211,2021-11-11,富士康首座汽车工厂：15亿元正式收购前通用汽车工厂,36氪
212,2021-11-11,【快讯】富士康与Lordstown Motors(RIDE.O)建立战略伙伴关系,金十数据
213,2021-11-10,华泰证券：予工业富联(601138.SH)“买入”评级 目标价19.04元,智通财经
214,2021-11-09,百炼智能与富士康旗下钜亿科技成功举办战略合作签约仪式,砍柴网
215,2021-11-08,通信周报2021年第43期：巨头加码XR与卫星互联网,新浪
216,2021-11-07,盖世周报 | 赣锋锂业与特斯拉再签三年订单；富士康或在印尼建完整产业链,第一电动网
217,2021-11-05,从“大郑县”到“国际郑”：郑州如何被富士康改变？,网易
218,2021-11-04,富士康拟投资印尼电动汽车行业，预计年内签署谅解备忘录,乐居财经
219,2021-11-04,印尼方面表示，富士康热切希望在印尼投资，预计今年将签署有关富士康投资的谅解备忘录,金十数据
220,2021-11-04,印尼政府表示富士康对在当地投资有浓厚兴趣,Wind
221,2021-11-04,励志成为汽车界的“安卓”的富士康，发明了四个轮子的“iPhone”,Ofweek
222,2021-11-04,工业富联：五大看点,半导体风向标
223,2021-11-03,三季度财报逆势成长工业富联业绩持续稳增的背后逻辑,挖贝网
224,2021-11-03,东方证券：给予工业富联买入评级，目标价位17.17元,证券之星
225,2021-11-03,东方证券给予工业富联买入评级：各业务齐头并进，业绩稳步提升,每日经济新闻
226,2021-11-03,富士康造车悬念再起,中国能源报
227,2021-11-03,“造”手机老大富士康，能成为新能源汽车领域的代工龙头吗？,Ofweek
228,2021-11-03,5G业务增势强劲！工业富联前三季度净利润同比增长25%,维库电子市场
229,2021-11-02,手机概念股Q3业绩报告：95家企业净利负增长，供应商产量或将继续下调 盈利能力下降,搜狐
230,2021-11-02,工业富联全球供应链管理优异 多种措施强力保障产能,凤凰网
231,2021-11-02,通信行业跟踪周报：本周专题 通信第三季度基金持仓环比持平 持续关注物联网及能源信息化赛道投资机会,新浪
232,2021-11-02,工业富联业务布局多点开花 前三季盈利110亿增长25%,长江商报
233,2021-11-02,工业富联：长江证券股份有限公司、长江证券股份有限公司等12家机构于10月30日调研我司,证券之星
234,2021-11-01,工业富联接受6家机构调研！短期主力资金净流入,每日经济新闻
235,2021-11-01,工业富联大股东承诺解禁“不减持” 5G、智能家居、工业互联等业务齐驱并进,证券日报网
236,2021-11-01,工业富联董事长李军旗：新品爬坡三季度已到位，对全年经营充满信心,每日经济新闻
237,2021-11-01,恒生指数收跌0.88% 智能医疗、富士康概念板块跌幅居前,财华社
238,2021-11-01,自动驾驶中间件平台 AutoCore.ai 完成 A 轮融资，富士康、高瓴创投、IDG 领投,猎云网
239,2021-11-01,奥特酷获A轮融资，富士康、高瓴领投,猎云网
240,2021-11-01,富士康入局电动车领域：醉翁之意不在酒？,Ofweek
241,2021-11-01,图解工业富联三季报：第三季度单季净利润同比增13.69%,证券之星
242,2021-11-01,富士康或在印尼生产电动车和电池，双方谈判中,盖世汽车
243,2021-11-01,天风证券维持鼎捷软件买入评级：业绩稳健增长，经营性现金增长显著,每日经济新闻
244,2021-11-01,工业富联：上半年5G相关产品同比增长三倍，目前仍维持高速成长,Wind
245,2021-11-01,工业富联：全球顶尖客户的数据中心算力及自动驾驶算力相关产品都有望在2022年实现量产出货,Wind
246,2021-11-01,工业富联(601138)：经营全面向好 业务多点开花,新浪
247,2021-10-31,"工业富联:Q3净利润42.8亿元,同比增长13.69%",搜狐
248,2021-10-31,工业富联(601138)三季报点评：盈利能力持续增强 多业务发力前景可期,新浪
249,2021-10-31,【天风电子】工业富联:业绩超预期，CSP+5G+智能家居为主要驱动力,科技伊甸园
250,2021-10-30,工业富联三季报主要财务指标全面增长 归母净利润增长25%,东方网
251,2021-10-30,小米、富士康造车谋定新节点 ，2024年成电动汽车关键之年？,贝壳财经
252,2021-10-30,工业互联网巨头工业富联发白皮书，首度分享“灯塔工厂”经验,澎湃新闻
253,2021-10-30,两大行业亮眼！A股三季报大数据榜单揭晓,Wind
254,2021-10-29,公告精选：招商轮船拟收购中外运集运；ST柏龙时任董事长陈伟雄等被终身市场禁入 其他违规处罚,e公司
255,2021-10-29,工业富联第三季度高端精密、5G、云计算等业务持续提升,e公司
256,2021-10-29,工业富联：前三季度净利润同比增长25.0%,Wind
257,2021-10-29,智库焦点 | “代工之王”富士康下场造车真相：推三款电动车，与苹果“密接”，投资三电系统，“新汽车帝国”隐现,《商学院》杂志
258,2021-10-29,晚间公告｜10月29日这些公告有看头,第一财经
259,2021-10-29,工业富联三季报扣非净利同比增长逾三成 5G业务增势强劲,21世纪经济报道
260,2021-10-29,工业富联公布三季报 前三季净利增加25%,新浪
261,2021-10-29,工业富联：前三季度归母净利110亿 同比增25%,新浪
262,2021-10-29,工业富联：第三季度实现净利润42.80亿元，同比增长13.69%,金十数据
263,2021-10-29,工业富联：第三季度净利润42.8亿元，同比增长13.69%,Wind
264,2021-10-29,工业富联联合发布2021年度灯塔工厂白皮书 发起灯塔领航计划,上证报
265,2021-10-27,天汽模：公司没有给富士康设计制作模具产品,每日经济新闻
266,2021-10-27,【中国好粮油山东篇】示范企业（天祥食品、富士康工贸、西王集团等7家）,粮油市场报
267,2021-10-27,工业富联发布2021年灯塔工厂白皮书 拟5年建10座世界级灯塔工厂,e公司
268,2021-10-27,富士康造车竟为苹果而来？,Ofweek
269,2021-10-27,工业富联拟未来5年助力10家企业建设成世界级灯塔工厂标杆,e公司
270,2021-10-27,“双跨”平台链接未来工厂,南方日报
271,2021-10-27,百公里一个充电站？富士康为何联合裕隆造电动车,ZAKER
272,2021-10-27,富士康造车，代工巨头已别无选择,阿尔法工场研究院
273,2021-10-26,关于灯塔工厂你想知道的一切，都在工业富联的这场论坛里,东方网
274,2021-10-26,鸿海科技集团董事长刘扬伟：富士康今年可能会与印尼在新能源汽车方面建立合作关系,金十数据
275,2021-10-26,鸿海科技集团董事长：富士康今年或与印尼建立合作关系,Wind
276,2021-10-25,盯向原材料！富士康正洽商将电动车工厂落户印尼,财联社
277,2021-10-25,最新灯塔工厂白皮书线上揭晓，看一线大厂工业富联如何打造世界级智慧工厂,凤凰网
278,2021-10-25,富士康计划在印尼发展电动汽车和电池产业,Wind
279,2021-10-25,富士康计划在印尼发展电动汽车和电池产业,金十数据
280,2021-10-24,富士康造车，不只是想给苹果做代工,I黑马
281,2021-10-24,富士康高调发布3款新车，碰瓷特斯拉，瞄准比亚迪？,Ofweek
282,2021-10-22,富士康造车背后，电动汽车的“圈地运动”开始了,新浪
283,2021-10-22,工业富联持续布局数字业务携手云高科技推出电动车云服务软件商店,挖贝网
284,2021-10-22,中石科技：公司暂未进入富士康汽车供应链,Wind
285,2021-10-22,富桂精密漏缴税款被深圳海关处罚 为工业富联子公司 其他违规处罚,中国经济网
286,2021-10-21,周口市委书记赴中国一冶富士康周口科技园项目部调研,中国网
287,2021-10-21,富士康发明了四个轮子的“iPhone”,新浪
288,2021-10-21,【焦点】“老骥伏枥，志在千里”！富士康造车进程按下加速键？,财华社
289,2021-10-21,富士康入局造车 三款纯电车型亮相，为苹果代工做准备？,华夏时报
290,2021-10-21,富士康计划在欧洲、印度和拉美建厂生产电动汽车,中国经济网
291,2021-10-21,赶超苹果、碰瓷特斯拉，造车这事上，富士康太野了！,电商报
292,2021-10-21,三花智控：富士康造车有用到三花汽零产品,Wind
293,2021-10-21,苹果新品相继发布，消费电子反弹在即,金融界
294,2021-10-21,每日理财观察：2021金融街论坛释放政策信号,Wind
295,2021-10-21,富士康跟上队伍推出三款电动原型车，可是名字偏要叫 Model C/E/T,ZAKER
296,2021-10-20,来了！富士康发布三款新车，居然命名Model“X”,Ofweek
297,2021-10-20,借尸还魂纳智捷？富士康三款新车落地 小米直呼Are you OK？,和讯
298,2021-10-20,富士康董事长：2024年前将在欧洲、印度和美国建设电动汽车工厂,TechWeb
299,2021-10-20,富士康首先考虑在欧洲、其次是印度和拉丁美洲生产电动汽车,智通财经
300,2021-10-20,富士康欲在欧洲、印度和拉丁美洲生产电动车,盖世汽车
301,2021-10-20,富士康造了“4个轮子的苹果手机”！还碰瓷了特斯拉？,Ofweek
302,2021-10-20,微观流动性跟踪双周报：北上投资偏向价值 个人账户出现背离,新浪
303,2021-10-20,富士康集团主席刘英威：富士康将在欧洲、印度和南美设立电动汽车工厂,Wind
304,2021-10-20,富士康集团主席刘英威：富士康将在欧洲、印度和南美设立电动汽车工厂,金十数据
305,2021-10-20,共达电声：富士康作为公司客户，已与公司合作多年,每日经济新闻
306,2021-10-20,富士康能否凭量产电动车拿到苹果汽车的订单？,Ofweek
307,2021-10-20,富士康电动汽车供应链成员近2000家，宁德时代等上市公司已加入,Wind
308,2021-10-20,富士康电动汽车供应链成员近2000家 宁德时代等上市公司已加入,e公司
309,2021-10-19,富士康新车发布，车名让特斯拉很尴尬,ZAKER
310,2021-10-19,工业富联代表富士康集团捐款3000万元助力山西灾后重建,凤凰网
311,2021-10-19,从局外人到现在的局内人，富士康跨界造车是认真的！,Ofweek
312,2021-10-19,富士康发布3款电动汽车 “造车”是理想还是噱头？,中国经营报
313,2021-10-19,工业富联驰援山西捐款3000万元，助力灾后重建,证券时报网
314,2021-10-19,跨界造车队伍再迎新成员：富士康三款新车强势入局，意在代工？,21经济网
315,2021-10-19,造手机的富士康一年造三款新车，新车名字有意蹭特斯拉的热度？,Ofweek
316,2021-10-19,富士康发布ModelC等三款电动车,Bianews
317,2021-10-19,富士康造车，真的能像「代工手机」一样成功吗？,36氪
318,2021-10-19,富士康发布新车了，可是大家还是只关心什么时候给苹果代工,36氪
319,2021-10-18,富士康发布三款电动车，竟“撞名”特斯拉！为苹果造车的机会又来了?,中证报
320,2021-10-18,命名很像特斯拉！富士康造车：鸿海发布三款电动车Model C/E/T,和讯
321,2021-10-18,“分手”拜腾“移情”裕隆 富士康能否圆“造车梦”,北京商报
322,2021-10-18,富士康并非真想造车？,新浪
323,2021-10-18,富士康下场造车！鸿海集团宣布成立千人研发中心,快科技
324,2021-10-18,一口气发布三款新车！富士康官宣发力电动车市场，多元化经营欲降低对苹果依赖？,每日经济新闻
325,2021-10-18,“能代工苹果就能造车！”郭台铭驾富士康电动车亮相，新车还有纳智捷基因,时代周报
326,2021-10-18,驱动晚报：富士康联手纳智捷发布三款新能源汽车 格力手机已通过3C认证,驱动中国
327,2021-10-18,5年内年营收达到350亿美元，富士康的汽车梦能成功吗？,36氪
328,2021-10-18,富士康发布三款电动汽车：为代工Apple Car赢得筹码,新浪
329,2021-10-18,郭台铭亲自驾车入场 富士康和比亚迪的竞争从代工延伸到汽车,第一财经
330,2021-10-18,富士康董事长刘扬伟：5年内电动汽车业务年营收达到350亿美元,新浪
331,2021-10-18,恒生指数收涨0.31% 富士康概念、煤炭概念板块领涨,财华社
332,2021-10-18,“苹果造车”代工厂率先圆梦！富士康正式推出首款电动车,华尔街见闻
333,2021-10-18,富士康新车发布，为苹果(AAPL.US)造车的机会又来了?,新浪
334,2021-10-18,最前线 | 富士康跨界造车，鸿海发布三款电动汽车,36氪
335,2021-10-18,富士康今日首次推出三款电动汽车,格隆汇
336,2021-10-18,富士康推三款电动原型车,盖世汽车
337,2021-10-18,联合纳智捷 富士康三款新车正式发布！车名让特斯拉很头疼,快科技
338,2021-10-17,富士康多款新车视频曝光,ZAKER
339,2021-10-15,富士康再披露造车进程，新车即将亮相,ZAKER
340,2021-10-15,富士康正式发布 3 款新车，推出电动汽车品牌 Foxtron,ZAKER
341,2021-10-15,富士康也要开始 PPT 造车了吗？,ZAKER
342,2021-10-15,富士康发布电动汽车品牌Foxtron 18日将带来三款新车,新浪
343,2021-10-14,每经热评｜富士康造车离成功还有多远,每日经济新闻
344,2021-10-14,富士康用造Android手机的方式造车？,36氪
345,2021-10-14,EV晨报 | 本田全新纯电动平台亮相；富士康三款新车预告图流出；Lucid称Air为美国首款使用激光雷达的量产车,第一电动网
346,2021-10-12,研判国内企业创新实力与路径：2021年大国创新百强指数发布（附报告）,21世纪经济报道
347,2021-10-12,荣亿精密申报精选层：主要客户包括仁宝、富士康 应收账款规模占营业收入比重过半,每日经济新闻
348,2021-10-11,Gogoro 换电业务进入中国内地，未来将由富士康代工生产,IT之家
349,2021-10-11,富士康通过收购Lordstown俄亥俄州工厂进入美国电动汽车市场,Wind
350,2021-10-09,外媒：富士康通过收购Lordstown俄亥俄州工厂进入美国电动汽车市场,TechWeb
351,2021-10-08,iPhone13创最长等待期，深圳富士康急招20万人赶工：你国庆野外露营，我流水线上拧螺丝,证券之星
352,2021-10-08,华为云&工业富联&上汽集团邀您参加鼎捷软件【2021中国“智造”数字化转型峰会】,凤凰网
353,2021-10-08,富士康与美EV车企达成2.8亿美元工厂出售协议,财联社
354,2021-10-08,富士康将与Lordstown达成协议 收购其俄亥俄州工厂,盖世汽车
355,2021-10-08,富士康工业互联网股份有限公司 关于以集中竞价交易方式回购股份的回购报告书,证券时报
356,2021-10-07,工业富联：拟不低于10亿元且不超过15亿元回购公司股份,每日经济新闻
357,2021-10-06,大摩：Lordstown股票就值两美元！给富士康的工厂是大贱卖,新浪
358,2021-10-05,富士康母公司鸿海回应印度厂区制造苹果 iPhone 13：不予置评,IT之家
359,2021-10-03,零部件短缺致苹果iPhone 13创下最长等待期，郑州富士康员工“悠闲”度国庆,C114通信网
360,2021-10-03,富士康郑州工厂员工十一放假：零部件短缺iPhone 13没法生产,快科技
361,2021-10-02,iPhone 13缺货，富士康员工国庆假期悠闲，零部件短缺制约苹果产业链,时代周报
362,2021-10-02,工业富联解辰阳：公司专利近5000件 遍布13个国家及地区,新浪
363,2021-10-02,Lordstown与富士康又有新动作 将携手向美国能源部申请贷款,财联社
364,2021-10-01,富士康希望到2027年每年供应300万辆电动汽车,金十数据
365,2021-10-01,每经15点|上交所：坚守科创板服务“硬科技”定位，进一步推动提高沪市上市公司质量；富士康赴美造车，未来或为苹果汽车代工,每日经济新闻
366,2021-10-01,富士康赴美造车，未来或为苹果汽车代工,Wind
367,2021-10-01,富士康赴美造车 ，未来或为苹果汽车代工,第一财经
368,2021-10-01,“汽车代工梦”又进一步！富士康与美EV车企达成2.8亿美元工厂出售协议,财联社
369,2021-10-01,Lordstown Motors与富士康达成合作协议 向后者出售俄亥俄州工厂,新浪
370,2021-10-01,Lordstown Motors向富士康出售俄亥俄州工厂,Wind
371,2021-10-01,Lordstown Motors（RIDE）：确认媒体关于本公司与富士康围,新浪
372,2021-10-01,Lordstown Motors（RIDE）：将与富士康继续讨论转让工厂的事宜，售价可能为2.3亿美元,Wind
373,2021-09-30,Lordstown Motors大涨近19%，公司接近与富士康达成出售汽车工厂协议,格隆汇
374,2021-09-30,传Lordstown Motors(RIDE.US)最快本周宣布向富士康出售汽车制造厂,智通财经
375,2021-09-30,盘前异动：Lordstown Motors涨近7%，接近与富士康达成出售汽车工厂协议,智通财经
376,2021-09-30,Lordstown Motors盘前涨7.3%，据悉接近与富士康达成出售汽车工厂协议,新浪
377,2021-09-30,富士康即将与Lordstown达成协议，收购其俄亥俄州工厂,盖世汽车
378,2021-09-30,加快造车步伐 富士康将获得在美国首个汽车制造厂,新浪
379,2021-09-30,九月国内已披露并购交易额超143亿元人民币，过亿元并购交易达16笔 | 36氪并购专题.千亿市值之路,36氪
380,2021-09-30,消息称富士康或收购俄亥俄州原通用汽车厂,新浪
381,2021-09-30,报道称Lordstown Motors计划将其俄亥俄州汽车厂出售给富士康,36氪
382,2021-09-30,工业富联5G专利申请年增长率已超过70%,Wind
383,2021-09-30,工业富联5G专利申请年增长率已超过70%,e公司
384,2021-09-30,市场消息：美国电动汽车制造商Lordstown Motors接近达成将其俄亥俄州汽车厂出售给富士康的协议,金十数据
