,2021-12-31,恩捷股份、天赐材料、璞泰来，谁是盈利能力最强的电池化学品企业？,Ofweek
1926,2019-06-12,璞泰来(603659.SH)公开发行可转换公司债券申请获受理,格隆汇
1927,2019-06-11,新能源汽车行业周报:三部委发文不得对新能源汽车限行限购,平安证券
1928,2019-06-10,[路演]璞泰来：持续提升公司产品在国内外市场的占有率,全景网
1929,2019-06-09,机械制造：锂电投资不断超预期 荐10股,东吴证券
1930,2019-06-04,新能源汽车行业周报:特斯拉Model 3开放国产预订,平安证券
1931,2019-05-29,璞泰来：产能投放在即，龙头将迎盈利拐点,证券时报网
1932,2019-05-29,【招商银行|汽车行业】新能源车产业链2018~2019Q1盈利分析（2019年5月）,招商银行研究
1933,2019-05-28,光大证券-跨市场电力设备新能源行业周报:风电上网电价落地-190527,光大证券
1934,2019-05-28,"电力设备与新能源行业周观点:风电电价下调符合预期,平价项目促发展",万联证券
1935,2019-05-28,"电力设备行业动态分析:平价先行,政策平稳,风光大周期开启",安信证券
1936,2019-05-27,电气设备：二季度产销有望爬升 荐6股,广发证券
1937,2019-05-27,新能源汽车行业周报:稀土价格快速上涨,平安证券
1938,2019-05-26,电气设备：风光大周期开启 荐8股,安信证券
1939,2019-05-23,璞泰来子公司再次获得高新技术企业证书 企业所得税减至15%,和讯
1940,2019-05-23,新能源汽车行业周报:发改委规范充换电服务收费标准,平安证券
1941,2019-05-22,五大券商周四看好6板块45股,证券之星
1942,2019-05-20,多家公司发布减持公告：中威电子等拟遭抛售 减持股份,Wind
1943,2019-05-20,璞泰来：阔甬企业拟减持不超2.84%股权,e公司
1944,2019-05-20,璞泰来(603659.SH)股东阔甬企业拟减持不超2.84%公司股份,格隆汇
1945,2019-05-17,电力设备与新能源行业2019年第4批推广目录点评:高续航里程趋势继续加强,东吴证券
1946,2019-05-15,【申港电新|周观点】光伏组件价格反弹不改长期下降趋势,新能源深度研究
1947,2019-05-15,【申港电新|周观点】硅料供需趋紧推动价格上涨,新能源深度研究
1948,2019-05-15,【申港电新|周观点】组件出口向好凸显光伏需求韧性,新能源深度研究
1949,2019-05-15,【申港电新|周观点】欧洲新能源车销量超预期增长,新能源深度研究
1950,2019-05-15,【申港电新|周观点】特斯拉Q2继续盈利 全年高增可期,新能源深度研究
1951,2019-05-15,【申港电新|周观点】风光消纳指标出台提升装机空间,新能源深度研究
1952,2019-05-15,【申港电新|周观点】光伏竞价工作推进稳定国内需求,新能源深度研究
1953,2019-05-14,29股获券商买入评级 高能环境目标涨幅达136.53%,Wind
1954,2019-05-13,14日机构强推买入 六股成摇钱树,证券之星
1955,2019-05-13,"璞泰来:业绩符合预期,负极、隔膜放量在即",东北证券
1956,2019-05-10,【东吴电新】电动车年报季报总结：中游重回增长，龙头表现突出,新兴产业汇
1957,2019-05-10,电新行业2018年报&2019一季报重点公司业绩回顾:2018年步履维艰2019年关注风光与电网投资边际变化,申万宏源
1958,2019-05-08,12家负极材料上市企业2018年平均营收约91.46亿元 3家营收超100亿元,中国电池网
1959,2019-05-07,【华泰电新黄斌团队】业绩向好，坚守龙头——电新行业18年年报及19年一季报总结,华泰电新价值研究
1960,2019-05-06,分化持续，上游盈利下滑，龙头效应凸显--新能源汽车产业链2018年&2019Q1财报总结【中泰电新】,中泰电新研究
1961,2019-05-06,【东吴晨报0506】【月策略】十大金股【行业】机械【个股】歌力思、陕西煤业、中再资环、皖能电力、璞泰来,东吴研究所
1962,2019-05-06,【璞泰来*曾朵红】高端负极龙头产能释放，打造锂电材料航母,东吴研究所
1963,2019-04-30,【东吴电新】重磅！璞泰来深度报告：高端负极龙头产能释放，打造锂电材料航母,新兴产业汇
1964,2019-04-29,璞泰来：产能扩张周期即将启动 买入评级,和讯
1965,2019-04-26,"璞泰来2019年一季报点评:负极和涂覆膜业务高速增长,毛利率望逐渐恢复",正点财经
1966,2019-04-26,【东吴电新】璞泰来：收入大增，业绩略好于预期,新兴产业汇
1967,2019-04-25,【中泰电新】璞泰来：产能大幅扩张期，负极+涂覆隔膜望加速放量,中泰电新研究
1968,2019-04-25,"中泰证券：将璞泰来评级调高为""买入""",Wind
1969,2019-04-25,【朝闻国盛0425】从格力混改看国企改革的投资主线,国盛证券研究所
1970,2019-04-25,"璞泰来:一季度盈利同比持平,盈利能力有所下滑",证券之星
1971,2019-04-25,"璞泰来:业绩符合预期,出货推动未来利润高增",国金证券
1972,2019-04-24,璞泰来(603659.SH)一季度净利润升0.51%至1.29亿元,格隆汇
1973,2019-04-24,璞泰来(603659.SH)一季度扣非净利升9.78%至1.14亿元,格隆汇
1974,2019-04-24,璞泰来：一季度净利润同比增0.51%,Wind
1975,2019-04-24,"中小市值组新能源汽车行业周报第16期:上海车展电动化亮眼,EC供不应求趋势加速",东北证券
1976,2019-04-22,电气设备：光伏产业链价格磨底 荐5股,中泰证券
1977,2019-04-14,电气设备：电力设备风光平价加速 荐10股,安信证券
1978,2019-04-11,璞泰来：2018年度实施10派4.2元 股权登记日4月17日,金融界
1979,2019-04-11,"新能源汽车行业2019年第3批新能源汽车推广目录点评:平均能量密度继续提升,磷酸铁锂复苏仍需等待",浙商证券
1980,2019-04-10,新能源汽车行业周报:碳酸锂价格下跌0.62%,平安证券
1981,2019-04-02,璞泰来：2018年年度股东大会决议公告,上交所
1982,2019-04-02,璞泰来：变更保荐机构及保荐代表人,Wind
1983,2019-04-01,【G20周刊】宁德时代/比亚迪斩获储能订单,高工锂电
1984,2019-03-29,璞泰来：为新嘉拓提供担保5000万元 大额借贷担保,Wind
1985,2019-03-27,"璞泰来:年报业绩符合预期,持续扩产保持竞争力条",正点财经
1986,2019-03-26,汽车：19年补贴政策落地将近 荐7股,东北证券
1987,2019-03-22,璞泰来：多业务协同发展共促成长 推荐评级,和讯
1988,2019-03-22,璞泰来：隔膜涂覆打造第二增长极 推荐评级,和讯
1989,2019-03-22,璞泰来：业绩有望再加速 增持评级,和讯
1990,2019-03-21,璞泰来：为控股子公司提供1亿元担保 大额借贷担保,Wind
1991,2019-03-21,"电气设备行业周报:首选锂盐电解液龙头,关注充电与加氢投资机会",国海证券
1992,2019-03-20,"电力设备与新能源行业周观点:华龙一号全球首堆进展超预期,制造业面临减税",万联证券
1993,2019-03-18,璞泰来：纯正锂电产业链公司 将持续受益于行业高速增长,证券时报网
1994,2019-03-18,"璞泰来:成本有望改善,布局良时已至",国金证券
1995,2019-03-15,『早安，新时代！』晨会早读2019/3/15：今日关注璞泰来,新时代证券研究
1996,2019-03-14,[优于大势评级]中小市值组新能源汽车周报第10期：2月新能车动力电池装机量2.24GWH 坚定看好19年新能车产业链,中财网
1997,2019-03-14,[推荐评级]2月新能源汽车产销量数据点评：纯电动乘用车高端化趋势明显 动力电池同比快速增长,中财网
1998,2019-03-14,[领先大市-A评级]电力设备行业动态分析：泛在电力物联网加速 引来投资热潮,中财网
1999,2019-03-14,[增持评级]新能源汽车-2019年第2批新能源汽车推广目录点评：平均续航里程与能量密度稳步提升,中财网
2000,2019-03-14,85股获券商买入评级 道氏技术目标涨幅达108.12%,Wind
2001,2019-03-14,中银国际*每日速递20190314：超图软件、璞泰来等,中银国际证券研究
2002,2019-03-14,【东吴晨报0314】【行业】电子、通信、传媒【个股】中国利郎、璞泰来、中国平安、江苏国信,东吴研究所
2003,2019-03-14,"璞泰来:业绩符合预期,产能落地将加速崛起",长城证券
2004,2019-03-14,"璞泰来18年报点评:业绩略好预期,高端数码负极龙头将发力动力领域",东吴证券
2005,2019-03-13,【东吴电新曾朵红团队】璞泰来：业绩略好预期，高端数码负极龙头将发力动力领域,新兴产业汇
2006,2019-03-13,[买入评级]新能源汽车行业-2月新能源车产销量环比下降,中财网
2007,2019-03-13,[增持评级]新能源汽车2019年春季投资策略：从电动车全球供应链视角 寻找确定性溢价,中财网
2008,2019-03-13,【华创电新】璞泰来：业绩符合预期，拟发行可转债加快负极和涂覆膜产能建设,华创电新研究
2009,2019-03-13,59股获券商买入评级 华扬联众目标涨幅达92.25%,Wind
2010,2019-03-13,璞泰来2018年营收净利双增 新能源产业龙头迎发展机遇,证券日报
2011,2019-03-13,从电动车全球供应链视角，寻找确定性溢价【中泰电新】,中泰电新研究
2012,2019-03-13,璞泰来:业绩增速符合预期2019年负极隔膜产能加速投放,申万宏源
2013,2019-03-13,"璞泰来:年报业绩高增长,拟发行可转债持续扩张",证券之星
2014,2019-03-13,"电气设备与新能源行业:电动车2月销5.3万辆,同增54%,产5.9万辆,同增51%",东吴证券
2015,2019-03-12,【新时代电新】璞泰来年报点评：业绩符合预期，多业务协同发展共促成长,新时代新能源开文明团队
2016,2019-03-12,汽车：2月新能源车产销量环比下降 荐2股,广发证券
2017,2019-03-12,"中金公司：将璞泰来评级调高为""推荐""",Wind
2018,2019-03-12,A股早报2019年3月12日星期二,Wind
2019,2019-03-12,"璞泰来:负极产能爆发之年,隔膜涂覆打造第二增长极",平安证券
2020,2019-03-11,璞泰来：2018年净利同比增32% 拟10派4.2元,e公司
2021,2019-03-11,璞泰来(603659.SH)2018年度净利润升31.8%至5.94亿元 拟每10股派4.2元,格隆汇
2022,2019-03-11,璞泰来：2018年净利润同比增31.8%，拟10派4.2元,Wind
2023,2019-03-11,"电气设备与新能源行业点评:2019年1月海外电动车销量6.2万辆,同增46%",东吴证券
2024,2019-03-11,新能源汽车:2019日内瓦车展点评-国际车企新能源车型投放进度分析,浙商证券
2025,2019-03-09,新能源汽车产业发展即将迎来重大契机 六股掘金,中证报
2026,2019-03-07,璞泰来：公开发行2018年创新创业公司债券2019年付息公告,上交所
2027,2019-03-06,【东吴电新】人造石墨专题：石墨化内部加工影响几何？,新兴产业汇
2028,2019-03-06,【东吴晨报0306】【行业】电新、通信【个股】新城控股、万科A、中信证券、索菲亚,东吴研究所
2029,2019-03-06,【电气设备与新能源*曾朵红】人造石墨专题：石墨化内部加工影响几何？,东吴研究所
2030,2019-02-26,从海外新能源汽车产业链2018年报看全球电动化大趋势:海外汽车产业链电动化进程提速具有全球配套能力的企业有望迎来价值重估,申万宏源
2031,2019-02-24,【东吴电新曾朵红团队】周策略：光伏征求意见总体需求旺盛，电动车静待政策落地,新兴产业汇
2032,2019-02-24,电气设备：2019年光伏国内需求确定性增加 荐17股,中泰证券
2033,2019-02-20,"电力设备行业:把握春季攻势,光伏需求超预期,探析19年新能源爆款车型",安信证券
2034,2019-02-20,"电力设备与新能源行业周观点:电池厂频获大单,光伏维持高景气",万联证券
2035,2019-02-20,"2019年1月电动车销量点评:1月电动车销量超预期,乘用车结构升级明量超预期,乘用车结构升级明显继续看好龙头行情",东吴证券
2036,2019-02-19,汽车：1月产销量高增长 荐3股,广发证券
2037,2019-02-19,"中小市值组新能源汽车行业周报第7期:1月动力电池装机量4.98GWh超预期,坚定看好19年新能车产业链",正点财经
2038,2019-02-19,电子行业周报:关注新机发布潮带动消费电子板块估值修复,上海证券
2039,2019-02-19,"电气设备与新能源:2018年海外电动车累计销量81.64万辆,同增51%",东吴证券
2040,2019-02-13,"电力设备行业2018年年报业绩前瞻:业绩持续分化,龙头差异竞争力凸显",平安证券
2041,2019-02-02,电力设备与新能源行业周报:新能源一季度淡季不淡海外市场拓展增量空间,东兴证券
2042,2019-02-01,"电力设备行业:产业携手前进,静待靴子落地",安信证券
2043,2019-01-31,"电力设备与新能源行业周报:锂电池景气度回升,燃料电池趋势性走强",长城证券
2044,2019-01-30,"锂电设备专题报告:锂电设备景气度提升,看好行业优质龙头",渤海证券
2045,2019-01-30,"电力设备与新能源行业周观点:行业板块景气向上,充电桩或迎来转机",万联证券
2046,2019-01-27,锂电板块热情延续，基建龙头估值修复【天风机械周报2019W4】,高端装备新视角
2047,2019-01-24,"电力设备与新能源行业周观点:风光车补贴退坡预期加速,燃料电池起航",万联证券
2048,2019-01-22,"璞泰来:潮退珍珠现,提升地位正当时",中证网
2049,2019-01-22,"璞泰来股票行情:三季度经营性现金流明显改善,股权激励助力长远发展",南方财富网
2050,2019-01-22,"中小市值组新能源汽车周报第4期:18年车型高端化明显,补贴加速退坡结构或有分化",东北证券
2051,2019-01-21,"电气设备行业周报:江苏积极核准海上风电项目,新能源车积分比例达16.5%",正点财经
2052,2019-01-20,【中泰电新】第4周观点：静待光伏补贴和指标政策落地，聚焦优质龙头,中泰电新研究
2053,2019-01-17,"电力设备与新能源行业点评:2018年电动车累计销售125.6万辆,同比大增62%,且乘用车结构进一步优化",东吴证券
2054,2019-01-16,"电力设备与新能源行业周报:风光平价将加速,行业维持高成长性",东兴证券
2055,2019-01-15,"电力设备与新能源行业点评:2018年累计装机电量57gwh,同比增长57%",东吴证券
2056,2019-01-15,"2018年12月汽车销量跟踪报告:2018年汽车销量市场,整体与新能源汽车景气各异",光大证券
2057,2019-01-15,"新能源汽车行业周报第3期:19年补贴或将加速退坡,仍坚定看好电动化趋势-190115",东北证券
2058,2019-01-15,"电力设备行业:新能源政策密集期,影响测算与点评",安信证券
2059,2019-01-15,"电力设备与新能源行业周报:风光平价管理办法出台,平价在即龙头成长空间打开",东吴证券
2060,2019-01-14,"电气设备行业研究周报:电动车补贴退坡模拟敏感性测算,风光平价政策发布",正点财经
2061,2019-01-14,【锂电G20】起底宁德时代的隔膜供应商,高工锂电
2062,2019-01-11,"锂电设备行业:国际龙头进入扩产高峰,继续看好锂电设备行业",东吴证券
2063,2019-01-10,"电力设备行业:电池装机超预期,能量密度创新高",安信证券
2064,2019-01-09,"电气设备及新能源行业周报:新周期起步,产业继续分化",正点财经
2065,2019-01-09,"电力设备与新能源行业周报:动力电池装机符合预期,风电平价项目建设加速",长城证券
2066,2019-01-04,电新行业2019年年度策略:风景这边独好,证券之星
2067,2019-01-04,"东北证券中小市值组新能源汽车周报第1期:写在开年之初,坚定看好19年新能车板块",东北证券
2068,2019-01-03,"电力设备行业:补贴新政临近,新能源新年新气象",安信证券
2069,2019-01-01,电气设备：高镍化和全球化是新能源车强主线 荐3股,国盛证券
2070,2018-12-29,"电力设备新能源行业2019年投资策略:脚步渐近,新能源迈向平民时代",正点财经
2071,2018-12-27,电力设备与新能源行业周报:动力电池装机持续高增长光伏产业链价格稳定,长城证券
2072,2018-12-24,"电气设备行业跟踪周报:确定性和成长性兼具,看好优质龙头",正点财经
2073,2018-12-24,"中小市值组周报第46期:CATL牵手吉利,DMC价格周内继续调涨",东北证券
2074,2018-12-21,年度猜新/猜心系列报告之2019年电力设备行业十大猜想:电车提速光伏暖行,平安证券
2075,2018-12-20,"电力设备行业周报:立足大趋势,把握边际改善环节",安信证券
2076,2018-12-20,"电力设备与新能源行业2019年投资策略报告:迎趋势,重格局,御风而上",万联证券
2077,2018-12-20,电力设备与新能源行业周报:11月电动车产销持续增长PERC电池价格坚挺,长城证券
2078,2018-12-19,电力设备与新能源行业2019年度策略报告:拥抱变革连接未来,东兴证券
2079,2018-12-17,"中小市值组新能源汽车行业周报第45期:前11月份新能车产销超百万,关注DMC价格大涨",东北证券
2080,2018-12-14,"跨市场新能源汽车行业观察之十三:11月新能源汽车销量16.9万辆,同比+37.6%环比+22.8%",光大证券
2081,2018-12-13,电气设备行业:网传补贴调整模拟再测算&孚能战略发布会召开,正点财经
2082,2018-12-13,机械设备行业:稳增长的逻辑下寻找投资机会,正点财经
2083,2018-12-13,"新能源汽车行业:前11月销量破百万,全年销量超预期",广发证券
2084,2018-12-13,新能源车全年产销将超120万辆 6股人气爆棚,证券日报
2085,2018-12-11,机械制造：三星拟以24亿美元增资天津工厂 荐3股,东吴证券
2086,2018-12-11,"中小市值组新能源汽车行业周报:11月新能车装机量8.9GWh,重点关注海外供应链",东北证券
2087,2018-12-11,"电力设备行业:新能源产销旺盛,全球化大势所趋",安信证券
2088,2018-12-11,"锂电设备行业点评报告:三星SDI西安百亿项目重启,全球电动化继续加速",东吴证券
2089,2018-12-10,璞泰来三季报点评:业绩符合预期股权激励推出彰显公司发展信心,正点财经
2090,2018-12-09,电气设备：风电竞价细则逐步平稳落地 荐5股,中泰证券
2091,2018-12-06,"新能源汽车2019年度策略:伺机而动,出奇制胜",广发证券
2092,2018-12-05,"电力设备行业:动力观格局,风光迎利好",安信证券
2093,2018-12-02,机械制造：油服已具备较强安全边际 荐10股,东吴证券
2094,2018-12-01,头号研报：新能源汽车行业望穿越牛熊 锂电产业链迎机遇,巨丰财经
2095,2018-11-27,璞泰来累计收到补助4518万元 前三季度净利4.29亿元,高工锂电
2096,2018-11-27,"电力设备行业:消费驱动,静待爆款",安信证券
2097,2018-11-26,汽车：继续锚定中游龙头 荐7股,东北证券
2098,2018-11-26,电力设备新能源行业周报:新能源汽车补贴政策或设置过渡期,光大证券
2099,2018-11-20,"电力设备行业:望眼全球,格局为大",安信证券
2100,2018-11-19,电力设备新能源行业周报:可再生能源配额制第三版征求意见稿发布,光大证券
2101,2018-11-19,电力设备与新能源行业周报:新能源和电动车优质龙头成长性看好,东吴证券
2102,2018-11-19,电力设备行业周报:国家电网在欧盟的首个电网EPC项目正式竣工,渤海证券
2103,2018-11-13,"电力设备行业:守得云开,方见月明",安信证券
2104,2018-11-12,"璞泰来2018年三季报点评:收入持续高增长,短期毛利下滑影响盈利 盈利能力下降",正点财经
2105,2018-11-11,电气设备：守得云开 荐7股,安信证券
2106,2018-11-08,"璞泰来:现金流水平明显改善,股权激励计划彰显未来发展信心",信达证券
2107,2018-11-07,巨丰午评：创业板步入强势区,巨丰财经
2108,2018-11-07,巨丰热点：新能源汽车产销大增 三元锂电概念走强,巨丰财经
2109,2018-11-07,"新能源车产业链三季度业绩分析:上游承压明显,中下游盈利结构改善",国金证券
2110,2018-11-06,电力设备与新能源行业:通威股份,信达证券
2111,2018-11-06,"电新锂电专题之一:新补贴政策实施,强者恒强趋势明显",联讯证券
2112,2018-11-05,本周355亿市值限售股解禁，环比减少42.25% 解禁,Wind
2113,2018-11-05,汽车：需求结构改善明显 荐5股,广发证券
2114,2018-11-05,电气设备：中游格局持续集中 荐7股,安信证券
2115,2018-10-31,璞泰来： 五年快速上市背后的“成长之路”,21世纪经济报道
2116,2018-10-30,璞泰来：关于首次公开发行限售股上市流通的公告,上交所
2117,2018-10-30,电力设备与新能源行业:璞泰来,信达证券
2118,2018-10-28,电气设备：电动全球化趋势不改 荐3股,方正证券
2119,2018-10-25,153股获券商买入评级 璞泰来目标涨幅达93.06%,Wind
2120,2018-10-25,"电力设备行业:脚步未止,静待量变到质变",安信证券
2121,2018-10-24,汽车：商用车恢复明显 荐6股,广发证券
2122,2018-10-23,【中泰电新】璞泰来：三季度经营性现金流明显改善，股权激励助力长远发展,中泰电新研究
2123,2018-10-23,"电新周报:9月锂电装机高增长,三季报窗口期关注盈利分化",联讯证券
2124,2018-10-23,"璞泰来动态研究:业绩基本符合预期,股权激励添动力",国海证券
2125,2018-10-22,"璞泰来:短期业绩承压,看好公司长期发展",方正证券
2126,2018-10-22,璞泰来：收入与产能结构步入调整期 股票激励与员工共享成长,平安证券
2127,2018-10-22,【新时代电新 开文明团队】 璞泰来：业绩符合预期，同步推出股权激励计划助力长期发展,新时代证券研究
2128,2018-10-22,"璞泰来:专注技术与新品开发,负极产能持续提升",安信证券
2129,2018-10-21,【璞泰来】Q3业绩符合预期，股权激励彰显信心【东吴机械陈显帆】,透视先进制造
2130,2018-10-21,璞泰来：股权激励彰显信心 买入评级,东吴证券
2131,2018-10-19,璞泰来：前三季度净利润同比增32.48%,Wind
2132,2018-10-18,"电力设备与新能源行业9月装机电量点评:同环比增幅明显,商用车已起量",东吴证券
2133,2018-10-17,电新行业：乘用车表现亮眼 看好龙头成长行情,金融界
2134,2018-10-16,[中性评级]电气设备及新能源行业周报：行业继续边际向好 关注龙头公司机会,中财网
2135,2018-10-15,[领先大市-A评级]电力设备行业动态分析：特高压高歌猛进 电动车不负旺季,中财网
2136,2018-10-15,[推荐评级]电气设备行业事件点评报告：电动车产销提速 产业链企稳在望,中财网
2137,2018-10-15,[推荐评级]新能源汽车行业数据周跟踪：国务院印发《推进运输结构调整三年行动计划(2018-2020年)》,中财网
2138,2018-10-15,[买入评级]电气设备行业周报：九月销量涨势明显 宁德时代扣非业绩增八成,中财网
2139,2018-10-15,[推荐评级]电力设备与新能源行业周报：锂电龙头超预期 电动车产销高增长,中财网
2140,2018-10-13,汽车：九月中汽协产销环比增长 荐5股,广发证券
2141,2018-10-11,"新能源行业周报:积极的因素在增多,行业景气度在转好",信达证券
2142,2018-10-10,"电力设备行业:追寻变化,把握阶段性机会",安信证券
2143,2018-10-07,璞泰来股票分析：锂电中游平台新贵再扬帆,中泰证券
2144,2018-10-07,电气设备：特斯拉MODEL3成绩优异 荐5股,方正证券
2145,2018-10-07,电气设备：配额制第二次征求意见 荐5股,中泰证券
2146,2018-09-30,"新能源汽车行业产业链中报业绩解析:短期行业基本面改善,中长期重视龙头突围",国海证券
2147,2018-09-29,"新能源行业周报:继续看好阶段性反弹,布局景气度高的环节",信达证券
2148,2018-09-28,【天风Morning Call】晨会集萃20180928,天风研究
2149,2018-09-27,冰火两重天的宁德时代产业链赚钱越来越难？,和讯
2150,2018-09-27,"电气设备行业周报:新能源车中游需求发力,特高压建设提速",国海证券
2151,2018-09-26,电力设备与新能源行业卓越推:璞泰来,信达证券
2152,2018-09-25,汽车：商用车产销显著恢复 荐5股,广发证券
2153,2018-09-23,电气设备：研发抵扣新规利于新能源汽车产业升级 荐5股,国盛证券
2154,2018-09-20,【璞新星】组合是如何诞生的？,--
2155,2018-09-19,璞泰来：锂电中游平台新贵再扬帆【中泰电新】,中泰电新研究
2156,2018-09-19,机构评级精选：寓教于乐切入儿童赛道 恒信东方评级获机构上调,巨丰财经
2157,2018-09-19,"电力设备行业:新能源车旺季开启,特高压基建提速",安信证券
2158,2018-09-18,"璞泰来:负极材料实现稳健增长,隔膜、铝塑膜业务继续拓展",正点财经
2159,2018-09-18,"电气设备行业周报:钴及电解液涨价,领跑者支撑单晶PERC后续价稳",正点财经
2160,2018-09-18,【电新】邹玲玲、花秀宁（研究助理）：电动车短期反弹有动力，新能源平价时代到来-20180917,中泰证券研究所
2161,2018-09-18,"新能源行业周报:数据向好叠加催化剂作用,关注景气度高的环节",信达证券
2162,2018-09-17,电气设备：风光平价征求意见公布 荐9股,国海证券
2163,2018-09-17,电子行业受社保资金青睐（9月17日）,巨丰财经
2164,2018-09-17,电气设备：ROE角度透视锂电池产业链生意本质 荐3股,方正证券
2165,2018-09-16,蔚来赴美上市，电动车驶入农村,--
2166,2018-09-16,电气设备：新能源汽车景气度逐月提升 荐3股,国盛证券
2167,2018-09-16,电气设备：锂电负极材料二十年复盘与展望 荐1股,方正证券
2168,2018-09-16,电气设备：蔚来赴美上市 荐3股,方正证券
2169,2018-09-14,巨丰热点：锂电概念市场活跃 维科技术等多股触及涨停,巨丰财经
2170,2018-09-14,锂电池板块强势冲高，新宙邦冲击涨停,Wind
2171,2018-09-14,"电气设备行业周报:需求转暖价格依然承压,重视反弹时龙头溢价",国海证券
2172,2018-09-14,跨市场新能源汽车行业周报(2018年第37期):工信部公布第9批新能源汽车推荐目录,光大证券
2173,2018-09-13,巨丰早评：突发消息或促A股展开反弹,巨丰财经
2174,2018-09-12,锂电池板块午后异动，亿纬锂能强势涨停,Wind
2175,2018-09-12,"新能源行业周报:景气度仍在低谷,行业差异化明显",信达证券
2176,2018-09-11,【民生机械深度】动力消费双景气，锂电设备增长可期,东单智造
2177,2018-09-11,"电力设备与新能源行业周报:电网基建加码,新能源汽车金九银十可期",万联证券
2178,2018-09-10,电气设备：需求转暖价格依然承压 荐4股,国海证券
2179,2018-09-09,电气设备：电动车稳步前行 荐3股,方正证券
2180,2018-09-08,【东吴电新】中报点评：电动车板块整体稳健增长，板块分化明显,新兴产业汇
2181,2018-09-07,【光大新三板|A股研究】新能源汽车行业跨市场研究合集,EBSCN新三板研究
2182,2018-09-06,跨市场新能源汽车周报(2018年第36期):上汽通用与宁德时代签署合作协议,光大证券
2183,2018-09-06,"电力设备行业2018中报总结:企业分化,聚焦龙头",安信证券
2184,2018-09-05,【光大证券】跨市场新能源汽车产业链2018年中报总结——龙头优势明显，静待毛利率调整,EBSCN新三板研究
2185,2018-09-05,汽车：抢装效应淡季不淡 荐5股,广发证券
2186,2018-09-03,估值底支撑渐强，主力机构已左侧潜伏,Wind
2187,2018-09-02,【方正电新】过渡期即将结束，下半年补贴标准切换需要担心吗？,--
2188,2018-09-02,电气设备：欧盟取消对中国光伏双反和MIP 荐5股,国盛证券
2189,2018-09-02,汽车：继续支持新能源车发展 荐5股,广发证券
2190,2018-08-31,负极行业深度之二：硅碳篇 硅基负极：新能源产业下一个风口,--
2191,2018-08-31,【华创电新】璞泰来2018年中报点评：负极材料和隔膜业务持续快速增长，锂电设备业务增长稳健,华创电新研究
2192,2018-08-28,社保基金最新建仓股、减持股、增持股！,中国基金报
2193,2018-08-28,[推荐评级]电力设备与新能源行业周报：锂电巨头扩产加速 风电龙头成绩优异,中财网
2194,2018-08-28,[推荐评级]电力设备与新能源行业周报：7月风电新增装机规模同比高增长,中财网
2195,2018-08-28,锂电设备行业点评报告：比亚迪投资100亿加码动力电池，全球锂电龙头扩产加速,东吴证券
2196,2018-08-28,江西紫宸H1营收 8.45亿 年内产能将达3 万吨,高工锂电
2197,2018-08-27,[强于大市评级]机械设备行业研究周报：为什么我们调高工程机械几大龙头盈利预测,中财网
2198,2018-08-27,璞泰来：龙头地位进一步夯实，加速全球化步伐,方正证券
2199,2018-08-27,电动汽车7月点评：需求结构优化 景气持续回升,中财网
2200,2018-08-26,[优于大市评级]璞泰来(603659)半年报点评：负极、设备、隔膜 三大业务齐发展,中财网
2201,2018-08-22,[推荐评级]电力设备与新能源行业周报：造车新势力步伐加快 光伏产业链价格继续微降,中财网
2202,2018-08-22,跨市场新能源汽车行业周报(2018年第34期):蔚来在美正式递交IPO招股书,光大证券
2203,2018-08-21,[看好评级]新能源汽车产业链周报：锂电回收尖荷初露 未来市场波澜壮阔,中财网
2204,2018-08-21,[中性评级]新能源行业周报：高端产品突破中 低谷中蕴涵突破,中财网
2205,2018-08-21,"璞泰来半年报点评:业绩稳健增长,产业协同效应逐渐突显",正点财经
2206,2018-08-21,[买入评级]电气设备行业周报：静待新能车销量回暖 持续看好风机龙头,中财网
2207,2018-08-21,[强于大市评级]深度*行业*电力设备与新能源行业周报：7月全社会用电量同比增长6.8%,中财网
2208,2018-08-21,"电气设备与新能源行业周报:电动乘用车销售向好,坚定看好龙头",东吴证券
2209,2018-08-20,[看好评级]电气设备行业周报：车型丰富强化消费崛起后盾 经济放缓不改工控向好逻辑,中财网
2210,2018-08-20,[增持评级]机械制造业行业周报：车企向电池延伸利好锂电扩产 城轨审批强化基建托底预期,中财网
2211,2018-08-20,[领先大市-A评级]电力设备行业动态分析：三大主线日益明晰 新能源车逻辑不改,中财网
2212,2018-08-20,[增持评级]电力设备新能源行业周报：电动车逐月回暖 全球风电需求提速,中财网
2213,2018-08-20,[推荐评级]电力设备与新能源行业周报：蓄势待发 砥砺前行,中财网
2214,2018-08-20,[买入评级]璞泰来(603659)中报点评：业绩基本符合预期 产能扩张力度持续加大,中财网
2215,2018-08-20,[强于大市评级]电气设备行业专题研究：电车全球观：亚洲人口大国印度的电动车野望,中财网
2216,2018-08-20,[强于大市评级]机械设备行业研究周报：精选高景气下游和确定性标的 继续推荐半导体设备、油服等板块,中财网
2217,2018-08-20,[强于大市评级]电气设备行业研究周报：蔚来发布招股书 LG大量锁定原材料,中财网
2218,2018-08-20,海富通三只基金年内跌超20% 上半年权益产品规模缩水,中国经济网
2219,2018-08-19,电气设备：新能源车逻辑不改 荐5股,安信证券
2220,2018-08-18,广证恒生-半年报点评-璞泰来(603659)-业绩稳健增长，产业协同效应逐渐突显-20180815,广证恒生
2221,2018-08-17,璞泰来：业绩基本符合预期，材料设备双轮驱动,电新产业研究
